Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Laurus Labs Ltd.,540222,60,0.1402896609375,-0.13417996857040917,0.09464858905151613,0.1214655986421529 to 0.15356787940374997
Tube Investments Of India Ltd.,540762,60,0.09402449206349205,-0.18861144874051824,0.037078462554208734,0.07629039639830545 to 0.09751077567164672
Endurance Technologies Ltd.,540153,60,0.07665556928838951,-0.2274620007046279,0.1461120921615727,0.0592193401329002 to 0.0878558748929525
Equitas Holdings Ltd.,539844,60,0.06863913833333334,-0.12317124861264875,0.31167034861767035,0.06018476996112035 to 0.09003192250649984
RBL Bank Ltd.,540065,60,0.06185414330636301,-0.14454134117101733,0.13884683979258597,0.052913662475877 to 0.07044239563252924
Alok Industries Ltd.,521070,60,0.06036869974937344,-0.44419566094318647,0.19572112634031907,0.033553185263919726 to 0.07218412966002136
TCI Express Ltd.,540212,60,0.05774403137254901,-0.2987327277952762,0.05774403137254901,0.04049399936673143 to 0.05774403137254901
Dishman Carbogen Amcis Ltd.,540701,60,0.05666360784313726,-0.25816957690467807,0.05666360784313726,0.042034788180381914 to 0.05666360784313726
Minda Industries Ltd.,532539,60,0.053256933874709964,-0.10635750013856521,0.08563055766406004,0.047592659522750935 to 0.05781735482187935
Lemon Tree Hotels Ltd.,541233,60,0.052398852941176466,-0.12605025137643538,0.1152717192117999,0.0457939643561043 to 0.05843895880443215
Adani Green Energy Ltd.,541450,60,0.04928310606060605,0.04928310606060605,1.1122568024042472,0.04928310606060605 to 0.10409857602012512
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,500645,60,0.04875276330690826,-0.20390780844552633,0.18299334662892652,0.038811694185333125 to 0.05767419462184734
Vakrangee Ltd.,511431,60,0.04860201257485029,-0.30491339782799165,0.281854484060458,0.03378260777937391 to 0.06230070775343461
PNC Infratech Ltd.,539150,60,0.04699718028169014,-0.14411277600966169,0.16966048142287476,0.040224286166669246 to 0.05497074451379933
Indus Towers Ltd.,534816,60,0.04588026660341556,-0.2167675639787968,0.12853085784533466,0.035934912977095425 to 0.05177729662812522
Advanced Enzyme Technologies Ltd.,540025,60,0.04252302346570397,-0.10271933559938844,0.10626409872153052,0.03815508674762966 to 0.04704169422920149
