Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-07-27,268.25,INVEST,0,372.0,0.0
2018-09-04,277.05,EXIT,103062.6,0.0,0.03062600000000006
2018-10-30,236.5,INVEST,0,435.0,0.0
2019-01-29,270.5,EXIT,117667.5,0.0,0.1417090195667487
2019-02-28,280.25,INVEST,0,419.0,0.0
2019-03-05,287.15,EXIT,120315.84999999999,0.0,0.02250706439756085
2019-05-15,255.55,INVEST,0,470.0,0.0
2019-07-10,240.3,EXIT,112941.0,0.0,-0.06129574781709968
2020-04-17,186.75,INVEST,0,604.0,0.0
2020-09-16,281.3,EXIT,169905.2,0.0,0.5043713089135036
