security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500540,PREMIER LTD.,334.40,335.50,-254.10,60.50,2.32,2007,3
500540,PREMIER LTD.,279.50,281.60,-197.70,55.20,2.12,2007,4
500540,PREMIER LTD.,233.90,239.40,-188.10,30.70,1.09,2008,2
500540,PREMIER LTD.,365.40,365.40,-278.40,62.70,2.06,2008,3
500540,PREMIER LTD.,322.60,313.10,-271.60,27.50,0.91,2008,4
500540,PREMIER LTD.,386.70,384.20,-338.50,15.30,0.50,2009,1
500540,PREMIER LTD.,250.90,237.60,-202.90,22.10,0.73,2009,2
500540,PREMIER LTD.,378.20,365.30,-277.30,62.50,2.06,2009,3
500540,PREMIER LTD.,367.70,360.70,-293.00,43.20,1.42,2009,4
500540,PREMIER LTD.,437.70,436.00,-355.30,24.50,0.81,2010,2
500540,PREMIER LTD.,654.20,647.10,-532.10,64.60,2.12,2010,3
500540,PREMIER LTD.,514.10,508.90,-383.10,50.10,1.65,2010,4
500540,PREMIER LTD.,690.20,682.40,-540.50,45.50,1.50,2011,1
500540,PREMIER LTD.,581.60,580.60,-461.20,25.70,0.84,2011,2
500540,PREMIER LTD.,709.00,706.90,-563.40,41.70,1.38,2011,3
500540,PREMIER LTD.,600.90,596.40,-455.40,35.60,1.17,2011,4
500540,PREMIER LTD.,794.90,787.50,-136.90,125.40,4.13,2012,1
500540,PREMIER LTD.,649.60,643.80,-107.90,2.70,0.09,2012,2
500540,PREMIER LTD.,720.30,712.10,-92.70,77.90,2.56,2012,3
500540,PREMIER LTD.,600.90,595.70,-96.50,86.80,2.86,2012,4
500540,PREMIER LTD.,495.20,456.70,-98.30,709.10,23.35,2013,1
500540,PREMIER LTD.,333.10,327.80,-92.60,196.30,6.46,2013,2
500540,PREMIER LTD.,622.20,618.30,-83.80,-23.00,-0.75,2013,3
500540,PREMIER LTD.,239.20,236.80,-55.70,17.60,0.58,2013,4
500540,PREMIER LTD.,433.70,430.90,-53.70,60.60,2.00,2014,1
500540,PREMIER LTD.,574.00,555.00,-66.00,-194.40,-6.40,2014,2
500540,PREMIER LTD.,368.10,362.10,-58.00,-196.10,-6.46,2014,3
500540,PREMIER LTD.,381.80,376.60,-59.30,-133.40,-4.39,2014,4
500540,PREMIER LTD.,371.60,368.60,-59.10,65.60,2.16,2015,1
500540,PREMIER LTD.,352.10,348.50,-63.80,315.70,10.39,2015,2
500540,PREMIER LTD.,253.70,250.20,-43.10,7.30,0.25,2015,3
500540,PREMIER LTD.,250.10,247.80,-41.80,-251.80,-8.29,2015,4
500540,PREMIER LTD.,156.10,153.10,-36.70,-323.10,-10.64,2016,1
500540,PREMIER LTD.,45.00,66.10,-37.40,-337.50,-11.11,2017,2
500540,PREMIER LTD.,51.70,112.20,-48.70,-256.00,-8.43,2017,3
500540,PREMIER LTD.,22.60,26.80,-33.50,-318.70,-10.49,2017,4
500540,PREMIER LTD.,81.40,116.90,-27.10,-327.70,-10.79,2018,1
500540,PREMIER LTD.,29.10,31.90,-23.90,-630.70,-20.77,2018,2
500540,PREMIER LTD.,47.70,53.30,-30.30,-549.20,-18.08,2018,3
500540,PREMIER LTD.,55.10,208.50,-25.00,-140.60,-4.63,2018,4
500540,PREMIER LTD.,33.10,33.10,-385.60,-645.50,-21.25,2019,1
500540,PREMIER LTD.,17.00,18.20,-26.40,-288.80,-9.51,2019,2
500540,PREMIER LTD.,10.10,11.50,-33.20,418.80,13.79,2019,3
500540,PREMIER LTD.,71.20,73.00,-31.90,-550.70,-18.13,2019,4
500540,PREMIER LTD.,0.50,2.80,-8.40,-249.90,-8.23,2020,1
