security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501351,RAPID INVESTMENTS LTD.,0.25,0.25,-0.21,0.02,0.03,2011,3
501351,RAPID INVESTMENTS LTD.,0.21,0.21,-0.33,-0.12,-0.13,2011,4
501351,RAPID INVESTMENTS LTD.,0.72,0.72,0.12,0.69,0.72,2012,1
501351,RAPID INVESTMENTS LTD.,0.25,0.25,-0.10,0.15,0.16,2012,2
501351,RAPID INVESTMENTS LTD.,0.22,0.22,-0.17,0.05,0.06,2012,3
501351,RAPID INVESTMENTS LTD.,0.19,-0.04,-0.24,-0.09,-0.10,2012,4
501351,RAPID INVESTMENTS LTD.,0.20,0.20,-0.25,-0.02,-0.03,2013,1
501351,RAPID INVESTMENTS LTD.,0.24,0.24,-0.14,0.08,0.08,2013,2
501351,RAPID INVESTMENTS LTD.,0.01,0.01,-0.13,-0.12,-0.12,2013,3
501351,RAPID INVESTMENTS LTD.,0.01,0.01,-0.21,-0.20,-0.21,2013,4
501351,RAPID INVESTMENTS LTD.,0.04,0.04,-0.06,0.27,0.28,2014,1
501351,RAPID INVESTMENTS LTD.,0.02,0.02,-0.10,-0.08,-0.08,2014,2
501351,RAPID INVESTMENTS LTD.,0.50,0.50,-0.39,0.10,0.10,2014,3
501351,RAPID INVESTMENTS LTD.,0.24,0.24,-0.08,0.05,0.05,2014,4
501351,RAPID INVESTMENTS LTD.,0.25,0.25,-0.04,0.04,0.04,2015,1
501351,RAPID INVESTMENTS LTD.,0.26,0.26,-0.11,0.02,0.02,2015,2
501351,RAPID INVESTMENTS LTD.,0.19,0.19,-0.08,0.00,0.00,2015,3
501351,RAPID INVESTMENTS LTD.,0.24,0.24,-0.09,0.01,0.01,2015,4
501351,RAPID INVESTMENTS LTD.,0.21,0.21,-0.25,-0.04,-0.04,2016,4
501351,RAPID INVESTMENTS LTD.,0.81,0.81,-0.22,0.23,0.24,2017,3
501351,RAPID INVESTMENTS LTD.,2.43,5.95,-0.82,3.68,3.84,2018,1
501351,RAPID INVESTMENTS LTD.,3.05,3.26,-0.89,1.08,0.82,2018,2
501351,RAPID INVESTMENTS LTD.,2.99,3.11,-1.31,0.57,0.44,2018,3
501351,RAPID INVESTMENTS LTD.,3.27,3.40,-1.45,0.06,0.04,2018,4
501351,RAPID INVESTMENTS LTD.,2.16,2.97,-0.91,-0.49,-0.38,2019,1
501351,RAPID INVESTMENTS LTD.,2.12,2.13,-0.18,0.04,0.03,2020,1
501351,RAPID INVESTMENTS LTD.,2.07,2.12,-0.61,0.30,0.23,2020,2
501351,RAPID INVESTMENTS LTD.,1.36,1.39,-0.74,-0.39,-0.30,2020,3
