security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500450,MPIL CORPORATION LTD.,0.20,0.20,-1.70,-0.70,-1.27,2015,2
500450,MPIL CORPORATION LTD.,0.30,0.30,-1.20,-0.40,-0.65,2015,3
500450,MPIL CORPORATION LTD.,0.20,0.20,-1.00,-0.40,-0.63,2015,4
500450,MPIL CORPORATION LTD.,0.20,0.20,-0.90,0.20,0.35,2016,1
500450,MPIL CORPORATION LTD.,0.20,0.20,-0.80,-0.10,-0.14,2016,2
500450,MPIL CORPORATION LTD.,0.30,0.30,-1.00,0.40,0.70,2016,3
500450,MPIL CORPORATION LTD.,0.30,0.30,-1.60,-0.30,-0.53,2016,4
500450,MPIL CORPORATION LTD.,0.30,0.50,-1.00,-1.40,-2.46,2017,1
500450,MPIL CORPORATION LTD.,0.20,2.50,-0.90,0.70,1.23,2017,2
500450,MPIL CORPORATION LTD.,0.30,16.30,-0.70,12.10,24.20,2017,3
500450,MPIL CORPORATION LTD.,0.20,1.90,-1.00,-0.10,-0.18,2018,2
500450,MPIL CORPORATION LTD.,0.10,4.60,-1.10,0.20,0.36,2018,3
500450,MPIL CORPORATION LTD.,0.20,3.40,-1.00,0.20,0.36,2018,4
500450,MPIL CORPORATION LTD.,0.10,3.90,-0.60,1.20,2.16,2019,1
500450,MPIL CORPORATION LTD.,0.20,3.40,-1.20,0.10,0.34,2019,2
500450,MPIL CORPORATION LTD.,0.10,3.60,-2.20,7.20,12.63,2019,3
500450,MPIL CORPORATION LTD.,0.20,3.80,-5.20,-1.40,-2.46,2019,4
500450,MPIL CORPORATION LTD.,0.10,1.25,-4.15,-2.30,-4.00,2020,1
500450,MPIL CORPORATION LTD.,0.20,4.00,-0.40,1.00,1.75,2020,2
500450,MPIL CORPORATION LTD.,0.10,3.70,-3.60,0.10,0.18,2020,3
