security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500890,MODI RUBBER LTD.,4.99,27.09,-8.02,-11.25,0.45,2008,3
500890,MODI RUBBER LTD.,14.26,-23.01,-8.32,25.54,1.02,2008,4
500890,MODI RUBBER LTD.,102.73,20.97,-81.75,79.55,3.18,2009,3
500890,MODI RUBBER LTD.,4.95,4.95,-21.07,1.10,0.04,2009,4
500890,MODI RUBBER LTD.,76.04,12.12,-63.92,-35.36,-1.41,2010,1
500890,MODI RUBBER LTD.,4.38,4.38,-415.96,399.00,15.93,2011,3
500890,MODI RUBBER LTD.,4.49,4.49,-31.00,-4.30,-0.17,2011,4
500890,MODI RUBBER LTD.,1.36,1.36,-6.45,-10.61,-0.42,2012,1
500890,MODI RUBBER LTD.,49.35,49.35,-6.90,374.08,14.94,2012,2
500890,MODI RUBBER LTD.,8.35,8.35,-7.21,49.29,1.97,2012,3
500890,MODI RUBBER LTD.,8.36,8.36,-10.07,-8.30,-0.33,2012,4
500890,MODI RUBBER LTD.,9.50,9.50,-8.34,-154.53,-6.17,2013,1
500890,MODI RUBBER LTD.,10.52,10.52,-8.92,-16.85,-0.67,2013,2
500890,MODI RUBBER LTD.,11.49,11.49,-7.37,40.82,1.63,2013,3
500890,MODI RUBBER LTD.,11.75,11.75,-9.71,-20.86,-0.83,2013,4
500890,MODI RUBBER LTD.,10.94,10.94,-10.96,9.31,0.37,2014,1
500890,MODI RUBBER LTD.,12.31,12.31,-8.65,-15.96,-0.64,2014,2
500890,MODI RUBBER LTD.,13.60,13.60,-10.18,135.82,5.42,2014,3
500890,MODI RUBBER LTD.,13.22,13.22,-12.00,-82.48,-3.29,2014,4
500890,MODI RUBBER LTD.,13.20,13.20,-9.14,-25.40,-1.01,2015,1
500890,MODI RUBBER LTD.,14.33,14.33,-10.78,-5.36,-0.21,2015,2
500890,MODI RUBBER LTD.,13.51,13.51,-8.99,40.81,1.63,2015,3
500890,MODI RUBBER LTD.,12.24,12.24,-11.53,-31.49,-1.26,2016,1
500890,MODI RUBBER LTD.,11.74,-30.65,-13.08,57.90,2.31,2016,3
500890,MODI RUBBER LTD.,12.57,-43.10,-14.06,29.29,1.17,2016,4
500890,MODI RUBBER LTD.,14.84,26.33,-60.01,-5.77,-0.23,2017,1
500890,MODI RUBBER LTD.,14.18,22.43,-44.89,-36.31,-1.45,2017,2
500890,MODI RUBBER LTD.,14.71,305.50,-39.91,217.34,8.68,2017,3
500890,MODI RUBBER LTD.,14.39,29.64,-67.02,-65.31,-2.61,2017,4
500890,MODI RUBBER LTD.,15.97,102.80,-36.45,-144.12,-5.76,2018,1
500890,MODI RUBBER LTD.,12.35,31.92,-40.85,-28.17,-1.12,2018,2
500890,MODI RUBBER LTD.,13.12,156.09,-12.24,101.90,4.07,2018,3
500890,MODI RUBBER LTD.,13.49,28.74,-11.27,-34.96,-1.40,2018,4
500890,MODI RUBBER LTD.,13.41,85.70,-11.66,7.35,0.29,2019,1
500890,MODI RUBBER LTD.,12.28,26.44,-32.24,-24.84,-0.99,2019,2
500890,MODI RUBBER LTD.,10.12,192.11,-39.94,135.59,5.41,2019,3
500890,MODI RUBBER LTD.,12.54,24.76,-43.67,-40.89,-1.63,2019,4
500890,MODI RUBBER LTD.,16.40,74.95,-35.48,-13.41,0.54,2020,1
500890,MODI RUBBER LTD.,10.92,19.98,-20.21,-18.01,-0.72,2020,2
500890,MODI RUBBER LTD.,4.69,143.70,-24.76,99.11,3.98,2020,3
