security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501111,GOLD ROCK INVESTMENTS LTD.,5.91,5.91,-4.42,5.88,9.16,2007,4
501111,GOLD ROCK INVESTMENTS LTD.,-11.59,-11.59,0.60,-8.59,-13.38,2008,1
501111,GOLD ROCK INVESTMENTS LTD.,3.83,3.83,-0.52,2.88,4.49,2008,2
501111,GOLD ROCK INVESTMENTS LTD.,3.78,3.78,-1.25,2.25,3.51,2008,3
501111,GOLD ROCK INVESTMENTS LTD.,7.32,7.32,-0.84,6.14,9.57,2008,4
501111,GOLD ROCK INVESTMENTS LTD.,4.79,4.79,-1.86,1.49,2.31,2009,1
501111,GOLD ROCK INVESTMENTS LTD.,9.54,9.54,-0.34,8.88,13.83,2009,2
501111,GOLD ROCK INVESTMENTS LTD.,-1.26,-1.26,-0.93,-2.20,-3.42,2009,3
501111,GOLD ROCK INVESTMENTS LTD.,8.44,8.44,-0.96,9.80,15.26,2009,4
501111,GOLD ROCK INVESTMENTS LTD.,-0.79,-0.79,-2.40,10.50,-5.02,2010,1
501111,GOLD ROCK INVESTMENTS LTD.,3.25,3.25,-0.36,2.05,3.19,2010,2
501111,GOLD ROCK INVESTMENTS LTD.,3.44,3.44,-0.56,2.63,4.10,2010,3
501111,GOLD ROCK INVESTMENTS LTD.,7.77,6.73,-1.04,6.71,8.76,2010,4
501111,GOLD ROCK INVESTMENTS LTD.,1.90,-0.89,-2.80,-1.91,-2.43,2011,1
501111,GOLD ROCK INVESTMENTS LTD.,7.93,6.67,-1.26,7.31,9.31,2011,2
501111,GOLD ROCK INVESTMENTS LTD.,3.56,2.26,-1.30,2.20,2.79,2011,3
501111,GOLD ROCK INVESTMENTS LTD.,8.94,6.48,-2.46,6.36,8.10,2011,4
501111,GOLD ROCK INVESTMENTS LTD.,-0.54,-2.03,-0.21,-1.90,-2.42,2012,1
501111,GOLD ROCK INVESTMENTS LTD.,5.41,3.80,-0.19,4.48,5.70,2012,2
501111,GOLD ROCK INVESTMENTS LTD.,3.60,3.60,-0.46,1.18,1.50,2012,3
501111,GOLD ROCK INVESTMENTS LTD.,1.14,1.14,-0.46,-0.99,-1.26,2012,4
501111,GOLD ROCK INVESTMENTS LTD.,-28.13,-28.13,-0.50,-30.26,-38.52,2013,1
501111,GOLD ROCK INVESTMENTS LTD.,11.74,11.74,-0.46,9.92,12.63,2013,2
501111,GOLD ROCK INVESTMENTS LTD.,22.74,22.74,-0.46,21.08,26.84,2013,3
501111,GOLD ROCK INVESTMENTS LTD.,10.03,10.03,-0.46,8.42,10.71,2013,4
501111,GOLD ROCK INVESTMENTS LTD.,6.56,1.82,-0.53,1.30,1.66,2014,1
501111,GOLD ROCK INVESTMENTS LTD.,7.88,7.88,-0.48,6.32,8.05,2014,2
501111,GOLD ROCK INVESTMENTS LTD.,5.32,5.32,-0.48,3.47,4.42,2014,3
501111,GOLD ROCK INVESTMENTS LTD.,6.73,6.73,-0.48,5.02,6.39,2014,4
501111,GOLD ROCK INVESTMENTS LTD.,4.28,4.28,-0.49,1.60,2.03,2015,1
501111,GOLD ROCK INVESTMENTS LTD.,6.45,6.45,-0.48,4.60,5.85,2015,2
501111,GOLD ROCK INVESTMENTS LTD.,3.42,3.42,-0.48,1.36,1.73,2015,3
501111,GOLD ROCK INVESTMENTS LTD.,1.80,1.80,-0.48,0.05,0.06,2015,4
501111,GOLD ROCK INVESTMENTS LTD.,0.94,0.94,-0.57,-30.18,-38.42,2016,1
501111,GOLD ROCK INVESTMENTS LTD.,4.00,4.00,-0.56,-32.45,-41.30,2016,2
501111,GOLD ROCK INVESTMENTS LTD.,16.59,16.59,-0.56,14.90,18.96,2016,3
501111,GOLD ROCK INVESTMENTS LTD.,1.51,1.51,-0.56,3.25,4.14,2016,4
501111,GOLD ROCK INVESTMENTS LTD.,2.03,27.68,-0.58,22.20,28.26,2017,1
501111,GOLD ROCK INVESTMENTS LTD.,0.81,0.81,-1.92,-1.11,-1.42,2017,2
501111,GOLD ROCK INVESTMENTS LTD.,2.62,2.62,-1.15,0.79,1.01,2017,3
501111,GOLD ROCK INVESTMENTS LTD.,1.59,1.59,-1.76,-0.17,-0.22,2017,4
501111,GOLD ROCK INVESTMENTS LTD.,8.36,8.36,-1.54,-23.74,-30.22,2018,1
501111,GOLD ROCK INVESTMENTS LTD.,1.04,1.04,-1.10,-0.73,-0.93,2018,2
501111,GOLD ROCK INVESTMENTS LTD.,6.52,6.52,-1.22,4.52,5.75,2018,3
501111,GOLD ROCK INVESTMENTS LTD.,1.91,1.91,-1.27,-0.19,-0.25,2018,4
501111,GOLD ROCK INVESTMENTS LTD.,61.90,61.90,-72.64,43.19,54.98,2019,1
