security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501270,Antariksh Industries Ltd,0.05,0.04,-0.02,0.03,0.50,2011,2
501270,Antariksh Industries Ltd,0.05,0.02,-0.04,0.01,0.24,2011,3
501270,Antariksh Industries Ltd,0.06,0.06,-0.07,-0.01,-0.12,2012,2
501270,Antariksh Industries Ltd,0.07,-0.03,-0.10,-0.03,-0.56,2012,3
501270,Antariksh Industries Ltd,0.06,0.06,-0.09,-0.03,-0.54,2012,4
501270,Antariksh Industries Ltd,0.06,0.06,-0.08,-0.02,-0.38,2013,1
501270,Antariksh Industries Ltd,0.07,0.07,-0.06,0.00,0.02,2013,2
501270,Antariksh Industries Ltd,0.10,0.01,-0.11,-0.01,-0.16,2013,3
501270,Antariksh Industries Ltd,0.16,0.10,-0.01,0.09,1.78,2013,4
501270,Antariksh Industries Ltd,-0.03,-0.08,-0.08,-0.11,-2.14,2014,1
501270,Antariksh Industries Ltd,0.06,0.01,-0.02,-0.09,-1.88,2014,2
501270,Antariksh Industries Ltd,0.04,0.04,-0.04,0.00,0.02,2014,3
501270,Antariksh Industries Ltd,0.06,0.02,-0.03,0.00,0.08,2014,4
501270,Antariksh Industries Ltd,0.03,0.03,-0.05,-0.03,-0.64,2015,1
501270,Antariksh Industries Ltd,0.03,0.03,-0.46,-0.43,-2.17,2015,2
501270,Antariksh Industries Ltd,0.04,0.04,-0.03,0.01,0.04,2015,3
501270,Antariksh Industries Ltd,0.03,0.03,-0.03,0.00,0.02,2015,4
501270,Antariksh Industries Ltd,0.08,0.05,-0.13,-0.05,-0.25,2016,1
501270,Antariksh Industries Ltd,0.02,0.03,-0.29,-0.27,-1.30,2016,2
501270,Antariksh Industries Ltd,0.02,0.02,-0.04,-0.02,-0.12,2016,3
501270,Antariksh Industries Ltd,0.01,0.01,0.00,0.01,0.14,2016,4
501270,Antariksh Industries Ltd,1.13,1.13,-0.07,0.43,2.17,2017,1
501270,Antariksh Industries Ltd,0.89,0.89,-0.05,0.12,0.63,2017,2
501270,Antariksh Industries Ltd,0.92,0.92,-0.65,0.06,0.29,2017,3
501270,Antariksh Industries Ltd,4.21,4.21,-1.10,0.10,0.51,2017,4
501270,Antariksh Industries Ltd,95.22,95.22,-0.20,0.67,3.32,2018,1
501270,Antariksh Industries Ltd,113.15,113.15,-0.36,0.81,4.07,2018,2
501270,Antariksh Industries Ltd,24.54,24.54,-0.05,0.29,1.45,2018,3
501270,Antariksh Industries Ltd,42.04,42.04,-0.78,0.23,1.14,2018,4
501270,Antariksh Industries Ltd,113.99,113.99,-0.16,0.34,1.72,2019,1
501270,Antariksh Industries Ltd,136.25,136.25,-0.37,0.36,1.79,2019,2
501270,Antariksh Industries Ltd,34.24,34.24,-0.07,0.24,2.36,2019,3
501270,Antariksh Industries Ltd,112.12,112.12,-0.16,0.18,0.90,2019,4
501270,Antariksh Industries Ltd,161.51,161.51,-0.06,0.35,1.75,2020,1
501270,Antariksh Industries Ltd,4.68,4.68,-0.14,0.08,0.38,2020,2
501270,Antariksh Industries Ltd,45.63,45.64,-0.19,0.22,1.08,2020,3
