security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500464,UCAL FUEL SYSTEMS LTD.,739.36,772.87,-688.65,35.49,2.55,2007,3
500464,UCAL FUEL SYSTEMS LTD.,799.93,823.78,-735.57,39.83,2.87,2007,4
500464,UCAL FUEL SYSTEMS LTD.,743.44,778.74,-753.85,-29.65,-2.14,2008,1
500464,UCAL FUEL SYSTEMS LTD.,772.44,786.06,-707.05,20.14,1.45,2008,2
500464,UCAL FUEL SYSTEMS LTD.,849.76,866.27,-790.42,9.10,0.65,2008,3
500464,UCAL FUEL SYSTEMS LTD.,646.83,38.21,-608.62,-16.49,-1.19,2008,4
500464,UCAL FUEL SYSTEMS LTD.,733.54,76.51,-657.03,-8.95,-0.64,2009,1
500464,UCAL FUEL SYSTEMS LTD.,774.72,73.48,-701.24,7.84,0.56,2009,2
500464,UCAL FUEL SYSTEMS LTD.,951.45,91.77,-859.68,19.48,1.39,2009,3
500464,UCAL FUEL SYSTEMS LTD.,938.02,72.92,-865.09,11.18,0.51,2009,4
500464,UCAL FUEL SYSTEMS LTD.,1073.23,1073.23,-997.10,25.78,1.17,2010,1
500464,UCAL FUEL SYSTEMS LTD.,1087.07,113.73,-973.34,35.35,1.60,2010,2
500464,UCAL FUEL SYSTEMS LTD.,1226.74,133.97,-1092.77,46.56,2.11,2010,3
500464,UCAL FUEL SYSTEMS LTD.,1250.25,152.80,-1097.46,62.46,2.82,2010,4
500464,UCAL FUEL SYSTEMS LTD.,1251.38,179.76,-1071.62,77.73,3.51,2011,1
500464,UCAL FUEL SYSTEMS LTD.,1289.10,150.67,-1138.43,55.14,2.49,2011,2
500464,UCAL FUEL SYSTEMS LTD.,1271.33,168.23,-1103.10,58.22,2.63,2011,3
500464,UCAL FUEL SYSTEMS LTD.,1288.90,167.05,-1121.85,66.18,2.99,2011,4
500464,UCAL FUEL SYSTEMS LTD.,1400.84,97.75,-145.21,44.53,2.01,2012,1
500464,UCAL FUEL SYSTEMS LTD.,1263.77,107.53,-282.12,26.39,1.19,2012,2
500464,UCAL FUEL SYSTEMS LTD.,1190.66,1190.66,-229.07,23.54,1.06,2012,3
500464,UCAL FUEL SYSTEMS LTD.,1275.68,1275.68,-248.81,37.27,1.69,2012,4
500464,UCAL FUEL SYSTEMS LTD.,1313.35,1313.35,-391.79,8.60,0.39,2013,1
500464,UCAL FUEL SYSTEMS LTD.,1097.97,1097.97,-237.80,19.03,0.86,2013,2
500464,UCAL FUEL SYSTEMS LTD.,1161.24,1161.24,-260.46,19.28,0.87,2013,3
500464,UCAL FUEL SYSTEMS LTD.,1210.04,1210.04,-253.35,18.25,0.83,2013,4
500464,UCAL FUEL SYSTEMS LTD.,1187.07,1187.07,-130.03,25.65,1.16,2014,1
500464,UCAL FUEL SYSTEMS LTD.,1273.32,1273.32,-276.76,31.22,1.41,2014,2
500464,UCAL FUEL SYSTEMS LTD.,1362.63,166.94,-249.94,83.98,3.80,2014,3
500464,UCAL FUEL SYSTEMS LTD.,1416.75,1416.75,-293.11,53.40,2.41,2014,4
500464,UCAL FUEL SYSTEMS LTD.,1255.10,1255.10,-313.51,29.34,1.33,2015,1
500464,UCAL FUEL SYSTEMS LTD.,1120.56,1120.56,-230.49,23.65,1.07,2015,2
500464,UCAL FUEL SYSTEMS LTD.,1283.59,1283.59,-238.69,66.03,2.99,2015,3
500464,UCAL FUEL SYSTEMS LTD.,1258.91,1258.91,-260.36,51.86,2.35,2015,4
500464,UCAL FUEL SYSTEMS LTD.,1367.41,1367.41,-333.24,39.60,1.79,2016,1
500464,UCAL FUEL SYSTEMS LTD.,1286.06,1317.14,-319.12,27.27,1.23,2017,1
500464,UCAL FUEL SYSTEMS LTD.,1416.94,1421.70,-260.44,37.92,1.71,2017,2
500464,UCAL FUEL SYSTEMS LTD.,1584.97,1596.40,-232.77,159.82,7.23,2017,3
500464,UCAL FUEL SYSTEMS LTD.,1492.07,1502.86,-266.73,116.77,5.28,2017,4
500464,UCAL FUEL SYSTEMS LTD.,1442.51,1459.17,-1342.20,-907.74,-41.05,2018,1
500464,UCAL FUEL SYSTEMS LTD.,1514.65,1522.65,-242.81,99.54,4.50,2018,2
500464,UCAL FUEL SYSTEMS LTD.,1629.04,1633.64,-276.51,109.78,4.96,2018,3
500464,UCAL FUEL SYSTEMS LTD.,1525.53,1537.21,-256.67,142.59,6.45,2018,4
500464,UCAL FUEL SYSTEMS LTD.,1292.07,1306.90,-239.12,35.91,1.62,2019,1
500464,UCAL FUEL SYSTEMS LTD.,1419.25,1429.90,-230.98,141.30,6.39,2019,2
500464,UCAL FUEL SYSTEMS LTD.,1368.73,1404.17,-235.04,71.80,3.25,2019,3
500464,UCAL FUEL SYSTEMS LTD.,1308.57,1331.73,-258.50,62.22,2.81,2019,4
500464,UCAL FUEL SYSTEMS LTD.,1000.21,1007.61,-188.56,-1132.83,-51.23,2020,1
500464,UCAL FUEL SYSTEMS LTD.,356.94,370.56,-78.23,-74.14,-3.35,2020,2
500464,UCAL FUEL SYSTEMS LTD.,1444.43,1460.28,-156.32,79.36,3.59,2020,3
