security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500112,SBIN,116162.80,136582.20,-109450.00,16114.20,30.62,2007,3
500112,SBIN,126668.10,153640.00,-117042.60,18086.40,34.37,2007,4
500112,SBIN,135767.30,163939.30,-120208.00,18832.50,34.65,2008,1
500112,SBIN,137992.00,162030.70,-122407.30,16407.90,25.92,2008,2
500112,SBIN,155665.00,179096.40,-137164.30,22597.20,35.61,2008,3
500112,SBIN,180303.40,212559.00,-167732.70,24784.20,39.04,2008,4
500112,SBIN,173423.90,220606.10,-167835.60,27423.10,43.23,2009,1
500112,SBIN,174727.60,210415.10,-173676.40,23303.70,36.71,2009,2
500112,SBIN,177758.80,213010.40,-164660.20,24900.40,39.22,2009,3
500112,SBIN,177796.90,211454.00,-165272.60,24790.50,39.05,2009,4
500112,SBIN,179655.90,224741.20,-172802.40,18666.00,29.40,2010,1
500112,SBIN,184521.20,221420.80,-160077.20,29142.00,45.90,2010,2
500112,SBIN,198080.90,238133.00,-174562.90,25013.70,39.39,2010,3
500112,SBIN,214127.90,247267.30,-179622.50,28280.60,44.54,2010,4
500112,SBIN,217213.50,265368.40,-204571.30,208.80,0.33,2011,1
500112,SBIN,241974.40,277316.70,-204892.30,15835.50,24.94,2011,2
500112,SBIN,259670.90,293943.20,-219200.10,28104.30,44.26,2011,3
500112,SBIN,276614.20,297873.70,-225273.70,32630.40,51.39,2011,4
500112,SBIN,286955.00,339595.40,-243627.50,40502.70,63.76,2012,1
500112,SBIN,289166.90,324154.90,-242388.20,37515.60,55.91,2012,2
500112,SBIN,296068.40,329534.70,-255998.20,36581.40,54.51,2012,3
500112,SBIN,303436.20,339921.10,-262013.50,33960.60,50.61,2012,4
500112,SBIN,307841.90,363308.70,-285702.30,32992.20,49.13,2013,1
500112,SBIN,317183.30,361926.20,-286413.50,32410.80,47.38,2013,2
500112,SBIN,339221.20,371999.20,-308882.40,23750.10,34.72,2013,3
500112,SBIN,348704.60,390607.60,-314422.90,22343.40,32.66,2013,4
500112,SBIN,358576.20,424432.70,-318154.50,30407.40,41.79,2014,1
500112,SBIN,364871.20,407392.10,-319514.70,33490.80,44.86,2014,2
500112,SBIN,372626.10,418333.60,-334114.40,31004.10,41.53,2014,3
500112,SBIN,385461.80,437839.80,-344895.10,29100.60,3.90,2014,4
500112,SBIN,401011.60,486164.10,-362070.50,37420.20,5.01,2015,1
500112,SBIN,396428.90,447308.70,-355287.70,36924.30,4.88,2015,2
500112,SBIN,406575.60,468548.10,-365889.20,38790.70,5.08,2015,3
500112,SBIN,405535.00,467310.10,-371330.90,11153.40,1.43,2015,4
500112,SBIN,428313.50,535269.70,-393350.70,12638.10,1.64,2016,1
500112,SBIN,415935.20,489286.00,-378747.40,25209.60,3.25,2016,2
500112,SBIN,423188.50,507429.90,-395186.70,25383.20,3.27,2016,3
500112,SBIN,439255.90,535875.10,-410442.50,26100.00,3.36,2016,4
500112,SBIN,473925.70,577200.70,-416936.10,28148.20,3.55,2017,1
500112,SBIN,549054.20,629110.80,-510370.20,20055.30,2.44,2017,2
500112,SBIN,548497.20,654296.30,-508666.60,15815.50,1.83,2017,3
500112,SBIN,548028.90,628870.60,-511324.90,-24163.70,-2.80,2017,4
500112,SBIN,559412.80,684360.60,-525528.80,-77181.70,-8.92,2018,1
500112,SBIN,588131.80,654926.70,-535195.40,-48758.50,-5.46,2018,2
500112,SBIN,587934.80,666079.80,-542636.80,9448.70,1.06,2018,3
500112,SBIN,622766.10,703118.40,-576868.90,39548.10,4.43,2018,4
500112,SBIN,629853.80,756705.00,-587374.10,8384.00,0.94,2019,1
500112,SBIN,626378.10,706532.30,-574070.70,23122.00,2.59,2019,2
500112,SBIN,643123.90,728507.80,-581363.20,30117.30,3.37,2019,3
500112,SBIN,676919.90,767979.10,-585753.50,55833.60,6.26,2019,4
500112,SBIN,626814.00,760275.10,-602937.30,35808.10,4.01,2020,1
500112,SBIN,665003.80,744578.60,-579365.10,41893.40,4.69,2020,2
500112,SBIN,668141.10,753418.00,-588820.40,45741.60,5.13,2020,3
500112,SBIN,667345.00,759806.50,-586474.90,51962.20,5.82,2020,4
