Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e
2021-01-20,299.75,304.6,296.9,302.55,301.0566456472797,1218399,10205,366807116.0,176973,14.52,7.7,2.8,1611081000.0,0.08,1.3228399196249185,19202.91,0.8060638257663122,0.13801028860333814,28.97041811270864,0.8766379678913249,28.78047387684758,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-21,304.25,305.25,291.7,294.95,300.6620740630874,1631609,12003,490562946.0,248739,15.24,13.55,-9.3,1611167400.0,0.09,-2.511981490662707,19101.73,-0.5268993084902251,0.13640351561795994,32.2936090862858,1.4109716763874183,32.023423905594804,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-22,296.0,298.0,282.4,283.75,290.5335696106403,3012844,40135,875332322.0,837459,27.8,15.6,-12.25,1611253800.0,0.08,-3.797253771825726,18846.3,-1.3372087240265729,0.14024356134307595,37.515418502202635,2.785427378318284,37.05599973171222,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-25,284.45,288.1,277.0,280.9,283.2180035047807,2211836,30153,626431776.0,566111,25.59,11.1,-3.55,1611513000.0,0.09,-1.0044052863436237,18667.99,-0.946127356563342,0.14494356950397635,38.910644357422576,3.7671972183400464,38.28765826682628,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-27,280.9,284.75,272.75,275.6,278.6249874794693,1657278,16620,461759062.0,281048,16.96,12.0,-5.3,1611685800.0,0.08,-1.8867924528301772,18358.67,-1.6569539623708995,0.14385547074927493,41.582002902757594,5.5155411584826295,40.720070570627016,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-28,275.6,283.35,269.55,282.4,276.54699086310205,3304951,17145,913974254.0,1098707,33.24,13.8,6.8,1611772200.0,0.07,2.467343976777925,18200.73,-0.8603019717659199,0.13852773190488987,38.17280453257792,6.4311706178818095,37.22160599462273,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-01-29,285.1,290.5,279.05,282.05,283.75467652369815,2649885,25163,751917261.0,693949,26.19,11.45,-3.05,1611858600.0,0.06,-0.1239376770538092,17975.3,-1.2385766944512655,0.13461496661292102,38.34426520120544,7.765934365490423,37.246931103873585,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-01,284.55,315.0,282.75,311.1,299.5094395390101,4188552,39298,1254510862.0,1023444,24.43,32.25,26.55,1612117800.0,0.07,10.299592270873958,18723.0,4.159596780025932,0.1280835756673859,25.425908068145286,3.4623190727981696,24.921407711496627,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-02,314.7,337.4,314.7,333.2,325.36396286454453,7705951,92112,2507238755.0,3148286,40.86,22.7,18.5,1612204200.0,0.07,7.1038251366120075,19166.67,2.369652299311009,0.10969039424413037,17.10684273709484,1.0673737274132788,16.92744041972614,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-03,333.65,339.8,325.65,335.85,333.5924533301993,4339530,59405,1447634459.0,1650987,38.05,14.15,2.2,1612290600.0,0.04,0.7953181272509102,19365.2,1.0358085155115715,0.10534217162700564,16.182819711180585,0.03124160865883852,16.14374233914442,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-04,335.0,358.0,331.3,355.1,341.75570240112637,6525979,50154,2230290537.0,1637592,25.09,26.7,20.1,1612377000.0,0.04,5.731725472681259,19538.26,0.8936649247103023,0.10033780847610112,9.88453956631934,-0.8547844076186806,9.934320272838384,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-05,386.0,408.35,385.2,393.05,398.32415688987186,10611010,97876,4226621612.0,1613005,15.2,23.15,7.05,1612463400.0,0.03,10.687130385806821,19522.69,-0.07968979837508218,0.1092634824790127,-0.7250985879659111,-0.7757127731885194,-0.6670636044895105,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-08,398.95,407.75,394.65,396.85,400.31301824183635,4342929,38014,1738531016.0,656302,15.11,13.1,-2.1,1612722600.0,0.05,0.9667981172878815,19783.93,1.338135267219842,0.27621384710606145,-1.6756961068413845,-2.0859354031276918,-1.1357211719734486,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-09,397.4,403.45,389.1,394.7,396.7939634375421,2962547,28771,1175520766.0,431154,14.55,14.35,-2.7,1612809000.0,0.04,-0.5417664104825581,19764.79,-0.09674518662368126,0.2513630441355284,-1.140106409931596,-1.991116525902881,-0.6695587769866691,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-10,394.7,397.75,388.0,392.05,392.7870078718414,2172808,20346,853450753.0,288658,13.28,9.75,-2.65,1612895400.0,0.05,-0.6713959969597116,19800.49,0.18062423127187527,0.2506232819802053,-0.4718785869149422,-2.1678251396808896,0.0339600284500895,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-11,392.05,396.9,388.25,390.15,391.67689201089973,1639684,15611,642226333.0,280873,17.13,8.65,-1.9,1612981800.0,0.05,-0.4846320622369671,19895.04,0.4775134352735577,0.24878656115967096,0.012815583749836712,-2.632766759956251,0.6302519003528247,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-12,390.9,399.35,385.6,393.2,392.27105127009696,2893519,23901,1135043740.0,469642,16.23,13.75,2.3,1613068200.0,0.04,0.7817506087402393,19888.33,-0.033726999292282844,0.2414130882382858,-0.7629704984740582,-2.599916634528898,-0.16566007104081482,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-15,397.35,409.4,395.65,407.05,402.5049545930319,5056823,55091,2035396312.0,2387143,47.21,13.75,9.7,1613327400.0,0.04,3.522380467955255,20085.14,0.9895752936520896,0.24060215606798788,-4.139540596978264,-3.5543192628978426,-3.3147396327283425,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-16,411.7,415.8,400.35,402.3,407.40736062964857,4688838,47087,1910267114.0,1036973,22.12,15.45,-9.4,1613413800.0,0.04,-1.1669328092371978,20107.64,0.11202311758842233,0.2719815460909971,-3.007705692269458,-3.662239825260449,-2.040764780595458,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-17,403.8,414.85,400.15,411.9,410.67491782241,3702956,28604,1520711151.0,803902,21.71,14.7,8.1,1613500200.0,0.04,2.3862788963459947,20032.96,-0.37140111917659535,0.26601140047382477,-5.26826899732945,-3.3031064805201016,-4.418964560513179,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-18,423.5,426.45,413.7,415.0,419.12809027126633,4282027,41536,1794717799.0,1392387,32.52,12.75,-8.5,1613586600.0,0.03,0.7526098567613548,19985.41,-0.23735883264379695,0.31091775754480333,-5.975903614457834,-3.073041783981412,-5.041112821414507,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-19,415.05,415.2,395.0,399.35,405.0069275797356,2522526,26862,1021640505.0,540264,21.42,20.2,-15.7,1613673000.0,0.04,-3.771084337349395,19777.47,-1.0404590148513249,0.3199360673897357,-2.291223237761375,-2.05395331152064,-1.6612920499757475,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-22,401.0,401.0,385.6,389.55,392.2927956371187,2153806,24459,844922577.0,470173,21.83,15.4,-11.45,1613932200.0,0.03,-2.4539877300613577,19418.89,-1.8130731584980355,0.3873516054312739,0.166859196508784,-0.2453281315255351,0.24350799027559294,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-23,392.0,399.65,389.0,395.65,395.3246961296336,2983180,32673,1179324727.0,1212541,40.65,10.65,3.65,1614018600.0,0.04,1.5659093826209558,19504.84,0.44261026248153534,0.3625328519538159,-1.377480096044481,-0.6849069256656293,-1.1546775208818476,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-24,396.65,415.0,395.2,406.15,404.60519325310764,8877865,81615,3592030284.0,3666666,41.3,19.8,9.5,1614105000.0,0.03,2.6538607354985366,19812.74,1.5785825466909875,0.35304778749942045,-3.9271205219746363,-2.2283137011841925,-3.1598278662919297,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-25,411.0,414.9,406.6,407.25,409.7926902913415,3106526,21184,1273031647.0,1173861,37.79,8.3,-3.75,1614191400.0,0.04,0.2708358980672232,19990.65,0.8979575767914971,0.4019162791983655,-4.1866175567833,-3.0984485246852933,-2.965224003286188,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
2021-02-26,400.4,401.05,387.0,390.2,394.2433231796956,3380726,39240,1332828653.0,1074029,31.77,14.05,-10.2,1614277800.0,0.04,-4.1866175567833,19371.25,-3.0984485246852933,--,0.0,0.0,--,0,,,,,,2021,273759.3,325970.0,-242615.3,35240.4,60.57,609727.7,717625.4,-547512.3,82621.8,135.22,1313434.9,1573111.0,-1218957.1,183039.5,293.43,
