Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Upper Band,Lower Band,Band Area
2009-07-16,715.0,739.0,700.05,702.0,716.2626438615004,40751,2132,29188419.0,8556.0,21.0,38.95,-13.0,0.19,-1.2380416432189012,,,nan,109.72222222222223,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,179.08163265306123,,,
2009-07-17,710.0,725.0,704.0,713.65,715.580908459654,76327,2726,54618144.0,21605.0,28.31,21.0,3.65,0.17,1.6595441595441462,,,nan,106.29860575912562,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,182.05357142857142,,,
2009-07-20,724.0,738.0,715.0,731.4,727.5343893186188,40594,1649,29533531.0,10774.0,26.54,23.0,7.4,0.19,2.4872136201218975,,,nan,101.29204265791634,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,186.58163265306123,,,
2009-07-21,731.0,752.0,723.6,737.0,738.840736937661,67197,2669,49647881.0,14922.0,22.21,28.4,6.0,0.19,0.7656549083948638,,,nan,99.76255088195387,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,188.01020408163265,,,
2009-07-22,740.0,748.0,704.0,709.25,717.3656569153543,144425,2523,103605535.0,73692.0,51.02,44.0,-30.75,0.19,-3.765264586160111,,,nan,107.57842791681354,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,180.9311224489796,,,
2009-07-23,718.0,725.9,710.25,718.25,717.5681086408937,45655,1758,32760572.0,16293.0,35.69,15.65,0.25,0.19,1.268946069792043,,,nan,104.97737556561084,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,183.22704081632654,,,
2009-07-24,725.0,750.0,723.0,742.6,739.4335565668845,455726,3398,336979097.0,390432.0,85.67,27.0,17.6,0.18,3.390184476157332,,,nan,98.25612712092646,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,189.4387755102041,,,
2009-07-27,751.0,758.6,731.05,744.55,747.4162407575561,77090,2967,57618318.0,12758.0,16.55,27.55,-6.45,0.19,0.26259089684890213,,,nan,97.7368880531865,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,189.9362244897959,,,
2009-07-28,753.0,756.5,714.0,728.65,740.69493043644,52470,2157,38864263.0,14521.0,27.67,42.5,-24.35,0.19,-2.1355180981801114,,,nan,102.05173951828725,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,185.88010204081633,,,
2009-07-29,730.0,748.0,693.5,700.0,707.2154191695569,512907,4690,362735739.0,405359.0,79.03,54.5,-30.0,0.19,-3.9319289096273913,,,nan,110.3214285714286,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,178.57142857142858,,,
2009-07-30,695.0,700.0,681.6,687.0,686.3313882959937,195369,3544,134087877.0,126741.0,64.87,18.4,-8.0,0.18,-1.8571428571428572,,,nan,114.30131004366811,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,175.25510204081633,,,
2009-07-31,695.0,711.0,688.0,699.0,697.4150904448564,314888,6286,219607643.0,103517.0,32.87,23.0,4.0,0.18,1.7467248908296984,,,nan,110.62231759656652,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,178.31632653061226,,,
2009-08-03,705.0,728.0,698.0,724.25,714.4457690636542,110472,4103,78926253.0,31147.0,28.19,30.0,19.25,0.19,3.6123032904148866,,,nan,103.27925440110457,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,184.7576530612245,,,
2009-08-04,735.0,739.65,708.0,711.05,717.0025090490292,72936,2372,52295295.0,25390.0,34.81,31.65,-23.95,0.18,-1.822575077666555,,,nan,107.05294986287885,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,181.39030612244898,,,
2009-08-05,724.45,724.45,688.0,699.65,698.2439182114923,129896,4279,90699092.0,40588.0,31.25,36.45,-24.8,0.18,-1.603262780395187,,,nan,110.42664189237476,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,178.48214285714286,,,
2009-08-06,690.0,701.0,682.0,685.5,691.2273053613354,154607,2612,106868580.0,95076.0,61.5,19.0,-4.5,0.17,-2.0224397913242265,,,nan,114.77024070021882,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,174.87244897959184,,,
2009-08-07,675.0,682.0,664.0,669.45,671.4982050484776,70754,2641,47511184.0,14428.0,20.39,18.0,-5.55,0.19,-2.341356673960604,,,nan,119.91933676898947,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,170.77806122448982,,,
2009-08-10,686.0,696.6,653.0,661.15,667.141063251288,55904,2316,37295854.0,10050.0,17.98,43.6,-24.85,0.19,-1.239823735902612,,,nan,122.68017847689632,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,168.66071428571428,,,
2009-08-11,660.0,669.6,654.0,659.4,662.7109281237498,29996,1628,19878677.0,5756.0,19.19,15.6,-0.6,0.18,-0.2646903123345701,,,nan,123.27115559599635,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,168.21428571428572,,,
2009-08-12,660.0,665.0,650.9,659.15,659.2741088527831,48561,1976,32015010.0,8726.0,17.97,14.1,-0.85,0.17,-0.03791325447376481,,,nan,123.35583706288405,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,168.15051020408163,,,
2009-08-13,664.0,689.0,664.0,685.05,680.1771222400082,78714,2812,53539462.0,17706.0,22.49,25.0,21.05,0.17,3.9293028900857063,,,nan,114.91132034158093,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,174.7576530612245,,,
2009-08-14,690.0,690.0,675.0,677.95,682.3812794797817,43674,1582,29802320.0,15831.0,36.25,15.0,-12.05,0.18,-1.0364206992190206,,,nan,117.16203259827421,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,172.94642857142858,,,
2009-08-17,670.0,673.0,650.05,654.65,663.2158756966729,29605,1342,19634506.0,13497.0,45.59,22.95,-15.35,0.18,-3.436831624751102,,,nan,124.89116321698619,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,167.00255102040816,,,
2009-08-18,650.0,673.0,648.15,667.65,660.3507736004186,40137,1852,26504499.0,4878.0,12.15,24.85,17.65,0.18,1.9857939356908272,,,nan,120.51224443945183,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,170.3188775510204,,,
2009-08-19,670.85,683.0,658.2,666.2,667.4432069361387,58361,1725,38952653.0,14060.0,24.09,24.8,-4.65,0.17,-0.21717966000148747,,,nan,120.99219453617529,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,169.94897959183675,,,
2009-08-20,677.0,698.3,671.5,690.65,687.9947394962967,101131,2979,69577596.0,44390.0,43.89,26.8,13.65,0.17,3.670069048333824,,,nan,113.1687540722508,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,176.1862244897959,,,
2009-08-21,696.0,710.0,685.0,705.15,701.6033696939227,151171,4831,106062083.0,35125.0,23.24,25.0,9.15,0.17,2.0994715123434426,,,nan,108.78536481599662,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,179.88520408163265,,,
2009-08-24,715.0,728.0,715.0,716.5,721.0279778328578,85532,2704,61670965.0,28266.0,33.05,13.0,1.5,0.17,1.609586612777436,,,nan,105.47801814375437,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,182.78061224489795,,,
2009-08-25,715.0,738.0,710.2,730.45,726.2979189256818,95912,3062,69660686.0,29885.0,31.16,27.8,15.45,0.17,1.9469644103280004,,,nan,101.55383667602163,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,186.33928571428572,,,
2009-08-26,735.0,740.0,728.2,730.6,734.9626529994379,46242,1949,33986143.0,13590.0,29.39,11.8,-4.4,0.15,0.020535286467238123,,,nan,101.51245551601424,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,186.37755102040816,,,
2009-08-27,732.0,747.0,721.05,740.35,736.9841837505666,39706,1835,29262694.0,14986.0,37.74,25.95,8.35,0.15,1.3345195729537407,,,nan,98.85864793678665,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,188.86479591836735,,,
2009-08-28,740.0,758.0,735.0,750.05,746.8117228368062,69966,2272,52251429.0,20618.0,29.47,23.0,10.05,0.15,1.3101911258188492,,,nan,96.28691420571963,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,191.3392857142857,,,
2009-08-31,758.9,763.9,741.0,756.5,755.5827078662637,41036,1752,31006092.0,10343.0,25.2,22.9,-2.4,0.15,0.8599426704886337,,,nan,94.61335095836088,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,192.98469387755102,,,
2009-09-01,759.5,773.0,735.0,740.1,758.3248198122694,47728,1508,36193327.0,14875.0,31.17,38.0,-19.4,0.14,-2.167878387309974,,,nan,98.92582083502228,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,188.80102040816328,,,
2009-09-02,736.0,739.0,725.0,732.15,731.9458178745912,27223,1167,19925761.0,3287.0,12.07,14.0,-3.85,0.14,-1.0741791649777066,,,nan,101.08584306494572,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,186.77295918367346,,,
2009-09-03,741.65,741.65,725.0,729.85,733.0409653858368,25192,986,18466768.0,6323.0,25.1,16.65,-11.8,0.15,-0.31414327665095776,,,nan,101.7195314105638,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,186.18622448979593,,,
2009-09-04,730.1,754.9,723.0,751.3,741.6709030679629,46187,1724,34255554.0,12694.0,27.48,31.9,21.2,0.14,2.9389600602863553,,,nan,95.96033541860776,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,191.65816326530611,,,
2009-09-07,758.0,764.4,749.0,758.4,756.117757849453,46723,1301,35328090.0,22841.0,48.89,15.4,0.4,,0.945028617063759,,,nan,94.1257911392405,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,193.46938775510205,,,
2009-09-08,768.0,775.0,742.25,746.45,760.5819050295025,49826,1678,37896754.0,16568.0,33.25,32.75,-21.55,0.14,-1.5756856540084296,,,nan,97.2335722419452,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,190.42091836734696,,,
2009-09-09,747.0,749.5,735.0,737.0,738.2998103284767,92792,1137,68508316.0,69560.0,74.96,14.5,-10.0,0.14,-1.2659923638555837,,,nan,99.76255088195387,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,188.01020408163265,,,
2009-09-10,747.0,748.8,733.05,738.05,739.3012892485191,51658,1056,38190826.0,31460.0,60.9,15.75,-8.95,0.14,0.14246947082767747,,,nan,99.47835512499155,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,188.2780612244898,,,
2009-09-11,738.0,752.0,735.0,742.25,742.0628883013878,30260,1411,22454823.0,8097.0,26.76,17.0,4.25,0.14,0.5690671363728805,,,nan,98.34961266419671,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,189.34948979591837,,,
2009-09-14,738.0,758.0,734.0,753.85,749.489815007275,48110,1485,36057955.0,19275.0,40.06,24.0,15.85,0.14,1.5628157628831296,,,nan,95.29747297207666,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,192.30867346938777,,,
2009-09-15,759.9,765.7,758.0,764.55,762.9154643327963,54616,1499,41667391.0,18767.0,34.36,7.7,4.65,0.13,1.4193805133647208,,,nan,92.56425348244066,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,195.03826530612244,,,
2009-09-16,770.1,797.4,765.0,792.25,782.9507686449167,120797,3454,94578104.0,40688.0,33.68,32.4,22.15,0.1,3.623046236348193,,,nan,85.83149258441149,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,202.1045918367347,,,
2009-09-17,801.05,812.0,783.2,792.85,802.7102924351287,109255,3577,87700113.0,28512.0,26.1,28.8,-8.2,0.1,0.0757336699274358,,,nan,85.69086207983855,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,202.2576530612245,,,
2009-09-18,800.0,801.0,786.0,795.8,794.5101859337109,37110,1431,29484273.0,8555.0,23.05,15.0,-4.2,0.08,0.3720754241029134,,,nan,85.00251319426992,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,203.01020408163265,,,
2009-09-22,797.0,808.8,791.5,801.65,800.4741055250563,36977,969,29599131.0,18112.0,48.98,17.3,4.65,0.11,0.7351093239507334,,,nan,83.65246678725129,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,204.50255102040816,,,
2009-09-23,809.35,820.35,785.1,789.6,804.102068003045,63056,1738,50703460.0,20239.0,32.1,35.25,-19.75,0.11,-1.5031497536331262,,,nan,86.45516717325228,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,201.42857142857144,,,
2009-09-24,780.0,806.0,774.0,795.1,788.0586401817317,37858,1414,29834324.0,5778.0,15.26,32.0,15.1,0.1,0.6965552178318068,,,nan,85.16538800150923,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,202.83163265306123,,,
2009-09-25,798.7,798.7,774.0,781.8,788.2114697586962,31910,1140,25151828.0,11592.0,36.33,24.7,-16.9,0.1,-1.6727455665954016,,,nan,88.31542594013814,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,199.43877551020407,,,
2009-09-29,786.0,787.7,774.0,776.1,779.156010327284,26338,1027,20521411.0,9628.0,36.56,13.7,-9.9,0.13,-0.7290867229470366,,,nan,89.69849246231156,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,197.98469387755102,,,
2009-09-30,772.0,789.0,768.0,784.35,776.0177529342337,61004,1680,47340187.0,27152.0,44.51,21.0,12.35,0.14,1.0630073444143795,,,nan,87.7031937272901,,,0.0,14689.3,14696.78,-13441.16,830.64,3.92,2009,33768.56,33838.83,-32115.85,1162.48,5.4799999999999995,61889.25,62048.16,-59474.15,1660.72,7.829999999999999,135129.55,135462.57,-130669.53,2932.6200000000003,13.84,200.08928571428572,,,
2009-10-01,780.0,794.85,774.5,784.55,786.7211463579252,38522,1403,30306072.0,8579.0,22.27,20.35,4.55,0.1,0.025498820679525913,,,nan,87.65534382767193,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,151.7504835589942,,,
2009-10-05,780.0,807.0,778.1,789.5,794.4344817002992,65165,2019,51769323.0,20616.0,31.64,28.9,9.5,0.08,0.6309349308520895,,,nan,86.47878404053198,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,152.70793036750484,,,
2009-10-06,795.0,806.7,769.0,788.2,782.870480245707,57304,1549,44861610.0,21125.0,36.86,37.7,-6.8,0.08,-0.16466117796073432,,,nan,86.78634864247653,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,152.45647969052226,,,
2009-10-07,796.5,798.95,777.75,789.65,789.5434708655295,41154,1068,32492872.0,19421.0,47.19,21.2,-6.85,0.09,0.18396346105049588,,,nan,86.44336098271386,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,152.73694390715667,,,
2009-10-08,797.0,827.9,790.0,803.8,809.8508845555751,153693,3972,124468412.0,66535.0,43.29,37.9,6.8,0.06,1.791933134933199,,,nan,83.16123413784524,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,155.47388781431334,,,
2009-10-09,815.5,824.0,774.0,780.35,804.6466237350506,135875,4138,109331360.0,29360.0,21.61,50.0,-35.15,0.07,-2.917392386165707,,,nan,88.66534247453066,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,150.93810444874276,,,
2009-10-12,788.0,793.0,778.3,790.05,786.4395086480342,66836,1718,52562471.0,27928.0,41.79,14.7,2.05,,1.2430319728326866,,,nan,86.3489652553636,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,152.81431334622823,,,
2009-10-14,790.05,809.8,790.05,802.45,802.7978164611909,46072,1592,36986501.0,16548.0,35.92,19.75,12.4,0.07,1.5695209163977042,,,nan,83.46937503894323,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,155.2127659574468,,,
2009-10-15,806.0,817.0,800.35,812.65,811.3187402933563,57950,2085,47015921.0,18822.0,32.48,16.65,6.65,0.07,1.271107234095581,,,nan,81.16655386697842,,,0.0,19016.14,19067.81,-17465.8,1096.09,5.17,2009,29383.35,29456.58,-28737.519999999997,449.56,2.12,63593.28,63726.37000000001,-62550.13,632.3,2.98,138112.13,138406.99,-134246.56,2477.66,11.7,157.18568665377177,,,
