Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Rate,% Return of Company,Close Price of SP500,% Return of SP500,Beta,% YTD of Company,% YTD of SP500,Alpha,Dividend Value,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e
2007-01-16,3661.0,3689.0,3562.1,3576.35,3609.742387838016,22891,1774,82630613.0,3849.0,16.81,126.9,-84.65,1168885800.0,5.11,-1.8739796688296615,5423.56,0.08562591807961263,0.2826462671433696,-66.10650523578508,270.74615197398015,-146.2975720095594,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-17,3580.0,3655.0,3580.0,3634.4,3630.1310396308363,29472,1555,106987222.0,11898.0,40.37,75.0,54.4,1168972200.0,5.12,1.6231632809987848,5444.55,0.3870151708471825,0.28268987746807006,-66.64786484701739,269.31683977555537,-146.4536371106205,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-18,3654.9,3670.0,3575.0,3592.6,3629.8727829340583,20579,1120,74699152.0,5892.0,28.63,95.0,-62.3,1169058600.0,5.12,-1.1501210653753091,5463.9,0.3554012728324452,0.2827165161244053,-66.25981183543952,268.00893134940253,-145.70285463421055,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-19,3600.0,3625.0,3580.0,3599.3,3601.4803404570257,10809,946,38928401.0,2797.0,25.88,45.0,-0.7,1169145000.0,5.14,0.18649446083616186,5439.81,-0.4408938670180551,0.2827289251361856,-66.32261828688911,269.6386454673968,-146.24403601986324,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-22,3610.0,3634.0,3578.0,3586.5,3600.2172513678797,6214,580,22371750.0,536.0,8.63,56.0,-23.5,1169404200.0,5.13,-0.3556247048037142,5450.28,0.1924699575904132,0.2827190456780365,-66.20242576327897,268.9285688074741,-145.9133053877599,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-23,3610.0,3610.0,3570.0,3576.2,3588.4678913244825,6478,591,23246095.0,1279.0,19.74,40.0,-33.8,1169490600.0,5.14,-0.28718806635996685,5386.6,-1.1683803400926118,0.2827197517093473,-66.10508360829931,273.2900159655441,-147.05638954293545,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-24,3620.0,3636.0,3560.0,3572.85,3605.581968503936,12700,972,45790891.0,2158.0,16.99,76.0,-47.15,1169577000.0,5.13,-0.0936748503998608,5415.21,0.5311328110496394,0.2826570171069199,-66.07330282547545,271.3178251628284,-146.44315947617883,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-25,3615.0,3618.0,3582.0,3597.45,3597.479985219855,8119,557,29207940.0,2332.0,28.72,36.0,-17.55,1169663400.0,5.14,0.6885259666652654,5478.94,1.1768703337451392,0.2826468802223975,-66.3052995872076,266.99872603094764,-145.45885155886646,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-29,3600.0,3630.0,3580.05,3602.25,3618.1229685807148,7384,489,26716220.0,2998.0,40.6,49.95,2.25,1170009000.0,5.14,0.1334278447233439,5459.54,-0.3540830890646718,0.28259682574135947,-66.35019779304601,268.3028240474472,-145.85917652198648,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-01-31,3625.0,3649.0,3570.1,3620.85,3616.1424495857427,25588,1096,92529853.0,15539.0,60.73,78.9,-4.15,1170181800.0,5.12,0.5163439516968626,5408.71,-0.9310308194463212,0.28259008583941003,-66.52305397903805,271.76406204067143,-146.99402235968037,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-01,3649.0,3825.0,3614.0,3802.75,3738.0376986918,49763,4213,186015970.0,10444.0,20.99,211.0,153.75,1170268200.0,5.13,5.023682284546439,5467.41,1.085286510092054,0.28255186172107616,-68.12438366971271,267.77267481311986,-147.4645604055629,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-02,3800.0,3850.0,3726.25,3752.75,3796.5669271966854,52841,3432,200614393.0,8555.0,16.19,123.75,-47.25,1170354600.0,5.14,-1.3148379462231239,5517.89,0.9232890893494441,0.2828128847940912,-67.69968689627606,264.408134268715,-146.16405588399314,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-05,3773.0,3850.0,3753.0,3802.2,3810.3102621566686,38374,2699,146216846.0,8104.0,21.12,97.0,29.2,1170613800.0,5.15,1.3177003530744136,5557.04,0.7095103381908663,0.28280097287705,-68.11977276313712,261.84083612858643,-145.8621909489248,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-06,3802.2,3865.0,3777.0,3794.6,3817.941341250269,41767,2642,159463956.0,2616.0,6.26,88.0,-7.6,1170700200.0,5.14,-0.1998842775235321,5551.89,-0.0926752371766204,0.28280264271423233,-68.05592157276129,262.1764840441723,-145.88651853442784,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-07,3805.0,3825.0,3782.5,3806.35,3810.866216167643,27821,1147,106022109.0,13526.0,48.62,42.5,1.35,1170786600.0,5.15,0.3096505560533425,5595.7,0.7891006486079322,0.2828023614166795,-68.15453124384251,259.340922494058,-145.19032437584627,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
2007-02-08,3830.0,3935.5,3803.0,3830.85,3878.910554705741,99368,5152,385439584.0,33804.0,34.02,132.5,0.85,1170873000.0,5.16,0.6436612502791483,5592.49,-0.057365477062742976,0.2827793131042471,-68.3581972669251,259.5471784482404,-145.45362885104603,0.0,,,,,,2007,31515.870000000003,32312.629999999997,-28058.14,2495.0299999999997,12.77,69189.65000000001,85663.11,-61079.880000000005,5474.139999999999,26.83,132104.07,148760.81,-118649.76000000001,9020.519999999999,43.57,
