Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-January-2007,3600.0,3630.0,3580.05,3602.25,3618.1229685807148,7384,489,26716220.0,2998.0,40.6,49.95,2.25
31-January-2007,3625.0,3649.0,3570.1,3620.85,3616.1424495857427,25588,1096,92529853.0,15539.0,60.73,78.9,-4.15
1-February-2007,3649.0,3825.0,3614.0,3802.75,3738.0376986918,49763,4213,186015970.0,10444.0,20.99,211.0,153.75
2-February-2007,3800.0,3850.0,3726.25,3752.75,3796.5669271966854,52841,3432,200614393.0,8555.0,16.19,123.75,-47.25
5-February-2007,3773.0,3850.0,3753.0,3802.2,3810.3102621566686,38374,2699,146216846.0,8104.0,21.12,97.0,29.2
6-February-2007,3802.2,3865.0,3777.0,3794.6,3817.941341250269,41767,2642,159463956.0,2616.0,6.26,88.0,-7.6
7-February-2007,3805.0,3825.0,3782.5,3806.35,3810.866216167643,27821,1147,106022109.0,13526.0,48.62,42.5,1.35
8-February-2007,3830.0,3935.5,3803.0,3830.85,3878.910554705741,99368,5152,385439584.0,33804.0,34.02,132.5,0.85
9-February-2007,3890.0,3900.0,3760.0,3836.25,3839.061227216338,52395,3838,201147613.0,6215.0,11.86,140.0,-53.75
12-February-2007,3850.0,3850.0,3670.5,3695.1,3740.6173206327007,34329,2454,128411652.0,8634.0,25.15,179.5,-154.9
13-February-2007,3725.0,3789.0,3640.0,3688.2,3725.3591089606075,43814,2440,163222884.0,13177.0,30.07,149.0,-36.8
14-February-2007,3695.0,3750.0,3642.0,3727.55,3699.684151739544,24173,1660,89432465.0,5747.0,23.77,108.0,32.55
15-February-2007,3750.0,3824.9,3749.9,3800.95,3804.854939871449,38584,1453,146806523.0,19349.0,50.15,75.0,50.95
19-February-2007,4000.0,4000.0,3848.8,3916.7,3896.884769122074,103323,5303,402637825.0,45773.0,44.3,151.2,-83.3
20-February-2007,3980.0,3980.0,3810.0,3824.6,3864.982077414868,37383,3069,144484625.0,13789.0,36.89,170.0,-155.4
21-February-2007,3840.0,3898.0,3802.1,3848.05,3854.822534172372,43383,3268,167233766.0,9763.0,22.5,95.9,8.05
22-February-2007,3850.0,3875.0,3770.0,3795.7,3832.143503984545,16564,1550,63475625.0,6038.0,36.45,105.0,-54.3
23-February-2007,3810.0,3844.5,3651.1,3707.15,3740.365645636864,41037,2753,153493385.0,17766.0,43.29,193.4,-102.85
26-February-2007,3700.0,3750.0,3651.0,3691.1,3689.5168050767775,25528,2042,94185985.0,8503.0,33.31,99.0,-8.9
27-February-2007,3738.0,3738.0,3675.0,3693.15,3701.1244758241432,98011,1460,362750911.0,84601.0,86.32,63.0,-44.85
28-February-2007,3650.0,3695.0,3455.0,3623.2,3647.3434014324293,34068,3042,124257695.0,11381.0,33.41,240.0,-26.8
1-March-2007,3620.0,3655.0,3525.0,3608.1,3582.692655248502,28551,2485,102289458.0,8646.0,30.28,130.0,-11.9
2-March-2007,3625.0,3685.0,3510.0,3541.55,3614.840658001625,24620,1953,88997377.0,11093.0,45.06,175.0,-83.45
5-March-2007,3499.0,3499.9,3310.0,3343.2,3373.069573159266,37227,3912,125569261.0,13305.0,35.74,189.9,-155.8
6-March-2007,3400.0,3480.0,3330.0,3359.2,3388.236504709348,24101,2329,81659888.0,6226.0,25.83,150.0,-40.8
7-March-2007,3515.25,3515.25,3220.0,3250.25,3314.879961416168,27991,2490,92786805.0,9277.0,33.14,295.25,-265.0
8-March-2007,3270.0,3435.0,3190.0,3413.55,3304.03370631846,50851,4260,168013418.0,10234.0,20.13,245.0,143.55
9-March-2007,3410.0,3509.9,3358.15,3487.25,3426.8840600126787,28394,2892,97302946.0,4839.0,17.04,151.75,77.25
12-March-2007,3500.0,3640.0,3463.0,3592.65,3549.5426538716083,30220,2777,107267179.0,7369.0,24.38,177.0,92.65
13-March-2007,3601.0,3675.0,3556.0,3668.3,3625.164313268797,27478,2326,99612265.0,4849.0,17.65,119.0,67.3
14-March-2007,3600.0,3600.0,3495.0,3523.95,3554.097223499127,21754,1920,77315831.0,7920.0,36.41,105.0,-76.05
15-March-2007,3554.8,3614.0,3460.0,3486.35,3544.350285148701,21217,1611,75200480.0,6009.0,28.32,154.0,-68.45
16-March-2007,3500.0,3520.0,3422.1,3463.75,3468.473333333333,18300,1870,63473062.0,2040.0,11.15,97.9,-36.25
19-March-2007,3535.0,3558.0,3477.0,3539.65,3514.3580484056856,10412,1125,36591496.0,1964.0,18.86,81.0,4.65
20-March-2007,3545.0,3580.0,3519.0,3530.3,3546.7406853209636,13366,1012,47405736.0,3194.0,23.9,61.0,-14.7
21-March-2007,3527.0,3554.0,3480.5,3499.05,3500.764066293678,37892,1308,132650952.0,25319.0,66.82,73.5,-27.95
22-March-2007,3526.0,3615.05,3521.0,3590.2,3577.6071434067358,64983,2790,232483645.0,25543.0,39.31,94.05,64.2
23-March-2007,3594.25,3634.95,3564.0,3599.95,3604.604760774473,29491,2225,106303399.0,5876.0,19.92,70.95,5.7
26-March-2007,3565.0,3640.0,3565.0,3587.4,3598.015429026478,10046,950,36145663.0,1002.0,9.97,75.0,22.4
28-March-2007,3555.0,3585.0,3545.0,3555.55,3562.712345969704,12741,768,45392518.0,6450.0,50.62,40.0,0.55
29-March-2007,3550.0,3589.0,3475.0,3507.2,3538.9663373582143,10932,1069,38687980.0,2686.0,24.57,114.0,-42.8
30-March-2007,3545.0,3570.0,3519.0,3551.0,3540.2036611393846,12182,1125,43126761.0,2228.0,18.29,51.0,6.0
2-April-2007,3525.0,3525.0,3381.0,3398.6,3447.2006332951555,14843,1721,51166799.0,5057.0,34.07,144.0,-126.4
3-April-2007,3449.0,3475.0,3390.0,3443.3,3440.5451938199653,10809,1195,37188853.0,2542.0,23.52,85.0,-5.7
4-April-2007,3475.0,3557.9,3475.0,3522.4,3518.162209494959,21127,1941,74328213.0,3212.0,15.2,82.9,47.4
5-April-2007,3505.0,3599.0,3505.0,3583.95,3565.458359984649,23451,1842,83613564.0,4645.0,19.81,94.0,78.95
9-April-2007,3600.0,3675.9,3600.0,3645.25,3651.0942394709364,22984,1673,83916750.0,4652.0,20.24,75.9,45.25
10-April-2007,3645.25,3692.0,3620.0,3672.25,3663.622699845409,20053,1582,73466626.0,4364.0,21.76,72.0,27.0
11-April-2007,3690.0,3720.0,3660.0,3672.0,3676.911250395028,75944,1666,279239348.0,56442.0,74.32,60.0,-18.0
12-April-2007,3624.0,3670.0,3600.0,3651.3,3641.010336121193,12674,650,46146165.0,5004.0,39.48,70.0,27.3
13-April-2007,3645.0,3760.0,3645.0,3748.9,3716.290892476393,19698,1669,73203498.0,7995.0,40.59,115.0,103.9
16-April-2007,3760.0,3787.0,3722.5,3733.85,3757.7729383756787,25623,1033,96285416.0,13984.0,54.58,64.5,-26.15
17-April-2007,3750.0,3790.0,3700.0,3725.9,3756.5594363663613,13342,1018,50120016.0,5866.0,43.97,90.0,-24.1
18-April-2007,3749.7,3773.0,3699.0,3711.2,3741.193541395752,4614,462,17261867.0,914.0,19.81,74.0,-38.5
19-April-2007,3680.0,3810.0,3640.0,3767.25,3718.736393442624,18300,1295,68052876.0,6789.0,37.1,170.0,87.25
20-April-2007,3810.0,3865.2,3775.0,3851.15,3811.321568725473,40007,2419,152479542.0,15219.0,38.04,90.2,41.15
23-April-2007,3900.0,3940.0,3860.0,3908.15,3904.5657980180126,35419,2839,138295816.0,9971.0,28.15,80.0,8.15
24-April-2007,3902.0,3990.0,3875.0,3965.35,3946.878201728388,32053,2595,126509287.0,8235.0,25.69,115.0,63.35
25-April-2007,3970.0,4050.0,3950.0,4039.0,4018.372757201647,48600,3643,195292916.0,11386.0,23.43,100.0,69.0
26-April-2007,4039.0,4122.4,4007.0,4094.4,4061.4526421659857,86501,6549,351319715.0,24123.0,27.89,115.4,55.4
27-April-2007,4116.0,4160.0,4030.0,4140.75,4124.0221889674385,38758,4060,159838852.0,7352.0,18.97,130.0,24.75
30-April-2007,4120.0,4135.0,4075.1,4090.65,4107.684388427385,17455,1516,71699631.0,3665.0,21.0,59.9,-29.35
3-May-2007,4110.0,4144.0,4080.0,4098.8,4115.234341445956,11176,1000,45991859.0,2507.0,22.43,64.0,-11.2
4-May-2007,4110.0,4131.0,4100.0,4110.95,4113.2305146738645,11483,628,47232226.0,5500.0,47.9,31.0,0.95
7-May-2007,4127.0,4220.0,4122.0,4193.15,4191.009129305596,38119,2657,159757077.0,8217.0,21.56,98.0,66.15
8-May-2007,4200.0,4227.0,4180.0,4204.45,4205.515580566947,33407,1807,140493659.0,13906.0,41.63,47.0,4.45
9-May-2007,4274.9,4274.9,4155.1,4183.25,4183.243596564567,13157,864,55038936.0,5741.0,43.63,119.8,-91.65
10-May-2007,4224.9,4229.9,4171.0,4192.25,4206.2826858813705,38304,887,161117452.0,31664.0,82.66,58.9,-32.65
11-May-2007,4160.0,4229.9,4116.0,4212.45,4188.2206496717545,11729,1132,49123640.0,3064.0,26.12,113.9,52.45
14-May-2007,4231.0,4299.0,4210.0,4282.85,4261.012852947164,34389,1338,146531971.0,22696.0,66.0,89.0,51.85
15-May-2007,4299.0,4299.0,4217.1,4233.95,4263.180823345493,15352,1015,65448352.0,4383.0,28.55,81.9,-65.05
16-May-2007,4230.0,4262.0,4210.15,4246.65,4231.242721552735,9377,742,39676363.0,3780.0,40.31,51.85,16.65
17-May-2007,4250.0,4299.0,4241.55,4271.75,4263.789829512052,10206,701,43516239.0,6416.0,62.86,57.45,21.75
18-May-2007,4245.0,4357.0,4241.1,4306.05,4311.396447739722,18073,1408,77919868.0,4009.0,22.18,115.9,61.05
21-May-2007,4306.0,4364.0,4266.05,4288.05,4315.5186204663205,6176,626,26652643.0,1945.0,31.49,97.95,-17.95
22-May-2007,4290.0,4367.0,4254.2,4356.55,4319.7948173587265,16015,1515,69181514.0,3308.0,20.66,112.8,66.55
23-May-2007,4362.0,4395.0,4330.0,4374.65,4358.522377861291,8781,989,38272185.0,1945.0,22.15,65.0,12.65
24-May-2007,4360.0,4565.0,4360.0,4492.5,4471.708298437898,27463,3135,122806525.0,5143.0,18.73,205.0,132.5
25-May-2007,4475.0,4560.0,4406.0,4488.1,4508.379748734296,26665,2772,120215946.0,3819.0,14.32,154.0,13.1
28-May-2007,4520.0,4600.0,4420.0,4454.6,4496.125455576253,12347,884,55513661.0,4841.0,39.21,180.0,-65.4
29-May-2007,4458.0,4601.0,4411.0,4574.9,4506.009556369118,37148,2315,167389243.0,14084.0,37.91,190.0,116.9
30-May-2007,4574.9,4630.0,4492.1,4512.9,4571.948740788728,24698,2165,112917990.0,4741.0,19.2,137.9,-62.0
31-May-2007,4530.1,4620.0,4530.1,4595.3,4587.827440273038,21975,1427,100817508.0,10651.0,48.47,89.9,65.2
1-June-2007,4610.0,4745.0,4605.0,4696.9,4682.925106651921,37974,3398,177829398.0,6139.0,16.17,140.0,86.9
4-June-2007,4696.9,4750.0,4655.05,4666.65,4699.203299466854,19882,1889,93429560.0,4189.0,21.07,94.95,-30.25
5-June-2007,4680.0,4709.0,4600.25,4632.4,4657.8122470112,21246,1322,98959879.0,9353.0,44.02,108.75,-47.6
6-June-2007,4650.0,4664.0,4562.0,4574.7,4604.004761904762,14490,1187,66712029.0,2972.0,20.51,102.0,-75.3
7-June-2007,4550.0,4597.0,4491.2,4554.65,4549.19349514954,24843,1476,113015614.0,9096.0,36.61,105.8,4.65
8-June-2007,4535.0,4619.9,4485.0,4530.8,4544.700745682889,15288,1448,69479385.0,1751.0,11.45,134.9,-4.2
11-June-2007,4557.0,4589.0,4505.0,4516.3,4540.018698208088,14119,895,64100524.0,4811.0,34.07,84.0,-40.7
12-June-2007,4525.0,4570.0,4470.0,4541.3,4513.6908599881845,23698,1461,106965446.0,5270.0,22.24,100.0,16.3
13-June-2007,4550.0,4550.0,4365.0,4405.5,4459.512321964016,21344,1851,95183831.0,6160.0,28.86,185.0,-144.5
14-June-2007,4449.9,4505.0,4432.0,4487.6,4475.086126684958,16766,1658,75029294.0,1897.0,11.31,73.0,37.7
15-June-2007,4501.1,4599.0,4490.1,4522.8,4536.739387456368,17762,1321,80581565.0,6518.0,36.7,108.9,21.7
18-June-2007,4578.0,4660.0,4522.0,4600.05,4608.906696978308,31671,2910,145968684.0,5955.0,18.8,138.0,22.05
19-June-2007,4606.0,4650.0,4586.35,4609.8,4612.359522891137,33703,1798,155450353.0,16287.0,48.33,63.65,3.8
20-June-2007,4670.0,4685.0,4631.0,4656.9,4661.543685271426,14387,1272,67065629.0,4249.0,29.53,54.0,-13.1
21-June-2007,4635.0,4750.0,4635.0,4719.2,4712.257823715188,38313,2732,180540734.0,12879.0,33.62,115.0,84.2
22-June-2007,4708.0,4780.0,4705.0,4730.7,4743.37162120748,16315,1561,77388108.0,1776.0,10.89,75.0,22.7
25-June-2007,4780.0,4809.9,4680.0,4702.85,4720.796097990318,13634,1291,64363334.0,2952.0,21.65,129.9,-77.15
26-June-2007,4690.0,4815.0,3947.0,4783.2,4758.775634454695,32193,2054,153199264.0,10772.0,33.46,868.0,93.2
27-June-2007,4790.0,4845.0,4760.0,4770.3,4795.727018772348,26848,2402,128755679.0,8006.0,29.82,85.0,-19.7
28-June-2007,973.7,1049.65,955.0,1033.75,1007.0283087397638,373065,15022,375687016.0,,,94.65,60.05
29-June-2007,1040.0,1099.0,1039.0,1095.3,1082.231263324972,403847,15625,437055849.0,,,60.0,55.3
2-July-2007,1090.0,1148.0,1090.0,1114.75,1126.7128632879885,412173,12811,464400621.0,,,58.0,24.75
3-July-2007,1134.0,1135.0,1117.05,1126.6,1125.928466638543,158821,5780,178821085.0,,,17.95,-7.4
4-July-2007,1131.8,1145.0,1105.3,1121.2,1118.1924158259803,102793,4310,114942353.0,,,39.7,-10.6
5-July-2007,1124.65,1130.0,1092.0,1110.1,1105.1273868201963,96572,4066,106724362.0,,,38.0,-14.55
6-July-2007,1101.0,1143.0,1095.1,1137.25,1125.2565152355735,142397,5034,160233152.0,341701.0,239.96,47.9,36.25
9-July-2007,1145.0,1150.0,1109.0,1114.45,1129.6723758204002,136214,4630,153877193.0,58932.0,43.26,41.0,-30.55
10-July-2007,1123.0,1124.9,1103.0,1106.1,1112.7180856746074,56166,2806,62496924.0,22925.0,40.82,21.9,-16.9
11-July-2007,1111.0,1117.0,1082.05,1085.9,1096.5108260191444,130796,4634,143419230.0,69883.0,53.43,34.95,-25.1
12-July-2007,1085.9,1124.9,1085.9,1116.3,1113.118508090352,110811,3647,123345775.0,54612.0,49.28,39.0,30.4
13-July-2007,1125.0,1143.95,1117.0,1123.8,1132.778751903193,100489,4232,113831804.0,41447.0,41.25,26.95,-1.2
16-July-2007,1095.15,1136.0,1095.15,1111.7,1118.7327959007166,61279,2354,68554827.0,26849.0,43.81,40.85,16.55
17-July-2007,1122.8,1122.8,1081.1,1084.95,1096.203205476475,92030,3769,100883581.0,49200.0,53.46,41.7,-37.85
18-July-2007,1082.0,1086.0,1061.0,1072.05,1070.0892782372027,76424,3926,81780503.0,26221.0,34.31,25.0,-9.95
19-July-2007,1073.3,1089.0,1068.0,1075.45,1077.6899468817628,55913,2150,60256878.0,21292.0,38.08,21.0,2.15
20-July-2007,1088.0,1091.0,1066.0,1071.4,1075.3241344825942,41998,1914,45161463.0,16644.0,39.63,25.0,-16.6
23-July-2007,1061.0,1147.4,1061.0,1136.1,1115.3797506011854,121011,5849,134973219.0,36210.0,29.92,86.4,75.1
24-July-2007,1101.0,1175.0,1101.0,1146.9,1153.427802717027,271326,8614,312954952.0,89928.0,33.14,74.0,45.9
25-July-2007,1138.4,1144.95,1115.05,1135.65,1130.181370438356,132381,4224,149614540.0,51542.0,38.93,29.9,-2.75
26-July-2007,1135.65,1155.0,1120.0,1132.7,1134.2394977638894,160323,6093,181844679.0,54908.0,34.25,35.0,-2.95
27-July-2007,1130.0,1130.0,1071.3,1077.5,1089.2264012962614,209217,7186,227884680.0,99754.0,47.68,58.7,-52.5
30-July-2007,1080.0,1100.0,1046.1,1072.7,1075.7874266426297,78213,4859,84140562.0,20505.0,26.22,53.9,-7.3
31-July-2007,1080.0,1153.0,1080.0,1147.4,1120.2405978186284,153023,6560,171422577.0,56672.0,37.03,73.0,67.4
1-August-2007,1125.0,1125.0,1077.0,1081.55,1097.8046713721174,152589,6579,167512917.0,69723.0,45.69,48.0,-43.45
2-August-2007,1094.0,1111.0,1075.0,1088.95,1097.0480587149057,85021,4339,93272123.0,22816.0,26.84,36.0,-5.05
3-August-2007,1109.0,1119.9,1092.0,1097.1,1105.4292190438484,50515,2362,55840757.0,16744.0,33.15,27.9,-11.9
6-August-2007,1097.1,1112.0,1050.05,1106.95,1092.3735833702322,83561,4518,91279829.0,21774.0,26.06,61.95,9.85
7-August-2007,1124.0,1130.0,1101.1,1110.8,1120.1887371558203,67443,3631,75548889.0,17299.0,25.65,28.9,-13.2
8-August-2007,1115.0,1149.0,1115.0,1133.5,1137.0680470220545,140785,5012,160082125.0,60188.0,42.75,34.0,18.5
9-August-2007,1145.95,1158.0,1113.0,1119.1,1140.4842276605298,106896,4716,121913202.0,23301.0,21.8,45.0,-26.85
10-August-2007,1050.0,1103.0,1050.0,1086.2,1086.88599788826,219724,4759,238814939.0,151276.0,68.85,53.0,36.2
13-August-2007,1105.0,1110.0,1086.0,1101.9,1100.3797449458327,46892,1937,51599007.0,12736.0,27.16,24.0,-3.1
14-August-2007,1105.0,1118.0,1095.05,1107.95,1107.825831114165,46564,2363,51584802.0,10497.0,22.54,22.95,2.95
16-August-2007,1070.0,1084.95,1056.0,1060.4,1070.7434561804969,99636,4798,106684595.0,46988.0,47.16,28.95,-9.6
17-August-2007,1051.0,1071.0,981.0,1024.75,1015.4574524321573,304565,10476,309272799.0,132614.0,43.54,90.0,-26.25
20-August-2007,1050.0,1084.0,1030.0,1034.6,1043.126853559572,81330,3361,84837507.0,21888.0,26.91,54.0,-15.4
21-August-2007,1060.0,1060.0,990.0,994.35,1011.1875075171392,199544,5548,201776400.0,115074.0,57.67,70.0,-65.65
22-August-2007,1000.0,1033.0,989.95,1023.65,1007.7899557969856,150216,4406,151386176.0,90107.0,59.98,43.05,23.65
23-August-2007,1044.0,1052.0,1006.0,1017.6,1030.488497053164,82631,3035,85150295.0,35552.0,43.03,46.0,-26.4
24-August-2007,1025.0,1052.0,1011.0,1047.0,1030.8076192708943,42655,2180,43969099.0,17503.0,41.03,41.0,22.0
27-August-2007,1055.0,1115.0,1055.0,1100.7,1083.3856470217995,82617,3684,89506072.0,44962.0,54.42,60.0,45.7
28-August-2007,1114.0,1119.0,1092.0,1110.95,1111.119160638939,53088,2722,58987094.0,19068.0,35.92,27.0,-3.05
29-August-2007,1100.0,1117.9,1070.0,1109.3,1102.3424577281266,49501,2689,54567054.0,11970.0,24.18,47.9,9.3
30-August-2007,1120.0,1140.0,1116.05,1133.6,1131.7598661811294,67554,3275,76454906.0,29301.0,43.37,23.95,13.6
31-August-2007,1100.0,1155.0,1100.0,1124.2,1143.4262119210116,164986,3759,188649317.0,91516.0,55.47,55.0,24.2
3-September-2007,1131.0,1176.0,1131.0,1172.4,1159.668123376271,165899,5433,192387782.0,83310.0,50.22,45.0,41.4
4-September-2007,1184.0,1195.15,1170.05,1185.35,1183.1542573158588,122542,4163,144986089.0,43296.0,35.33,25.1,1.35
5-September-2007,1185.0,1216.95,1185.0,1196.0,1195.6665098019791,161498,4627,193097750.0,85365.0,52.86,31.95,11.0
6-September-2007,1186.0,1219.0,1180.0,1211.55,1204.3376417181128,129747,3220,156259196.0,69198.0,53.33,39.0,25.55
7-September-2007,1217.0,1222.0,1195.3,1199.8,1206.3376847041116,69097,1811,83354315.0,30984.0,44.84,26.7,-17.2
10-September-2007,1185.0,1229.0,1177.0,1218.7,1213.7950305990344,67976,3097,82508931.0,20161.0,29.66,52.0,33.7
11-September-2007,1220.0,1240.0,1212.0,1215.4,1220.5996669655435,78070,1828,95292216.0,44541.0,57.05,28.0,-4.6
12-September-2007,1238.0,1238.0,1211.0,1220.1,1222.6196369636964,66660,1634,81499825.0,33302.0,49.96,27.0,-17.9
13-September-2007,1229.0,1232.0,1213.1,1218.6,1222.0712032201916,36768,1163,44933114.0,16582.0,45.1,18.9,-10.4
14-September-2007,1229.0,1241.0,1215.55,1222.2,1229.4106293151708,85744,2182,105414585.0,34990.0,40.81,25.45,-6.8
17-September-2007,1230.0,1230.0,1200.0,1210.1,1211.1736086175945,61270,1173,74208607.0,39104.0,63.82,30.0,-19.9
18-September-2007,1210.1,1238.0,1207.05,1230.85,1219.5213458323378,33496,1112,40849087.0,19082.0,56.97,30.95,20.75
19-September-2007,1248.0,1268.0,1240.0,1255.6,1252.1372410268511,76311,2974,95551845.0,42424.0,55.59,28.0,7.6
20-September-2007,1265.0,1297.85,1257.0,1276.65,1272.8969931418255,81946,3037,104308817.0,36535.0,44.58,40.85,11.65
21-September-2007,1286.0,1310.0,1278.0,1303.1,1294.1047732696895,50280,2208,65067588.0,19259.0,38.3,32.0,17.1
24-September-2007,1318.0,1324.0,1296.25,1307.4,1307.4799195923715,93026,1582,121629627.0,56078.0,60.28,27.75,-10.6
25-September-2007,1300.0,1330.0,1291.5,1323.9,1305.848486893914,44445,1719,58038436.0,24416.0,54.94,38.5,23.9
26-September-2007,1323.9,1330.0,1278.1,1311.35,1316.7665819194385,57819,1164,76134127.0,32636.0,56.45,51.9,-12.55
27-September-2007,1329.9,1345.0,1270.15,1286.0,1293.5523768115938,69000,1321,89255114.0,47799.0,69.27,74.85,-43.9
28-September-2007,1300.0,1311.9,1288.0,1293.5,1300.7334859873565,40178,1315,52260870.0,19320.0,48.09,23.9,-6.5
1-October-2007,1310.0,1324.0,1291.15,1302.85,1304.2993031297724,56969,1383,74304627.0,31277.0,54.9,32.85,-7.15
3-October-2007,1305.05,1348.9,1297.0,1317.9,1325.5914433265073,157234,2963,208428045.0,53967.0,34.32,51.9,12.85
4-October-2007,1320.0,1378.9,1300.0,1364.55,1336.7147234866134,111604,3526,149182710.0,40572.0,36.35,78.9,44.55
5-October-2007,1380.0,1435.0,1351.0,1383.6,1396.650168973486,160972,5369,224821571.0,39119.0,24.3,84.0,3.6
8-October-2007,1385.0,1405.0,1320.0,1351.15,1350.3785003317853,113025,2796,152626530.0,61582.0,54.49,85.0,-33.85
9-October-2007,1320.0,1388.0,1310.0,1379.45,1358.455404607206,76185,2527,103493925.0,35008.0,45.95,78.0,59.45
10-October-2007,1402.0,1424.95,1385.0,1397.85,1406.0525527742045,47419,2416,66673606.0,17607.0,37.13,39.95,-4.15
11-October-2007,1424.0,1435.0,1395.1,1425.45,1421.6916684096775,71715,2711,101956618.0,33571.0,46.81,39.9,1.45
12-October-2007,1425.45,1435.0,1380.0,1393.05,1411.5070573092785,45839,1874,64702072.0,22801.0,49.74,55.0,-32.4
15-October-2007,1425.0,1457.5,1402.05,1445.35,1429.5629948223432,73006,2723,104366676.0,31944.0,43.76,55.45,20.35
16-October-2007,1457.4,1479.9,1430.0,1459.4,1455.1786052948562,117057,2942,170338842.0,70220.0,59.99,49.9,2.0
17-October-2007,1240.0,1535.0,1215.5,1487.3,1457.9554140653383,121092,3975,176546737.0,64315.0,53.11,319.5,247.3
18-October-2007,1488.3,1625.0,1460.05,1502.15,1561.6161312101417,232543,6282,363142900.0,115136.0,49.51,164.95,13.85
19-October-2007,1500.0,1525.0,1389.0,1410.15,1425.9652857668084,84317,3270,120233115.0,39398.0,46.73,136.0,-89.85
22-October-2007,1386.0,1435.0,1327.0,1376.55,1382.1189003727548,165256,3216,228403441.0,122033.0,73.84,108.0,-9.45
23-October-2007,1420.0,1490.0,1415.0,1470.55,1459.0984175956378,103071,2561,150390733.0,73613.0,71.42,75.0,50.55
24-October-2007,1509.9,1577.95,1440.0,1453.8,1472.5464165634398,141275,4056,208033995.0,73639.0,52.12,137.95,-56.1
25-October-2007,1509.5,1509.5,1425.0,1433.65,1456.9860024226575,104018,4584,151552770.0,37992.0,36.52,84.5,-75.85
26-October-2007,1478.0,1480.0,1426.0,1436.7,1452.9617466887892,174181,4528,253078330.0,96301.0,55.29,54.0,-41.3
29-October-2007,1474.0,1490.0,1440.1,1470.6,1464.6646816331088,196974,4257,288500861.0,122607.0,62.25,49.9,-3.4
30-October-2007,1485.0,1595.0,1461.05,1554.45,1537.257303563551,326416,12934,501785380.0,92074.0,28.21,133.95,69.45
31-October-2007,1580.0,1623.0,1560.0,1575.2,1594.647842661464,145063,6842,231324400.0,38257.0,26.37,63.0,-4.8
1-November-2007,1614.0,1650.0,1565.0,1590.75,1614.3535990329856,203513,7625,328541944.0,71823.0,35.29,85.0,-23.25
2-November-2007,1515.0,1610.0,1515.0,1600.5,1590.768360805861,131040,3690,208454286.0,65853.0,50.25,95.0,85.5
5-November-2007,1615.0,1620.0,1555.0,1565.8,1580.4422725389356,82058,2981,129687932.0,44882.0,54.7,65.0,-49.2
6-November-2007,1582.0,1615.0,1570.0,1579.35,1594.255714285714,51800,2673,82582446.0,20059.0,38.72,45.0,-2.65
7-November-2007,1601.0,1628.0,1570.0,1603.55,1604.3255141286036,62922,2994,100947370.0,22137.0,35.18,58.0,2.55
