,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,540701,DCAL,1293.7,1538.3,-198.7,223.8,1.39,2017,3
1,540701,DCAL,950.6,1159.5,-160.2,117.4,0.73,2017,4
2,540701,DCAL,1559.4,1727.0,-264.6,114.5,0.71,2018,1
3,540701,DCAL,1227.9,1316.2,-1239.1,54.1,0.34,2018,2
4,540701,DCAL,1118.3,1621.2,-255.0,248.5,1.54,2018,3
5,540701,DCAL,1213.6,1307.2,-228.1,-31.1,-0.19,2018,4
6,540701,DCAL,1935.0,1967.0,-1576.1,289.0,1.79,2019,1
7,540701,DCAL,1334.1,1407.8,-257.0,35.5,0.22,2019,2
8,540701,DCAL,1777.5,2013.3,-285.6,326.8,2.02,2019,3
9,540701,DCAL,1176.8,1430.4,-330.8,-22.0,-0.14,2019,4
10,540701,DCAL,1519.2,1651.7,-308.4,45.0,0.29,2020,1
11,540701,DCAL,298.0,376.8,-224.6,-452.4,-2.88,2020,2
12,540701,DCAL,305.3,641.1,-204.3,-182.5,-1.16,2020,3
13,540701,DCAL,609.5,801.8,-258.6,-270.1,-1.72,2020,4
