,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,500850,INDHOTEL,3414.0,3666.1,-2632.4,532.4,0.88,2007,3
1,500850,INDHOTEL,5206.2,5271.1,-2970.6,1345.8,2.23,2007,4
2,500850,INDHOTEL,3769.1,3980.1,-2805.0,612.7,0.9,2008,2
3,500850,INDHOTEL,3678.2,3994.4,-3005.7,506.6,0.72,2008,3
4,500850,INDHOTEL,4566.2,3813.4,-3140.1,838.5,1.18,2008,4
5,500850,INDHOTEL,2848.8,2623.6,-2754.3,164.4,0.23,2009,2
6,500850,INDHOTEL,3071.9,2859.2,-2813.4,118.7,0.16,2009,3
7,500850,INDHOTEL,4378.8,4223.1,-3126.6,648.8,0.9,2009,4
8,500850,INDHOTEL,3287.4,279.6,-3007.8,33.3,0.05,2010,2
9,500850,INDHOTEL,3285.0,114.4,-3170.6,-63.0,-0.09,2010,3
10,500850,INDHOTEL,4853.4,1145.0,-3708.4,502.9,0.69,2010,4
11,500850,INDHOTEL,5308.7,1576.4,-3732.3,939.3,1.28,2011,1
12,500850,INDHOTEL,3695.4,405.1,-3290.3,203.1,0.27,2011,2
13,500850,INDHOTEL,3575.6,107.8,-3467.8,81.2,0.11,2011,3
14,500850,INDHOTEL,5214.8,5214.8,-4072.9,504.8,0.68,2011,4
15,500850,INDHOTEL,5601.5,5601.5,-1599.8,652.1,0.86,2012,1
16,500850,INDHOTEL,3964.7,3964.7,-1160.8,40.3,0.05,2012,2
17,500850,INDHOTEL,3790.1,3790.1,-1241.4,-63.6,-0.08,2012,3
18,500850,INDHOTEL,5445.5,1209.2,-1122.7,646.2,0.82,2012,4
19,500850,INDHOTEL,5558.3,5558.3,-1242.4,-3389.0,-4.26,2013,1
20,500850,INDHOTEL,3966.3,3966.3,-1155.2,97.8,0.12,2013,2
21,500850,INDHOTEL,3909.2,3909.2,-1128.6,-3003.2,-3.72,2013,3
22,500850,INDHOTEL,5642.4,5642.4,-1202.6,655.1,0.81,2013,4
23,500850,INDHOTEL,5777.2,5777.2,-1238.9,-3654.6,-4.53,2014,1
24,500850,INDHOTEL,3978.0,3978.0,-1201.4,-71.5,-0.09,2014,2
25,500850,INDHOTEL,4156.6,4156.6,-1269.7,-75.8,-0.09,2014,3
26,500850,INDHOTEL,6001.5,6001.5,-1454.0,518.6,0.64,2014,4
27,500850,INDHOTEL,6107.7,6107.7,-1388.6,-1191.5,-1.48,2015,1
28,500850,INDHOTEL,4534.8,4534.8,-1381.5,510.8,0.63,2015,2
29,500850,INDHOTEL,4703.5,4703.5,-1595.3,1.2,0.0,2015,3
30,500850,INDHOTEL,6630.5,6630.5,-1551.5,617.0,0.77,2015,4
31,500850,INDHOTEL,6868.2,6868.2,-1631.5,881.4,1.01,2016,1
32,500850,INDHOTEL,4744.7,4744.7,-1488.0,-90.0,-0.09,2016,2
33,500850,INDHOTEL,5141.2,5141.2,-1638.6,276.5,0.28,2016,3
34,500850,INDHOTEL,6956.3,6956.3,-1612.0,921.1,0.93,2016,4
35,500850,INDHOTEL,7070.3,7253.1,-2881.3,311.6,0.31,2017,1
36,500850,INDHOTEL,5238.5,5305.8,-2366.2,68.6,0.07,2017,2
37,500850,INDHOTEL,5100.4,5211.2,-1573.0,-203.8,-0.21,2017,3
38,500850,INDHOTEL,7599.9,7751.5,-2956.0,923.7,0.82,2017,4
39,500850,INDHOTEL,7862.1,8040.9,-3022.5,653.7,0.55,2018,1
40,500850,INDHOTEL,5646.4,5796.7,-2547.9,-167.5,-0.14,2018,2
41,500850,INDHOTEL,5701.1,6005.0,-2612.7,-220.1,-0.19,2018,3
42,500850,INDHOTEL,8026.6,8161.2,-2945.6,1376.9,1.16,2018,4
43,500850,INDHOTEL,8430.0,8746.2,-2897.4,1647.7,1.39,2019,1
44,500850,INDHOTEL,5718.9,6080.4,-2383.7,224.5,0.19,2019,2
45,500850,INDHOTEL,5985.1,6253.9,-2450.5,1189.4,1.0,2019,3
46,500850,INDHOTEL,8547.9,8903.8,-2782.2,1677.7,1.41,2019,4
47,500850,INDHOTEL,7182.8,7540.7,-2599.6,922.5,0.78,2020,1
48,500850,INDHOTEL,952.4,1170.7,-969.9,-2388.1,-2.01,2020,2
49,500850,INDHOTEL,1652.1,2153.1,-1130.9,-1415.9,-1.19,2020,3
50,500850,INDHOTEL,4087.4,4337.2,-1870.0,-948.4,-0.8,2020,4
