,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,523598,SCI,8688.8,9458.0,-676.8,1823.1,6.46,2007,3
1,523598,SCI,9152.7,9811.2,-684.8,1767.8,6.26,2007,4
2,523598,SCI,10568.3,11774.4,-660.8,2486.9,8.81,2008,1
3,523598,SCI,10619.1,11263.5,-553.3,2796.0,9.9,2008,2
4,523598,SCI,11846.5,12846.0,-722.1,2748.8,9.74,2008,3
5,523598,SCI,11131.3,1392.8,-713.3,1854.3,4.38,2008,4
6,523598,SCI,8069.5,4.9,-705.2,2007.6,4.74,2009,1
7,523598,SCI,8827.9,437.6,-820.7,1199.2,2.83,2009,2
8,523598,SCI,8449.4,94.0,-579.4,337.0,0.8,2009,3
9,523598,SCI,8454.3,-111.9,-586.2,874.4,2.06,2009,4
10,523598,SCI,8894.2,513.3,-525.3,1358.5,3.21,2010,1
11,523598,SCI,9065.2,1216.0,-501.5,1914.9,4.52,2010,2
12,523598,SCI,8764.4,981.1,-561.6,2506.3,5.92,2010,3
13,523598,SCI,8889.3,335.9,-739.7,1230.6,2.85,2010,4
14,523598,SCI,8651.3,-323.2,-438.4,-61.7,-0.13,2011,1
15,523598,SCI,9849.6,9293.6,-905.4,-58.6,-0.13,2011,2
16,523598,SCI,10375.0,1105.3,-869.6,-1406.0,-3.02,2011,3
17,523598,SCI,13225.8,9670.1,-1103.7,741.0,1.59,2011,4
18,523598,SCI,11059.0,10175.9,-327.3,-3558.5,-7.64,2012,1
19,523598,SCI,12629.9,11549.5,-878.3,-548.7,-1.18,2012,2
20,523598,SCI,10893.5,10259.1,-341.1,2972.6,-3.9,2012,3
21,523598,SCI,10316.8,10109.7,-147.4,-752.6,-1.62,2012,4
22,523598,SCI,9735.7,9606.9,-842.0,-2814.4,-6.11,2013,1
23,523598,SCI,9761.3,9176.5,-516.4,-987.0,-2.12,2013,2
24,523598,SCI,10564.3,10354.6,-679.0,-1235.3,-2.65,2013,3
25,523598,SCI,11107.7,9981.1,-727.8,-656.7,-1.41,2013,4
26,523598,SCI,12819.4,12039.5,-622.5,132.4,0.28,2014,1
27,523598,SCI,10912.9,10577.4,-422.0,495.0,1.06,2014,2
28,523598,SCI,10935.2,10843.4,-333.8,185.9,0.4,2014,3
29,523598,SCI,10889.8,9833.3,-469.4,313.5,0.67,2014,4
30,523598,SCI,10769.6,10283.2,-416.6,1014.9,2.18,2015,1
31,523598,SCI,10564.6,10457.4,-353.9,1635.4,3.51,2015,2
32,523598,SCI,10850.2,10771.8,-477.1,1612.1,3.46,2015,3
33,523598,SCI,9870.4,9741.1,-465.2,596.6,1.28,2015,4
34,523598,SCI,9838.2,9812.2,-383.4,-71.5,-0.15,2016,1
35,523598,SCI,8404.7,8252.9,-467.7,559.1,1.2,2016,2
36,523598,SCI,7587.5,7497.7,-376.1,-200.0,-0.43,2016,3
37,523598,SCI,9648.5,9546.1,-433.1,72.5,0.16,2016,4
38,523598,SCI,8977.3,9483.6,-1051.3,923.6,1.98,2017,1
39,523598,SCI,8647.8,9008.7,-325.7,-67.2,-0.14,2017,2
40,523598,SCI,8082.2,8248.6,-393.7,-761.8,-1.64,2017,3
41,523598,SCI,8795.6,9896.6,-303.2,821.7,1.76,2017,4
42,523598,SCI,9169.0,9532.5,-394.1,2544.7,5.46,2018,1
43,523598,SCI,8942.6,9151.1,-1879.8,-2059.8,-4.42,2018,2
44,523598,SCI,9398.1,10521.1,-1941.0,-1425.3,-3.06,2018,3
45,523598,SCI,10748.7,12373.0,-197.9,1805.4,3.88,2018,4
46,523598,SCI,10189.6,11025.1,-497.7,459.9,0.99,2019,1
47,523598,SCI,9329.9,9682.3,-310.1,-393.6,-0.84,2019,2
48,523598,SCI,9983.1,10642.8,-411.3,-565.4,-1.21,2019,3
49,523598,SCI,12576.1,12816.0,-86.9,2845.0,6.11,2019,4
50,523598,SCI,13138.2,13918.5,-1622.4,1137.5,2.44,2020,1
51,523598,SCI,11434.6,11784.3,-8468.5,3174.8,6.82,2020,2
52,523598,SCI,8432.1,8768.7,-107.1,1311.3,2.82,2020,3
53,523598,SCI,8412.3,8728.2,-57.8,1033.0,2.22,2020,4
