,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,540212,TCIEXP,1875.8,1875.8,-1430.41,100.26,2.62,2016,4
1,540212,TCIEXP,2028.2,2032.22,-1525.08,122.52,3.2,2017,1
2,540212,TCIEXP,2031.7,2036.3,-122.6,121.2,3.17,2017,2
3,540212,TCIEXP,2035.66,2039.86,-130.41,130.5,3.41,2017,3
4,540212,TCIEXP,2290.05,2296.07,-137.14,154.3,4.03,2017,4
5,540212,TCIEXP,2493.41,2499.37,-184.62,177.96,4.65,2018,1
6,540212,TCIEXP,2475.9,2481.0,-132.4,161.2,4.21,2018,2
7,540212,TCIEXP,2472.0,2480.1,-149.7,162.6,4.25,2018,3
8,540212,TCIEXP,2631.5,2638.1,-169.7,187.24,4.89,2018,4
9,540212,TCIEXP,2658.4,2670.4,-203.8,217.3,5.68,2019,1
10,540212,TCIEXP,2561.7,2569.0,-1852.3,184.1,4.81,2019,2
11,540212,TCIEXP,2694.7,2710.8,-196.0,261.0,6.58,2019,3
12,540212,TCIEXP,2683.8,2692.4,-193.5,255.3,6.66,2019,4
13,540212,TCIEXP,2379.4,2391.1,-197.7,190.1,4.96,2020,1
14,540212,TCIEXP,887.4,902.1,-101.6,9.2,0.24,2020,2
15,540212,TCIEXP,2129.5,2144.1,-138.9,234.9,6.12,2020,3
16,540212,TCIEXP,2625.0,2641.6,-163.1,336.1,8.59,2020,4
