,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532221,SONATSOFTW,487.34,496.06,-403.36,86.35,0.82,2007,3
1,532221,SONATSOFTW,500.64,506.12,-400.59,97.5,0.93,2007,4
2,532221,SONATSOFTW,538.26,552.58,-438.44,105.67,1.0,2008,1
3,532221,SONATSOFTW,553.48,564.69,-419.31,132.71,1.26,2008,2
4,532221,SONATSOFTW,602.2,602.5,-455.17,134.84,1.28,2008,3
5,532221,SONATSOFTW,585.72,1.19,-441.96,137.32,1.31,2008,4
6,532221,SONATSOFTW,589.89,0.62,-458.15,128.73,1.22,2009,1
7,532221,SONATSOFTW,570.76,2.19,-121.94,133.87,1.27,2009,2
8,532221,SONATSOFTW,599.77,0.28,-166.26,146.66,1.39,2009,3
9,532221,SONATSOFTW,605.33,0.18,-440.37,163.65,1.56,2009,4
10,532221,SONATSOFTW,613.96,26.23,-478.51,157.86,1.5,2010,1
11,532221,SONATSOFTW,677.52,47.51,-12.13,148.63,1.41,2010,2
12,532221,SONATSOFTW,688.66,37.85,-534.27,152.01,1.45,2010,3
13,532221,SONATSOFTW,665.96,50.29,-509.12,156.85,1.49,2010,4
14,532221,SONATSOFTW,618.31,11.18,-472.17,161.14,1.53,2011,1
15,532221,SONATSOFTW,624.29,12.99,-494.8,118.98,1.13,2011,2
16,532221,SONATSOFTW,545.7,538.3,-514.39,33.58,0.32,2011,3
17,532221,SONATSOFTW,570.32,4.92,-152.37,26.66,0.25,2011,4
18,532221,SONATSOFTW,524.24,519.01,-159.84,-30.15,-0.29,2012,1
19,532221,SONATSOFTW,551.0,546.63,-152.55,23.66,0.22,2012,2
20,532221,SONATSOFTW,583.3,581.05,-166.55,39.21,0.37,2012,3
21,532221,SONATSOFTW,577.16,572.16,-161.02,7.35,0.07,2012,4
22,532221,SONATSOFTW,618.28,616.39,-140.52,87.38,0.83,2013,1
23,532221,SONATSOFTW,656.92,655.94,-209.28,32.49,0.31,2013,2
24,532221,SONATSOFTW,839.95,837.8,-241.42,90.86,0.86,2013,3
25,532221,SONATSOFTW,897.83,895.32,-224.31,196.82,1.87,2013,4
26,532221,SONATSOFTW,942.35,939.22,-171.07,218.25,2.08,2014,1
27,532221,SONATSOFTW,1013.83,1011.72,-203.88,224.23,2.13,2014,2
28,532221,SONATSOFTW,1147.02,1145.97,-199.46,284.93,2.71,2014,3
29,532221,SONATSOFTW,1245.99,1243.33,-195.42,321.38,3.06,2014,4
30,532221,SONATSOFTW,1261.93,1260.3,-194.61,344.16,3.27,2015,1
31,532221,SONATSOFTW,1176.85,1176.17,-211.57,236.39,2.25,2015,2
32,532221,SONATSOFTW,1187.21,1186.1,-219.21,224.31,2.13,2015,3
33,532221,SONATSOFTW,1246.53,1245.56,-217.76,296.67,2.82,2015,4
34,532221,SONATSOFTW,1437.46,1435.48,-241.16,417.08,3.97,2016,1
35,532221,SONATSOFTW,1394.1,1390.83,-252.59,347.73,3.31,2016,2
36,532221,SONATSOFTW,1541.32,1537.79,-258.61,331.14,3.15,2016,3
37,532221,SONATSOFTW,1490.51,1485.95,-261.85,371.8,3.54,2016,4
38,532221,SONATSOFTW,1500.1,1560.77,-319.69,321.67,3.06,2017,1
39,532221,SONATSOFTW,1494.34,1608.41,-299.78,297.82,2.87,2017,2
40,532221,SONATSOFTW,1791.61,1914.5,-286.33,393.28,3.79,2017,3
41,532221,SONATSOFTW,1802.82,1871.32,-278.25,386.52,3.73,2017,4
42,532221,SONATSOFTW,1796.22,1905.99,-318.51,435.13,4.19,2018,1
43,532221,SONATSOFTW,1924.5,1969.7,-330.5,429.3,4.14,2018,2
44,532221,SONATSOFTW,2058.3,2187.0,-384.7,460.4,4.43,2018,3
45,532221,SONATSOFTW,2119.9,2094.0,-371.9,386.5,3.72,2018,4
46,532221,SONATSOFTW,2190.7,2219.5,-400.3,448.2,4.32,2019,1
47,532221,SONATSOFTW,2087.7,2189.0,-330.1,371.6,3.58,2019,2
48,532221,SONATSOFTW,2161.1,2354.3,-345.3,459.0,4.42,2019,3
49,532221,SONATSOFTW,2301.8,2424.1,-315.4,491.3,4.73,2019,4
50,532221,SONATSOFTW,2217.8,2772.3,-440.6,790.8,7.61,2020,1
51,532221,SONATSOFTW,1821.5,1806.6,-197.7,334.5,3.22,2020,2
52,532221,SONATSOFTW,2091.4,2109.1,-192.4,521.3,5.02,2020,3
53,532221,SONATSOFTW,1930.8,2266.4,-135.2,543.0,5.23,2020,4
