,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532889,KPRMILL,1391.9,1433.48,-1114.0,206.16,5.98,2007,3
1,532889,KPRMILL,1586.92,1614.31,-1378.66,147.05,3.9,2007,4
2,532889,KPRMILL,1635.02,1679.47,-1514.6,276.09,7.48,2008,1
3,532889,KPRMILL,1679.58,1735.78,-1502.83,119.54,3.17,2008,2
4,532889,KPRMILL,1846.36,1856.4,-1697.54,54.16,1.44,2008,3
5,532889,KPRMILL,1619.31,1607.35,-1622.74,-95.32,-2.53,2008,4
6,532889,KPRMILL,2480.69,2315.31,-2309.91,22.61,0.6,2009,1
7,532889,KPRMILL,1839.04,1758.47,-1649.87,65.56,1.74,2009,2
8,532889,KPRMILL,1841.16,1877.49,-1707.84,73.26,1.8,2009,3
9,532889,KPRMILL,1924.45,1894.2,-1628.93,200.66,5.33,2009,4
10,532889,KPRMILL,2635.1,2353.2,-2324.17,161.26,4.28,2010,1
11,532889,KPRMILL,2419.42,2220.39,-1987.52,283.88,7.53,2010,2
12,532889,KPRMILL,2445.59,2261.14,-2001.67,318.59,8.45,2010,3
13,532889,KPRMILL,2875.08,2617.37,-2368.64,333.28,8.73,2010,4
14,532889,KPRMILL,2987.16,2468.73,-2784.62,102.11,2.7,2011,2
15,532889,KPRMILL,3196.33,2748.91,-2985.41,104.51,2.77,2011,3
16,532889,KPRMILL,2675.7,2407.0,-2506.6,51.3,1.36,2011,4
17,532889,KPRMILL,3263.6,3123.8,-495.7,55.0,1.14,2012,1
18,532889,KPRMILL,3127.2,2824.2,-289.1,162.1,4.3,2012,2
19,532889,KPRMILL,3771.6,3511.8,-253.3,373.5,9.91,2012,3
20,532889,KPRMILL,3617.7,3419.4,-442.0,234.5,6.22,2012,4
21,532889,KPRMILL,4459.0,4392.3,-220.6,237.3,5.97,2013,1
22,532889,KPRMILL,4124.9,4066.9,-525.1,266.7,7.08,2013,2
23,532889,KPRMILL,4786.5,4714.7,-367.2,414.4,11.0,2013,3
24,532889,KPRMILL,5029.5,4950.3,-823.3,226.3,6.01,2013,4
25,532889,KPRMILL,5664.5,5591.1,-769.9,398.2,10.24,2014,1
26,532889,KPRMILL,4814.4,4758.5,-480.7,321.5,8.53,2014,2
27,532889,KPRMILL,5488.5,5305.9,-328.4,294.1,7.8,2014,3
28,532889,KPRMILL,5204.5,5092.0,-671.9,390.2,10.35,2014,4
29,532889,KPRMILL,5297.4,5199.1,-673.6,454.0,11.71,2015,1
30,532889,KPRMILL,4600.2,4473.9,-693.9,407.8,10.82,2015,2
31,532889,KPRMILL,4906.9,4827.3,-435.8,444.0,11.78,2015,3
32,532889,KPRMILL,4609.4,4528.2,-610.9,307.4,8.16,2015,4
33,532889,KPRMILL,5496.2,5362.5,-905.9,396.3,10.33,2016,1
34,532889,KPRMILL,5226.9,5087.2,-586.8,453.3,12.03,2016,2
35,532889,KPRMILL,5345.2,5246.2,-574.3,627.9,16.66,2016,3
36,532889,KPRMILL,5062.4,4921.7,-462.4,605.2,8.03,2016,4
37,532889,KPRMILL,6571.1,6642.3,-285.9,697.9,9.35,2017,1
38,532889,KPRMILL,5556.3,5597.1,-563.5,461.7,6.25,2017,2
39,532889,KPRMILL,6165.3,6209.4,-527.8,631.9,8.55,2017,3
40,532889,KPRMILL,6424.4,6461.8,-611.3,609.7,8.25,2017,4
41,532889,KPRMILL,6969.2,6998.5,-735.8,546.4,7.39,2018,1
42,532889,KPRMILL,7605.2,7619.6,-834.4,772.7,10.62,2018,2
43,532889,KPRMILL,6891.6,6903.6,-727.6,822.6,11.34,2018,3
44,532889,KPRMILL,6742.3,6842.6,-855.1,700.9,9.66,2018,4
45,532889,KPRMILL,8546.2,8611.5,-1058.7,595.0,8.2,2019,1
46,532889,KPRMILL,8016.9,8102.3,-884.4,742.6,10.23,2019,2
47,532889,KPRMILL,6922.8,7038.5,-711.9,991.7,13.67,2019,3
48,532889,KPRMILL,6862.2,6956.4,-824.3,808.5,11.4,2019,4
49,532889,KPRMILL,7178.8,7247.8,-895.0,403.3,5.86,2020,1
50,532889,KPRMILL,4135.0,4199.8,-590.1,400.8,5.82,2020,2
51,532889,KPRMILL,8427.0,8524.0,-805.2,1103.5,16.04,2020,3
52,532889,KPRMILL,7957.1,8064.0,-926.4,1355.6,19.7,2020,4
