,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,539876,CROMPTON,10016.3,10016.3,-1232.7,666.1,1.06,2016,1
1,539876,CROMPTON,11208.4,11208.4,-1470.9,919.4,1.47,2016,2
2,539876,CROMPTON,8899.9,8899.9,-1281.7,549.6,0.88,2016,3
3,539876,CROMPTON,8889.2,8889.2,-1224.1,573.6,0.92,2016,4
4,539876,CROMPTON,10761.5,10830.3,-1279.9,864.4,1.38,2017,1
5,539876,CROMPTON,10809.1,10906.0,-1246.1,802.7,1.28,2017,2
6,539876,CROMPTON,9597.1,9632.4,-1004.6,708.0,1.13,2017,3
7,539876,CROMPTON,9381.9,9448.1,-1198.3,695.0,1.11,2017,4
8,539876,CROMPTON,11263.1,11372.2,-1215.2,1032.2,1.65,2018,1
9,539876,CROMPTON,12038.9,12127.3,-1505.3,1042.7,1.66,2018,2
10,539876,CROMPTON,10378.3,10476.6,-1053.0,769.1,1.23,2018,3
11,539876,CROMPTON,10303.1,10426.9,-1249.9,796.7,1.27,2018,4
12,539876,CROMPTON,12068.8,12240.9,-1286.0,1416.7,2.26,2019,1
13,539876,CROMPTON,13468.4,13641.6,-1654.7,1226.0,1.96,2019,2
14,539876,CROMPTON,10757.9,10880.3,-1326.3,1112.7,1.78,2019,3
15,539876,CROMPTON,10712.9,10886.8,-1281.1,1610.2,2.57,2019,4
16,539876,CROMPTON,10180.5,10299.7,-8960.7,998.1,1.59,2020,1
17,539876,CROMPTON,7131.7,7319.3,-610.0,737.1,1.18,2020,2
18,539876,CROMPTON,11983.9,12150.5,-1287.9,1370.8,2.19,2020,3
19,539876,CROMPTON,13231.3,13430.0,-1393.9,1474.3,2.35,2020,4
