,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532805,REDINGTON,14637.1,14663.0,-14325.4,153.9,1.98,2007,3
1,532805,REDINGTON,13520.6,13546.5,-13232.6,138.0,1.77,2007,4
2,532805,REDINGTON,14908.7,14918.8,-14618.5,150.7,1.93,2008,2
3,532805,REDINGTON,16544.5,16544.7,-16149.4,175.5,2.25,2008,3
4,532805,REDINGTON,13632.5,13610.5,-13203.3,186.6,2.4,2008,4
5,532805,REDINGTON,13440.0,13420.7,-13078.0,188.3,2.41,2009,2
6,532805,REDINGTON,16748.0,16728.5,-16354.5,212.8,2.72,2009,3
7,532805,REDINGTON,15467.1,15455.3,-15026.4,240.1,3.03,2009,4
8,532805,REDINGTON,17565.3,17552.8,-17099.3,279.4,3.55,2010,2
9,532805,REDINGTON,20330.7,20318.9,-19859.1,272.8,0.69,2010,3
10,532805,REDINGTON,21506.6,21494.4,-20950.0,295.0,0.75,2010,4
11,532805,REDINGTON,24210.3,24186.7,-23555.0,389.9,0.98,2011,2
12,532805,REDINGTON,27393.6,27374.6,-26717.0,338.6,0.85,2011,3
13,532805,REDINGTON,24922.8,24871.7,-24286.7,334.0,0.84,2011,4
14,532805,REDINGTON,23815.7,23815.4,-459.9,505.7,1.27,2012,1
15,532805,REDINGTON,24413.1,24412.1,-411.4,551.5,1.38,2012,2
16,532805,REDINGTON,25398.6,25398.4,-414.8,355.5,0.89,2012,3
17,532805,REDINGTON,26837.3,26837.0,-499.7,367.6,0.92,2012,4
18,532805,REDINGTON,27447.7,27447.4,-556.9,439.1,1.1,2013,1
19,532805,REDINGTON,25534.9,25534.7,-652.2,413.2,1.04,2013,2
20,532805,REDINGTON,26373.3,26373.0,-498.3,402.1,1.01,2013,3
21,532805,REDINGTON,28996.6,28996.0,-599.2,390.3,0.98,2013,4
22,532805,REDINGTON,31661.4,31660.9,-764.6,1192.3,2.99,2014,1
23,532805,REDINGTON,26797.0,26797.0,-508.2,373.0,0.93,2014,2
24,532805,REDINGTON,28156.6,28156.6,-611.4,439.7,1.1,2014,3
25,532805,REDINGTON,35172.3,35172.2,-811.0,526.8,1.32,2014,4
26,532805,REDINGTON,30077.4,30077.4,-638.0,480.1,1.2,2015,1
27,532805,REDINGTON,28708.3,28708.3,-503.8,419.6,1.05,2015,2
28,532805,REDINGTON,30606.2,30606.0,-576.2,528.4,1.32,2015,3
29,532805,REDINGTON,30908.6,30908.5,-578.7,541.5,1.35,2015,4
30,532805,REDINGTON,36164.2,36164.1,-791.3,399.5,1.0,2016,1
31,532805,REDINGTON,36986.9,36986.9,-497.2,426.5,1.07,2016,2
32,532805,REDINGTON,35767.3,35767.1,-708.1,606.8,1.52,2016,3
33,532805,REDINGTON,41936.3,41936.3,-812.9,489.2,1.22,2016,4
34,532805,REDINGTON,39628.9,39756.7,-895.8,494.4,1.24,2017,1
35,532805,REDINGTON,35283.0,35353.0,-903.0,390.0,0.97,2017,2
36,532805,REDINGTON,38741.1,38998.9,-673.1,664.0,1.66,2017,3
37,532805,REDINGTON,40128.1,40202.1,-739.1,456.9,1.14,2017,4
38,532805,REDINGTON,38474.1,38528.7,-801.7,328.7,0.82,2018,1
39,532805,REDINGTON,35705.5,35861.4,-986.0,264.6,0.66,2018,2
40,532805,REDINGTON,41711.4,42137.4,-772.7,480.1,1.2,2018,3
41,532805,REDINGTON,44175.9,44231.3,-43599.6,415.1,1.05,2018,4
42,532805,REDINGTON,46919.3,47095.6,-914.0,361.6,0.93,2019,1
43,532805,REDINGTON,40758.3,40812.0,-510.1,345.6,0.89,2019,2
44,532805,REDINGTON,47969.2,49389.7,-542.5,1622.7,4.17,2019,3
45,532805,REDINGTON,53567.2,54242.9,-612.0,1157.0,2.97,2019,4
46,532805,REDINGTON,44031.0,45619.5,-651.8,1770.7,4.55,2020,1
47,532805,REDINGTON,34329.8,34445.7,-440.9,271.5,0.7,2020,2
48,532805,REDINGTON,52211.4,52573.0,-620.3,873.3,2.24,2020,3
49,532805,REDINGTON,77142.0,77225.8,-696.4,333.8,0.86,2020,4
