,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532187,INDUSINDBK,4604.8,5254.7,-1028.2,223.4,0.7,2007,3
1,532187,INDUSINDBK,5016.0,5661.3,-991.3,250.4,0.78,2007,4
2,532187,INDUSINDBK,5255.3,5910.4,-1111.4,144.5,0.45,2008,1
3,532187,INDUSINDBK,5281.8,5832.3,-1119.8,191.0,0.59,2008,2
4,532187,INDUSINDBK,5498.7,6388.2,-1271.0,336.6,0.95,2008,3
5,532187,INDUSINDBK,6274.8,7605.5,-1456.5,450.6,1.27,2008,4
6,532187,INDUSINDBK,6138.0,7831.2,-1623.0,505.2,1.42,2009,1
7,532187,INDUSINDBK,6288.3,8015.8,-1658.1,865.0,2.44,2009,2
8,532187,INDUSINDBK,6550.3,7873.8,-1855.8,778.2,2.05,2009,3
9,532187,INDUSINDBK,7029.2,8189.4,-1799.4,880.4,2.15,2009,4
10,532187,INDUSINDBK,7202.1,8525.7,-2046.7,979.6,2.39,2010,1
11,532187,INDUSINDBK,7715.4,9325.0,-2260.3,1185.5,2.89,2010,2
12,532187,INDUSINDBK,8540.8,10292.0,-2430.0,1331.5,3.21,2010,3
13,532187,INDUSINDBK,9149.1,11108.6,-2677.7,1538.6,3.32,2010,4
14,532187,INDUSINDBK,10488.4,12304.7,-2716.8,1717.6,3.69,2011,1
15,532187,INDUSINDBK,11645.8,13799.8,-2936.9,1801.8,3.87,2011,2
16,532187,INDUSINDBK,13238.6,15630.7,-3254.2,1930.9,4.14,2011,3
17,532187,INDUSINDBK,13897.4,16548.6,-3465.3,2059.6,4.41,2011,4
18,532187,INDUSINDBK,14810.2,17730.7,-3773.6,2233.8,4.78,2012,1
19,532187,INDUSINDBK,16320.4,19508.2,-3988.5,2362.6,5.05,2012,2
20,532187,INDUSINDBK,17279.3,20484.2,-4104.0,2502.5,5.33,2012,3
21,532187,INDUSINDBK,18004.9,21562.9,-4614.4,2672.7,5.51,2012,4
22,532187,INDUSINDBK,18227.7,21906.6,-4856.7,3074.0,5.89,2013,1
23,532187,INDUSINDBK,19122.0,23828.1,-5084.9,3348.4,6.41,2013,2
24,532187,INDUSINDBK,20185.7,24353.0,-5287.5,3302.3,6.3,2013,3
25,532187,INDUSINDBK,21434.9,26237.6,-5629.9,3469.0,6.62,2013,4
26,532187,INDUSINDBK,21792.7,27021.9,-5850.5,3960.5,7.54,2014,1
27,532187,INDUSINDBK,22973.1,28736.8,-6278.3,4210.6,8.01,2014,2
28,532187,INDUSINDBK,23787.6,29370.3,-6667.1,4302.0,8.16,2014,3
29,532187,INDUSINDBK,24369.5,30477.0,-6982.8,4471.9,8.46,2014,4
30,532187,INDUSINDBK,25789.5,32374.3,-7331.1,4952.7,9.36,2015,1
31,532187,INDUSINDBK,27235.0,34478.4,-7822.8,5250.4,9.9,2015,2
32,532187,INDUSINDBK,27977.7,35813.1,-8712.9,5600.4,9.54,2015,3
33,532187,INDUSINDBK,29277.0,37667.0,-9514.4,5810.2,9.8,2015,4
34,532187,INDUSINDBK,31316.9,40444.9,-10298.2,6203.5,10.43,2016,1
35,532187,INDUSINDBK,32916.9,42646.6,-10956.0,6613.8,11.11,2016,2
36,532187,INDUSINDBK,34693.0,44397.2,-11490.8,7042.6,11.81,2016,3
37,532187,INDUSINDBK,36993.3,47161.3,-12318.8,7506.4,12.57,2016,4
38,532187,INDUSINDBK,38300.1,50413.1,-13065.2,7516.1,12.57,2017,1
39,532187,INDUSINDBK,41355.1,53027.7,-13527.9,8365.5,13.98,2017,2
40,532187,INDUSINDBK,42083.5,53959.2,-13750.6,8801.0,14.7,2017,3
41,532187,INDUSINDBK,42867.8,54735.4,-14168.8,9362.5,15.62,2017,4
42,532187,INDUSINDBK,46501.1,58586.2,-14467.1,9530.9,15.88,2018,1
43,532187,INDUSINDBK,50681.5,63697.5,-15129.0,10357.2,17.25,2018,2
44,532187,INDUSINDBK,54380.9,67553.7,-15281.2,9202.5,15.32,2018,3
45,532187,INDUSINDBK,57634.7,72323.2,-16399.8,9850.3,16.37,2018,4
46,532187,INDUSINDBK,59914.4,75504.3,-17236.8,3601.0,5.98,2019,1
47,532187,INDUSINDBK,69613.7,86246.2,-19162.8,14325.0,20.68,2019,2
48,532187,INDUSINDBK,71503.6,88770.2,-20362.6,13833.7,19.97,2019,3
49,532187,INDUSINDBK,72845.3,90739.3,-21177.8,13002.0,18.76,2019,4
50,532187,INDUSINDBK,73865.7,91585.7,-21670.2,3018.4,4.35,2020,1
51,532187,INDUSINDBK,71617.3,86809.2,-19670.5,4606.4,6.64,2020,2
52,532187,INDUSINDBK,71772.1,87310.5,-20013.0,6470.4,9.07,2020,3
53,532187,INDUSINDBK,72415.0,89469.6,-21382.8,8527.6,11.27,2020,4
