,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532388,IOB,19303.16,21047.79,-3485.77,3197.04,5.87,2007,3
1,532388,IOB,20758.81,22953.45,-3823.7,3081.85,5.66,2007,4
2,532388,IOB,21158.5,24679.54,-3929.24,3059.54,5.62,2008,1
3,532388,IOB,22170.83,21868.33,-4547.31,2559.7,4.7,2008,2
4,532388,IOB,24270.26,26432.61,-4670.39,3590.16,5.36,2008,3
5,532388,IOB,26541.17,32049.03,-5057.17,3884.38,7.13,2008,4
6,532388,IOB,25115.0,31341.99,-5142.07,3223.68,5.92,2009,1
7,532388,IOB,25778.53,28085.14,-5704.62,3017.75,5.54,2009,2
8,532388,IOB,25499.52,29223.39,-6024.0,1760.43,3.23,2009,3
9,532388,IOB,25701.34,28286.57,-6468.37,1017.0,1.87,2009,4
10,532388,IOB,25478.34,28298.01,-6467.99,1274.43,2.34,2010,1
11,532388,IOB,26675.19,28823.84,-6572.22,2004.39,3.68,2010,2
12,532388,IOB,28001.9,30747.35,-6151.82,2061.49,3.78,2010,3
13,532388,IOB,31016.45,34528.64,-6772.89,2316.59,4.25,2010,4
14,532388,IOB,35321.11,39165.84,-6228.02,4342.95,7.88,2011,1
15,532388,IOB,39925.82,43317.71,-7242.15,2055.81,3.32,2011,2
16,532388,IOB,43953.94,48225.62,-7867.3,2074.59,3.35,2011,3
17,532388,IOB,46042.6,50153.3,-8102.8,1082.7,1.75,2011,4
18,532388,IOB,49114.73,54150.88,-8418.43,5288.15,8.47,2012,1
19,532388,IOB,50261.59,54028.48,-8581.81,2334.36,2.93,2012,2
20,532388,IOB,51040.3,55150.4,-8501.7,1584.3,1.99,2012,3
21,532388,IOB,53331.4,58469.8,-8783.4,1165.0,1.46,2012,4
22,532388,IOB,52267.8,58981.5,-8211.4,588.6,0.72,2013,1
23,532388,IOB,54026.3,61871.5,-10463.1,1258.0,1.36,2013,2
24,532388,IOB,56688.4,59997.5,-9917.3,1325.5,1.43,2013,3
25,532388,IOB,57375.2,61902.6,-8901.4,750.7,0.78,2013,4
26,532388,IOB,58747.5,64759.3,-8207.5,2683.3,2.29,2014,1
27,532388,IOB,60070.4,62846.9,-10181.2,2717.2,2.2,2014,2
28,532388,IOB,59623.1,64407.7,-10934.8,-2455.1,-1.99,2014,3
29,532388,IOB,60592.3,66474.5,-12187.6,-5160.3,-4.18,2014,4
30,532388,IOB,59097.6,67040.3,-8698.5,355.1,0.29,2015,1
31,532388,IOB,61372.7,66721.1,-13075.5,147.6,0.12,2015,2
32,532388,IOB,59957.3,67699.4,-11821.0,-5508.3,-4.46,2015,3
33,532388,IOB,59126.0,64457.8,-12562.5,-14250.6,-8.67,2015,4
34,532388,IOB,54716.9,61577.2,-12796.1,-9361.9,-5.56,2016,1
35,532388,IOB,52155.4,58684.4,-12074.2,-14505.0,-7.86,2016,2
36,532388,IOB,49919.9,59616.2,-11914.0,-7651.3,-4.02,2016,3
37,532388,IOB,48814.9,55995.0,-11981.3,-5544.4,-2.26,2016,4
38,532388,IOB,46296.0,56617.0,-13150.7,-6466.6,-2.63,2017,1
39,532388,IOB,41872.0,51745.0,-12353.1,-4990.9,-2.03,2017,2
40,532388,IOB,46457.7,56103.5,-14464.0,-12225.0,-4.72,2017,3
41,532388,IOB,42546.8,50623.8,-13124.7,-9711.7,-3.4,2017,4
42,532388,IOB,48275.5,58144.2,-15907.4,-36067.3,-12.25,2018,1
43,532388,IOB,42486.0,53267.1,-11541.8,-9194.4,-1.88,2018,2
44,532388,IOB,42837.4,53483.5,-9687.3,-4872.6,-1.0,2018,3
45,532388,IOB,45424.2,56885.9,-10637.4,-3460.2,-1.16,2018,4
46,532388,IOB,45565.0,54739.2,-12649.3,-19851.6,-3.06,2019,1
47,532388,IOB,43363.9,50064.8,-11303.9,-3420.8,-0.37,2019,2
48,532388,IOB,42756.5,50240.0,-12062.3,-22536.4,-2.47,2019,3
49,532388,IOB,43519.0,51979.4,-13624.1,-60754.9,-5.83,2019,4
50,532388,IOB,44421.7,54840.6,-14298.0,1437.9,0.06,2020,1
51,532388,IOB,43018.4,52336.3,-12499.6,1206.9,0.07,2020,2
52,532388,IOB,43625.4,54305.8,-12831.2,1481.4,0.09,2020,3
53,532388,IOB,42437.2,57865.4,-13331.7,2128.7,0.13,2020,4
