,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,506076,GRINDWELL,1070.0,1141.0,-943.0,913.0,2.58,2007,3
1,506076,GRINDWELL,1233.0,1287.0,-1049.0,155.0,2.8,2007,4
2,506076,GRINDWELL,1177.0,1236.0,-1046.0,126.0,2.28,2008,1
3,506076,GRINDWELL,1308.1,1354.7,-1137.5,147.0,2.66,2008,2
4,506076,GRINDWELL,1389.9,1428.3,-1206.1,154.3,2.79,2008,3
5,506076,GRINDWELL,1169.9,114.5,-1055.4,122.9,2.22,2008,4
6,506076,GRINDWELL,1143.2,129.2,-1014.0,118.8,2.15,2009,1
7,506076,GRINDWELL,1274.0,184.1,-1089.9,148.6,2.68,2009,2
8,506076,GRINDWELL,1367.5,207.1,-1160.4,169.2,3.06,2009,3
9,506076,GRINDWELL,1518.5,215.3,-1303.2,174.4,3.15,2009,4
10,506076,GRINDWELL,1720.4,246.7,-1473.7,264.0,4.77,2010,1
11,506076,GRINDWELL,1786.1,247.4,-1538.7,206.2,3.72,2010,2
12,506076,GRINDWELL,1840.1,1840.1,-1634.9,182.1,3.29,2010,3
13,506076,GRINDWELL,1917.1,220.8,-1696.3,204.8,3.7,2010,4
14,506076,GRINDWELL,2264.2,312.1,-1952.1,263.3,4.76,2011,1
15,506076,GRINDWELL,2011.5,254.4,-1757.1,236.8,4.28,2011,2
16,506076,GRINDWELL,2268.2,283.0,-1985.2,244.5,4.42,2011,3
17,506076,GRINDWELL,2220.9,2220.9,-1955.8,252.5,4.56,2011,4
18,506076,GRINDWELL,2406.0,2342.7,-2012.4,302.3,5.46,2012,1
19,506076,GRINDWELL,2327.1,2246.8,-2007.9,242.2,4.38,2012,2
20,506076,GRINDWELL,2360.4,2294.4,-2042.3,240.2,4.34,2012,3
21,506076,GRINDWELL,2420.1,2333.8,-2109.6,240.6,4.35,2012,4
22,506076,GRINDWELL,2343.4,2262.8,-2049.9,253.7,4.58,2013,1
23,506076,GRINDWELL,2247.4,2157.8,-465.0,217.1,3.92,2013,2
24,506076,GRINDWELL,2365.0,2251.4,-550.1,203.2,3.67,2013,3
25,506076,GRINDWELL,2318.5,2209.8,-528.7,185.4,3.35,2013,4
26,506076,GRINDWELL,2485.2,2374.7,-533.2,217.5,3.93,2014,1
27,506076,GRINDWELL,2608.9,2490.8,-565.7,238.4,4.31,2014,2
28,506076,GRINDWELL,2842.1,2822.6,-641.9,250.7,4.53,2014,3
29,506076,GRINDWELL,2738.5,2715.5,-615.7,250.8,4.53,2014,4
30,506076,GRINDWELL,2914.4,2900.4,-689.2,270.3,4.88,2015,1
31,506076,GRINDWELL,2889.5,2869.1,-714.1,256.7,4.64,2015,2
32,506076,GRINDWELL,2775.2,2759.9,-633.1,247.5,4.47,2015,3
33,506076,GRINDWELL,2762.0,2747.0,-654.6,219.8,3.97,2015,4
34,506076,GRINDWELL,3157.8,15.6,-746.8,291.2,5.26,2016,1
35,506076,GRINDWELL,3267.6,17.7,-640.8,281.8,2.55,2016,2
36,506076,GRINDWELL,3290.2,12.0,-697.3,284.8,2.57,2016,3
37,506076,GRINDWELL,3310.8,3281.3,-676.1,265.9,2.4,2016,4
38,506076,GRINDWELL,3500.1,3584.1,-692.0,327.6,2.96,2017,1
39,506076,GRINDWELL,3534.1,3599.5,-738.4,292.2,2.64,2017,2
40,506076,GRINDWELL,3398.5,3480.9,-691.5,348.7,3.15,2017,3
41,506076,GRINDWELL,3573.6,3647.3,-775.1,393.8,3.56,2017,4
42,506076,GRINDWELL,3775.7,3844.3,-799.0,436.9,3.95,2018,1
43,506076,GRINDWELL,3732.6,3825.9,-802.2,424.5,3.83,2018,2
44,506076,GRINDWELL,4078.3,4133.1,-800.3,399.9,3.62,2018,3
45,506076,GRINDWELL,3869.8,3986.7,-812.2,406.5,3.67,2018,4
46,506076,GRINDWELL,3987.8,4099.5,-860.6,407.5,3.68,2019,1
47,506076,GRINDWELL,4064.6,4183.3,-795.2,421.2,3.8,2019,2
48,506076,GRINDWELL,3879.0,3986.5,-758.7,518.4,4.68,2019,3
49,506076,GRINDWELL,4003.1,4098.6,-807.5,443.3,4.0,2019,4
50,506076,GRINDWELL,3576.8,3716.8,-659.5,446.6,4.03,2020,1
51,506076,GRINDWELL,2304.0,2563.8,-537.5,284.9,2.57,2020,2
52,506076,GRINDWELL,4377.9,4454.0,-744.7,636.6,5.75,2020,3
53,506076,GRINDWELL,4572.0,4621.4,-878.3,668.7,6.04,2020,4
