,security code,security name,revenue,income,expenditure,profit,eps,year,quartile
0,532612,INDOCO,844.3,851.6,-708.8,108.5,8.83,2007,3
1,532612,INDOCO,911.8,928.7,-773.8,118.5,9.82,2007,4
2,532612,INDOCO,870.8,878.0,-800.8,73.1,7.27,2008,1
3,532612,INDOCO,1094.9,1103.5,-840.7,246.0,20.02,2008,2
4,532612,INDOCO,793.4,796.0,-753.1,21.7,1.77,2008,3
5,532612,INDOCO,785.2,779.2,-753.9,6.3,0.51,2008,4
6,532612,INDOCO,864.1,849.9,-812.9,39.2,3.19,2009,1
7,532612,INDOCO,1006.3,983.4,-825.0,168.8,13.74,2009,2
8,532612,INDOCO,961.3,954.3,-859.4,92.5,7.53,2009,3
9,532612,INDOCO,959.6,957.0,-875.7,77.3,6.29,2009,4
10,532612,INDOCO,1104.5,1088.7,-1012.2,82.3,6.7,2010,1
11,532612,INDOCO,1128.7,1113.8,-970.1,148.2,12.06,2010,2
12,532612,INDOCO,1354.4,1323.4,-1179.6,152.6,12.42,2010,3
13,532612,INDOCO,1154.9,1143.1,-1044.2,88.1,7.17,2010,4
14,532612,INDOCO,1228.4,1204.4,-1083.7,121.6,9.9,2011,1
15,532612,INDOCO,1270.6,1255.5,-1123.8,117.4,9.56,2011,2
16,532612,INDOCO,1474.0,1447.4,-1314.0,138.1,11.24,2011,3
17,532612,INDOCO,1425.8,1415.2,-1316.2,82.6,6.72,2011,4
18,532612,INDOCO,1474.1,1476.6,-370.8,125.3,10.2,2012,1
19,532612,INDOCO,1560.8,1511.6,-374.4,103.5,1.12,2012,2
20,532612,INDOCO,1619.8,1645.3,-409.9,120.8,1.31,2012,3
21,532612,INDOCO,1533.1,1502.6,-417.8,73.8,0.8,2012,4
22,532612,INDOCO,1590.3,1604.8,-419.4,128.5,1.39,2013,1
23,532612,INDOCO,1539.5,1480.5,-408.1,91.8,1.0,2013,2
24,532612,INDOCO,2023.0,1950.5,-592.2,160.4,1.74,2013,3
25,532612,INDOCO,1878.1,1884.1,-496.6,141.2,1.53,2013,4
26,532612,INDOCO,1836.2,1858.6,-506.7,185.5,2.01,2014,1
27,532612,INDOCO,1986.3,1979.5,-514.6,200.4,2.17,2014,2
28,532612,INDOCO,2284.3,2264.2,-592.4,224.1,2.43,2014,3
29,532612,INDOCO,2166.6,2129.3,-565.5,216.2,2.35,2014,4
30,532612,INDOCO,2099.1,2115.9,-617.2,187.5,2.03,2015,1
31,532612,INDOCO,2234.0,2159.7,-573.6,202.7,2.2,2015,2
32,532612,INDOCO,2549.3,2476.7,-659.5,226.2,2.45,2015,3
33,532612,INDOCO,2586.3,2546.1,-688.9,204.2,2.22,2015,4
34,532612,INDOCO,2634.4,2549.6,-713.7,200.1,2.17,2016,1
35,532612,INDOCO,2573.7,2527.2,-637.8,197.9,2.15,2016,2
36,532612,INDOCO,2810.1,252.7,-120.4,221.3,,2016,3
37,532612,INDOCO,2781.9,2722.1,-714.9,175.9,,2016,4
38,532612,INDOCO,2769.4,2786.1,-764.8,179.4,1.95,2017,1
39,532612,INDOCO,2090.1,2098.7,-667.4,-217.3,-2.36,2017,2
40,532612,INDOCO,2848.1,2871.5,-765.1,197.6,2.14,2017,3
41,532612,INDOCO,2781.2,2786.7,-721.3,226.2,2.46,2017,4
42,532612,INDOCO,2696.3,2706.7,-137.8,205.0,2.22,2018,1
43,532612,INDOCO,2175.3,2178.4,-653.6,-120.2,-1.3,2018,2
44,532612,INDOCO,2356.3,2359.6,-729.7,-77.9,-0.85,2018,3
45,532612,INDOCO,2625.6,2631.3,-782.3,53.4,0.58,2018,4
46,532612,INDOCO,2520.2,2569.6,-715.1,116.3,1.26,2019,1
47,532612,INDOCO,2526.7,2533.1,-725.7,21.8,0.24,2019,2
48,532612,INDOCO,2919.7,2925.5,-947.2,73.3,0.8,2019,3
49,532612,INDOCO,2893.4,2900.6,-906.1,93.4,1.01,2019,4
50,532612,INDOCO,2720.2,2725.1,-893.1,54.0,0.59,2020,1
51,532612,INDOCO,2758.6,2761.2,-695.6,172.3,1.87,2020,2
52,532612,INDOCO,3276.5,3281.7,-867.4,251.1,2.72,2020,3
53,532612,INDOCO,3319.4,3323.1,-877.4,251.4,2.73,2020,4
