security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500058,BIHAR SPONGE IRON LTD.,448.50,452.10,-472.30,-45.00,-0.57,2007,3
500058,BIHAR SPONGE IRON LTD.,340.30,342.20,-338.80,-22.20,-0.28,2007,4
500058,BIHAR SPONGE IRON LTD.,685.10,687.50,-573.70,86.40,1.10,2008,1
500058,BIHAR SPONGE IRON LTD.,603.80,604.60,-563.30,22.30,0.25,2008,2
500058,BIHAR SPONGE IRON LTD.,561.10,562.20,-615.90,-71.70,-0.79,2008,3
500058,BIHAR SPONGE IRON LTD.,527.30,524.70,-581.50,-70.50,-0.78,2008,4
500058,BIHAR SPONGE IRON LTD.,492.00,488.90,-474.40,5.40,0.06,2009,1
500058,BIHAR SPONGE IRON LTD.,496.80,495.80,-514.10,-30.30,-0.34,2009,2
500058,BIHAR SPONGE IRON LTD.,410.10,409.80,-27.90,-46.90,-0.52,2009,3
500058,BIHAR SPONGE IRON LTD.,417.70,416.90,-14.70,-13.00,-0.14,2009,4
500058,BIHAR SPONGE IRON LTD.,486.10,477.20,-21.40,25.50,0.28,2010,1
500058,BIHAR SPONGE IRON LTD.,316.90,315.50,-403.40,-101.70,-1.13,2010,2
500058,BIHAR SPONGE IRON LTD.,521.90,521.50,-578.50,-75.70,-0.84,2010,3
500058,BIHAR SPONGE IRON LTD.,396.10,395.90,-420.90,-38.90,-0.43,2010,4
500058,BIHAR SPONGE IRON LTD.,442.00,441.00,-15.90,-25.80,-0.29,2011,1
500058,BIHAR SPONGE IRON LTD.,487.20,486.70,-27.40,-41.00,-0.46,2011,2
500058,BIHAR SPONGE IRON LTD.,500.20,-22.90,-18.30,-48.00,-0.53,2011,3
500058,BIHAR SPONGE IRON LTD.,325.50,325.00,-7.50,-81.30,-0.90,2011,4
500058,BIHAR SPONGE IRON LTD.,405.40,405.40,-14.00,-42.80,-0.47,2012,1
500058,BIHAR SPONGE IRON LTD.,411.00,410.70,-14.40,-39.30,-0.44,2012,2
500058,BIHAR SPONGE IRON LTD.,240.80,240.30,-15.00,-102.00,-1.13,2012,3
500058,BIHAR SPONGE IRON LTD.,290.80,290.50,-17.70,-68.20,-0.75,2012,4
500058,BIHAR SPONGE IRON LTD.,269.00,263.90,-18.10,-51.30,-0.57,2013,1
500058,BIHAR SPONGE IRON LTD.,136.70,133.30,-9.60,-100.50,-1.11,2013,2
500058,BIHAR SPONGE IRON LTD.,60.40,57.70,-8.20,-66.50,-0.74,2013,3
500058,BIHAR SPONGE IRON LTD.,2.30,2.30,-5.20,-16.30,-0.18,2013,4
500058,BIHAR SPONGE IRON LTD.,12.70,12.70,-3.20,5.80,0.06,2014,1
500058,BIHAR SPONGE IRON LTD.,2.70,2.70,-5.70,-12.60,-0.14,2014,2
500058,BIHAR SPONGE IRON LTD.,2.70,2.70,-4.60,-11.80,-0.13,2014,3
500058,BIHAR SPONGE IRON LTD.,2.80,2.80,-1.80,-21.50,-0.24,2014,4
500058,BIHAR SPONGE IRON LTD.,6.20,6.20,-6.80,-27.70,-0.31,2015,1
500058,BIHAR SPONGE IRON LTD.,4.30,4.30,-2.60,-12.90,-0.14,2015,2
500058,BIHAR SPONGE IRON LTD.,4.30,4.30,-4.60,-14.50,-0.16,2015,3
500058,BIHAR SPONGE IRON LTD.,2.90,0.10,-0.90,-11.50,-0.13,2015,4
500058,BIHAR SPONGE IRON LTD.,5.60,5.40,-9.30,-19.70,-0.22,2016,1
500058,BIHAR SPONGE IRON LTD.,4.60,4.60,-4.40,-14.00,-0.16,2016,2
500058,BIHAR SPONGE IRON LTD.,3.60,3.60,-5.60,-18.10,-0.20,2016,3
500058,BIHAR SPONGE IRON LTD.,4.00,4.00,-4.00,4.10,0.05,2016,4
500058,BIHAR SPONGE IRON LTD.,42.34,47.91,-4.78,5.04,0.06,2020,3
500058,BIHAR SPONGE IRON LTD.,99.74,100.19,-4.15,22.41,0.25,2020,4
