security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500148,UFLEX LTD.,3214.50,3292.40,-2955.10,117.50,2.17,2007,3
500148,UFLEX LTD.,3391.80,3513.50,-3162.80,122.70,2.22,2007,4
500148,UFLEX LTD.,3624.20,3777.80,-3366.80,248.40,4.45,2008,1
500148,UFLEX LTD.,3960.80,4082.80,-3642.00,134.00,2.06,2008,2
500148,UFLEX LTD.,4433.00,4621.90,-4141.60,146.60,2.26,2008,3
500148,UFLEX LTD.,3834.00,3590.70,-3404.50,196.90,3.03,2008,4
500148,UFLEX LTD.,3887.20,3646.00,-3460.80,574.00,3.73,2009,1
500148,UFLEX LTD.,3735.60,3580.50,-3287.50,215.30,2.65,2009,2
500148,UFLEX LTD.,4110.10,3948.70,-3677.20,185.10,2.85,2009,3
500148,UFLEX LTD.,4147.50,3962.30,-3627.00,268.50,4.13,2009,4
500148,UFLEX LTD.,4606.80,4403.90,-4093.00,266.60,4.10,2010,1
500148,UFLEX LTD.,4864.60,4800.80,-4240.80,241.30,3.72,2010,2
500148,UFLEX LTD.,5681.00,5583.80,-4294.90,792.90,12.21,2010,3
500148,UFLEX LTD.,6868.30,6778.60,-4940.70,1062.40,15.39,2010,4
500148,UFLEX LTD.,6045.80,5942.20,-4903.50,633.70,8.78,2011,1
500148,UFLEX LTD.,7898.20,7714.60,-7138.60,331.00,4.59,2011,2
500148,UFLEX LTD.,7499.70,7299.50,-6825.20,381.10,5.28,2011,3
500148,UFLEX LTD.,7811.70,7610.50,-7219.80,181.10,2.51,2011,4
500148,UFLEX LTD.,8319.00,8107.00,-939.90,541.60,7.50,2012,1
500148,UFLEX LTD.,8651.10,8348.60,-987.20,411.50,5.70,2012,2
500148,UFLEX LTD.,7922.60,7595.40,-785.80,459.60,6.36,2012,3
500148,UFLEX LTD.,7964.80,7809.50,-959.10,188.40,2.61,2012,4
500148,UFLEX LTD.,7025.10,6537.10,-788.90,325.20,4.50,2013,1
500148,UFLEX LTD.,7815.60,7636.80,-712.40,244.70,3.39,2013,2
500148,UFLEX LTD.,8223.80,7969.90,-843.60,199.90,2.77,2013,3
500148,UFLEX LTD.,7608.70,7242.70,-888.50,407.50,5.64,2013,4
500148,UFLEX LTD.,8144.60,7445.40,-1010.90,441.50,6.11,2014,1
500148,UFLEX LTD.,8258.40,8040.30,-821.60,252.40,3.50,2014,2
500148,UFLEX LTD.,9189.30,8914.40,-1027.70,454.50,6.29,2014,3
500148,UFLEX LTD.,8015.10,7772.90,-1002.20,260.80,3.61,2014,4
500148,UFLEX LTD.,7808.90,7573.70,-1082.40,452.10,6.26,2015,1
500148,UFLEX LTD.,9867.10,9891.90,-2291.20,472.70,6.55,2017,1
500148,UFLEX LTD.,10170.30,10225.80,-1020.30,423.20,5.86,2017,2
500148,UFLEX LTD.,9006.90,9062.60,-919.40,370.10,5.13,2017,3
500148,UFLEX LTD.,9695.60,9725.00,-1084.70,102.20,1.42,2017,4
500148,UFLEX LTD.,9864.60,9887.50,-1214.80,113.70,1.57,2018,1
500148,UFLEX LTD.,10221.50,10281.70,-1539.90,148.00,2.05,2018,2
500148,UFLEX LTD.,11055.50,11087.30,-1151.90,188.20,2.61,2018,3
500148,UFLEX LTD.,10451.20,10482.30,-1035.40,37.70,0.52,2018,4
500148,UFLEX LTD.,10481.50,10573.90,-1323.60,142.70,1.98,2019,1
500148,UFLEX LTD.,10509.40,10550.70,-1117.50,139.90,1.94,2019,2
500148,UFLEX LTD.,10257.70,10295.20,-1134.90,148.50,2.06,2019,3
500148,UFLEX LTD.,10329.40,11031.40,-1168.80,872.10,12.08,2019,4
500148,UFLEX LTD.,9600.60,9646.30,-1367.60,272.20,3.77,2020,1
500148,UFLEX LTD.,9885.40,9920.90,-1171.10,411.20,5.69,2020,2
500148,UFLEX LTD.,12033.50,12094.00,-1747.20,608.30,8.42,2020,3
500148,UFLEX LTD.,11999.20,12051.60,-1514.00,711.80,9.86,2020,4
