security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500319,INDIAN SUCROSE LTD.,152.72,152.73,-36.71,0.44,0.03,2007,4
500319,INDIAN SUCROSE LTD.,426.23,426.44,-60.05,73.88,4.79,2008,1
500319,INDIAN SUCROSE LTD.,255.02,117.11,-36.94,65.58,4.25,2009,4
500319,INDIAN SUCROSE LTD.,543.48,543.10,-488.48,96.85,6.26,2011,1
500319,INDIAN SUCROSE LTD.,301.06,291.41,-313.02,-57.89,-3.66,2011,3
500319,INDIAN SUCROSE LTD.,666.40,24.03,-67.60,127.45,0.82,2012,1
500319,INDIAN SUCROSE LTD.,473.14,470.20,-20.55,-5.66,-0.37,2012,2
500319,INDIAN SUCROSE LTD.,562.92,85.94,-28.90,30.29,1.96,2012,3
500319,INDIAN SUCROSE LTD.,579.48,570.90,-77.25,4.65,0.23,2012,4
500319,INDIAN SUCROSE LTD.,578.12,84.52,-90.35,77.90,4.98,2013,1
500319,INDIAN SUCROSE LTD.,264.11,13.16,-20.70,-12.36,-0.80,2013,2
500319,INDIAN SUCROSE LTD.,589.90,589.65,-39.90,-1.62,-0.17,2013,3
500319,INDIAN SUCROSE LTD.,357.35,8.42,-69.39,7.82,0.44,2013,4
500319,INDIAN SUCROSE LTD.,554.22,0.92,-28.82,0.23,0.01,2014,2
500319,INDIAN SUCROSE LTD.,455.29,455.27,-30.03,-33.73,-2.45,2014,3
500319,INDIAN SUCROSE LTD.,533.01,15.00,-56.87,-21.83,-0.16,2014,4
500319,INDIAN SUCROSE LTD.,577.39,-15.94,-68.35,-32.25,-2.36,2015,1
500319,INDIAN SUCROSE LTD.,230.05,-25.30,-20.49,-79.25,-5.40,2015,2
500319,INDIAN SUCROSE LTD.,355.83,-59.40,-13.75,-106.58,-7.16,2015,3
500319,INDIAN SUCROSE LTD.,1560.14,312.01,-102.65,248.66,16.08,2016,1
500319,INDIAN SUCROSE LTD.,938.38,275.21,-39.64,150.61,9.74,2016,2
500319,INDIAN SUCROSE LTD.,885.14,212.27,-24.23,113.19,7.05,2016,3
500319,INDIAN SUCROSE LTD.,1116.13,1118.13,-66.43,-6.71,-0.15,2017,1
500319,INDIAN SUCROSE LTD.,1213.71,1226.01,-119.18,109.67,7.11,2017,2
500319,INDIAN SUCROSE LTD.,1171.11,1187.00,-35.34,52.05,3.37,2017,3
500319,INDIAN SUCROSE LTD.,625.36,636.69,-76.53,-59.03,-3.82,2017,4
500319,INDIAN SUCROSE LTD.,1180.10,1204.80,-99.20,-19.20,-1.23,2018,1
500319,INDIAN SUCROSE LTD.,765.90,776.10,-69.90,38.00,2.45,2018,2
500319,INDIAN SUCROSE LTD.,673.50,676.20,-38.40,0.60,0.05,2018,3
500319,INDIAN SUCROSE LTD.,902.60,911.60,-72.40,-17.30,-1.12,2018,4
500319,INDIAN SUCROSE LTD.,1216.10,1217.70,-183.00,45.70,2.95,2019,2
500319,INDIAN SUCROSE LTD.,1411.90,1416.00,-114.20,31.40,2.04,2019,3
500319,INDIAN SUCROSE LTD.,1096.30,1098.80,-93.30,44.90,2.90,2019,4
500319,INDIAN SUCROSE LTD.,1595.90,1604.10,-221.40,0.80,0.07,2020,1
500319,INDIAN SUCROSE LTD.,693.90,696.80,-79.50,-23.10,-1.49,2020,2
500319,INDIAN SUCROSE LTD.,742.60,750.50,-21.70,29.90,1.94,2020,3
500319,INDIAN SUCROSE LTD.,777.40,786.30,-75.20,13.50,0.88,2020,4
