security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,0.60,0.35,-0.04,0.35,0.35,2010,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,1.50,0.15,-0.04,0.15,0.15,2010,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,19.00,17.50,-18.75,-0.03,-0.03,2011,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,3.50,3.50,-0.02,0.08,0.08,2011,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,3.50,-0.10,-0.04,-0.10,-0.10,2011,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,3.50,-0.82,-0.03,-0.82,-0.82,2011,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,10.77,1.93,-0.12,1.61,1.61,2012,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-0.09,0.63,0.62,2012,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-0.09,-0.80,-0.80,2012,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,9.60,9.60,-0.30,0.67,0.67,2012,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,12.47,12.47,-0.15,0.04,0.04,2013,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-4.65,0.35,0.35,2013,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-4.63,0.37,0.37,2013,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-0.12,-1.16,-1.16,2013,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,5.00,5.00,-0.11,0.54,0.54,2014,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,6.75,0.36,-6.39,0.47,0.47,2014,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,21.64,21.64,-12.04,9.60,9.60,2014,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,11.03,11.03,-0.12,-2.71,-2.71,2015,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-8.20,-0.70,-0.69,2015,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-10.01,-2.51,-2.51,2015,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-0.01,0.30,0.30,2015,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,25.46,25.46,0.36,2.90,2.90,2016,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-0.01,0.26,0.26,2016,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-8.64,-0.71,-0.71,2016,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.50,-7.42,0.91,0.91,2016,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,6.00,7.19,-0.29,-5.57,-5.57,2017,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,18.20,18.98,-10.50,8.15,8.15,2017,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.50,7.67,-8.98,-1.78,-1.78,2017,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,7.73,16.54,-7.65,6.43,6.43,2018,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,16.15,16.74,-10.94,5.31,5.31,2018,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,10.10,10.68,-9.34,0.77,0.77,2018,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,14.15,14.96,-13.30,0.94,0.94,2018,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,19.87,20.19,-10.26,2.10,2.10,2019,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,11.96,12.43,-12.58,-2.21,-2.21,2019,2
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,20.70,21.68,-7.70,6.42,6.42,2019,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,17.56,18.27,-17.60,-4.50,-4.49,2019,4
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,4.91,8.12,-5.59,-0.19,-0.19,2020,1
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,2.40,2.40,-1.93,0.21,0.21,2020,3
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,6.18,6.18,-2.53,1.31,1.31,2020,4
