security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501144,PEOPLES INVESTMENTS LTD.,0.01,0.01,0.00,-0.01,-0.04,2008,1
501144,PEOPLES INVESTMENTS LTD.,0.01,0.01,0.00,-0.02,-0.09,2008,2
501144,PEOPLES INVESTMENTS LTD.,0.01,0.01,0.00,-0.01,-0.03,2008,3
501144,PEOPLES INVESTMENTS LTD.,0.01,0.00,0.00,0.00,-0.02,2008,4
501144,PEOPLES INVESTMENTS LTD.,0.01,0.01,0.00,0.00,-0.01,2009,1
501144,PEOPLES INVESTMENTS LTD.,0.01,0.01,0.00,-0.02,-0.12,2009,2
501144,PEOPLES INVESTMENTS LTD.,0.01,0.00,0.00,0.00,-0.01,2009,4
501144,PEOPLES INVESTMENTS LTD.,0.25,0.25,0.00,0.12,0.60,2014,2
501144,PEOPLES INVESTMENTS LTD.,0.30,0.30,-0.01,0.06,0.30,2015,2
501144,PEOPLES INVESTMENTS LTD.,0.10,0.10,-0.07,0.04,0.19,2016,1
501144,PEOPLES INVESTMENTS LTD.,0.40,0.40,-0.29,0.11,0.56,2016,2
501144,PEOPLES INVESTMENTS LTD.,0.40,0.40,-0.02,0.06,0.28,2017,2
501144,PEOPLES INVESTMENTS LTD.,0.40,0.40,-0.02,0.06,0.31,2018,2
501144,PEOPLES INVESTMENTS LTD.,0.20,0.20,-0.19,0.01,0.06,2019,1
501144,PEOPLES INVESTMENTS LTD.,0.50,0.50,-0.01,0.02,0.12,2019,2
501144,PEOPLES INVESTMENTS LTD.,0.10,0.10,-0.02,0.01,0.03,2019,3
501144,PEOPLES INVESTMENTS LTD.,0.10,0.10,-0.01,0.05,0.25,2019,4
501144,PEOPLES INVESTMENTS LTD.,0.50,0.50,-0.01,0.36,1.78,2020,1
