security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500202,INDIA LEASE DEVELOPMENT LTD.,0.61,2.73,-8.76,-8.68,-0.85,2007,3
500202,INDIA LEASE DEVELOPMENT LTD.,2.41,3.23,-4.54,-2.94,-0.29,2007,4
500202,INDIA LEASE DEVELOPMENT LTD.,0.17,0.74,-5.09,-5.15,-0.50,2008,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.10,5.81,-6.03,-1.27,-0.12,2008,2
500202,INDIA LEASE DEVELOPMENT LTD.,0.20,0.57,-4.44,-4.67,-0.46,2008,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.38,-3.11,-3.49,-2.61,-0.26,2008,4
500202,INDIA LEASE DEVELOPMENT LTD.,1.01,-1.37,-2.38,5.93,0.58,2009,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.07,-3.96,-4.02,-3.62,-0.35,2009,2
500202,INDIA LEASE DEVELOPMENT LTD.,0.04,0.04,-2.57,-2.47,-0.24,2009,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.02,-2.87,-2.88,-2.86,-0.28,2009,4
500202,INDIA LEASE DEVELOPMENT LTD.,0.01,-2.71,-2.73,-2.11,-0.21,2010,1
500202,INDIA LEASE DEVELOPMENT LTD.,7.73,-17.51,-25.24,16.78,1.64,2010,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.01,-3.03,-3.03,-1.18,-0.12,2010,4
500202,INDIA LEASE DEVELOPMENT LTD.,5.25,-0.78,-6.04,32.54,3.19,2011,1
500202,INDIA LEASE DEVELOPMENT LTD.,3.37,3.37,-3.94,16.23,1.10,2011,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.17,0.17,-1.28,-0.99,-0.07,2012,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.15,-2.67,-1.10,-1.05,-0.07,2012,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.18,0.18,-1.30,-0.79,-0.05,2012,4
500202,INDIA LEASE DEVELOPMENT LTD.,1.26,1.26,-1.48,-0.27,-0.02,2013,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.05,0.05,-1.22,0.15,0.01,2013,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.52,0.52,-0.97,-0.29,-0.02,2014,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.03,0.03,-1.16,-0.70,-0.05,2014,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.23,-3.81,-1.11,-1.11,-0.08,2015,1
500202,INDIA LEASE DEVELOPMENT LTD.,0.15,0.15,-1.33,-0.33,-0.02,2016,3
500202,INDIA LEASE DEVELOPMENT LTD.,0.02,1.65,-0.90,-0.54,-0.04,2017,1
