security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500236,Kanel Industries Limited,10.67,10.67,-11.03,-0.36,0.00,2007,3
500236,Kanel Industries Limited,14.11,14.17,-7.89,6.28,0.03,2008,1
500236,Kanel Industries Limited,10.75,750.43,-11.80,738.53,4.01,2008,2
500236,Kanel Industries Limited,4.55,-1.37,-3.98,-1.39,-0.01,2008,3
500236,Kanel Industries Limited,118.41,118.41,-0.12,-15.75,-0.09,2017,1
500236,Kanel Industries Limited,330.05,330.05,-2.63,-2.79,-0.02,2018,2
500236,Kanel Industries Limited,0.75,0.75,-0.72,-0.96,-0.01,2018,4
500236,Kanel Industries Limited,6.85,6.96,-0.06,-0.15,0.00,2019,1
500236,Kanel Industries Limited,0.20,0.20,-0.52,-0.70,0.00,2019,2
500236,Kanel Industries Limited,0.20,0.20,-0.07,-0.31,0.00,2019,4
