security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501151,KARTIK INVESTMENTS TRUST LTD.,0.79,0.79,-0.03,-0.16,-0.67,2007,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.68,0.68,-0.02,-0.27,-1.09,2007,4
501151,KARTIK INVESTMENTS TRUST LTD.,0.74,0.74,-0.03,-0.21,-0.84,2008,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.18,0.18,-0.01,0.10,0.40,2008,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.16,0.11,-0.05,0.06,0.25,2008,4
501151,KARTIK INVESTMENTS TRUST LTD.,0.07,0.03,-0.03,-0.02,-0.07,2009,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.18,0.18,-0.07,0.06,0.25,2009,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.22,0.17,-0.05,0.12,0.50,2009,4
501151,KARTIK INVESTMENTS TRUST LTD.,2.52,2.46,-0.06,2.07,8.50,2010,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.04,0.01,-0.02,0.01,0.03,2010,2
501151,KARTIK INVESTMENTS TRUST LTD.,0.11,0.09,-0.02,0.09,0.35,2010,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.02,-0.02,-0.03,-0.02,-0.07,2010,4
501151,KARTIK INVESTMENTS TRUST LTD.,0.06,0.02,-0.05,0.02,0.07,2011,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.08,0.02,-0.06,0.02,0.06,2011,2
501151,KARTIK INVESTMENTS TRUST LTD.,0.15,0.15,-0.05,0.10,0.41,2011,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.07,0.03,-0.04,0.02,0.08,2011,4
501151,KARTIK INVESTMENTS TRUST LTD.,0.04,0.04,-0.12,-0.01,-0.05,2012,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.06,-0.10,-0.16,-0.03,-0.13,2012,3
501151,KARTIK INVESTMENTS TRUST LTD.,1.06,1.06,-0.31,0.68,2.77,2013,1
501151,KARTIK INVESTMENTS TRUST LTD.,0.01,0.01,-0.01,0.01,0.04,2013,2
501151,KARTIK INVESTMENTS TRUST LTD.,0.05,0.05,-0.10,0.04,0.17,2013,3
501151,KARTIK INVESTMENTS TRUST LTD.,-0.02,-0.02,-0.07,-0.09,0.02,2014,1
501151,KARTIK INVESTMENTS TRUST LTD.,1.22,1.22,-0.08,0.85,3.50,2014,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.22,0.22,-0.13,0.17,0.70,2015,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.52,0.52,-0.13,0.49,2.01,2016,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.43,0.51,-0.22,0.29,1.20,2017,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.43,0.64,-0.18,0.46,1.88,2018,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.23,0.34,-0.20,0.14,0.56,2019,3
501151,KARTIK INVESTMENTS TRUST LTD.,0.22,0.32,-0.17,0.14,0.55,2020,3
