,Company,Y-Column,Model,Method,RMSE,MAE,MSE,r2_score
684,500034-Bajaj Finance Limited,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,224.10197024712588,157.87721959328874,50221.69306864369,0.99629706082196
685,500034-Bajaj Finance Limited,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,230.17670799067218,158.47802946917895,52981.316901423175,0.9960935886054203
687,500034-Bajaj Finance Limited,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,244.43415569813106,172.04939717978127,59748.05647185817,0.9955946642655198
686,500034-Bajaj Finance Limited,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,244.62812534984846,174.2275449326325,59842.91971218117,0.995587669821731
708,500034-Bajaj Finance Limited,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,2843.9718184714457,1168.5684576549716,8088175.704259782,0.8912619897664644
710,500034-Bajaj Finance Limited,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,2877.891932291741,1225.4851843278132,8282261.973949891,0.8886526801333123
709,500034-Bajaj Finance Limited,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,2892.961954823583,1250.119041595434,8369228.872056684,0.8874834909611069
711,500034-Bajaj Finance Limited,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2947.457966919185,1375.8093008678095,8687508.466755373,0.8832045174210978
713,500034-Bajaj Finance Limited,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,2641.999128559713,1310.6497228217015,6980159.395310283,0.9241655012957618
712,500034-Bajaj Finance Limited,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,2652.3186371465786,1313.154586941642,7034794.152955083,0.9235719332662689
714,500034-Bajaj Finance Limited,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,2932.9874866621394,1692.5079739560556,8602415.596916694,0.906540834171209
715,500034-Bajaj Finance Limited,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2933.0388973349814,1691.3756126518774,8602717.173280003,0.9065375577571564
716,500034-Bajaj Finance Limited,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,1104.0955944776254,687.1323996714038,1219027.081744901,0.9855496814682232
717,500034-Bajaj Finance Limited,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,1196.8130131855783,732.100814013834,1432361.3885303433,0.9830208215823601
718,500034-Bajaj Finance Limited,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,1266.6748287277842,869.1426258351524,1604465.1217325616,0.9809807079519721
719,500034-Bajaj Finance Limited,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1293.4001060841244,929.97874389232,1672883.8344184246,0.9801696741311076
701,500034-Bajaj Finance Limited,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,2273.5834885384606,1113.6309326652288,5169181.879354716,0.8903690911865016
700,500034-Bajaj Finance Limited,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,2306.907962695336,1160.9164353838141,5321824.348347146,0.8871317640833459
702,500034-Bajaj Finance Limited,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,2398.118967494895,1243.5018885319785,5750974.582258782,0.8780301052020508
703,500034-Bajaj Finance Limited,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2398.8280596945974,1243.6790274911468,5754376.059978146,0.8779579647546094
704,500034-Bajaj Finance Limited,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,2237.5156456928858,1440.911880371468,5006476.264720451,0.9134852199148579
705,500034-Bajaj Finance Limited,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,2308.784202723585,1462.9560674920947,5330484.49474598,0.907886171944938
706,500034-Bajaj Finance Limited,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,2371.7573182430756,1530.0198420912177,5625232.776639586,0.902792752653571
707,500034-Bajaj Finance Limited,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,2542.242504236301,1592.851298128275,6462996.95034566,0.8883157074387289
609,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,5.866719013322025,4.33324013198328,34.418391981274155,0.9330671697679659
608,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,5.876602703618638,4.349934982053698,34.53445933617788,0.9328414556623947
610,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,6.522587703952691,4.803117507236124,42.544150355754844,0.9172651530415148
611,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,6.529173920953716,4.808144211215834,42.63011209006213,0.9170979847969329
612,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,2.9584865375701104,1.955703976078898,8.75264259298358,0.9491243093916171
613,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,2.9633788943837334,1.9574651120587871,8.781614471678958,0.9489559071838048
614,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,3.36724737991401,2.4799180260317084,11.338354917537764,0.9340945742197782
615,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,3.3703332029020823,2.482498271877267,11.35914589858421,0.9339737243726689
616,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,1.6930688829913905,1.042153708027874,2.866482242553715,0.971642530544778
617,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,1.7403148541152185,1.0350833341108432,3.028695791454074,0.9700377880873237
619,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,1.8276823047112156,1.0999618158345728,3.340422606954501,0.966953944232407
618,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,1.879581158945632,1.1007520298589117,3.5328253330634047,0.9650505469785402
600,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,6.081541022176931,4.7146690102079045,36.985141204420835,0.9667680104864782
601,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,6.144817760139666,4.788484372848406,37.758785305327855,0.9660728736879883
602,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,6.552565667498687,5.125549170878804,42.93611682688251,0.9614209237094449
603,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,6.552565667498687,5.125549170878804,42.93611682688251,0.9614209237094449
604,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,6.97873375209535,4.949949727971598,48.70272478263483,0.9437038321341136
605,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,6.9787337818581365,4.949949480556954,48.70272519804797,0.9437038316539317
606,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,7.742171911511786,5.504687492541202,59.941225907402064,0.9307130898562517
607,500038-BALRAMPUR CHINI MILLS LTD.,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,7.7446926143711385,5.507736772367916,59.980263691094855,0.930667965530381
629,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,7.010324194189424,5.238407777492453,49.144645307637596,0.971429332614564
628,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,7.010528917724316,5.238585313236868,49.14751570624887,0.9714276638833427
630,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,8.488108654765758,6.364151722517143,72.04798853510938,0.9581142746408955
631,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.508780811321715,6.376361231059681,72.39935089511663,0.9579100070740693
632,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,4.819212108062998,3.6059190190774886,23.224805342501003,0.9847876149676515
633,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,4.820820842360914,3.605655370627736,23.24031359414139,0.9847774569709901
634,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,6.670811442927793,5.1462987082450855,44.499725307096384,0.9708524164046926
635,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,6.677829509660429,5.147292466719362,44.593406960091656,0.9707910543672152
636,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,6.190986222507275,4.767552341359622,38.3283104072749,0.9702470758958296
637,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,6.213827739393162,4.794928998827681,38.61165517485193,0.9700271252829418
639,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.55420922400881,6.736227301802194,73.17449544811741,0.9431972036780529
638,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,8.55473937322881,6.739536548365159,73.18356574387126,0.9431901627253394
620,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,8.267341481987785,5.9275918172954185,68.34893517979597,0.9616605894572569
621,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,8.267953294724835,5.928584539480455,68.35905168375126,0.9616549147412224
623,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.54740115851873,6.278187017415582,73.0580665646473,0.9590190659135674
622,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,8.565163403351061,6.288988631433909,73.36202412610434,0.9588485650315037
625,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,7.9561122476856045,6.182831643640024,63.29972209777288,0.964858862047012
624,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,7.958493117840961,6.181551045024608,63.337612706721934,0.9648378268975346
627,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.742958800991863,6.661115206088723,76.43932859584108,0.9575643478012245
626,500038-BALRAMPUR CHINI MILLS LTD.,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,8.756348737381094,6.678741027644771,76.67364321063549,0.9574342669425728
571,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,14.507831185119842,6.410662928477179,210.4771656959358,0.9254500571454695
570,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,14.786183951576165,6.310833757630736,218.63123584984854,0.9225619269200549
568,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,29.11342735940887,6.675760696079798,847.591652611577,0.6997873424547436
569,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,29.11342806340071,6.6757607198089035,847.591693602808,0.6997873279358577
574,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,27.488307403864294,4.476407893446279,755.6070439293406,0.5549808181327327
573,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,30.16510758224898,4.501242211509092,909.9337154486549,0.4640892235511369
572,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,73.26473847704833,5.4785753670342405,5367.721904110286,-2.1613511671835983
575,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,90.18111507241457,6.700453007994978,8132.633515704079,-3.7897620101108913
576,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,13.433067298100655,4.052303931961702,180.44729703530123,0.8220604959697002
577,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,13.433068491508394,4.052303984032756,180.4473290975556,0.8220604643530358
578,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,15.96099586380452,5.203113988510204,254.75338896438498,0.7487870839456654
579,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,17.784967762289163,5.2965865631774065,316.30507830566484,0.6880908183126493
562,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,8.162758009306593,5.179062844640352,66.63061831849895,0.9799848507703613
563,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.202920112572851,5.1164426790748,67.2878983732522,0.9797874106337763
561,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,101.0091512054994,7.90285366597445,10202.848627255444,-2.0648302986741993
560,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,177.99156216482007,10.536061246130462,31680.99620187301,-8.516643890246717
566,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,9.763660263332868,4.780522796632595,95.32906173778524,0.9705276190171566
565,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,13.428611463421452,4.936141386915755,180.32760583553403,0.9442490694440318
567,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,13.493611778139513,5.030942107907595,182.0775588191454,0.9437080457509955
564,500039-BANCO PRODUCTS (INDIA) LTD.-$,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,78.95675847064399,7.194683469425029,6234.169708191612,-0.9273852212761062
588,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,17.90525159792384,7.794674595967489,320.5980347849542,0.9312092409517635
590,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,33.8912668589898,9.922639816405411,1148.6179693072604,0.7535409035863541
591,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,35.957539614482044,10.187648193496448,1292.9446551270455,0.722572709177056
589,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,37.50982237678199,10.560407250219866,1406.9867747377348,0.698102677797259
594,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,38.11877922353126,10.182000070329803,1453.0413294923185,0.6157277727080369
595,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,40.689700814089534,10.256692068360788,1655.6517523401183,0.5621452923752213
592,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,47.53764769633154,9.81449298003374,2259.827948500535,0.4023644741265985
593,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,47.537648119831104,9.814493008054217,2259.8279887648814,0.40236446347826405
598,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,8.717642510019498,6.297485853193079,75.99729093249907,0.975353354339619
599,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,8.923371143691421,6.343740888836776,79.62655256806474,0.9741763502064053
597,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,26.74440710523855,5.551240806175956,715.2633114107342,0.7680332920568302
596,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,26.74440716217114,5.551240798932779,715.263314455991,0.7680332910692245
583,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,42.45263015078053,10.259043831468604,1802.2258067189603,0.6084827181965389
582,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,85.938918083462,13.307844684046348,7385.4976413559925,-0.604432669052597
580,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,174.19569263961102,15.02266607306105,30344.13933419383,-5.5919902525520016
581,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,174.19569271464792,15.022666123791906,30344.13936033604,-5.591990258231161
586,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,24.565964266776838,8.550300468818829,603.4866003565564,0.8743610416646604
585,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,27.979155391800916,7.933118366668447,782.8331364385423,0.8370231588333282
584,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,56.22533567001264,9.102435254511517,3161.2883712055955,0.34185617755020925
587,500039-BANCO PRODUCTS (INDIA) LTD.-$,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,79.71683460507053,11.063319675814597,6354.773719452171,-0.3229906846267032
168,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,30.243140213239915,22.54063781735351,914.6475299576892,0.9822659912389562
169,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,30.852728053063665,22.65402300706876,951.8908283163015,0.9815438846812395
171,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,36.54645700523433,28.03839978213468,1335.6435196354416,0.9741033424318744
170,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,36.64506897890684,28.06078932896222,1342.8610804688408,0.9739634018724123
172,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,23.41396718911867,15.352061789938768,548.2138595331255,0.9844065937354232
173,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,23.77500498357163,15.420191484266486,565.2508619688559,0.9839219928887076
175,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,24.714979837836037,17.540643647399037,610.8302283846417,0.9826255324555317
174,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,24.730962235130164,17.38389982697181,611.6204930754343,0.9826030541504583
177,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,20.818226655680597,14.750147462580262,433.39856108729015,0.983192881930347
176,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,20.85001483079839,14.756996747313185,434.7231184445128,0.9831415158348137
178,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,24.219128844168296,18.552902206226168,586.5662019704248,0.9772530684286254
179,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,24.235203124813392,18.6035596085358,587.3450705009648,0.9772228640474186
161,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,36.930512281819276,27.72641096525119,1363.8627373976044,0.9819317190114565
160,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,36.931559163493255,27.72825893124668,1363.9400622466026,0.9819306946216401
163,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,40.326416237297614,30.555478351791876,1626.2198465437807,0.9784560452230221
162,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,40.35705430175773,30.550757538136573,1628.6918319150218,0.9784232966735806
165,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,37.802398454680244,28.061426299066618,1429.0213289264113,0.9788030664544729
164,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,37.80599833898554,28.062214548762896,1429.2935104073774,0.9787990291370112
166,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,42.494285570291446,31.424751949173185,1805.7643061294796,0.9732147692822277
167,500040-CENTURY TEXTILES & INDUSTRIES LTD.,LowerBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,42.556004706389594,31.51038694044753,1811.0135365702533,0.973136906491403
188,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast12Months,Linear Regression,LinearFIAllFeatureConsideration,54.11893975106235,40.124654028594094,2928.8596397791166,0.9755803417713349
189,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast12Months,Ridge Regression,RidgeFIAllFeatureConsideration,54.27487154982952,39.403254696734564,2945.761681750494,0.9754394193171818
190,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast12Months,Lasso Regression,LassoFIAllFeatureConsideration,60.74640936429848,44.57550024089539,3690.1262506549297,0.9692332057713715
191,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast12Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,60.890356868265066,44.626304445334995,3707.6355595446744,0.9690872201689547
192,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast24Months,Linear Regression,LinearFIAllFeatureConsideration,43.41981985925052,29.983884874180198,1885.2807566097654,0.9852582211378039
193,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast24Months,Ridge Regression,RidgeFIAllFeatureConsideration,45.97453228206115,33.289065580177606,2113.6576185542826,0.9834724493453403
194,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast24Months,Lasso Regression,LassoFIAllFeatureConsideration,53.09276428278706,38.02511831408686,2818.8416191875895,0.9779583281418813
195,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast24Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,53.24670449727542,38.05115121305017,2835.21153982017,0.977830325058462
196,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast36Months,Linear Regression,LinearFIAllFeatureConsideration,29.05164918161482,21.08282644062879,843.9983201716211,0.9932248926485953
197,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast36Months,Ridge Regression,RidgeFIAllFeatureConsideration,29.131739282154047,21.092412419956915,848.6582336033972,0.9931874856858158
198,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast36Months,Lasso Regression,LassoFIAllFeatureConsideration,38.172288199300105,29.571478058996902,1457.123586370426,0.988303094347491
199,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast36Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,38.196324383704976,29.616700961392898,1458.9591964252154,0.9882883591816982
180,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast3Months,Linear Regression,LinearFIAllFeatureConsideration,51.08812160254331,37.55090447102645,2609.9961688762523,0.9756118249186988
181,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast3Months,Ridge Regression,RidgeFIAllFeatureConsideration,51.088579114388004,37.553212694144136,2610.042915927082,0.9756113881076132
183,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast3Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,58.94243096821869,45.31692504525412,3474.2101684432255,0.9675364865023113
182,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast3Months,Lasso Regression,LassoFIAllFeatureConsideration,59.03584066263766,45.33316239968384,3485.230482744342,0.9674335111194997
184,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast6Months,Linear Regression,LinearFIAllFeatureConsideration,55.749955371138164,40.34210856028725,3108.057523883897,0.9727158134069126
185,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast6Months,Ridge Regression,RidgeFIAllFeatureConsideration,60.18388532571476,43.02048637401429,3622.1000528987843,0.9682032739282679
186,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast6Months,Lasso Regression,LassoFIAllFeatureConsideration,70.81590968014993,49.002611620014655,5014.893063827152,0.9559765940474431
187,500040-CENTURY TEXTILES & INDUSTRIES LTD.,UpperBandInLast6Months,Elastic Net Regression,ElasticFIAllFeatureConsideration,70.88882671971365,49.03375225111975,5025.225753697588,0.9558858881849334
