Actual Values,Predicted Values
11011.0,10755.612428891502
5748.75,5467.583681758668
590.9,564.2912013113673
1212.5,1264.7774049096915
613.2,492.7815621798509
670.5,631.6801072272065
1112.2,1147.8153313265066
1070.25,1009.4747020548675
9427.5,9560.103520156641
1632.3,1733.945354606025
10995.75,11318.13562609916
619.5,683.0966911122669
1102.45,958.2215378534456
618.95,465.06094649943407
590.9,434.04400245967554
613.2,535.1469603048463
9427.5,9217.361192085693
618.95,543.7038152774912
1102.45,980.1724410258466
11261.0,11109.654344052484
1022.95,984.1748278834566
10995.75,9302.74534966593
619.5,739.799091185123
9427.5,9581.785843658668
8602.5,8353.798183501582
11261.0,11032.987782118289
766.15,475.456495760649
621.05,740.1650496791117
11541.75,11471.340899955714
9177.25,9027.77063485331
11541.75,11660.869126425736
5748.75,5806.0862133184855
763.55,778.1904429599235
654.1,572.6810147781507
1648.95,1793.7911505729135
10412.25,9572.135389160103
11541.75,11386.852294964745
9427.5,9365.207504905236
876.6,1114.3765148846433
1660.2,1587.7231830757519
1212.5,1345.8881173673144
1212.5,1340.3237317465828
590.9,605.8871738518064
1365.1,1193.2494069289532
9427.5,9869.09998866549
10995.75,9520.609328954335
613.2,454.8147571623267
9427.5,9556.157376558316
5748.75,5541.075714682171
590.9,579.4207535179448
11911.75,12143.646795405133
739.8,637.1498209286074
11011.0,10994.40677420504
8602.5,8941.945628051792
621.1,779.5390100753575
1102.45,1132.9483298678242
753.25,644.1862596476858
613.2,686.9759103108663
8602.5,8438.002328210598
1102.45,1118.300660870591
8602.5,8546.621387453633
613.2,517.9847032486578
9427.5,9471.874137894745
1022.95,1080.5535263872298
1648.95,1594.0698174714635
980.65,1054.2974168864894
810.65,555.8295419540955
1687.35,1736.4986424266826
8551.5,9342.219156380743
1160.6,1203.5415318469459
9427.5,10151.255212992255
973.45,924.6697246464028
1160.6,1188.3584970014344
792.5,522.8444516856689
10412.25,9565.055380945763
841.65,477.62538124780986
753.25,866.4480315813562
621.1,783.9932174839487
638.65,840.0077918691095
11541.75,11739.601208176697
753.25,895.6459704406152
1102.45,1124.104132268927
1154.6,1154.6680599196407
1365.1,1306.3695907178335
1022.95,1123.2730950124387
753.25,698.160822448117
621.1,608.7713941460534
644.1,966.1555153510708
1102.45,1236.144423516962
620.95,681.3599559916474
753.25,921.1395164836722
9427.5,9175.043893593684
6449.0,6602.959960916836
654.1,696.7204244252935
9543.0,10061.243541601376
1721.05,1517.3504065872403
1102.45,1225.7781339014473
11541.75,11746.207930378587
766.15,463.663615678699
654.1,617.7015312078875
620.95,698.7712174220069
619.5,526.3415716646414
763.55,804.073634911183
619.5,665.5589364234474
1102.45,1351.6587079663877
9427.5,9934.056715191924
11541.75,11327.941379919386
753.25,640.0915793841705
739.8,686.7258497170697
1648.95,1699.8667385673034
11541.75,11652.96761217434
9427.5,9744.48787212369
1365.1,1395.4350229776173
953.65,1017.1389874994638
849.25,1082.980121443281
5748.75,5441.258854617656
9427.5,9485.78783443576
621.1,605.5793654644513
11541.75,11217.666846057982
1102.45,922.7896531648003
715.2,632.817047917255
1212.5,1356.896120230289
9427.5,9707.912256737996
1632.3,1733.0805398407683
5748.75,5419.780226962786
1102.45,957.6143207348941
5748.75,6506.491193209571
10412.25,9582.936164631043
1160.6,1049.403907217813
980.65,1078.9233854192134
1510.7,1514.6562004751177
7912.5,6866.846900029603
766.15,808.3727677678107
1660.2,1707.2567652005819
1687.35,1731.1752987783402
11541.75,11416.352945817169
590.9,517.7068804118608
1022.95,999.6656955390936
590.9,528.9487367804977
10995.75,11457.61039823314
766.15,412.8362461384095
1761.85,1573.6432373228017
1102.45,971.2725734882115
613.2,527.6363812500495
1648.95,1614.261587433226
590.9,446.23278119560564
11890.0,11602.220220433112
11541.75,12082.295439688314
1102.45,1120.4499774283322
1648.95,1800.7033492217015
10995.75,9530.164571507805
6449.0,6463.596448923199
1462.05,1301.7245494461094
958.1,1154.1394511076214
621.1,859.6808913638524
1365.1,1275.0128335788904
654.1,687.9990604231425
11541.75,11673.074899933883
980.65,1015.3130941305426
1070.25,1111.7547548115544
1629.2,1713.1119645298459
