Company,Model,Method,Percentage
500034-Bajaj Finance Limited,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5304878048780488
500038-BALRAMPUR CHINI MILLS LTD.,Linear Regression,LinearFIPValue0.2,0.5126146788990825
500038-BALRAMPUR CHINI MILLS LTD.,Lasso Regression,LassoFIPValue0.2,0.5091743119266054
500038-BALRAMPUR CHINI MILLS LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5022935779816514
500038-BALRAMPUR CHINI MILLS LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5011467889908257
500038-BALRAMPUR CHINI MILLS LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.5011467889908257
500039-BANCO PRODUCTS (INDIA) LTD.-$,Ridge Regression,RidgeFIPValue0.1,0.5209080047789725
500039-BANCO PRODUCTS (INDIA) LTD.-$,Linear Regression,LinearFIPValue0.05,0.5173237753882916
500039-BANCO PRODUCTS (INDIA) LTD.-$,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.5173237753882916
500039-BANCO PRODUCTS (INDIA) LTD.-$,Elastic Net Regression,ElasticFIForwardSelection,0.5053763440860215
500039-BANCO PRODUCTS (INDIA) LTD.-$,Lasso Regression,LassoFIFValue1,0.5041816009557945
500040-CENTURY TEXTILES & INDUSTRIES LTD.,Linear Regression,LinearFIPValue0.2,0.529482551143201
500040-CENTURY TEXTILES & INDUSTRIES LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.5102286401925391
500040-CENTURY TEXTILES & INDUSTRIES LTD.,Ridge Regression,RidgeFIPValue0.2,0.483754512635379
500040-CENTURY TEXTILES & INDUSTRIES LTD.,Lasso Regression,LassoFIFValue100,0.4801444043321299
500040-CENTURY TEXTILES & INDUSTRIES LTD.,Elastic Net Regression,ElasticFIFValue100,0.4801444043321299
500041-BANNARI AMMAN SUGARS LTD.,Linear Regression,LinearFIFValue1,0.5454545454545454
500041-BANNARI AMMAN SUGARS LTD.,Ridge Regression,RidgeFIFValue1,0.5330012453300125
500041-BANNARI AMMAN SUGARS LTD.,Lasso Regression,LassoFIFValue1,0.5205479452054794
500041-BANNARI AMMAN SUGARS LTD.,Elastic Net Regression,ElasticFIFValue1,0.5205479452054794
500041-BANNARI AMMAN SUGARS LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.45703611457036114
500042-BASF INDIA LTD.,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.5105263157894737
500042-BASF INDIA LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5078947368421053
500042-BASF INDIA LTD.,Linear Regression,LinearFIBackwardElimination,0.506578947368421
500042-BASF INDIA LTD.,Lasso Regression,LassoFIBackwardElimination,0.506578947368421
500042-BASF INDIA LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.506578947368421
500043-BATA INDIA LTD.,Linear Regression,LinearFIPValue0.05,0.5373467112597548
500043-BATA INDIA LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5217391304347826
500043-BATA INDIA LTD.,Ridge Regression,RidgeFIFValue1,0.5206243032329989
500043-BATA INDIA LTD.,Elastic Net Regression,ElasticFIFValue1,0.5195094760312151
500043-BATA INDIA LTD.,Lasso Regression,LassoFIFValue1,0.496098104793757
500048-BEML LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5618729096989966
500048-BEML LTD.,Linear Regression,LinearFIBackwardElimination,0.5596432552954292
500048-BEML LTD.,Lasso Regression,LassoFIBackwardElimination,0.5596432552954292
500048-BEML LTD.,Elastic Net Regression,ElasticFIFValue1,0.5596432552954292
500048-BEML LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5172798216276477
500049-BHARAT ELECTRONICS LTD.,Ridge Regression,RidgeFIFValue10,0.5200445434298441
500049-BHARAT ELECTRONICS LTD.,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.5178173719376392
500049-BHARAT ELECTRONICS LTD.,Elastic Net Regression,ElasticFIFValue100,0.4966592427616926
500049-BHARAT ELECTRONICS LTD.,Lasso Regression,LassoFIFValue1000,0.4855233853006681
500049-BHARAT ELECTRONICS LTD.,Linear Regression,LinearFIPValue0.02,0.4810690423162583
500052-BHANSALI ENGINEERING POLYMERS LTD.-$,Linear Regression,LinearFIFValue1,0.5425531914893617
500052-BHANSALI ENGINEERING POLYMERS LTD.-$,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.526595744680851
500052-BHANSALI ENGINEERING POLYMERS LTD.-$,Ridge Regression,RidgeFIPValue0.1,0.5212765957446809
500052-BHANSALI ENGINEERING POLYMERS LTD.-$,Elastic Net Regression,ElasticFIPValue0.1,0.5212765957446809
500052-BHANSALI ENGINEERING POLYMERS LTD.-$,Lasso Regression,LassoFIFValue10,0.5186170212765957
500055-Tata Steel Bsl Ltd,Linear Regression,LinearFIFValue1000,0.5263157894736842
500055-Tata Steel Bsl Ltd,Ridge Regression,RidgeFIFValue1000,0.5263157894736842
500055-Tata Steel Bsl Ltd,Lasso Regression,LassoFIFValue1000,0.5251716247139588
500055-Tata Steel Bsl Ltd,Elastic Net Regression,ElasticFIFValue1000,0.5217391304347826
500055-Tata Steel Bsl Ltd,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5217391304347826
500060-Birla Cable Ltd,Ridge Regression,RidgeFIFValue1,0.5393258426966292
500060-Birla Cable Ltd,Linear Regression,LinearFIFValue1,0.5370786516853933
500060-Birla Cable Ltd,Elastic Net Regression,ElasticFIFValue1,0.5325842696629214
500060-Birla Cable Ltd,Lasso Regression,LassoFIFValue1,0.5280898876404494
500060-Birla Cable Ltd,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5078651685393258
500067-BLUE STAR LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5391498881431768
500067-BLUE STAR LTD.,Linear Regression,LinearFIFValue1,0.5279642058165548
500067-BLUE STAR LTD.,Lasso Regression,LassoFIPValue0.2,0.5167785234899329
500067-BLUE STAR LTD.,Elastic Net Regression,ElasticFIPValue0.2,0.5167785234899329
500067-BLUE STAR LTD.,Ridge Regression,RidgeFIPValue0.2,0.5123042505592841
500068-DISA INDIA LTD.,Linear Regression,LinearFIPValue0.2,0.5274599542334096
500068-DISA INDIA LTD.,Lasso Regression,LassoFIPValue0.2,0.5205949656750573
500068-DISA INDIA LTD.,Elastic Net Regression,ElasticFIPValue0.2,0.5205949656750573
500068-DISA INDIA LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5183066361556065
500068-DISA INDIA LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.4977116704805492
500069-BNK CAPITAL MARKETS LTD.,Linear Regression,LinearFIPValue0.2,0.5158620689655172
500069-BNK CAPITAL MARKETS LTD.,Lasso Regression,LassoFICoefficients0.1,0.5062068965517241
500069-BNK CAPITAL MARKETS LTD.,Ridge Regression,RidgeFICoefficients0.1,0.5048275862068966
500069-BNK CAPITAL MARKETS LTD.,Elastic Net Regression,ElasticFICoefficients0.1,0.5006896551724138
500069-BNK CAPITAL MARKETS LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.4924137931034483
500074-BPL LTD.,Ridge Regression,RidgeFIFValue10,0.5542021924482339
500074-BPL LTD.,Lasso Regression,LassoFIPValue0.05,0.5505481120584653
500074-BPL LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5420219244823387
500074-BPL LTD.,Linear Regression,LinearFIFValue10,0.5408038976857491
500074-BPL LTD.,Elastic Net Regression,ElasticFIForwardSelection,0.5395858708891595
500078-Oriental Aromatics Ltd-$,Ridge Regression,RidgeFICoefficients0.1,0.539080459770115
500078-Oriental Aromatics Ltd-$,Lasso Regression,LassoFIFValue10,0.539080459770115
500078-Oriental Aromatics Ltd-$,Elastic Net Regression,ElasticFIFValue10,0.539080459770115
500078-Oriental Aromatics Ltd-$,Linear Regression,LinearFICoefficients0.1,0.5229885057471264
500078-Oriental Aromatics Ltd-$,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.4862068965517241
500083-CENTURY EXTRUSIONS LTD.,Linear Regression,LinearFIPValue0.1,0.5271002710027101
500083-CENTURY EXTRUSIONS LTD.,Ridge Regression,RidgeFIFValue10,0.521680216802168
500083-CENTURY EXTRUSIONS LTD.,Lasso Regression,LassoFIFValue10,0.5203252032520326
500083-CENTURY EXTRUSIONS LTD.,Elastic Net Regression,ElasticFIFValue1,0.5203252032520326
500083-CENTURY EXTRUSIONS LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5149051490514905
500084-CESC LTD.,Linear Regression,LinearFIPValue0.02,0.5190972222222222
500084-CESC LTD.,Lasso Regression,LassoFIPValue0.02,0.5190972222222222
500084-CESC LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5173611111111112
500084-CESC LTD.,Elastic Net Regression,ElasticFIPValue0.02,0.515625
500084-CESC LTD.,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.5086805555555556
500085-CHAMBAL FERTILISERS & CHEMICALS LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5244498777506112
500085-CHAMBAL FERTILISERS & CHEMICALS LTD.,Ridge Regression,RidgeFIFValue10,0.508557457212714
500085-CHAMBAL FERTILISERS & CHEMICALS LTD.,Linear Regression,LinearFIFValue1,0.5012224938875306
500085-CHAMBAL FERTILISERS & CHEMICALS LTD.,Lasso Regression,LassoFIFValue10,0.4975550122249388
500085-CHAMBAL FERTILISERS & CHEMICALS LTD.,Elastic Net Regression,ElasticFIFValue10,0.4975550122249388
500086-EXIDE INDUSTRIES LTD.,Elastic Net Regression,ElasticFIPValue0.1,0.5555555555555556
500086-EXIDE INDUSTRIES LTD.,Linear Regression,LinearFIPValue0.1,0.55331088664422
500086-EXIDE INDUSTRIES LTD.,Lasso Regression,LassoFIPValue0.1,0.55331088664422
500086-EXIDE INDUSTRIES LTD.,Ridge Regression,RidgeFIPValue0.1,0.5521885521885522
500086-EXIDE INDUSTRIES LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5196408529741863
500087-CIPLA LTD.,Ridge Regression,RidgeFIPValue0.02,0.5473801560758083
500087-CIPLA LTD.,Elastic Net Regression,ElasticFIPValue0.1,0.5217391304347826
500087-CIPLA LTD.,Lasso Regression,LassoFIFValue10,0.5161649944258639
500087-CIPLA LTD.,Linear Regression,LinearFIFValue1,0.5139353400222966
500087-CIPLA LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.483835005574136
500089-DIC INDIA LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5225806451612903
500089-DIC INDIA LTD.,Ridge Regression,RidgeFICoefficients0.1,0.5032258064516129
500089-DIC INDIA LTD.,Linear Regression,LinearFIPValue0.05,0.5006451612903225
500089-DIC INDIA LTD.,Lasso Regression,LassoFIPValue0.02,0.4993548387096774
500089-DIC INDIA LTD.,Elastic Net Regression,ElasticFIPValue0.02,0.4993548387096774
500092-CRISIL LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5077120822622108
500092-CRISIL LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5051413881748072
500092-CRISIL LTD.,Linear Regression,LinearFIFValue10,0.4987146529562982
500092-CRISIL LTD.,Lasso Regression,LassoFIFValue1000,0.4948586118251928
500092-CRISIL LTD.,Elastic Net Regression,ElasticFIFValue1000,0.4948586118251928
500093-CG Power and Industrial Solutions Ltd,Linear Regression,LinearFIFValue100,0.4936854190585534
500093-CG Power and Industrial Solutions Ltd,Ridge Regression,RidgeFIFValue1,0.4913892078071182
500093-CG Power and Industrial Solutions Ltd,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.4890929965556831
500093-CG Power and Industrial Solutions Ltd,Lasso Regression,LassoFIFValue100,0.4879448909299655
500093-CG Power and Industrial Solutions Ltd,Elastic Net Regression,ElasticFIFValue100,0.4879448909299655
500096-DABUR INDIA LTD.,Linear Regression,LinearFIBackwardElimination,0.5347533632286996
500096-DABUR INDIA LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5347533632286996
500096-DABUR INDIA LTD.,Lasso Regression,LassoFIBackwardElimination,0.5347533632286996
500096-DABUR INDIA LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.5347533632286996
500096-DABUR INDIA LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.5089686098654709
500097-Dalmia Bharat Sugar and Industries Ltd,Ridge Regression,RidgeFIFValue10,0.5112994350282486
500097-Dalmia Bharat Sugar and Industries Ltd,Linear Regression,LinearFIPValue0.1,0.5
500097-Dalmia Bharat Sugar and Industries Ltd,Lasso Regression,LassoFIPValue0.1,0.5
500097-Dalmia Bharat Sugar and Industries Ltd,Elastic Net Regression,ElasticFIPValue0.1,0.5
500097-Dalmia Bharat Sugar and Industries Ltd,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.4830508474576271
500101-ARVIND LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.5076023391812865
500101-ARVIND LTD.,Linear Regression,LinearFIForwardSelection,0.5005847953216375
500101-ARVIND LTD.,Lasso Regression,LassoFIFValue100,0.4900584795321637
500101-ARVIND LTD.,Elastic Net Regression,ElasticFIFValue100,0.4900584795321637
500101-ARVIND LTD.,Ridge Regression,RidgeFIFValue100,0.4888888888888889
500102-BALLARPUR INDUSTRIES LTD.,Linear Regression,LinearFIFValue1,0.5291666666666667
500102-BALLARPUR INDUSTRIES LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5194444444444445
500102-BALLARPUR INDUSTRIES LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5180555555555556
500102-BALLARPUR INDUSTRIES LTD.,Lasso Regression,LassoFIBackwardElimination,0.5152777777777777
500102-BALLARPUR INDUSTRIES LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.5152777777777777
500103-BHARAT HEAVY ELECTRICALS LTD.,Linear Regression,LinearFIFValue1000,0.5223713646532439
500103-BHARAT HEAVY ELECTRICALS LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5212527964205816
500103-BHARAT HEAVY ELECTRICALS LTD.,Ridge Regression,RidgeFIFValue1,0.5033557046979866
500103-BHARAT HEAVY ELECTRICALS LTD.,Elastic Net Regression,ElasticFIFValue100,0.4955257270693512
500103-BHARAT HEAVY ELECTRICALS LTD.,Lasso Regression,LassoFICoefficients0.1,0.4921700223713646
500104-HINDUSTAN PETROLEUM CORPORATION LTD.,Linear Regression,LinearFIFValue100,0.5233219567690558
500104-HINDUSTAN PETROLEUM CORPORATION LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5210466439135382
500104-HINDUSTAN PETROLEUM CORPORATION LTD.,Ridge Regression,RidgeFIForwardSelection,0.5142207053469852
500104-HINDUSTAN PETROLEUM CORPORATION LTD.,Lasso Regression,LassoFIFValue100,0.4914675767918088
500104-HINDUSTAN PETROLEUM CORPORATION LTD.,Elastic Net Regression,ElasticFIFValue100,0.4914675767918088
500106-IFCI LTD.,Ridge Regression,RidgeFIPValue0.02,0.5078740157480315
500106-IFCI LTD.,Linear Regression,LinearFIFValue1,0.5039370078740157
500106-IFCI LTD.,Lasso Regression,LassoFIFValue1,0.4881889763779528
500106-IFCI LTD.,Elastic Net Regression,ElasticFIFValue1,0.4881889763779528
500106-IFCI LTD.,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.46981627296587924
500108-MAHANAGAR TELEPHONE NIGAM LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5392731535756154
500108-MAHANAGAR TELEPHONE NIGAM LTD.,Lasso Regression,LassoFIBackwardElimination,0.536928487690504
500108-MAHANAGAR TELEPHONE NIGAM LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.536928487690504
500108-MAHANAGAR TELEPHONE NIGAM LTD.,Linear Regression,LinearFIForwardSelection,0.5134818288393904
500108-MAHANAGAR TELEPHONE NIGAM LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.5005861664712778
500109-MANGALORE REFINERY & PETROCHEMICALS LTD.,KNN-Regression,KNN_Regression_FI_AllFeaturesConsideration_,0.5195852534562212
500109-MANGALORE REFINERY & PETROCHEMICALS LTD.,Linear Regression,LinearFIFValue10,0.5161290322580645
500109-MANGALORE REFINERY & PETROCHEMICALS LTD.,Lasso Regression,LassoFIFValue10,0.5161290322580645
500109-MANGALORE REFINERY & PETROCHEMICALS LTD.,Elastic Net Regression,ElasticFIFValue10,0.5161290322580645
500109-MANGALORE REFINERY & PETROCHEMICALS LTD.,Ridge Regression,RidgeFIFValue10,0.511520737327189
500110-CHENNAI PETROLEUM CORPORATION LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5445205479452054
500110-CHENNAI PETROLEUM CORPORATION LTD.,Linear Regression,LinearFIFValue10,0.5365296803652968
500110-CHENNAI PETROLEUM CORPORATION LTD.,Lasso Regression,LassoFIFValue10,0.5365296803652968
500110-CHENNAI PETROLEUM CORPORATION LTD.,Elastic Net Regression,ElasticFIFValue10,0.5251141552511416
500110-CHENNAI PETROLEUM CORPORATION LTD.,Ridge Regression,RidgeFIBackwardElimination,0.5205479452054794
500111-RELIANCE CAPITAL LTD.,Ridge Regression,RidgeFIPValue0.1,0.5262449528936743
500111-RELIANCE CAPITAL LTD.,Elastic Net Regression,ElasticFIBackwardElimination,0.5248990578734859
500111-RELIANCE CAPITAL LTD.,Linear Regression,LinearFIPValue0.2,0.522207267833109
500111-RELIANCE CAPITAL LTD.,Lasso Regression,LassoFIPValue0.2,0.522207267833109
500111-RELIANCE CAPITAL LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.49663526244952894
500112-STATE BANK OF INDIA,Linear Regression,LinearFIPValue0.02,0.5300668151447662
500112-STATE BANK OF INDIA,Lasso Regression,LassoFIFValue100,0.5111358574610245
500112-STATE BANK OF INDIA,Ridge Regression,RidgeFIFValue10,0.5066815144766147
500112-STATE BANK OF INDIA,Elastic Net Regression,ElasticFIFValue100,0.5033407572383074
500112-STATE BANK OF INDIA,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.48997772828507796
500113-STEEL AUTHORITY OF INDIA LTD.,KNN-Regression,KNN_Regression_FI_ForwardSelection_,0.5147058823529411
500113-STEEL AUTHORITY OF INDIA LTD.,Ridge Regression,RidgeFIPValue0.2,0.5101809954751131
500113-STEEL AUTHORITY OF INDIA LTD.,Linear Regression,LinearFIBackwardElimination,0.502262443438914
500113-STEEL AUTHORITY OF INDIA LTD.,Lasso Regression,LassoFIFValue1,0.4852941176470588
500113-STEEL AUTHORITY OF INDIA LTD.,Elastic Net Regression,ElasticFIFValue1,0.4852941176470588
500114-Titan Company Limited,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5108433734939759
500114-Titan Company Limited,Linear Regression,LinearFIFValue10,0.5060240963855421
500114-Titan Company Limited,Lasso Regression,LassoFIBackwardElimination,0.5
500114-Titan Company Limited,Elastic Net Regression,ElasticFIPValue0.2,0.5
500114-Titan Company Limited,Ridge Regression,RidgeFIFValue10,0.4963855421686747
500116-IDBI BANK LTD.,Linear Regression,LinearFIPValue0.1,0.5311438278595696
500116-IDBI BANK LTD.,Lasso Regression,LassoFICoefficients0.1,0.5300113250283126
500116-IDBI BANK LTD.,Elastic Net Regression,ElasticFICoefficients0.1,0.5300113250283126
500116-IDBI BANK LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5186862967157417
500116-IDBI BANK LTD.,Ridge Regression,RidgeFIFValue10,0.5175537938844847
500117-DCW LTD.,Ridge Regression,RidgeFIFValue1,0.5275862068965518
500117-DCW LTD.,KNN-Regression,KNN_Regression_FI_BackwardElimination_,0.5264367816091954
500117-DCW LTD.,Linear Regression,LinearFIFValue1,0.4988505747126436
500117-DCW LTD.,Lasso Regression,LassoFICoefficients0.1,0.4919540229885057
500117-DCW LTD.,Elastic Net Regression,ElasticFICoefficients0.1,0.4919540229885057
