Predicted Values,Actual Values
0.0026526729354297714,-0.0091772151898733
0.0004852409891541136,0.0112359550561797
-0.0037886954044943073,-0.0201112537441163
-0.004261456088640881,-0.0054999999999999
-0.001304006087394744,-0.0013274336283186
0.00033278965319969583,-0.0184118377950976
-0.0006194092864539424,0.0080798479087451
-0.004728541199768736,-0.0043494019572308
-0.00560043833428154,0.0049701789264413
-0.004243029922885525,0.0060030015007503
0.0009217505337839777,-0.0170434782608694
0.01304909380826347,0.0112612612612612
0.0035440125374376955,-0.0016217969510217
-0.003200903666106346,0.0054633751517603
0.0013802353491931796,-0.0077874038742334
-0.004291101676608491,-0.0051060487038491
-0.0026505654640982014,0.0014697236919459
-0.0018328989840030348,0.0240963855421687
-5.0570969242776966e-05,-0.0171089385474859
-0.0028907494904614256,0.0167099888600074
-0.00463137528806762,-0.0148234080948698
0.003302305409765329,0.0106799572801708
-0.003934299043350813,-0.0218102508178844
0.0011979074463782727,-0.0058055152394774
0.00025108234565882016,0.0160313501959387
-0.0014495259888781475,-0.0043188770919562
-0.005493570348331569,-0.006325910931174
-0.0030381011726348223,0.0076507650765077
-0.004779371701630914,0.0438353242320819
-0.0036577790746422454,0.0292600778865382
-0.001838139850196644,-0.0104816864915792
-0.008026194521295854,0.0238278247501921
-0.005607895654989289,0.0040032025620496
-0.004912883888416601,-0.0034207525655643
0.0016808311633863299,0.0026469031233456
0.0008997936792695794,-0.010009765625
-0.0008515373215927045,-0.0049321824907521
-0.002576329761235808,-0.0150829562594268
0.00048022875846511837,-0.0058294259282727
-0.00028228839253685687,0.0147139966893507
0.0008427812727708897,0.0124342419894786
-0.007117113651518326,-0.0047281323877068
0.001584061248613307,-0.0105872622001653
-0.00032730554445980424,-0.0041859440405375
-0.0008150540916243485,-0.0070103092783504
0.01246048353384338,-0.0159760359460809
-0.0005946386055987647,0.0093561687281953
0.0007279854690276179,-0.0035678889990089
0.0010519031331700534,0.008342022940563
0.000532248113704402,0.0188508247235816
-0.0017131515192560583,-0.0064624894633322
0.0035003828790038665,0.0011792452830187
0.0010739702272405506,0.0218842729970325
0.0014300125470326245,-0.0086741016109045
-0.014389823745694112,0.0191176470588234
-0.0011534511522748312,-0.0178187403993855
-0.005435175815368327,0.0153767298821117
0.002797468644938957,-0.0153846153846153
-0.0012770456819961853,-0.0195038494439691
-0.0074232902067727065,0.0278569167458056
-0.0010580992794260835,0.0039040713887339
-0.0008055569973593117,-0.0012056493282811
-0.005386328805676391,-0.0027726432532347
0.0020313168857379912,-0.0103724658180103
0.00028748342225067057,0.0056517131755562
0.0032380628637682387,-0.007257921756063
-0.0025858625666312007,-0.0170129232782594
-0.0002995349618510948,-0.021335168616655
4.5587332845713484e-05,0.0138408304498269
0.0017566467688935614,-0.0326777609682299
0.006612211763369081,0.0058151193102066
0.0008459496912431144,-0.0040278286341998
0.0017761336590147972,0.0002612330198536
-0.0028598324682463454,-0.0078084331077563
0.001796612528398368,0.0006045949214026
0.002728890721014252,0.002875065342394
-0.00200514298551253,-0.0048528965726416
0.0019792766689147047,0.0298759864712514
-0.0002064840025883661,-0.0113302102625558
-0.004118490468604743,0.0417949846018477
0.00609121719917391,0.0055629957762439
-0.0004597219122744083,0.0107687705653603
-9.269646077385057e-05,-0.0231639038313755
-0.0033420195987561713,-0.0050056882821387
-0.002540559440467033,0.0087366765682334
0.006832828367426077,-0.0152284263959391
0.001479897652445788,0.002029145914038
0.0007040600237163017,0.0126308191988451
0.0002236880823936969,-0.0199032329008137
0.0004890743978489778,0.0061616527727439
-0.001067655264703754,0.0070285044904332
0.00010600011329333064,0.0117773019271947
-0.004607399389215533,0.0134105455653763
-0.007658686291303152,-0.0384231536926148
-0.0023015392205055136,-0.0056211354693648
-0.0007100892148671899,0.0075757575757575
-0.000806747601513464,0.0065261044176707
0.0010908438163019863,0.0242817646351725
-0.0014590047203228277,0.0
0.0016062784526042159,-0.0039469529523208
-0.004235279428583398,-0.0297751029458345
0.0006720181072258554,0.0153291253381424
0.0018763743076772618,0.0146056475170399
-0.0010227973253003069,-0.0014612761811982
0.0030687899232558595,-0.0018733608092918
-0.00046377723574778627,0.003970004411116
0.00271130167834709,0.0159151193633953
0.008887081098358809,-0.0010351966873705
-0.0018358284187011066,0.0005128205128204
-0.009090266036949892,-0.0158643326039387
2.449205177468413e-05,0.0165825522710887
0.0003350929422376879,-0.0116666666666666
-0.0031242775252270393,-0.0280714546117389
0.014375409185101017,0.004162330905307
-0.004257766472937626,-0.006145251396648
0.00789996141169439,0.0358306188925082
0.00012402797793612333,-0.0077239958805355
0.007831993649371928,0.0642933049946866
0.0027715355745787217,-0.0008695652173912
0.0018777204380862572,-0.0057214375111745
-0.001783840855135911,-0.014329135909683
-0.001593431191235135,-0.0080882352941176
-0.0009417425339191419,0.0226001863932898
-0.005531378161109312,0.0116727462219906
0.0009352198660812302,-0.004384042086804
0.0003662975338852124,-0.0005015045135405
-0.00019759988674125108,0.0078103959062751
-0.0014941254209684515,0.0012690355329948
0.0005293736885886544,-0.061389841071985
-0.0043294178459857965,0.0025181305398871
-0.0003209325905354117,0.005301864203865
0.005428579369771097,-0.0166587339362208
-0.0009851382232282484,-0.0055382952856948
-0.003570777019190718,0.000132170235263
-0.0019271085190701873,-0.0013764624913972
-0.004509060715357959,-0.0070052539404553
0.0011013380496775029,-0.01001001001001
-0.006711814059665952,0.013208100968594
-0.0028604900935962807,0.0034296913277805
-0.0031169142716566066,0.0154370034052213
-0.0068468149860502,-0.012263099219621
0.0002531972503560599,-0.0074178027265436
-0.00012820465656455005,-0.0128559804719283
0.000117135863227065,0.0026362038664324
0.006722737637558053,-0.0147883732789393
-0.0004089964556132087,-0.0200190657769304
0.002832224071957913,0.0387825233186058
-0.0003551595179547187,-0.0043233082706766
-0.0007128638838407181,0.0081807955823703
-0.0042729327615212654,-0.0145733461169703
0.0008362120393542875,0.0169585457769895
-0.0020524455887451186,0.0070606992369888
0.01045980787946234,-0.0076045627376425
-0.003757426870113077,-0.0060782241014797
-0.0020048453640791456,0.0369871529216741
0.0023526028171811236,0.0155746509129968
-0.00554403437306147,0.0042714760322734
0.005790340490910742,0.0247191011235954
0.002637970964907338,-0.0330578512396695
6.442308933286682e-05,0.0127558587956094
0.0011851895637937332,0.023022529189278
0.005012295861215141,-0.0067862336403296
0.0011986366881215965,-0.0079330101366241
0.0026566320129505394,0.0031152647975078
-0.004007022297668829,-0.00232450023245
0.0019178998847178426,0.0061521856449002
-0.0007804530808660267,0.0276764642780518
0.0015933787804604887,0.0549528721323138
0.009429740692374585,-0.0032038446135361
0.005068160452220487,0.0070910290237468
0.0026340178294453885,-0.0054583624912525
-0.004480483008798778,-0.0345070422535211
-0.000703767039397777,-0.0079940311234278
-0.0008880322675867654,-0.0041379310344827
-0.00012320035753349376,0.0105414470531864
0.0008591623556583537,0.0133248730964466
0.0009151050629648134,-0.0144315381907779
0.0030308638958367303,0.0104086353122592
0.0012157119830522273,0.0001820167455406
0.004461551841558849,0.0091447014523936
-0.0014775379843207062,-0.0305580159433126
-0.0016223031860101158,-0.002780674313521
-0.0009285368065068035,-0.0324338349766476
0.001291421536246333,0.0139240506329114
0.0012472420496324713,0.0025746652935118
-0.001330249305522484,0.0058637798827244
-0.007080271819833289,-0.0079513564078578
6.98341815259881e-05,-0.0045090180360721
0.0007436530437464193,-0.0006829434864266
-0.003989223094066307,-0.0011509371917133
-0.0019848825277669372,0.0038240917782026
-0.00022350799123472848,-0.0110077813626873
-0.00013360673872687403,-0.0054252433381204
0.0007994237036511278,0.0076576576576576
0.002821839000727307,0.0030852994555354
-0.0035736813304956126,0.0005094243504839
0.0014387950940103257,-0.0232520058948748
-0.016164481184073844,-0.0056338028169013
-0.0006476938541229064,0.0001854943424225
0.0005906762053439855,-0.006523407521105
-0.0008187774544176562,-0.0108299694791769
-6.270572390512012e-05,0.0018275967103258
-0.001137404409533303,0.0264237649762022
-0.0006490430000767183,0.0010204081632652
-0.0016215734698065277,-0.0164750957854406
-0.00043426668976614876,-0.0067179675094662
-0.0018974139775290075,-0.0169491525423728
-0.0017217143798231452,0.0034042553191489
3.8162139071916206e-05,-0.0007119971520114
0.0038892800156582123,-0.0074349442379182
-0.0014474224222137955,-0.0063323635118944
-0.003244286652423559,-0.0069790628115653
-0.006158596585779038,0.0040241448692152
-0.0014837214083357343,-0.0130656030807316
-0.0030006854541923963,-0.0088002346729246
-0.01205199854590674,0.038129130655821
-0.0023350031906514087,-0.0003384858400089
0.00985038068036563,0.0107731305449935
0.002988744928585834,0.0136920103092783
-0.013749592466081047,-0.0196746121831251
-0.0008544483884173188,-0.0242197499261593
-0.007421487572288794,-0.0059378274537198
-0.0012625346948078437,-0.002267573696145
0.00256562108112286,-0.0248993588787834
0.002585762440159903,-0.0061015188887445
-0.005968601938260403,-0.0174672489082969
-0.00020059821467193482,-0.0089676045286402
-0.0005304025501592939,0.0001092537965694
0.0013061199867017833,0.0077092511013216
-0.0011322273407070958,-0.030764807360552
0.0018292269204571734,0.0080515297906602
0.0006978708796251692,0.0034383954154727
-0.0076218912364307235,-0.021952628538417
-0.007428015252335784,-0.0226280269948392
0.002957829098606125,-0.0363668306394941
0.002701065685943177,0.0340022296544035
1.0799382765344081e-05,-0.0015993602558976
-0.0017216266372059854,-0.0020110608345902
-0.003363316730702355,-0.0071715433161216
-0.00020347216071671468,0.000299043062201
-0.0006662555888933614,-0.0128642281463113
0.0018875335870039262,0.0022151898734176
0.005481328094941561,0.0190589636688504
0.004763407130340235,0.0172479877347642
9.474639240124024e-05,-0.0453095086151882
-0.00051217964932344,0.0053531341737178
-0.0025368770041923694,-0.0214899713467048
0.0010526164381754492,-0.037555697008275
-0.0009081106444022582,-0.0157124408092983
0.0003138040829372351,-0.024478285391991
-0.0025548579085028613,0.0011971268954509
0.0010572018762129718,0.0080715532286213
-0.0037820280801783763,-0.0084899939357186
0.00042168913985034565,-0.0047770700636942
-0.002928452428236735,0.0128205128205127
-0.00025956471762608323,0.0014097744360901
-0.04567174906162878,0.0171202809482
-0.0009620249309253875,0.0076509848608172
0.0008181205767538606,-0.0061902082160946
0.0011128877942246846,-0.00109829763866
-0.0026050449967743032,-0.0135900339750849
0.0036053015403690668,-0.0141627325742849
0.003912412031821207,-0.0339425587467362
-0.0014490804003890645,-0.0087919244545752
9.494141281876254e-06,0.0009379103357719
-0.0005968844792655288,-0.0024863252113376
0.0009452023652000695,0.0091603053435114
0.00010045132151984828,-0.0135440180586906
-0.0011542657701344322,-0.0113951339698182
-0.0012753278205456518,-0.0101373446697188
0.00645591889112397,-0.010983874737088
0.00014687672228181812,-0.0109862671660423
-0.0014352268510007095,-0.0013452914798206
-0.0004131619465329786,0.0007800312012482
-0.0007728444233532697,-0.014817781337605
-0.0015058105301744703,-0.0090023883887561
0.001605269435151904,0.0085122131754256
0.00041242999641499746,0.0030005455537369
-0.0004058156136446897,0.0121212121212121
-0.003101578777423169,0.0083449235048679
-0.0033220166425690515,-0.007502679528403
-0.0017768987227611945,0.007909604519774
-0.010533741284102617,0.0102880658436214
0.0005093242428966628,0.0104961832061069
-0.00534423057319808,-0.0102402520677431
-0.0012690693825670994,0.0018870891649631
-0.0016274588237661608,0.0128517615776645
0.0017907748510510705,0.0001813565469713
-0.0009393498418545031,-0.0011538461538461
-0.0013381903630378745,0.0347392013039935
-0.002449288999345529,-0.0314995563442768
0.003857452820412805,0.0054243777919593
0.006753101222928346,0.0239852398523985
0.003178600438259267,0.0048496605237633
0.0003480165812253536,-0.003610108303249
0.002965031778387127,-0.0320855614973262
-0.0027992160434283514,-0.0337948326610705
-0.00010059232807926909,0.0023877745940783
-0.002662007495934602,-0.0159318266024451
0.0015099577940580109,-0.0010600706713781
0.0010227257825606811,0.0313531353135313
-0.0032532698866838306,0.0054084296904139
0.024143440568890295,0.0106051154086087
0.005057563815055518,0.0053956834532372
0.00019623725633516364,-0.0032753326509724
-0.0024042391799148103,-0.0095454545454545
-0.0013849916025850074,-0.0042861852950874
-0.007157222926478545,-0.0108749382105784
-0.0006016300013670707,0.0003473830477072
-0.0012232852209345681,0.0122448979591836
-0.0032915258504645543,0.0071846078908913
0.0003488826963707121,-0.017914610598584
0.00021651097328950514,-0.0055248618784529
-0.002813312080518904,0.0078442765833817
-0.0007456120990949633,-0.0014985014985014
0.002911651692137481,0.0108798486281929
-0.0018878384668651648,-0.0123950419832066
-0.003789480293778923,0.0048971596474045
0.001719146285807434,-0.0056414922656961
-0.00814084134993793,0.0010040160642571
-0.0007986086978699836,0.0189549819179449
-0.008942194261005338,0.0009358914365934
0.001404505577811899,0.0107838242636045
0.003834047523585207,0.0216952573158426
-0.004594453674586252,0.0344325897187198
0.003989715104897686,-0.0216968911917098
-0.0018052901041231578,-0.0149167437557816
-0.0021569220676080944,-0.0063409175680717
0.0008429835091137238,-0.0176443629697524
0.008166438543373395,-0.0070080862533693
-0.0033408084377593962,-0.0166587339362208
0.0003903679782502784,-0.0107215299913069
-0.0008701446126346783,-0.0403171390013494
-0.003411591593101666,-0.0004960317460317
0.00033319970313407034,0.0133482893998878
-0.0044364039604609445,0.0
-0.0006859951343909061,0.0044557606619988
-4.155910821762414e-05,0.0033868355175967
-2.5334054064227174e-06,0.0068902991840434
0.0004829220206689081,0.0103260869565218
-0.004691246932676373,-0.0372285418821097
-0.008302362332687253,0.0035335689045937
-0.00582776100961627,0.0005558643690939
0.004199624281436622,-0.0019834710743802
-5.2026405963365076e-05,-0.0100732600732601
-0.005074158906389108,0.0186403508771928
