SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517166,SPEL SEMICON,XT,Q,15.10,15.13,14.80,15.13,15.13,14.41,100,227174,3436179.00,
517168,SUBROS LTD. ,A ,Q,324.75,324.75,320.40,322.45,322.20,319.95,350,3941,1270442.00,
517170,KLKELEC     ,XT,Q,12.80,12.80,11.88,11.88,11.88,12.50,4,199,2501.00,
517174,HONEYWELL   ,A ,Q,42096.50,42500.00,41711.00,42410.35,42500.00,41797.50,55,80,3368929.00,
517201,SWITCH.TECH.,X ,Q,29.30,29.30,29.30,29.30,29.30,27.95,1,550,16115.00,
517206,LUMAX IND   ,B ,Q,1427.35,1436.45,1405.45,1410.00,1410.00,1438.50,147,483,685765.00,
517214,DIGISPICE   ,T ,Q,63.75,63.75,62.50,63.75,63.75,60.75,114,16814,1071476.00,
517230,PREM.AU.ELEC,Z ,Q,2.73,2.73,2.73,2.73,2.73,2.60,8,5155,14073.00,
517236,CALCOM VISIO,XT,Q,19.55,20.00,19.20,20.00,20.00,20.00,5,204,3953.00,
517238,DYNAVISION  ,XT,Q,64.45,64.45,58.80,63.90,64.25,61.40,6,1282,82369.00,
517246,BCC FUBA    ,XT,Q,11.99,12.07,10.97,12.00,12.07,11.54,30,7618,89474.00,
517258,PRECISION EL,XT,Q,18.30,18.30,18.30,18.30,18.30,17.45,7,258,4721.00,
517264,FINELINE CI ,X ,Q,17.10,18.90,17.10,18.00,18.00,18.00,6,881,15414.00,
517271,HBL P SYS   ,B ,Q,37.15,37.45,34.95,35.10,35.10,37.05,1094,134472,4840675.00,
517273,S&S POWER SW,T ,Q,16.65,16.65,15.99,15.99,15.99,15.90,11,883,14386.00,
517288,GUJARATPOLY ,X ,Q,7.00,7.00,7.00,7.00,7.00,7.15,7,990,6930.00,
517300,GUJ.IND.POW.,A ,Q,76.75,76.95,75.65,76.15,76.15,76.85,442,21296,1623404.00,
517330,CMI LTD.    ,B ,Q,41.30,42.60,40.50,41.75,42.00,44.20,210,23376,971935.00,
517334,MOTHERSON SS,A ,Q,206.70,221.00,204.10,210.70,210.70,197.25,44419,8743416,1863179591.00,
517344,MINDTECK (I),B ,Q,46.00,46.00,42.70,43.00,43.60,44.90,387,13526,591266.00,
517354,HAVELLSINDIA,A ,Q,1159.00,1177.85,1137.50,1172.65,1173.45,1141.55,2932,174774,203850271.00,
517356,ACI INFOCOM ,X ,Q,0.28,0.29,0.28,0.28,0.28,0.29,8,7283,2049.00,
517370,INCAP LTD.  ,XT,Q,23.05,23.05,21.00,21.50,21.50,22.10,12,1210,26199.00,
517372,GUJ.INTRUX  ,X ,Q,102.00,104.95,100.00,104.45,104.45,101.15,8,903,94028.00,
517380,IGARSHI MOT ,A ,Q,335.20,341.45,326.90,327.55,326.90,332.25,185,4114,1371069.00,
517385,SYMPHONY    ,A ,Q,1075.00,1079.25,1052.00,1058.80,1058.80,1065.05,275,2127,2269725.00,
517393,VINTRON INF.,X ,Q,0.66,0.66,0.66,0.66,0.66,0.66,11,2595,1712.00,
517399,VXL INSTRUM.,X ,Q,2.34,2.34,2.34,2.34,2.34,2.44,1,200,468.00,
517411,SHYAM TELEC.,B ,Q,5.74,6.00,5.74,5.79,6.00,5.82,16,1270,7347.00,
517415,LEE&NEE SOFT,XT,Q,1.92,1.92,1.92,1.92,1.92,2.02,1,1000,1920.00,
517417,PATEL AIRTEM,X ,Q,159.95,160.00,149.05,150.25,150.25,156.90,665,28760,4389800.00,
517421,BFLYGANDHI  ,B ,Q,625.95,643.70,618.95,625.45,621.00,625.95,554,12517,7886897.00,
517429,ATHENAGLO   ,XT,Q,39.95,40.75,36.95,40.40,40.75,38.85,177,16003,634228.00,
517437,DUTRON POLY.,XT,Q,145.60,145.60,133.65,143.75,140.10,140.65,10,1220,175496.00,
517447,R.S.SOFTWARE,B ,Q,25.30,25.50,24.40,24.50,24.60,25.05,68,3525,88419.00,
517449,MAGNA ELECTR,X ,Q,167.00,173.45,167.00,168.00,168.00,170.00,29,2187,368360.00,
517467,MARSONS     ,Z ,Q,7.62,7.63,6.96,7.63,7.63,7.27,23,4305,32077.00,
517477,ELNET TECH. ,X ,Q,130.00,135.00,128.00,133.00,132.50,129.95,61,3360,439712.00,
517494,ACCEL       ,X ,Q,12.76,12.76,12.20,12.25,12.50,13.00,84,22360,278188.00,
517498,WEBELSOLAR  ,B ,Q,37.80,38.00,36.75,37.00,37.00,37.55,115,12880,479295.00,
517500,ROTO PUMPS  ,X ,Q,145.95,153.70,139.10,151.05,151.05,142.30,2135,188519,28214903.00,
517506,TTK PRESTIGE,A ,Q,7389.80,7449.95,7248.05,7288.90,7316.10,7390.85,637,1627,11918569.00,
517514,DHINDIA     ,X ,Q,14.85,14.85,14.10,14.20,14.20,14.85,16,1161,16520.00,
517522,RAJ GLO WIR ,B ,Q,556.00,569.90,550.00,555.20,556.35,560.55,225,2005,1115852.00,
517530,SURANATP    ,B ,Q,4.80,4.90,4.79,4.79,4.79,4.80,12,3261,15654.00,
517536,ONWARD TECHN,B ,Q,97.00,99.30,96.00,97.10,97.10,96.35,194,6586,644575.00,
517544,CENTUM ELEC ,B ,Q,417.00,429.65,417.00,427.05,429.60,419.95,146,2716,1148941.00,
517546,ALFA TRANSFO,X ,Q,15.49,15.50,14.40,14.45,14.45,15.15,8,870,13204.00,
517548,STARLITE COM,Z ,Q,2.53,2.77,2.51,2.51,2.77,2.64,33,44012,118540.00,
517554,NHCFOODS    ,X ,Q,6.05,6.05,6.04,6.05,6.05,5.77,16,5612,33951.00,
517562,TRIGYN TECH ,B ,Q,77.35,77.35,71.75,72.90,73.55,77.20,232,13363,995725.00,
517569,KEI INDUST. ,A ,Q,507.00,529.00,507.00,518.40,518.40,500.05,1616,28604,14887913.00,
517571,IMPPOWERS   ,B ,Q,15.75,16.45,15.30,15.40,15.35,17.00,37,3893,60745.00,
518029,GUJ.SIDH.CEM,B ,Q,37.85,37.85,36.15,36.30,36.40,36.70,216,28760,1050713.00,
518075,SURAJ PRODUC,Z ,Q,30.35,33.30,30.30,30.75,30.30,31.85,13,5958,197593.00,
518091,ANJANI PORTL,B ,Q,217.00,217.75,214.10,214.65,215.50,214.90,117,1980,428055.00,
519003,MODINATURAL ,X ,Q,72.50,74.20,70.00,73.00,73.60,69.50,31,3937,289062.00,
519031,SHAH FOOD(P),XT,Q,34.25,34.25,34.25,34.25,34.25,34.25,1,3,102.00,
519091,TASTY BITE  ,A ,Q,14150.00,14584.00,14045.95,14114.30,14100.00,14089.70,218,414,5907628.00,
519097,RITESH INTER,XT,Q,14.68,14.68,14.68,14.68,14.68,13.99,15,27002,396389.00,
519105,AVT NATURAL ,B ,Q,47.70,47.70,46.10,46.40,46.40,47.20,210,20326,958674.00,
519126,HIND.FOODS  ,B ,Q,1944.80,1944.80,1840.00,1857.65,1883.50,1842.40,1034,4858,9101171.00,
519136,NAHAR INDUST,B ,Q,46.00,46.00,42.25,43.50,43.50,43.85,121,3925,173155.00,
519152,VADILAL ENT ,XT,Q,1700.00,1777.95,1700.00,1773.75,1777.95,1700.00,13,305,525874.00,
519156,VADILAL IND ,B ,Q,819.00,905.00,810.00,873.85,869.65,819.30,759,7077,6001533.00,
519174,ASHIANA AGRO,XT,Q,6.12,6.12,6.12,6.12,6.12,5.83,7,501,3066.00,
519183,ADF FOODS LT,A ,Q,800.00,822.15,792.40,809.25,810.50,785.45,704,8731,7062750.00,
519191,RGRL        ,X ,Q,18.55,23.15,18.55,23.15,23.15,23.10,31,5700,129655.00,
519216,AJANTA SOYA ,X ,Q,73.80,76.90,71.35,73.55,72.35,69.85,493,58751,4368300.00,
519224,WILLIAM.MAGO,B ,Q,22.05,22.40,21.85,21.85,21.85,22.85,46,4160,92140.00,
519230,RICHIRICH   ,X ,Q,4.14,4.14,4.14,4.14,4.14,4.35,1,4,16.00,
519234,SIEL        ,XT,Q,12.32,12.32,12.32,12.32,12.32,11.74,1,1500,18480.00,
519260,SANWARIA    ,Z ,Q,0.90,0.91,0.87,0.87,0.87,0.91,1184,1966177,1717162.00,
519262,PRIMA AGRO L,XT,Q,16.30,17.90,16.30,16.45,16.45,17.05,18,1271,22199.00,
519285,TARAI FOODS ,XT,Q,4.72,5.20,4.72,5.20,5.20,4.96,17,6489,32537.00,
519287,MODERN DAIRI,X ,Q,10.52,10.52,10.52,10.52,10.52,10.02,44,17973,189075.00,
519295,BAMBINO AGRO,X ,Q,226.50,226.50,195.00,200.30,198.05,226.00,484,13536,2795410.00,
519307,VIKAS WSP   ,B ,Q,4.04,4.16,4.01,4.16,4.16,3.97,170,189733,780950.00,
519319,JATALIA     ,XT,Q,5.49,5.49,5.49,5.49,5.49,5.49,1,2,10.00,
519359,POONA DAL   ,X ,Q,39.00,40.95,38.05,39.20,39.80,40.20,70,5878,229654.00,
519367,TRANSGL.FOOD,X ,Q,235.20,235.20,228.45,235.20,235.20,224.00,67,863,202791.00,
519383,ANIK INDS   ,B ,Q,15.95,15.95,15.05,15.33,15.05,15.41,38,5281,81451.00,
519397,SHARAT INDUS,XT,Q,28.00,28.00,25.90,25.90,25.90,27.25,6,720,18669.00,
519421,KSE LIMITED ,XT,Q,2587.00,2620.40,2400.00,2430.80,2430.80,2495.65,443,5455,13764912.00,
519455,NARBADA     ,XT,Q,33.45,33.55,33.45,33.55,33.55,33.55,5,599,20079.00,
519457,VIRAT CRANE ,X ,Q,22.35,23.35,21.45,22.15,21.50,21.95,24,1623,35977.00,
519463,IB INFOTECH ,XT,Q,15.00,15.00,15.00,15.00,15.00,15.50,1,100,1500.00,
519475,CHORDIA FOOD,X ,Q,102.85,103.15,94.50,102.50,95.55,93.80,32,961,98318.00,
519477,CIANAGRO    ,XT,Q,31.80,31.80,31.80,31.80,31.80,33.45,3,1079,34312.00,
519483,TAI INDUST. ,XT,Q,11.80,11.80,11.80,11.80,11.80,11.65,1,30,354.00,
519500,BKV INDUSTRS,XT,Q,3.78,3.78,3.78,3.78,3.78,3.85,1,100,378.00,
519506,NCC BLUE WAT,P ,Q,4.56,4.56,4.56,4.56,4.56,4.80,4,1000,4560.00,
519532,ASIAN TEA   ,X ,Q,20.00,20.90,20.00,20.00,20.00,19.90,32,8778,176938.00,
519552,HERITGFOOD  ,A ,Q,282.00,282.00,273.25,276.65,278.45,279.75,648,9736,2687647.00,
519566,SIMRAN FARMS,X ,Q,76.25,76.25,71.10,76.25,76.25,69.35,329,58018,4385955.00,
519588,DFM FOODS   ,A ,Q,408.50,410.15,396.00,396.70,396.00,404.35,173,765,305778.00,
519600,CCL PRODUCTS,A ,Q,245.90,246.95,239.65,240.00,240.45,243.95,225,3219,779895.00,
519602,KELLTONTEC  ,B ,Q,84.00,86.20,81.50,82.55,82.55,84.05,598,67961,5746096.00,
519612,MAHAAN FOODS,X ,Q,18.00,18.70,17.75,18.45,18.00,17.75,10,696,12685.00,
520008,RICO AUTO   ,A ,Q,36.90,36.90,34.80,35.00,35.00,35.85,309,77380,2741555.00,
520021,OMAX AUTOS. ,B ,Q,46.70,47.35,44.85,45.55,45.05,46.60,238,8129,370975.00,
520043,MUNJAL SHOWA,B ,Q,160.65,171.75,160.00,166.90,166.35,160.55,1130,37213,6196060.00,
520051,JAMNA AUTO  ,A ,Q,69.95,71.85,68.55,70.65,70.80,68.20,705,99804,6993499.00,
520056,SUNDAR.CLAY ,A ,Q,3759.00,3809.90,3547.10,3668.10,3673.00,3758.00,109,245,899962.00,
520057,JTEKTINDIA  ,A ,Q,92.20,92.20,89.30,89.90,89.90,91.35,246,16673,1519671.00,
520059,MUNAUTO     ,B ,Q,66.25,66.30,63.00,63.15,63.15,66.80,693,61746,3967915.00,
520066,JAYBH.MARUTI,B ,Q,252.70,256.25,251.10,251.80,252.55,252.85,167,3674,929485.00,
520073,RACLGEAR    ,X ,Q,250.00,273.40,245.05,256.35,256.35,232.60,1042,81603,20932773.00,
520075,SAMKRG PIST.,X ,Q,158.00,162.00,158.00,158.75,158.80,157.05,120,4409,704059.00,
520086,SICAL LOG   ,B ,Q,17.40,18.10,17.30,17.35,17.35,17.30,193,31639,564608.00,
520111,RATNAMNI MET,A ,Q,1632.35,1666.55,1612.15,1659.30,1659.30,1619.10,210,1020,1673822.00,
520113,VESUVIUS IND,A ,Q,1059.00,1066.70,1025.00,1032.40,1033.00,1030.00,284,2676,2773395.00,
520119,AUTOMOTIVE S,T ,Q,46.00,46.00,43.15,44.65,45.05,45.00,25,2649,116791.00,
520121,ARCEE INDUST,XT,Q,6.30,6.30,5.84,5.84,5.84,6.14,10,2212,13258.00,
520123,ABC INDIA   ,X ,Q,59.55,61.90,52.10,57.80,57.80,58.35,22,1103,62793.00,
520127,BALURGHAT TE,X ,Q,8.49,8.49,8.10,8.10,8.10,8.10,9,1243,10114.00,
520141,SIBAR AUTO  ,X ,Q,7.22,7.49,7.22,7.23,7.23,7.59,6,211,1524.00,
520151,SHREY SH LOG,B ,Q,80.55,81.55,76.00,77.35,76.20,80.00,405,33881,2691965.00,
520155,STARLOG     ,X ,Q,13.90,13.90,12.65,12.80,12.75,12.65,31,4693,62165.00,
521016,INDO COUNT  ,A ,Q,125.00,128.35,123.00,123.60,123.60,126.30,1194,63030,7856801.00,
521018,MARAL OVERS ,T ,Q,26.80,27.40,25.50,26.85,26.35,26.30,38,6311,169976.00,
521034,SOMA TEXTILE,B ,Q,4.87,4.87,4.87,4.87,4.87,4.64,3,399,1943.00,
521062,OCTAVE      ,X ,Q,1.00,1.00,1.00,1.00,1.00,1.00,2,110,110.00,
521064,TRIDENT     ,A ,Q,14.30,14.30,13.91,13.94,13.94,14.11,6817,1949769,27300689.00,
521070,ALOK INDS.  ,B ,Q,20.90,21.20,20.50,20.55,20.60,20.90,1288,729478,15138546.00,
521080,PASARI SPIN ,XT,Q,1.45,1.45,1.33,1.33,1.33,1.40,13,3716,4948.00,
521082,SPENTEX INDS,Z ,Q,0.77,0.80,0.77,0.77,0.77,0.81,14,23674,18255.00,
521097,AMARJOTHI SP,X ,Q,104.00,105.45,100.50,100.75,100.90,103.15,75,6494,661233.00,
521105,OLYMPIA IND.,XT,Q,31.40,31.40,31.40,31.40,31.40,29.95,10,1965,61701.00,
521109,NAGREEKA EXP,B ,Q,17.90,17.90,17.55,17.55,17.55,18.45,32,1372,24167.00,
521113,SUDITI IND. ,X ,Q,10.29,11.37,10.29,11.37,11.37,10.83,6,600,6660.00,
521141,ADITYA SPIN.,XT,Q,6.30,6.55,6.23,6.23,6.23,6.55,10,1251,7816.00,
521151,DHANLXMI FAB,X ,Q,21.95,24.10,21.95,21.95,21.95,23.10,9,609,13903.00,
521161,SRI LAK.SAR.,X ,Q,6.66,6.66,6.66,6.66,6.66,6.35,1,200,1332.00,
521163,ZODIAC CLOTH,B ,Q,105.50,108.90,105.10,106.80,106.30,107.70,211,6222,663804.00,
521167,FRONT BUSS  ,Z ,Q,1.63,1.63,1.56,1.56,1.56,1.56,2,11,17.00,
521178,SRI RAMK.MIL,X ,Q,8.62,8.62,8.62,8.62,8.62,8.21,2,876,7551.00,
521180,SUPER SPIN. ,B ,Q,4.70,4.70,4.41,4.61,4.66,4.61,137,17320,77470.00,
521188,UNITED TEXT.,XT,Q,3.60,3.60,3.60,3.60,3.60,3.76,1,1,3.00,
521194,SIL INVEST  ,B ,Q,215.00,215.00,211.30,211.50,211.80,212.80,69,1011,215914.00,
521200,SURYLAK.COTT,B ,Q,28.75,29.80,28.75,28.95,28.95,29.25,11,71,2068.00,
521206,SAMTEX FASH.,X ,Q,1.12,1.12,1.12,1.12,1.12,1.07,11,35971,40287.00,
521210,CITYMAN     ,XT,Q,7.64,7.64,7.64,7.64,7.64,7.30,5,1306,9977.00,
521216,DHAN ROTO SP,X ,Q,25.70,25.90,23.15,24.70,24.70,24.45,60,13285,330466.00,
521220,DAMOINDUS   ,B ,Q,32.30,32.50,31.00,31.50,31.95,31.95,57,2025,64273.00,
521226,UNI ROYAL IN,XT,Q,6.00,6.00,5.70,5.70,5.70,6.00,5,449,2680.00,
521228,TATIA GLOB  ,XT,Q,0.39,0.39,0.39,0.39,0.39,0.41,15,20708,8076.00,
521234,SRI NACHAMAI,XT,Q,13.45,13.45,13.45,13.45,13.45,14.15,6,771,10369.00,
521240,SAMBANDAM SP,XT,Q,87.05,91.75,87.00,90.50,90.50,88.20,8,482,42709.00,
521242,KANDAGIRI SP,X ,Q,8.92,8.92,8.92,8.92,8.92,8.50,2,375,3345.00,
521248,KITEX GARMEN,A ,Q,103.55,106.50,103.55,105.35,105.35,105.75,196,7586,799145.00,
522001,CRANEX LTD. ,X ,Q,11.00,12.00,11.00,12.00,12.00,11.50,2,20,230.00,
522004,BATLIBOI LTD,X ,Q,13.65,13.98,13.10,13.17,13.17,13.64,41,5004,66929.00,
522005,AUSTIN ENGG.,X ,Q,38.10,42.25,38.10,41.50,41.50,41.45,25,3606,148158.00,
522014,UNITED DRILL,B ,Q,276.80,276.80,264.00,264.95,269.55,269.75,82,2944,793416.00,
522017,FLUIDOMAT   ,X ,Q,92.00,93.40,91.10,91.75,91.10,92.15,17,1257,115172.00,
522029,WINDSOR MACH,B ,Q,21.90,21.90,21.50,21.55,21.60,20.90,207,17211,372231.00,
522034,SHANTHI GEAR,B ,Q,124.00,124.50,122.00,122.70,122.70,122.90,114,2687,331879.00,
522064,HONDAPOWER  ,A ,Q,1081.95,1081.95,1066.05,1067.40,1066.95,1069.25,166,636,683211.00,
522073,HITECHGEAR  ,B ,Q,180.00,189.50,179.60,187.55,188.80,181.90,45,665,122882.00,
522074,ELGI EQUIP  ,A ,Q,173.25,173.25,164.10,164.70,167.00,168.20,412,14698,2458317.00,
522091,UV DER HORST,X ,Q,25.25,25.25,22.85,24.85,24.85,24.05,5,217,5315.00,
522101,KILBURN ENGG,X ,Q,19.75,20.80,19.55,20.00,20.00,19.90,34,6657,133096.00,
522105,BIRLA PRETEC,X ,Q,10.51,10.51,10.20,10.51,10.51,10.01,183,132754,1393344.00,
522108,YUKEN INDIA ,X ,Q,540.00,540.00,505.00,509.25,513.00,530.50,172,4580,2350905.00,
522113,TIMKEN (I)  ,A ,Q,1387.00,1387.00,1293.60,1304.35,1304.70,1432.85,1163,8948,11845711.00,
522122,VOITH PAPER ,X ,Q,1090.00,1146.95,1090.00,1102.05,1102.10,1090.00,72,1245,1394262.00,
522134,ARTSON ENG  ,X ,Q,34.15,37.50,33.35,33.95,34.00,32.80,77,12304,425543.00,
522152,SOLITAIR MC ,X ,Q,23.95,24.25,23.10,23.40,23.25,23.40,34,3249,77735.00,
522165,INDSIL HYD  ,XT,Q,16.45,16.45,15.20,15.75,15.70,15.95,74,12786,197661.00,
522183,ITL INDUSTRS,X ,Q,95.00,98.00,94.00,97.70,97.70,92.60,73,8722,844804.00,
522195,FRONTIER SPR,X ,Q,269.20,298.70,269.20,292.35,292.35,334.30,1749,61469,17736129.00,
522205,PRAJ IND.LTD,A ,Q,128.00,130.05,126.65,128.25,127.10,127.10,1334,123587,15880260.00,
522207,RASANDIK ENG,X ,Q,55.15,55.15,52.80,52.80,52.80,55.15,6,158,8579.00,
522209,YOGI SUNGWON,XT,Q,2.26,2.45,2.23,2.45,2.45,2.34,13,2559,5869.00,
522215,HLEGLAS     ,B ,Q,1600.00,1670.20,1511.25,1670.20,1670.20,1391.85,2240,62933,102393172.00,
522217,GUJ APOIND  ,B ,Q,231.10,231.10,215.00,216.50,217.00,236.75,456,6157,1360678.00,
522229,TANEJA AERO.,X ,Q,32.25,32.90,31.50,31.85,31.50,32.30,110,23763,761203.00,
522231,CONART ENG. ,X ,Q,26.25,26.40,25.90,25.95,25.90,26.05,16,7158,186809.00,
522241,M.M.FORGINGS,B ,Q,487.00,494.55,485.60,486.35,486.30,488.05,107,627,307132.00,
522249,MAYUR UNIQ. ,A ,Q,422.30,432.95,394.00,402.55,402.55,380.45,2178,252735,104059464.00,
522251,CENLUB INDUS,X ,Q,53.60,53.60,50.55,53.60,53.60,44.70,343,69829,3722098.00,
522257,RAJOO ENGIN.,X ,Q,19.25,20.70,19.25,19.85,19.85,20.70,118,29717,591648.00,
522263,JMC PROJECTS,A ,Q,78.00,79.00,75.65,76.20,76.10,76.15,343,23487,1821358.00,
522267,VEEJAY LAKSH,XT,Q,28.35,28.35,27.00,27.00,27.00,27.00,5,2367,66766.00,
522273,AHMED.STEEL ,X ,Q,18.00,18.00,18.00,18.00,18.00,17.55,1,1,18.00,
522275,GET&D       ,A ,Q,125.55,127.50,122.30,124.30,123.80,116.80,785,58117,7229286.00,
522281,RAM RAT.WIRE,X ,Q,86.00,93.00,84.50,89.95,90.00,84.80,342,33636,2990911.00,
522285,JAY NECO IND,B ,Q,5.12,5.44,5.04,5.44,5.44,5.19,52,25030,131488.00,
522287,KALPA.POWER ,A ,Q,378.00,390.60,368.00,369.20,369.20,364.20,964,24390,9208450.00,
522289,NMSRESRC    ,XT,Q,3.30,3.30,3.10,3.10,3.10,3.23,2,31,96.00,
522292,CHANDNI TE  ,X ,Q,64.40,66.25,64.00,65.75,66.00,65.50,147,22174,1440925.00,
522294,T & I GLOBAL,X ,Q,100.55,101.00,96.00,97.70,96.05,98.65,47,4855,480790.00,
522295,CONTROL PRNT,B ,Q,241.80,243.20,229.25,230.60,231.95,232.85,198,1259,297220.00,
522650,BEMCO HYDRAU,X ,Q,175.35,175.35,175.35,175.35,175.35,167.00,4,343,60145.00,
523007,ANSAL BUILD.,X ,Q,43.50,50.00,43.50,48.45,44.25,47.70,33,1904,91507.00,
523011,WEIZMANN LTD,B ,Q,47.10,50.40,47.10,47.90,47.35,49.10,59,3808,186527.00,
523019,B.N.RATHI SE,X ,Q,26.90,27.45,25.95,26.00,26.00,26.00,18,5786,155908.00,
523021,RISHITECH   ,XT,Q,19.35,19.45,19.10,19.10,19.10,19.85,14,15855,306291.00,
523023,SINCLAIR HOT,X ,Q,48.45,48.95,47.25,48.45,48.70,48.45,111,16440,794444.00,
523025,SAFARI IND. ,A ,Q,545.05,618.00,545.05,586.85,586.85,543.05,438,302904,163686861.00,
523062,JJ FINANCE  ,XT,Q,5.55,5.55,5.55,5.55,5.55,5.65,2,14,77.00,
523100,COSMO FERR. ,XT,Q,19.00,19.00,18.03,18.03,18.03,18.97,35,6651,120388.00,
523105,P.POLYSAC(NR,XT,Q,29.50,29.50,29.50,29.50,29.50,28.10,1,8,236.00,
523116,SANCO TRANS ,X ,Q,219.90,219.90,203.00,214.95,214.95,207.90,16,168,34440.00,
523120,ADOR MULTI. ,X ,Q,81.55,90.05,81.55,90.05,90.05,85.80,173,44146,3835387.00,
523127,EIH ASSO.HOT,B ,Q,278.50,282.50,272.50,280.35,280.00,278.10,145,1966,550013.00,
523144,MEDI CAPS   ,X ,Q,35.50,35.95,32.20,32.95,32.75,34.80,140,29341,973142.00,
523160,MORGAN CRU  ,X ,Q,850.00,850.00,833.35,842.90,843.00,839.95,65,1262,1069941.00,
523164,SIP INDUST. ,Z ,Q,2.90,2.90,2.90,2.90,2.90,2.90,1,500,1450.00,
523204,ABAN OFFSHO ,B ,Q,29.60,31.90,29.00,31.45,31.15,29.00,978,157008,4913688.00,
523207,KOKUYOCMLN  ,B ,Q,63.45,63.50,62.05,62.20,62.05,62.90,106,7036,440877.00,
523229,BHARAT SEATS,X ,Q,83.10,85.50,82.50,83.80,83.80,83.45,235,23056,1920615.00,
523232,CONT.PETRO  ,XT,Q,22.10,22.15,22.10,22.15,22.15,21.10,90,7636,169131.00,
523242,NB FOOT WEAR,P ,Q,1.50,1.50,1.50,1.50,1.50,1.52,1,500,750.00,
523248,MACHINO PLAS,X ,Q,84.00,95.00,84.00,88.75,89.65,80.15,69,2663,235896.00,
523260,PEARL POLYME,B ,Q,15.80,15.80,15.45,15.45,15.45,15.05,20,332,5175.00,
523261,VENKEY'S (I),A ,Q,1629.80,1656.55,1603.60,1614.95,1614.95,1625.95,364,2507,4087674.00,
523269,ADVANI HOTEL,B ,Q,54.95,54.95,50.00,50.95,50.95,52.35,173,8513,436575.00,
523277,G.V.FILMS   ,XT,Q,0.41,0.42,0.38,0.40,0.42,0.40,140,148893,59860.00,
523283,SUPER HOUSE ,B ,Q,131.00,131.00,126.50,126.75,126.60,127.05,106,4015,515085.00,
523289,RAMA VISION ,X ,Q,6.05,6.66,6.05,6.66,6.66,6.35,9,2734,17816.00,
523301,TCPL PACK   ,B ,Q,381.25,382.00,377.20,380.45,377.20,382.65,28,2190,834680.00,
523319,BALMER LAWRI,A ,Q,115.00,115.00,113.00,113.25,113.25,114.30,1057,44870,5110437.00,
523323,KOVAI MEDI. ,X ,Q,1085.00,1114.15,1070.00,1088.25,1095.00,1094.15,327,3830,4158272.00,
523329,ELDECO HOUS.,X ,Q,2225.00,2275.00,2160.00,2170.70,2171.45,2219.95,164,2118,4731016.00,
523367,DCMSHRIRAM  ,A ,Q,470.00,486.20,455.10,456.05,455.55,473.55,782,12380,5793620.00,
523369,DCM SHR.IND ,X ,Q,198.05,198.05,190.00,192.85,192.85,199.55,220,29117,5635654.00,
523371,MAWANA SUGAR,B ,Q,34.10,34.50,32.55,33.80,33.80,34.35,243,16478,554416.00,
523373,MINI DIAMOND,XT,Q,3.45,3.45,3.45,3.45,3.45,3.30,1,100,345.00,
523384,MAH.RAS.APEX,T ,Q,79.25,81.00,78.00,78.00,78.00,80.95,13,3885,313060.00,
523385,NILKAMAL L  ,A ,Q,1850.00,1867.75,1811.80,1837.20,1840.50,1877.40,802,4797,8807588.00,
523391,NAHAR POLY  ,B ,Q,92.00,94.05,89.95,90.70,90.40,92.10,157,3313,304751.00,
523395,3M INDIA LTD,A ,Q,21463.50,21464.50,20660.05,20974.25,20938.25,20717.60,281,562,11785123.00,
523398,JCHAC       ,A ,Q,2522.10,2545.45,2421.00,2473.90,2463.00,2522.10,1032,3356,8388856.00,
523405,JM FINANCIAL,A ,Q,92.50,93.60,91.25,91.75,91.75,92.00,843,125609,11647285.00,
523411,ADCINDIA    ,X ,Q,205.00,205.00,195.05,199.25,199.25,199.40,11,381,76725.00,
523419,TAMIL.TELE. ,T ,Q,7.96,7.96,7.96,7.96,7.96,7.59,31,12538,99802.00,
523445,REL INDL INF,A ,Q,388.05,389.15,380.10,383.95,383.95,384.80,600,15064,5799339.00,
523449,SHARP INDIA ,X ,Q,28.75,28.75,26.00,27.25,26.65,28.75,83,15153,404979.00,
523457,LINDEINDIA  ,A ,Q,1170.00,1277.45,1170.00,1261.15,1261.15,1174.90,2385,17635,21886277.00,
523465,IND.BANK HSG,B ,Q,42.55,42.60,36.55,37.00,37.00,40.60,109,8158,312518.00,
523475,LOTUS CHOC  ,X ,Q,18.00,18.00,16.75,18.00,17.00,17.55,19,1982,34826.00,
523483,PACIFIC IND.,X ,Q,172.00,188.00,164.25,165.25,165.25,182.45,219,21361,3620715.00,
523489,CMM HOSPITAL,XT,Q,11.78,12.00,11.78,11.95,11.95,12.40,4,854,10082.00,
523519,UNI OFF AUTO,X ,Q,2.90,2.99,2.76,2.90,2.90,2.90,10,2435,7084.00,
523537,APM INDUS.  ,X ,Q,23.45,24.25,23.30,23.95,23.95,23.30,26,1630,38687.00,
523539,PRECISION WR,B ,Q,184.10,185.10,180.35,183.65,183.65,178.05,258,8985,1648054.00,
523550,KRYPTON IND ,X ,Q,11.00,11.24,10.05,10.55,10.60,9.80,175,62884,665915.00,
523558,SWISSMLTRY  ,XT,Q,6.53,6.53,6.53,6.53,6.53,6.41,7,1860,12145.00,
523574,FEL         ,B ,Q,11.76,12.30,11.00,11.16,11.21,11.31,1066,525517,6076320.00,
