SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532090,VANDANA     ,XT,Q,0.52,0.54,0.50,0.54,0.54,0.52,28,84697,45290.00,
532092,SAGARPROD   ,X ,Q,6.81,6.81,6.37,6.57,6.58,6.49,22,13797,90664.00,
532097,MUKAND ENGG.,B ,Q,13.68,13.68,13.42,13.42,13.42,13.40,10,1550,20907.00,
532100,INDO-CITY IN,X ,Q,2.35,2.35,2.35,2.35,2.35,2.35,2,5,11.00,
532102,SBEC SUGAR  ,X ,Q,6.00,6.00,5.85,6.00,6.00,6.15,6,656,3914.00,
532113,BRIJLAXMI LE,X ,Q,1.45,1.45,1.34,1.45,1.45,1.39,8,452,651.00,
532114,AREALTY     ,XT,Q,3.21,3.21,3.21,3.21,3.21,3.06,6,2391,7675.00,
532123,BSE  INFRA  ,B ,Q,1.02,1.02,0.97,0.98,0.98,0.98,14,14249,13960.00,
532124,RELIAB VEN  ,X ,Q,7.11,7.11,7.11,7.11,7.11,7.86,2,20,142.00,
532134,BANKBARODA  ,A ,Q,96.25,99.80,88.70,91.05,91.05,95.60,26504,10237042,966524078.00,
532140,MOHITE      ,X ,Q,11.80,11.80,11.30,11.30,11.30,11.30,6,352,4087.00,
532141,ANDHRA CEMEN,B ,Q,5.53,5.76,5.50,5.52,5.55,5.63,90,29695,165762.00,
532143,SKM EGG PROD,B ,Q,51.00,51.50,50.50,50.50,50.50,50.75,61,3116,158742.00,
532144,WELCORP     ,A ,Q,126.90,128.75,124.80,125.30,125.65,126.65,595,74633,9451405.00,
532145,H.S.(I) LTD.,X ,Q,4.22,4.22,4.22,4.22,4.22,4.02,2,200,844.00,
532149,BNK OF INDIA,A ,Q,97.00,101.45,83.80,84.20,84.20,93.10,20991,4609217,426059259.00,
532150,INDRAPRAST  ,B ,Q,53.50,53.80,52.60,52.95,52.95,53.60,269,23756,1263526.00,
532155,GAIL (I) LTD,A ,Q,144.00,149.45,143.65,145.35,145.35,143.05,18955,4619556,678752076.00,
532156,VAIBHAVGBL  ,A ,Q,2892.45,3047.95,2892.45,2970.70,3047.95,2868.40,339,1465,4343731.00,
532159,TRESCON     ,X ,Q,65.50,65.65,58.00,59.60,59.70,64.55,98,8504,518017.00,
532160,GUJ.STAT.FIN,T ,Q,2.49,2.49,2.49,2.49,2.49,2.45,14,6218,15482.00,
532162,JK PAPER    ,A ,Q,147.00,148.25,141.40,142.80,142.40,145.45,1038,108738,15762118.00,
532163,SAREGAMA (I),A ,Q,1076.80,1076.80,1029.60,1042.15,1044.70,1069.90,489,2631,2751186.00,
532172,ADROITINFO  ,B ,Q,7.66,7.76,7.66,7.66,7.66,7.76,11,2011,15422.00,
532173,CYBERTECH   ,B ,Q,130.60,130.90,124.45,125.35,125.50,128.50,235,10734,1367155.00,
532174,ICICI BANK  ,A ,Q,638.00,638.00,618.95,623.90,623.90,644.55,13605,689108,432633611.00,
532175,CYIENT      ,A ,Q,615.00,618.40,590.35,595.95,602.90,615.30,988,20024,12023968.00,
532178,ENGINRS.(I) ,A ,Q,75.30,77.20,73.35,73.65,73.65,74.60,2058,363370,27349993.00,
532180,DHANALAK.BNK,B ,Q,14.85,14.85,13.85,13.98,13.90,14.53,240,61646,877135.00,
532181,GUJ.MINERAL ,A ,Q,58.85,58.85,56.05,56.75,56.75,58.50,833,103761,5970354.00,
532183,GAYATRI SUGR,X ,Q,2.08,2.08,1.86,1.93,1.88,1.90,35,16204,31173.00,
532187,INDUSIND BNK,A ,Q,1034.00,1074.00,1027.15,1067.10,1067.10,1046.45,18902,710058,750543861.00,
532189,INDIA TOURIS,A ,Q,313.90,330.00,310.50,314.80,311.80,310.40,2149,46464,14860477.00,
532209,J & K BANK  ,A ,Q,30.35,31.55,29.50,30.10,30.10,30.25,1999,912509,27945794.00,
532210,CITY UNION  ,A ,Q,166.05,167.15,163.50,164.55,164.55,166.55,689,78630,12975599.00,
532212,ARCHIES LTD ,B ,Q,12.55,12.60,12.34,12.35,12.35,12.25,39,3560,44100.00,
532215,AXIS BANK   ,A ,Q,775.00,777.35,741.40,749.35,749.35,777.25,12252,399673,303697808.00,
532216,HB STOCKHOL.,T ,Q,12.97,12.97,12.97,12.97,12.97,12.36,12,1844,23916.00,
532217,SIEL FINANCL,XT,Q,3.05,3.05,3.05,3.05,3.05,3.11,1,51,155.00,
532218,SOUTH IND.BK,A ,Q,9.04,9.19,8.52,8.74,8.74,8.95,115664,3427946,30504410.00,
532219,ENERGY DEV. ,T ,Q,10.02,10.50,9.85,10.17,10.15,10.06,50,15238,153053.00,
532221,SONATA SOFT.,A ,Q,393.00,405.00,393.00,399.15,399.30,396.15,453,16974,6745251.00,
532230,BENGAL TEA &,X ,Q,40.30,40.30,35.50,38.80,38.80,38.00,8,514,20544.00,
532234,NAT.ALUM    ,A ,Q,51.55,53.35,51.00,51.70,51.70,52.05,2614,1340762,70137035.00,
532240,INDIA NIPPON,B ,Q,410.20,447.30,410.00,428.50,428.05,415.50,1801,23439,10179118.00,
532256,NALWA SONS  ,B ,Q,1121.00,1127.00,1106.90,1107.00,1107.00,1130.75,37,87,97147.00,
532259,APAR INDUS. ,A ,Q,475.00,487.40,458.10,464.40,468.00,474.20,997,15306,7244437.00,
532268,ACCELYA     ,A ,Q,923.85,934.85,902.20,905.35,907.90,917.80,180,3980,3673460.00,
532271,CYBERMATE   ,Z ,Q,1.51,1.57,1.51,1.51,1.51,1.54,61,85328,129104.00,
532281,HCL TECHNO  ,A ,Q,950.00,958.00,944.10,950.00,950.00,948.45,12017,277619,264201244.00,
532284,TCFC FINANCE,X ,Q,28.00,29.00,26.00,26.00,26.00,27.45,18,3172,83560.00,
532285,GEOJITFSL   ,B ,Q,55.00,55.50,53.45,53.85,54.80,55.20,145,16456,900226.00,
532286,JINDAL STE  ,A ,Q,326.00,332.75,312.50,321.00,321.00,327.80,3849,738555,240319167.00,
532290,BLB LTD.    ,B ,Q,5.21,5.45,5.20,5.35,5.40,5.50,31,5552,29266.00,
532296,GLENMARK PHA,A ,Q,490.00,501.50,478.00,482.40,483.40,493.70,5211,714336,350740547.00,
532300,WOCKHARDT   ,A ,Q,480.00,500.50,479.30,489.30,489.30,485.65,999,34477,16918202.00,
532301,TATA COFFEE ,A ,Q,107.50,107.65,104.80,105.35,105.35,107.15,1404,85351,9081439.00,
532305,IND-SWIFT LA,B ,Q,74.60,78.25,73.85,75.15,75.15,74.55,540,61289,4709831.00,
532307,MELSTAR INFO,Z ,Q,1.73,1.90,1.73,1.90,1.90,1.81,16,3567,6524.00,
532309,GEPIL       ,A ,Q,276.35,286.55,275.00,279.65,280.20,274.50,490,14900,4195508.00,
532310,SHREE RAMA  ,B ,Q,8.16,8.32,8.01,8.11,8.11,8.09,40,8975,72575.00,
532313,MAHINDRALIFE,A ,Q,490.00,495.00,475.30,484.95,484.70,484.80,383,3609,1746451.00,
532321,CADILA HEALT,A ,Q,467.20,467.20,447.95,452.40,452.40,467.50,2371,113057,51607233.00,
532323,SHIVA CEMENT,X ,Q,21.95,22.30,21.80,21.85,21.90,21.90,335,268063,5870329.00,
532324,CINEVISTA   ,B ,Q,6.10,6.46,6.01,6.41,6.46,6.15,31,3938,24116.00,
532326,INTENS TECH ,B ,Q,36.00,36.25,35.70,35.75,35.75,36.05,43,3634,130926.00,
532329,DANLAW TECH.,XT,Q,174.55,174.55,174.00,174.55,174.55,166.25,194,40001,6982003.00,
532331,AJANTA PHARM,A ,Q,1780.00,1780.00,1726.65,1739.75,1740.00,1780.95,714,6218,10910196.00,
532333,HB PORTFOLIO,X ,Q,18.10,20.80,18.10,18.90,19.60,18.20,40,6781,129898.00,
532334,HB ESTATE DE,X ,Q,9.86,10.40,9.86,10.40,10.40,9.91,14,1520,15454.00,
532339,COMPUCOM SOF,B ,Q,8.60,8.60,8.30,8.37,8.37,8.50,28,6046,50954.00,
532340,OMNI AX'S SO,X ,Q,1.86,1.86,1.86,1.86,1.86,1.86,2,71,132.00,
532341,IZMO        ,B ,Q,45.60,47.00,45.30,46.95,46.85,45.80,38,3837,176824.00,
532343,TVS MOTOR L ,A ,Q,614.00,618.00,599.00,606.30,606.35,611.95,973,40691,24795213.00,
532344,SOFTSOL (I) ,X ,Q,78.85,78.85,78.85,78.85,78.85,71.70,18,953,75144.00,
532345,GATI LTD.   ,A ,Q,92.10,93.10,90.50,91.20,91.20,92.30,301,32573,2991225.00,
532348,SUBEX LTX   ,B ,Q,27.50,28.60,27.30,27.70,27.70,27.80,2036,874635,24369440.00,
532349,TRANSPORT CO,A ,Q,247.80,251.00,245.05,248.20,251.00,247.90,132,2623,651743.00,
532350,PADMALAYA TE,Z ,Q,2.65,2.70,2.47,2.47,2.47,2.60,23,7350,18775.00,
532351,AKSH OPTIFIB,B ,Q,6.96,7.10,6.80,6.91,6.91,7.02,91,51115,356255.00,
532355,PICTURHOUSE ,X ,Q,1.23,1.23,1.23,1.23,1.23,1.18,1,50,61.00,
532356,TRIVENI ENGG,A ,Q,75.00,75.30,71.95,72.80,72.00,74.05,600,66175,4907787.00,
532357,MUKTA ARTS  ,B ,Q,31.60,32.40,31.50,32.00,32.20,30.90,47,4927,158408.00,
532359,HITKIT GLOB ,XT,Q,0.50,0.50,0.49,0.49,0.49,0.49,23,7151,3569.00,
532362,NAGPUR POWER,X ,Q,26.55,26.55,26.55,26.55,26.55,26.75,1,5,132.00,
532365,DYNACONS SYS,B ,Q,63.45,65.00,62.00,62.30,62.30,62.25,105,13009,818527.00,
532366,PNB GILTS   ,B ,Q,53.75,53.95,51.30,52.00,52.45,53.40,458,77725,4081052.00,
532368,BCG         ,B ,Q,7.85,7.85,7.67,7.78,7.78,7.66,916,724417,5637250.00,
532369,RAMCO INDS. ,A ,Q,254.90,258.20,249.50,250.90,250.90,255.15,199,4354,1101452.00,
532370,RAMCO  SYSTM,A ,Q,583.00,592.75,565.00,569.15,572.00,584.00,1473,22301,12843127.00,
532371,TATA TELESER,T ,Q,17.55,18.20,17.55,17.55,17.55,18.45,1825,399525,7011929.00,
532372,VIRINCHI    ,X ,Q,38.00,39.00,37.05,37.55,37.70,37.70,225,32722,1240969.00,
532373,WEPSOLN     ,X ,Q,22.55,23.85,22.55,22.70,22.55,22.60,28,3133,72189.00,
532374,STER TECH   ,A ,Q,197.00,209.95,197.00,208.25,208.25,200.00,5273,319737,65743209.00,
532375,TIPSINDUSTR ,T ,Q,420.75,420.80,409.05,420.75,420.80,400.80,33,733,307412.00,
532376,MRO-TEK     ,B ,Q,30.30,30.30,30.30,30.30,30.30,28.90,2,300,9090.00,
532378,UNIVERSAL A ,X ,Q,0.81,0.81,0.81,0.81,0.81,0.78,2,50,40.00,
532379,FIRSTOBJ    ,X ,Q,4.76,4.98,4.75,4.75,4.75,4.75,11,837,4091.00,
532380,BABA ARTS   ,X ,Q,9.90,9.90,9.35,9.60,9.55,9.67,27,4621,44667.00,
532382,BALAJI TELE.,A ,Q,64.40,64.40,60.35,60.65,60.95,61.25,133,7970,491974.00,
532384,TYCHE INDS  ,X ,Q,229.80,229.80,219.75,222.30,227.00,224.80,250,11934,2671568.00,
532386,CALIFORN.SOF,B ,Q,9.11,9.16,8.71,9.06,9.06,9.08,37,3931,34970.00,
532387,PRITISHN COM,B ,Q,18.80,18.90,18.00,18.15,18.00,18.30,41,2476,45143.00,
532388,INDIAN OVER.,A ,Q,20.45,20.90,17.10,17.63,17.63,19.00,34873,29832206,590769704.00,
532390,TAJ GVK HOTL,A ,Q,129.95,129.95,128.00,128.20,128.25,129.95,177,8415,1082433.00,
532391,OPTO CIRCUIT,B ,Q,4.15,4.15,3.78,3.87,3.90,4.03,288,226977,881890.00,
532392,CREATIVE EYE,B ,Q,2.91,2.91,2.81,2.81,2.81,2.91,14,10527,29616.00,
532395,AXISCADES   ,B ,Q,49.85,50.50,47.50,47.85,47.75,48.10,220,8857,429421.00,
532398,UMESL       ,T ,Q,4.51,4.51,4.51,4.51,4.51,4.74,7,3136,14143.00,
532400,BSOFT       ,A ,Q,240.50,244.20,236.00,238.20,240.00,242.60,2032,49042,11713088.00,
532402,USGTECH     ,X ,Q,1.63,1.63,1.63,1.63,1.63,1.62,1,299,487.00,
532404,SAVEN TECHNO,X ,Q,37.20,39.00,35.85,36.15,36.70,37.15,159,18705,697995.00,
532406,AVANTEL LTD ,X ,Q,433.70,433.70,412.25,429.45,432.00,425.00,280,23804,10103060.00,
532407,MOSCHIP     ,X ,Q,18.70,18.70,17.55,17.85,17.75,18.30,141,60390,1103999.00,
532408,MEGASOFT LTD,B ,Q,9.96,10.11,9.87,9.96,9.96,9.96,519,64436,644100.00,
532410,TRANSCORP IN,X ,Q,9.85,9.85,8.92,9.69,9.69,9.66,17,1477,13813.00,
532413,CEREBRA INTE,B ,Q,49.00,54.90,49.00,52.60,53.50,54.55,222,36641,1936925.00,
532419,SMARTLINK   ,B ,Q,91.10,94.30,91.10,92.85,93.65,92.50,166,8356,774990.00,
532424,GODREJ CONS ,A ,Q,718.90,732.90,703.75,709.80,709.80,718.55,1870,56325,40627758.00,
532425,GENUSPRIME  ,X ,Q,4.79,4.79,4.79,4.79,4.79,4.70,11,6056,29008.00,
532430,BF UTILI    ,A ,Q,282.90,293.00,282.35,283.65,283.65,283.00,891,42153,12104897.00,
532432,UNITD SPR   ,B ,Q,560.10,566.45,551.75,555.05,556.10,560.50,4148,109175,61086716.00,
532435,SANINFRA    ,X ,Q,84.00,86.30,83.00,83.10,83.10,82.50,20,1635,140905.00,
532439,OLECTRA     ,B ,Q,181.00,181.00,170.00,174.15,174.15,176.75,642,33104,5817764.00,
532440,MPS LTD     ,B ,Q,468.00,472.55,455.60,457.65,463.90,474.50,152,1149,529764.00,
532441,RNBOWDENIM  ,X ,Q,1.34,1.44,1.34,1.44,1.44,1.38,2,1000,1390.00,
532443,CERA SANITAR,A ,Q,3996.15,3996.15,3810.00,3845.85,3840.80,3991.30,298,1088,4216711.00,
532444,T. SPIRITUAL,XT,Q,0.50,0.50,0.50,0.50,0.50,0.52,2,2178,1089.00,
532454,BHARTI ARTL ,A ,Q,591.40,595.95,575.55,580.95,580.95,589.00,14721,365359,214382176.00,
532455,SHALIMAR WIR,X ,Q,5.10,5.10,4.76,5.00,5.00,5.00,17,1399,6994.00,
532456,COMPUAGE INF,B ,Q,15.20,15.20,14.65,14.90,14.90,14.80,187,82193,1233220.00,
532457,GULSHAN POLY,B ,Q,92.25,92.25,90.50,91.10,91.10,91.95,123,5625,515259.00,
532459,FAZE3AUTO   ,X ,Q,71.25,71.25,64.00,64.15,64.00,65.05,42,2188,144867.00,
532460,PONNI SUG(ER,B ,Q,150.00,150.00,141.00,141.40,141.00,144.60,154,820,117470.00,
532461,PUNJAB NATIO,A ,Q,44.05,46.40,41.20,42.05,42.05,43.85,46554,32386623,1423414944.00,
532466,ORACLE FIN  ,A ,Q,3070.90,3081.75,3045.00,3050.65,3051.00,3069.40,173,722,2209726.00,
532468,KAMAHOLDING ,A ,Q,5840.00,5898.90,5781.00,5872.60,5872.60,5910.00,17,94,551750.00,
532475,APTECH LTD  ,A ,Q,238.10,246.85,233.30,236.50,236.50,242.80,1795,141544,34227882.00,
532477,UNION BANK L,A ,Q,43.35,44.80,38.30,40.45,40.45,42.00,10450,5032929,209747838.00,
532478,UNITED BREWA,A ,Q,1264.00,1264.00,1212.25,1216.65,1218.80,1251.15,1005,21278,26252462.00,
532479,ISMT LTD    ,B ,Q,10.79,10.91,10.60,10.73,10.64,10.96,69,17172,184519.00,
532481,NOIDA-TOLL B,B ,Q,5.84,6.00,5.62,5.90,5.90,5.99,97,22272,131975.00,
532482,GRANULES (I),A ,Q,337.70,337.70,328.00,329.45,331.50,336.00,6001,143463,47452032.00,
532483,CANARA BANK ,A ,Q,167.95,169.15,158.30,159.85,159.85,168.45,18399,2257177,369188799.00,
532485,BALMER LA.IN,B ,Q,407.00,407.90,400.10,402.60,402.60,408.05,166,6851,2779978.00,
532486,POKARNA LTD ,B ,Q,193.60,206.80,193.60,202.05,202.85,203.50,459,11220,2267356.00,
532488,DIVI'S LAB. ,A ,Q,3588.00,3604.00,3492.00,3526.65,3526.65,3587.65,1990,23110,81936728.00,
532493,ASTRA MICRO ,A ,Q,117.50,118.35,114.80,115.70,115.55,117.75,175,8825,1024658.00,
532497,RADICOKHAIT ,A ,Q,560.95,565.55,551.30,554.75,554.75,562.10,1056,69789,39067816.00,
532498,SHRMCITYUN  ,A ,Q,1548.00,1548.00,1494.00,1516.10,1528.85,1503.70,644,3441,5245235.00,
532500,MARUTISUZUK ,A ,Q,7495.90,7496.00,7285.00,7328.95,7328.95,7495.90,6162,43189,319094204.00,
532503,RAJAPAMILLS ,X ,Q,735.00,759.85,735.00,753.20,755.00,751.85,101,1630,1227694.00,
532504,NAVIN FLUORI,A ,Q,2535.00,2555.00,2455.00,2481.35,2481.35,2532.50,1725,10368,26002066.00,
532505,UCOBANK     ,A ,Q,16.25,16.30,13.83,14.41,14.41,15.30,7690,4606895,70667570.00,
532507,BAG FIL MED ,B ,Q,2.87,2.94,2.78,2.89,2.89,2.84,95,62555,178283.00,
532508,JSL         ,A ,Q,69.95,71.00,69.20,69.65,70.25,69.95,373,69287,4866038.00,
532509,SUPRAJIT ENG,A ,Q,267.00,284.20,267.00,276.05,278.75,268.35,449,12630,3482637.00,
532513,TVSELE      ,B ,Q,131.00,135.30,129.40,129.90,129.90,130.60,995,20921,2776269.00,
532514,INDRA GAS   ,A ,Q,567.70,569.40,534.85,543.15,543.15,567.70,4980,222199,122136222.00,
532515,TV TODAY    ,A ,Q,268.00,270.10,262.30,263.05,263.05,266.30,139,3045,811521.00,
532521,PALRED      ,T ,Q,87.10,87.20,81.00,86.10,87.00,83.05,104,18924,1615068.00,
532522,PETRONET LNG,A ,Q,248.70,256.25,247.00,251.80,251.80,246.05,5746,438978,110801328.00,
532523,BIOCON LTD. ,A ,Q,421.00,421.00,401.65,403.85,403.85,421.00,7655,587089,241606135.00,
532524,PTC INDIA   ,A ,Q,72.90,74.95,70.85,72.70,72.70,72.15,1359,284752,20890726.00,
532525,BANK MAHA   ,A ,Q,26.83,27.73,22.69,23.41,23.41,25.21,28251,13570150,346857339.00,
532527,RK FORGINGS ,A ,Q,522.10,530.00,498.30,508.30,508.00,513.15,279,2524,1288395.00,
532528,DATAM GLOB  ,B ,Q,113.80,115.00,111.40,112.15,112.40,113.25,141,5529,626628.00,
532529,NDTV        ,B ,Q,50.35,51.50,49.20,49.30,49.20,50.75,103,3969,201530.00,
532531,STAR        ,A ,Q,888.00,898.10,852.40,866.00,866.00,892.15,1429,60080,53516081.00,
532532,JAIPRA      ,A ,Q,7.47,7.47,7.00,7.03,7.03,7.26,2764,1758881,12677085.00,
532538,ULTRATECH CM,A ,Q,6315.00,6316.05,6179.20,6207.40,6207.40,6325.20,2236,11870,74121702.00,
532539,MINDA IND   ,A ,Q,590.00,590.00,556.60,559.90,559.90,573.05,402,4040,2298291.00,
532540,TCS LTD.    ,A ,Q,3057.55,3085.85,3017.55,3072.10,3071.55,3057.55,12991,129152,393415804.00,
532541,COFORGE     ,A ,Q,2623.00,2642.40,2546.40,2566.75,2562.75,2614.85,1280,9768,25320784.00,
532543,GULFPETRO   ,B ,Q,41.85,42.35,41.80,41.90,41.90,41.65,54,2311,96959.00,
532548,CENTURYPLY  ,A ,Q,316.90,320.00,310.40,317.00,317.00,316.40,954,19426,6145236.00,
532553,WELENT      ,A ,Q,89.10,91.00,85.50,86.50,86.25,89.40,250,14424,1267353.00,
532555,NTPC LTD    ,A ,Q,103.60,106.70,101.40,104.30,104.30,103.40,10419,2140137,223150811.00,
532604,SALSTEEL    ,B ,Q,3.56,3.83,3.55,3.71,3.70,3.65,40,18875,70929.00,
532605,JBM AUTO    ,B ,Q,422.00,422.00,402.60,403.20,403.60,405.85,118,1010,409566.00,
532610,DWAR SUGAR  ,A ,Q,28.70,28.80,27.25,27.30,27.30,28.55,239,43691,1219405.00,
532612,INDOCO REM  ,A ,Q,310.00,310.00,292.90,300.50,299.95,306.25,653,16039,4806640.00,
532613,VIPCLOTHNG  ,T ,Q,14.23,15.10,14.23,14.50,14.50,14.64,16,1337,19528.00,
532616,XCHANGING   ,B ,Q,71.45,73.15,68.60,70.60,70.75,71.05,290,32649,2323774.00,
532617,JETAIRWAYS  ,Z ,Q,109.45,109.45,99.05,109.45,109.45,104.25,1204,111459,12008550.00,
532621,MORARJETEX  ,B ,Q,11.72,13.40,11.72,13.40,13.40,12.90,4,1045,13948.00,
532622,GATEWAY DIST,A ,Q,170.20,177.00,166.00,174.35,171.80,169.75,2906,38902,6785406.00,
532624,JINDALPH    ,B ,Q,35.80,37.50,35.80,36.00,36.00,37.55,17,2326,83757.00,
532626,PONDY OXIDES,X ,Q,221.10,227.00,218.00,221.40,221.00,221.05,231,9864,2219037.00,
532627,JPPOWER     ,B ,Q,2.87,2.99,2.85,2.85,2.85,3.00,3089,6158050,17872533.00,
532628,3I INFOTECH ,B ,Q,6.89,6.91,6.55,6.56,6.56,6.89,2073,3216439,21234965.00,
532629,MCNALLYB    ,T ,Q,8.78,9.70,8.78,9.70,9.70,9.24,114,59961,557601.00,
532630,GOKALDAS    ,B ,Q,83.40,87.70,80.80,81.50,81.00,80.75,563,43046,3612267.00,
532633,ALLSEC TECH ,B ,Q,361.45,375.85,350.00,353.15,357.25,361.90,130,3481,1267131.00,
532636,IIFL        ,A ,Q,226.90,227.35,211.00,215.15,218.90,225.20,936,36456,7919610.00,
532637,MAN DRUGORG ,B ,Q,110.80,115.00,109.50,111.85,111.85,110.60,299,8147,915323.00,
532638,SHOPPER STOP,A ,Q,213.00,215.55,208.50,208.95,208.60,212.50,494,11147,2358253.00,
532640,CYBER MEDIA ,T ,Q,12.00,12.00,12.00,12.00,12.00,11.43,6,2721,32652.00,
532641,NDL         ,B ,Q,29.90,30.00,28.55,29.65,29.65,29.00,20,1445,41948.00,
532642,JSWHL       ,A ,Q,3864.25,3959.25,3864.25,3934.95,3951.30,3894.90,116,251,983808.00,
532644,JK CEMENT   ,A ,Q,2708.00,2716.80,2572.70,2604.65,2637.95,2690.80,1460,7558,19906501.00,
532645,BEEYU OVERSE,X ,Q,0.67,0.67,0.66,0.66,0.66,0.66,7,3302,2179.00,
532648,YES BANK    ,A ,Q,16.15,16.30,15.85,16.00,16.00,16.15,8692,6785875,109133095.00,
532649,NECTAR LIFE ,B ,Q,19.20,21.60,19.15,20.50,20.50,19.10,650,188277,3941572.00,
532650,MSP STEEL   ,B ,Q,7.90,7.90,7.27,7.27,7.27,7.65,77,16736,126856.00,
532651,SPL INDS    ,B ,Q,40.90,40.90,37.00,37.05,37.00,37.20,99,8145,306193.00,
532652,KARNATAKA BK,A ,Q,70.15,72.50,67.45,69.40,69.40,69.90,2069,620133,43469732.00,
532654,MCLEOD RUSSE,B ,Q,21.85,21.85,20.75,21.00,21.20,21.10,341,109200,2333323.00,
532656,FACOR ALLOYS,XT,Q,2.65,2.73,2.60,2.64,2.62,2.73,85,83164,219995.00,
532659,IDFC        ,A ,Q,49.45,55.00,49.45,52.15,52.15,49.85,5270,1655525,87500609.00,
532660,VIVIMED LABS,B ,Q,14.80,15.10,14.70,14.85,14.70,14.75,94,20027,297617.00,
532661,RANE MADRAS ,B ,Q,292.40,296.65,277.45,278.65,279.45,292.55,203,993,286474.00,
532662,HT MEDIA    ,B ,Q,19.05,21.50,19.00,20.40,20.50,19.05,666,180919,3734670.00,
532663,SASKEN      ,A ,Q,834.00,841.70,823.05,828.15,832.25,836.00,119,1009,842821.00,
532666,FCS SOFTWARE,T ,Q,0.81,0.81,0.76,0.77,0.76,0.79,391,1375606,1055332.00,
532667,SUZLONENERGY,A ,Q,5.30,5.31,5.16,5.19,5.19,5.27,7682,7476462,39061288.00,
532668,AURIONPRO SO,B ,Q,94.95,94.95,81.45,82.45,82.15,85.30,343,7921,664339.00,
532670,RENUKA SUGAR,B ,Q,10.00,10.15,9.54,9.64,9.66,9.91,414,213791,2114283.00,
532673,KM SUGARMILL,B ,Q,11.22,11.35,11.00,11.03,11.03,11.07,154,49026,549598.00,
532674,BANNARI AMMA,B ,Q,71.00,72.00,69.65,70.40,70.40,71.85,120,4238,300165.00,
532678,BOMBAY RAYON,B ,Q,9.59,9.73,9.12,9.12,9.12,9.59,236,93318,852111.00,
532679,SORILINFRA  ,B ,Q,151.00,181.50,151.00,173.65,173.65,151.25,3122,139181,23887808.00,
532683,AIAENGINEER ,A ,Q,1926.85,1926.85,1862.30,1867.20,1873.55,1924.95,471,3777,7091212.00,
532684,EVEREST KANT,B ,Q,74.00,83.30,71.70,81.00,81.00,74.65,3967,485970,37592860.00,
532686,KERNEX MICRO,T ,Q,26.00,26.00,24.60,24.60,24.60,25.85,8,189,4761.00,
532687,REPRO INDIA ,B ,Q,362.10,364.30,358.80,359.00,359.20,361.25,18,128,46300.00,
532689,PVR LTD     ,A ,Q,1495.00,1519.80,1455.00,1475.95,1473.25,1486.35,4443,320879,478871958.00,
532692,RADHA MADHAV,B ,Q,2.30,2.50,2.28,2.49,2.49,2.39,192,252584,600607.00,
532693,PUNJ LLOYD  ,Z ,Q,1.69,1.73,1.61,1.73,1.73,1.65,111,156493,268247.00,
532694,BARTRONICSIN,Z ,Q,2.73,2.73,2.51,2.61,2.61,2.63,31,21006,56081.00,
532695,CELEBRITYFAS,T ,Q,5.68,5.68,5.68,5.68,5.68,5.41,20,9226,52403.00,
532696,EDUCOMP SOLN,Z ,Q,3.14,3.14,2.95,3.02,3.04,3.03,52,48563,147312.00,
532698,NITINSPINNER,B ,Q,81.40,81.50,80.15,80.45,81.50,82.45,58,1010,81922.00,
532699,ROYALORCH   ,B ,Q,68.30,69.10,67.40,67.60,67.70,68.25,511,20678,1407259.00,
532700,ENT NETWORK ,B ,Q,157.20,165.70,157.20,158.00,158.00,163.00,61,1089,178744.00,
532701,CELLA       ,Z ,Q,5.77,5.77,5.26,5.50,5.50,5.50,10,5046,27751.00,
532702,GUJ PETRONET,A ,Q,261.40,261.80,246.85,248.75,248.75,259.10,1326,59933,15132681.00,
532705,JAGRAN PRAK ,A ,Q,47.00,49.65,45.90,48.85,48.85,46.65,1227,160986,7744766.00,
532706,INOX LEISURE,A ,Q,327.90,327.90,321.00,323.70,323.70,322.05,457,23293,7555733.00,
532707,DYNEMIC PRO ,B ,Q,381.50,402.00,367.00,370.50,370.50,383.55,1766,38395,14595820.00,
532710,SADBHAV ENGG,A ,Q,77.90,80.75,76.00,76.95,76.95,77.65,1387,580253,45969122.00,
532712,REL COM LTD ,B ,Q,1.72,1.75,1.69,1.70,1.70,1.71,1542,4687443,8090172.00,
532713,SAKUMA EXPO ,B ,Q,5.40,5.61,5.37,5.46,5.46,5.49,322,140705,771695.00,
532714,KEC INTERN  ,A ,Q,430.00,439.70,421.00,431.40,431.40,431.80,441,10448,4509851.00,
532717,INDOTECHTR  ,B ,Q,97.55,103.05,97.55,100.00,100.00,99.10,253,14012,1408953.00,
532719,BL KASHYAP  ,T ,Q,13.29,13.29,13.29,13.29,13.29,12.66,66,147965,1966454.00,
532720,M&M FINANSER,A ,Q,214.10,218.50,205.00,208.55,208.55,218.65,8446,903134,190787945.00,
532721,VISA STEEL  ,B ,Q,6.28,6.29,6.00,6.04,6.10,6.29,16,3288,20256.00,
532722,NITCO TILES ,B ,Q,23.10,23.75,22.50,22.60,22.60,23.40,62,6527,150363.00,
532725,SOLAR IND   ,A ,Q,1273.05,1304.10,1268.15,1278.30,1275.00,1269.35,94,742,953595.00,
532726,GALLAN METAL,B ,Q,46.00,48.50,45.35,46.80,46.80,45.30,895,46247,2201798.00,
