DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
16022021,500002,5785,8680104,14250,21386145,40.6
16022021,500003,2936,882709,9108,2726933,32.24
16022021,500008,13824,12541824,61996,56752097,22.3
16022021,500009,40207,794089,49334,968835,81.5
16022021,500010,44883,128210534,82198,235775758,54.6
16022021,500012,143303,6785398,181951,8712191,78.76
16022021,500013,133417,1067336,208532,1664556,63.98
16022021,500014,4453,7259,4453,7533,100.0
16022021,500020,58628,4177245,155496,11096379,37.7
16022021,500023,2794,195860,2814,197479,99.29
16022021,500027,611,4138303,1254,8484634,48.72
16022021,500028,2203,10738,2203,10738,100.0
16022021,500029,2972,81350,2972,81350,100.0
16022021,500031,8724,9194224,18214,19276226,47.9
16022021,500032,340968,2076496,523527,3203427,65.13
16022021,500033,2225,2984727,3879,5236908,57.36
16022021,500034,19767,113832223,125622,720542557,15.74
16022021,500038,5517,868928,15596,2461534,35.37
16022021,500039,13184,2021108,23593,3642799,55.88
16022021,500040,6253,2861061,13456,6194697,46.47
16022021,500041,43,66412,53,81922,81.13
16022021,500042,3327,6640692,9942,20060363,33.46
16022021,500043,7639,11644892,24071,37052043,31.74
16022021,500048,6539,6156469,66148,62799357,9.89
16022021,500049,473276,62993036,2181985,298262067,21.69
16022021,500052,48854,6536666,113579,15370360,43.01
16022021,500055,555045,24366476,999499,44014731,55.53
16022021,500060,9573,577252,15823,970172,60.5
16022021,500067,1534,1252895,1939,1589917,79.11
16022021,500068,134,560234,212,893371,63.21
16022021,500069,232,25973,239,25626,97.07
16022021,500074,8473,183441,9574,207518,88.5
16022021,500078,4757,3100137,9254,6043386,51.4
16022021,500083,38790,176107,51840,234978,74.83
16022021,500084,11307,6987161,18232,11337554,62.02
16022021,500085,23186,5469578,57713,13707892,40.17
16022021,500086,81449,17218319,249902,52733181,32.59
16022021,500087,26234,22252991,120343,101957507,21.8
16022021,500089,800,318240,940,372045,85.11
16022021,500092,767,1538833,1658,3356286,46.26
16022021,500093,295827,13800330,581053,27440956,50.91
16022021,500096,14563,7609168,41956,22043522,34.71
16022021,500097,6659,929597,9367,1308906,71.09
16022021,500101,95911,6354104,185907,12476775,51.59
16022021,500102,2788520,3315297,2788520,3315297,100.0
16022021,500103,2384833,95035596,5237102,205564115,45.54
16022021,500104,37624,8504906,139861,31469125,26.9
16022021,500106,144919,1223117,306866,2600986,47.23
16022021,500108,135501,1631433,236792,2866331,57.22
16022021,500109,69982,2410880,125294,4335845,55.85
16022021,500110,18351,1732335,33438,3189471,54.88
16022021,500111,185198,1842721,259953,2589307,71.24
16022021,500112,1036973,417174238,4688838,1910267114,22.12
16022021,500113,430075,27847357,2245968,146410660,19.15
16022021,500114,101921,150063385,301148,445556862,33.84
16022021,500116,342409,9861380,1009752,29306991,33.91
16022021,500117,91800,1831410,113979,2292784,80.54
16022021,500119,14558,2302348,27373,4348362,53.18
16022021,500120,28611,8747814,39927,12426343,71.66
16022021,500123,1076,3256245,1280,3899254,84.06
16022021,500124,6588,30937248,29943,140964320,22.0
16022021,500125,5278,1665473,9540,3015912,55.32
16022021,500126,222,1633754,514,3798974,43.19
16022021,500128,42513,933161,58284,1292448,72.94
16022021,500133,203,379976,429,802601,47.32
16022021,500135,33690,7511186,46411,10427127,72.59
16022021,500136,20952,2179008,45676,4804071,45.87
16022021,500143,740,15947,740,15947,100.0
16022021,500144,20420,7746327,37232,14100625,54.85
16022021,500147,1225,1002847,1739,1422672,70.44
16022021,500148,13520,4834076,30894,11147271,43.76
16022021,500150,122,151836,155,194294,78.71
16022021,500151,3196,153089,4046,194925,78.99
16022021,500153,27499,1674690,37469,2288175,73.39
16022021,500159,958,50295,1889,99337,50.71
16022021,500160,38063,264538,48968,339442,77.73
16022021,500163,3141,2895845,9307,8611978,33.75
16022021,500164,6729,3000462,12800,5692318,52.57
16022021,500165,2989,1753348,8362,4912302,35.74
16022021,500166,5188,1164188,6363,1427880,81.53
16022021,500168,3605,3466749,5762,5583736,62.56
16022021,500170,1030,11722,1044,12271,98.66
16022021,500171,3475,735658,5507,1156719,63.1
16022021,500173,26104,2562108,42607,4063228,61.27
16022021,500174,8123,21933,12442,32795,65.29
16022021,500179,48528,429473,75624,678620,64.17
16022021,500180,134999,219589374,306528,498007853,44.04
16022021,500182,24099,83417484,48548,167348835,49.64
16022021,500183,318636,8746559,1035528,28786504,30.77
16022021,500184,47751,2134470,119135,5343147,40.08
16022021,500185,255777,2117834,346119,2874857,73.9
16022021,500186,7502,645172,19082,1635375,39.31
16022021,500187,21959,4201855,37948,7328048,57.87
16022021,500188,119867,36481522,262408,80121541,45.68
16022021,500189,60,29991,68,34095,88.24
16022021,500191,8361,186708,8361,186708,100.0
16022021,500192,3435,6763,3435,6763,100.0
16022021,500193,17268,102054,19818,116865,87.13
16022021,500199,3657,1552214,8326,3585274,43.92
16022021,500201,17584,8726060,79243,39931139,22.19
16022021,500202,11,119,11,119,100.0
16022021,500206,200,1532,200,1532,100.0
16022021,500207,33350,1163915,84184,3098899,39.62
16022021,500209,102324,132008193,280869,364936039,36.43
16022021,500210,2651,2016616,4129,3188840,64.2
16022021,500211,6312,53968,7156,61811,88.21
16022021,500212,1400,37772,1400,37772,100.0
16022021,500213,10733,611781,11557,665898,92.87
16022021,500214,18744,22691487,32234,38783661,58.15
16022021,500215,486,418641,1620,1399600,30.0
16022021,500219,142905,2865246,169284,3393058,84.42
16022021,500220,21292,1117830,22238,1205086,95.75
16022021,500223,2723668,2560248,3089476,2915876,88.16
16022021,500227,5384,2624970,9413,4638041,57.2
16022021,500228,126740,51665561,534490,221313596,23.71
16022021,500231,2206,130485,2335,138508,94.48
16022021,500233,3249,3166801,11153,10798740,29.13
16022021,500234,505,81709,750,121392,67.33
16022021,500235,19484,5988408,40871,12694874,47.67
16022021,500236,1330,1529,1330,1529,100.0
16022021,500238,1285,3166883,3329,8209839,38.6
16022021,500239,14496,397916,17424,465677,83.2
16022021,500240,13471,513719,13471,513719,100.0
16022021,500241,5190,832995,14648,2342360,35.43
16022021,500243,7125,10606275,19146,27872297,37.21
16022021,500245,12862,1975604,21899,3376417,58.73
16022021,500247,118049,238653761,261589,531214626,45.13
16022021,500249,1289,869753,2139,1442703,60.26
16022021,500250,3849,1259201,7649,2496021,50.32
16022021,500251,28921,21695089,85831,63007155,33.7
16022021,500252,377,2326336,541,3349943,69.69
16022021,500253,95607,44911389,372469,175961701,25.67
16022021,500257,26021,28513812,139254,149660617,18.69
16022021,500259,3585,107108,3585,107108,100.0
16022021,500260,8172,8086603,30522,30127385,26.77
16022021,500264,3764,341772,4678,416901,80.46
16022021,500265,1614,459022,2643,753653,61.07
16022021,500266,85,333213,508,1985622,16.73
16022021,500267,1601,175710,2134,235103,75.02
16022021,500268,108521,5138470,220869,10467729,49.13
16022021,500271,16274,13884977,139010,117817963,11.71
16022021,500279,49584,672360,73276,995285,67.67
16022021,500280,2002,492292,3890,963528,51.47
16022021,500284,712,21914,712,21914,100.0
16022021,500285,104286,9130240,278838,24478216,37.4
16022021,500288,77869,2258201,150141,4373570,51.86
16022021,500290,621,55583475,3671,330560043,16.92
16022021,500292,5182,1214661,13282,3143635,39.02
16022021,500294,402874,33418399,718386,60197338,56.08
16022021,500295,181441,34528223,979342,186106923,18.53
16022021,500296,5793,454172,9483,750799,61.09
16022021,500298,2785,5253207,4776,9015592,58.31
16022021,500300,8496,10560104,54859,68197871,15.49
16022021,500302,22693,41810718,107006,194041945,21.21
16022021,500304,11086,2171748,24434,4841409,45.37
16022021,500306,19701,430466,19701,430466,100.0
16022021,500307,12256,3556079,13063,3783991,93.82
16022021,500312,1195992,124084170,3427200,353701623,34.9
16022021,500313,100,496,100,496,100.0
16022021,500314,4610,108566,5860,139511,78.67
16022021,500317,21036,219616,26424,277130,79.61
16022021,500319,11336,276599,11439,277104,99.1
16022021,500325,92295,190095397,361465,745152334,25.53
16022021,500327,17273,235259,29916,415148,57.74
16022021,500330,6802,2257244,19627,6508221,34.66
16022021,500331,7143,12781685,29810,53117015,23.96
16022021,500333,16106,6009954,20044,7484964,80.35
16022021,500335,12809,11620966,32081,29181944,39.93
16022021,500336,257596,93494469,279067,97410191,92.31
16022021,500337,3672,153306,4212,176462,87.18
16022021,500338,18185,2073090,32270,3687384,56.35
16022021,500339,44900,6281510,144626,20285761,31.05
16022021,500343,2469,64071,2920,74267,84.55
16022021,500346,12445,254501,12769,259387,97.46
