DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
1032021,500002,1427,2174392,13605,20846112,10.49
1032021,500003,16453,5297866,32611,10391526,50.45
1032021,500008,26161,23537052,71504,63862214,36.59
1032021,500009,65921,1341493,96672,1919618,68.19
1032021,500010,42001,109509208,101198,262169437,41.5
1032021,500012,397569,26179919,587524,38690618,67.67
1032021,500013,47793,378043,59725,473103,80.02
1032021,500014,2340,4142,2340,4141,100.0
1032021,500016,697,4391,697,4391,100.0
1032021,500020,246292,18767451,735968,56178717,33.46
1032021,500023,681,48351,821,58536,82.95
1032021,500027,542,3568285,1704,11320582,31.81
1032021,500028,13251,62063,13251,62063,100.0
1032021,500029,2435,66098,2435,66098,100.0
1032021,500031,3670,3630181,15434,15262871,23.78
1032021,500032,1288054,8088980,2081602,13399825,61.88
1032021,500033,1427,1872795,2783,3668767,51.28
1032021,500034,9394,49475380,95444,504083003,9.84
1032021,500038,74619,13494847,121621,22014284,61.35
1032021,500039,5397,832218,112850,17335360,4.78
1032021,500040,31132,15167511,101578,49097711,30.65
1032021,500041,118,210064,138,242476,85.51
1032021,500042,959,1820854,2274,4376188,42.17
1032021,500043,5650,8305500,29991,43816659,18.84
1032021,500048,48257,56272488,155232,178353020,31.09
1032021,500049,562475,82065103,1745116,250013523,32.23
1032021,500052,37848,5236271,183195,26350260,20.66
1032021,500055,127742,6010262,489535,22882298,26.09
1032021,500058,6924,12047,6924,12047,100.0
1032021,500060,13929,844794,20537,1255397,67.82
1032021,500067,13769,11844783,79289,71099652,17.37
1032021,500068,150,680528,164,740501,91.46
1032021,500069,3385,363042,6897,704737,49.08
1032021,500074,8130,171950,11981,254804,67.86
1032021,500078,1932,1163741,3145,1898295,61.43
1032021,500083,11254,52332,14358,64023,78.38
1032021,500084,6581,4060477,19763,12045871,33.3
1032021,500085,55121,14218462,213407,54585204,25.83
1032021,500086,44949,9288711,172072,35331788,26.12
1032021,500087,23000,18158500,117960,93348550,19.5
1032021,500089,1908,780945,4955,2031996,38.51
1032021,500092,514,989476,1033,1993382,49.76
1032021,500093,192949,10969151,328583,18805868,58.72
1032021,500096,29728,15040882,75750,38296127,39.24
1032021,500097,9351,1540578,17684,2863666,52.88
1032021,500101,78030,6133158,206757,16470870,37.74
1032021,500102,764284,981811,764284,981811,100.0
1032021,500103,3123375,152420700,11626270,566102829,26.86
1032021,500104,128968,31919580,380936,94565607,33.86
1032021,500106,1036124,9843178,2205492,20956541,46.98
1032021,500108,313045,4216717,628423,8570182,49.81
1032021,500109,304520,13216168,1031521,44041154,29.52
1032021,500110,109324,11539149,242789,25288152,45.03
1032021,500111,533198,5870510,1296455,13880777,41.13
1032021,500112,956773,377925335,2734816,1079721565,34.98
1032021,500113,1600108,125448468,5068671,393453487,31.57
1032021,500114,56153,81576271,146866,213557251,38.23
1032021,500116,470861,14973380,983764,31386837,47.86
1032021,500117,460732,13338192,741859,20943696,62.1
1032021,500119,47113,8473274,101601,18099688,46.37
1032021,500120,9543,2835703,11329,3352309,84.24
1032021,500123,1820,6087627,3328,11078427,54.69
1032021,500124,4359,19411935,23045,102401813,18.92
1032021,500125,59046,19880789,96781,32311967,61.01
1032021,500126,277,1829156,463,3097861,59.83
1032021,500128,81988,2057899,122342,3071573,67.02
1032021,500133,876,1663481,2401,4568109,36.48
1032021,500135,18168,3996052,26132,5755495,69.52
1032021,500136,25477,2703110,36050,3828249,70.67
1032021,500142,100,172,100,172,100.0
1032021,500143,72,1998,72,1998,100.0
