DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
19022021,500002,9723,14808129,32459,50997452,29.95
19022021,500003,9381,2661390,15186,4312991,61.77
19022021,500008,33070,29032153,96907,85532947,34.13
19022021,500009,40969,774315,47379,904537,86.47
19022021,500010,9438,25817178,145109,395953860,6.5
19022021,500012,167730,8336181,201763,9886495,83.13
19022021,500013,37878,265146,51747,364641,73.2
19022021,500014,3029,5150,3029,4991,100.0
19022021,500020,231274,17634643,942144,72402997,24.55
19022021,500023,5012,356103,5495,395436,91.21
19022021,500027,1012,6660327,2302,15123802,43.96
19022021,500028,4064,19702,4064,19702,100.0
19022021,500029,2774,76297,2774,76297,100.0
19022021,500031,18040,18076080,37248,37195464,48.43
19022021,500032,442015,2886358,841848,5561240,52.51
19022021,500033,1376,1841983,2513,3388610,54.76
19022021,500034,17472,96079402,127037,702860149,13.75
19022021,500038,48477,8168375,111151,19005110,43.61
19022021,500039,6484,985893,19692,3061248,32.93
19022021,500040,38808,18790834,218762,107449011,17.74
19022021,500041,454,722905,2551,4113098,17.8
19022021,500042,2586,5253072,5556,11451847,46.54
19022021,500043,7131,10690439,36382,55077437,19.6
19022021,500048,6934,6764117,33271,33379014,20.84
19022021,500049,215940,29195088,1710667,239397353,12.62
19022021,500052,118945,17211342,953356,138758518,12.48
19022021,500055,158846,6870090,382356,16714190,41.54
19022021,500060,8261,516726,11325,715102,72.94
19022021,500067,2239,1820196,5846,4845892,38.3
19022021,500068,300,1244430,354,1480786,84.75
19022021,500069,740,79883,4933,535202,15.0
19022021,500074,5029,108627,6625,145053,75.91
19022021,500078,1755,1077921,2737,1689361,64.12
19022021,500083,21306,96091,23771,106500,89.63
19022021,500084,5819,3558901,13239,8139830,43.95
19022021,500085,40303,9467175,86410,20096154,46.64
19022021,500086,124805,25503902,367757,76119185,33.94
19022021,500087,25640,20699172,119859,97328354,21.39
19022021,500089,157,62643,175,70252,89.71
19022021,500092,508,994614,1076,2103799,47.21
19022021,500093,753034,39270724,1552861,80854116,48.49
19022021,500096,8870897,4552987886,12793880,6532402724,69.34
19022021,500097,7425,1072170,14174,2083571,52.38
19022021,500101,69517,4845335,174670,12307489,39.8
19022021,500102,972363,1252037,972363,1252037,100.0
19022021,500103,2151343,86914258,7265365,301663048,29.61
19022021,500104,117221,28596063,553006,135920643,21.2
19022021,500106,311932,2807388,776635,7112595,40.16
19022021,500108,41083,499159,63115,775878,65.09
19022021,500109,124156,4668266,198005,7583259,62.7
19022021,500110,27889,2695472,76342,7492454,36.53
19022021,500111,141477,1373742,290934,2862615,48.63
19022021,500112,540264,215754429,2522526,1021640505,21.42
19022021,500113,1277993,83389044,3464419,230697101,36.89
19022021,500114,25119,35807135,116283,166263721,21.6
19022021,500116,533060,16764737,2343095,75083096,22.75
19022021,500117,367672,8971197,930633,23008447,39.51
19022021,500119,32710,5516542,55769,9492109,58.65
19022021,500120,10290,3095747,12853,3883009,80.06
19022021,500123,955,2741710,1246,3598119,76.65
19022021,500124,11666,54656960,79429,366762173,14.69
19022021,500125,5770,1837745,15387,4969537,37.5
19022021,500126,519,3707036,890,6323352,58.31
19022021,500128,73812,1612793,90129,1975431,81.9
19022021,500133,1183,2314008,2918,5744231,40.54
19022021,500135,22741,5030310,43413,9546119,52.38
19022021,500136,35578,3564916,54300,5456387,65.52
19022021,500143,350,8400,350,8415,100.0
19022021,500144,10863,4081773,24634,9415957,44.1
19022021,500147,567,465394,1045,867711,54.26
19022021,500148,3070,1132830,5386,1986415,57.0
19022021,500150,270,335138,270,335347,100.0
19022021,500151,396,18474,645,30557,61.4
19022021,500153,152666,9846957,184183,12020993,82.89
19022021,500159,1672,88031,2610,137222,64.06
19022021,500160,16345,113598,22338,155302,73.17
19022021,500163,2751,2515928,11177,10292843,24.61
19022021,500164,12495,5600884,35318,15818235,35.38
19022021,500165,8037,4516794,20053,11406435,40.08
19022021,500166,5080,1137920,6729,1520835,75.49
19022021,500168,2755,2620281,4153,3966609,66.34
19022021,500170,2200,23980,12800,141587,17.19
19022021,500171,8116,1779839,12763,2782255,63.59
19022021,500173,5209,484437,6567,611759,79.32
19022021,500174,501,1333,591,1542,84.77
19022021,500179,269584,2606878,332866,3233873,80.99
19022021,500180,43347,66702364,205584,318221192,21.08
19022021,500182,9472,32094925,31898,109348660,29.69
19022021,500183,813957,23848941,1517751,45169447,53.63
19022021,500184,142560,6479352,265492,12237188,53.7
19022021,500185,172026,1420935,277001,2330706,62.1
19022021,500186,30440,2724380,84817,7647557,35.89
19022021,500187,25701,4712279,46308,8698595,55.5
19022021,500188,8291,2493104,32856,9948461,25.23
19022021,500189,337,166984,446,222332,75.56
19022021,500191,4465,105305,4465,105305,100.0
19022021,500192,9801,19358,9801,19358,100.0
19022021,500193,54459,304426,77281,438016,70.47
19022021,500199,1846,795257,2920,1283038,63.22
19022021,500201,11514,5349405,54504,25808516,21.12
19022021,500202,51,572,51,571,100.0
19022021,500206,3100,26350,3200,27125,96.88
19022021,500207,25421,861772,29460,1030584,86.29
19022021,500209,34167,44121556,118996,153258259,28.71
19022021,500210,3349,2489312,5710,4295524,58.65
19022021,500211,11352,92746,17584,144790,64.56
19022021,500212,790,22132,790,22132,100.0
19022021,500213,1502,84112,1571,87933,95.61
19022021,500214,13447,16085302,33068,39432874,40.66
19022021,500215,654,555410,1004,863216,65.14
19022021,500219,116441,2258956,154413,3050435,75.41
19022021,500220,11327,644507,12447,716506,91.0
19022021,500223,1283644,1168117,1608897,1486304,79.78
19022021,500227,6177,2953533,45300,22054656,13.64
19022021,500228,34608,13671891,203745,81389309,16.99
19022021,500231,4064,239573,5581,327848,72.82
19022021,500233,3333,3229178,9470,9292670,35.2
19022021,500234,1407,238065,1984,339502,70.92
19022021,500235,22685,7030082,45313,14213471,50.06
19022021,500236,200,238,200,238,100.0
19022021,500238,1389,3369228,2533,6106561,54.84
19022021,500239,7380,203319,7641,214798,96.58
19022021,500240,15788,698246,15788,698246,100.0
19022021,500241,3164,493426,6860,1078642,46.12
19022021,500243,605,886961,858,1274622,70.51
19022021,500245,10213,1541653,19125,2934441,53.4
19022021,500246,482,16322,482,16322,100.0
19022021,500247,7968,15436407,49189,95726625,16.2
19022021,500248,50,180,50,180,100.0
19022021,500249,951,644683,1772,1203520,53.67
19022021,500250,2868,877322,4441,1384386,64.58
