Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-14,673.6,676.1,666.9,670.75,670.141854404842,47584.0,1761.0,31888030.0,15604.0,32.79,9.200000000000044,-2.8500000000000227,1620930600.0
2021-05-12,671.55,673.05,665.15,668.75,668.4264127254587,178414.0,8436.0,119256630.0,76532.0,42.9,7.899999999999977,-2.7999999999999545,1620757800.0
2021-05-10,670.3,685.8,670.3,680.0,681.7843884136374,297971.0,8964.0,203151976.0,179041.0,60.09,15.5,9.700000000000044,1620585000.0
2021-05-07,672.5,680.2,671.5,673.25,674.5432192336166,56734.0,1533.0,38269535.0,14071.0,24.8,8.700000000000045,0.75,1620345600.0
2021-05-06,672.8,680.0,668.85,671.6,673.1618284540317,48675.0,1853.0,32766152.0,17886.0,36.75,11.149999999999975,-1.1999999999999318,1620259200.0
2021-05-05,670.3,675.7,667.0,674.05,671.3849371449023,89412.0,4142.0,60029870.0,47181.0,52.77,8.700000000000045,3.75,1620153000.0
2021-05-04,675.5,680.95,665.6,667.95,672.0291499629752,195815.0,7254.0,131593388.0,71550.0,36.54,15.350000000000026,-7.549999999999954,1620086400.0
2021-05-03,659.5,674.45,657.0,672.0,666.304156272462,236510.0,9566.0,157587596.0,99400.0,42.03,17.45,12.5,1620000000.0
2021-04-30,677.0,677.95,661.0,665.2,672.6111011333668,105791.0,3339.0,71156201.0,73712.0,69.68,16.95,-11.8,1619740800.0
2021-04-29,675.25,681.25,672.2,674.55,675.5231860290271,227443.0,6459.0,153643020.0,109759.0,48.26,9.05,-0.7,1619654400.0
2021-04-28,683.0,683.05,671.0,672.9,676.0873992890995,168800.0,4570.0,114123553.0,79388.0,47.03,12.05,-10.1,1619568000.0
2021-04-27,710.0,719.0,677.1,678.6,689.7061782289064,496631.0,21458.0,342529469.0,176774.0,35.59,41.9,-31.4,1619481600.0
