Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-02-16,143.5,144.7,141.05,142.05,142.5504256006896,18562.0,299.0,2646021.0,9599.0,51.71,3.65,-1.45,1613433600.0
2021-02-15,145.0,147.75,143.25,143.8,145.16228365436814,46049.0,652.0,6684578.0,21042.0,45.69,4.5,-1.2,1613347200.0
2021-02-12,142.5,145.1,141.9,142.5,143.1322657714873,132264.0,2035.0,18931246.0,28206.0,21.33,3.2,0.0,1613088000.0
2021-02-11,138.0,138.55,137.2,137.85,137.7726665857507,8239.0,210.0,1135109.0,5975.0,72.52,1.35,-0.15,1613001600.0
2021-02-10,135.0,138.0,135.0,137.05,136.41154572730304,17998.0,282.0,2455135.0,6214.0,34.53,3.0,2.05,1612915200.0
2021-02-09,138.0,138.7,134.55,134.8,135.50734382139825,30638.0,3271.0,4151674.0,19170.0,62.57,4.15,-3.2,1612828800.0
2021-02-08,138.3,140.45,137.55,137.8,139.05761471333395,10657.0,251.0,1481937.0,6792.0,63.73,2.9,-0.5,1612742400.0
2021-02-05,138.6,141.5,138.05,138.4,138.99236705962173,47164.0,1010.0,6555436.0,26711.0,56.63,3.45,-0.2,1612483200.0
2021-02-04,138.25,141.55,137.4,140.4,140.03568122917437,21608.0,302.0,3025891.0,10331.0,47.81,4.15,2.15,1612396800.0
2021-02-03,140.0,140.0,136.95,137.65,138.21291087663818,32887.0,565.0,4545408.0,18577.0,56.49,3.05,-2.35,1612310400.0
2021-02-02,138.05,144.55,137.45,138.65,141.16452465906858,86601.0,1417.0,12224989.0,31152.0,35.97,7.1,0.6,1612224000.0
2021-02-01,131.0,143.7,131.0,138.75,138.78210633551265,155094.0,2654.0,21524272.0,43334.0,27.94,12.7,7.75,1612137600.0
2021-01-29,134.0,135.25,131.3,132.1,133.06304138594805,8312.0,304.0,1106020.0,4456.0,53.61,3.95,-1.9,1611878400.0
2021-01-28,132.0,134.0,130.9,133.15,132.82420150610233,26957.0,646.0,3580542.0,17230.0,63.92,3.1,1.15,1611792000.0
2021-01-27,133.5,133.85,131.45,132.75,132.98011383849166,28110.0,928.0,3738071.0,15130.0,53.82,2.4,-0.75,1611705600.0
2021-01-25,139.95,139.95,133.45,133.85,134.83300632221494,13761.0,377.0,1855437.0,6285.0,45.67,6.5,-6.1,1611532800.0
2021-01-22,138.15,139.25,135.65,136.35,137.06881335197485,22888.0,477.0,3137231.0,10610.0,46.36,3.6,-1.8,1611273600.0
2021-01-21,139.75,142.45,137.55,138.3,139.8135773138553,19783.0,469.0,2765932.0,11029.0,55.75,4.9,-1.45,1611187200.0
2021-01-20,143.95,144.0,137.9,140.6,141.60385031744642,102537.0,2400.0,14519634.0,27571.0,26.89,6.1,-3.35,1611100800.0
2021-01-19,138.55,141.75,138.55,140.15,140.23058252427185,13596.0,248.0,1906575.0,7954.0,58.5,3.2,1.6,1611014400.0
2021-01-18,141.3,142.0,136.85,138.6,139.11107395641753,53829.0,1366.0,7488210.0,31400.0,58.33,5.15,-2.7,1610928000.0
2021-01-15,145.0,145.0,141.5,142.1,142.9319381255687,27475.0,622.0,3927055.0,12076.0,43.95,3.5,-2.9,1610668800.0
2021-01-14,145.85,146.65,144.0,144.3,145.28499342596209,28141.0,371.0,4088465.0,11391.0,40.48,2.65,-1.55,1610582400.0
2021-01-13,149.0,149.85,142.9,144.6,146.35983285398692,95964.0,2102.0,14045275.0,52658.0,54.87,6.95,-4.4,1610496000.0
2021-01-12,147.9,149.6,147.0,148.2,148.35935866155455,34428.0,1029.0,5107716.0,19004.0,55.2,2.6,0.3,1610409600.0
2021-01-11,146.0,151.65,142.3,146.75,148.8273572742327,327306.0,6012.0,48712087.0,112406.0,34.34,9.35,0.75,1610323200.0
2021-01-08,142.0,147.0,141.6,144.7,145.03822359492725,106845.0,1673.0,15496609.0,37063.0,34.69,5.4,2.7,1610064000.0
2021-01-07,140.3,143.0,140.3,141.25,141.71135760294692,48593.0,858.0,6886180.0,31619.0,65.07,2.7,0.95,1609977600.0
2021-01-06,142.75,142.75,138.9,140.2,141.1608820330268,20226.0,341.0,2855120.0,9741.0,48.16,3.85,-2.55,1609891200.0
2021-01-05,142.95,142.95,140.5,141.35,141.51012356706863,13434.0,285.0,1901047.0,6905.0,51.4,2.45,-1.6,1609804800.0
2021-01-04,142.45,142.85,140.2,141.8,141.7156728634539,44593.0,932.0,6319527.0,24140.0,54.13,2.65,-0.65,1609718400.0
2021-01-01,141.3,141.75,139.75,140.2,140.57653061224488,17444.0,286.0,2452217.0,8056.0,46.18,2.0,-1.1,1609459200.0
2020-12-31,139.0,140.55,138.65,139.0,139.31726375736707,15101.0,299.0,2103830.0,7768.0,51.44,1.9,0.0,1609372800.0
2020-12-30,140.4,140.4,138.7,139.3,139.37799088492213,21064.0,560.0,2935858.0,11804.0,56.04,1.7,-1.1,1609286400.0
2020-12-29,141.5,142.5,140.0,140.3,140.86260446140685,15197.0,282.0,2140689.0,7171.0,47.19,2.5,-1.2,1609200000.0
2020-12-28,141.0,142.9,140.85,141.25,141.84497805318875,19365.0,513.0,2746828.0,7567.0,39.08,2.05,0.25,1609113600.0
2020-12-24,141.5,146.15,140.0,140.85,143.237988375696,106501.0,1968.0,15254989.0,47015.0,44.15,6.15,-0.65,1608768000.0
2020-12-23,137.1,144.9,136.95,141.3,141.1889930107603,70537.0,1575.0,9959048.0,26659.0,37.79,7.95,4.2,1608681600.0
2020-12-22,130.6,138.75,127.3,137.2,133.3877249679612,35894.0,765.0,4787819.0,12270.0,34.18,11.45,6.6,1608595200.0
2020-12-21,142.0,142.65,129.9,133.05,137.14612513310163,85461.0,1720.0,11720645.0,48977.0,57.31,12.75,-8.95,1608508800.0
2020-12-18,147.6,147.6,141.6,142.85,143.72688579706002,27959.0,542.0,4018460.0,11700.0,41.85,6.0,-4.75,1608249600.0
2020-12-17,142.5,148.0,141.4,145.25,146.04104011474575,64839.0,1363.0,9469155.0,28891.0,44.56,6.6,2.75,1608163200.0
2020-12-16,142.0,142.5,140.8,141.25,141.77352538539373,16801.0,323.0,2381937.0,10377.0,61.76,1.7,-0.75,1608076800.0
2020-12-15,142.05,142.3,139.5,140.8,140.78251698511195,40771.0,912.0,5739844.0,21180.0,51.95,2.8,-1.25,1607990400.0
2020-12-14,140.6,144.5,140.6,142.75,142.79213401733182,34503.0,736.0,4926757.0,19920.0,57.73,3.9,2.15,1607904000.0
2020-12-11,146.95,146.95,140.95,142.3,143.89020963539448,58721.0,1209.0,8449377.0,23541.0,40.09,6.0,-4.65,1607644800.0
2020-12-10,145.0,148.0,140.15,144.8,143.71115494192415,31941.0,453.0,4590278.0,12126.0,37.96,7.85,-0.2,1607558400.0
2020-12-09,144.0,148.3,141.45,144.95,146.15639206502271,58072.0,849.0,8487594.0,24620.0,42.4,6.85,0.95,1607472000.0
2020-12-08,142.0,144.0,139.5,142.55,141.8118188865077,21931.0,493.0,3110075.0,12202.0,55.64,4.5,0.55,1607385600.0
2020-12-07,140.95,142.6,139.45,141.45,141.07638025471286,29759.0,457.0,4198292.0,13460.0,45.23,3.15,0.5,1607299200.0
2020-12-04,140.5,142.0,137.75,139.4,140.0434249312521,50547.0,1169.0,7078775.0,29041.0,57.45,4.25,-1.1,1607040000.0
2020-12-03,141.0,141.8,139.1,140.8,140.77358418852145,26310.0,672.0,3703753.0,14288.0,54.31,2.7,-0.2,1606953600.0
2020-12-02,141.95,142.0,138.5,139.6,140.12940388743377,50779.0,1350.0,7115631.0,29687.0,58.46,3.5,-2.35,1606867200.0
2020-12-01,141.05,141.65,139.4,140.1,140.32477369296137,43304.0,1068.0,6076624.0,27087.0,62.55,2.25,-0.95,1606780800.0
2020-11-27,136.25,143.6,136.25,141.05,141.18957719140832,109222.0,2846.0,15421008.0,63526.0,58.16,7.35,4.8,1606435200.0
2020-11-26,139.95,140.55,137.5,138.0,138.56244330208648,26456.0,1305.0,3665808.0,14718.0,55.63,3.05,-1.95,1606348800.0
2020-11-25,138.4,141.5,137.5,139.15,139.42683626948835,177670.0,2989.0,24771966.0,102090.0,57.46,4.0,0.75,1606262400.0
2020-11-24,131.2,140.25,129.7,137.05,136.89159863481228,183125.0,4529.0,25068274.0,50602.0,27.63,10.55,5.85,1606176000.0
2020-11-23,126.0,131.5,125.5,130.45,128.85052177340722,48201.0,1228.0,6210724.0,33976.0,70.49,6.0,4.45,1606089600.0
2020-11-20,127.0,127.0,125.1,125.8,126.00488083345226,70070.0,1758.0,8829162.0,60181.0,85.89,1.9,-1.2,1605830400.0
2020-11-19,124.4,127.75,124.0,125.25,125.91982837021663,42883.0,986.0,5399820.0,26544.0,61.9,3.75,0.85,1605744000.0
2020-11-18,126.1,126.9,124.5,125.5,125.5672689792895,31047.0,821.0,3898487.0,17983.0,57.92,2.4,-0.6,1605657600.0
2020-11-17,128.0,128.1,124.4,126.1,125.82642023828492,56487.0,1868.0,7107557.0,33320.0,58.99,3.7,-1.9,1605571200.0
2020-11-14,128.8,129.1,126.1,127.15,127.34808097849009,23710.0,752.0,3019423.0,16312.0,68.8,3.0,-1.65,1605312000.0
2020-11-13,125.1,128.5,124.15,127.05,126.15780998389694,26082.0,1146.0,3290448.0,19250.0,73.81,4.35,1.95,1605225600.0
2020-11-12,122.45,125.1,122.45,124.7,124.53043935115255,15227.0,715.0,1896225.0,10243.0,67.27,2.65,2.25,1605139200.0
2020-11-11,123.55,126.65,123.0,123.7,124.28821297284478,16866.0,643.0,2096245.0,9156.0,54.29,3.65,0.15,1605052800.0
2020-11-10,121.7,123.0,121.25,122.7,122.12559507140855,7142.0,371.0,872221.0,5224.0,73.14,1.75,1.0,1604966400.0
2020-11-09,120.15,122.35,120.15,121.65,121.82210958242821,8286.0,269.0,1009418.0,5219.0,62.99,2.2,1.5,1604880000.0
2020-11-06,123.75,123.75,120.0,121.25,121.78390775575474,23763.0,1022.0,2893951.0,18866.0,79.39,3.75,-2.5,1604620800.0
2020-11-05,120.2,123.25,120.2,121.25,121.75351089588376,8260.0,514.0,1005684.0,6273.0,75.94,3.05,1.05,1604534400.0
2020-11-04,122.25,122.85,120.5,121.65,121.36238037471355,14838.0,442.0,1800775.0,8981.0,60.53,2.35,-0.6,1604448000.0
2020-11-03,123.0,123.0,121.0,122.5,122.43308864734699,180231.0,701.0,22066238.0,172431.0,95.67,2.0,-0.5,1604361600.0
2020-11-02,120.0,123.4,118.05,122.05,121.04561244034672,30803.0,1047.0,3728568.0,21513.0,69.84,5.35,2.05,1604275200.0
2020-10-30,118.8,119.5,117.1,117.95,118.32222934016657,3122.0,169.0,369402.0,1754.0,56.18,2.4,-0.85,1604016000.0
2020-10-29,118.1,118.8,116.0,118.0,117.84124386252044,2444.0,134.0,288004.0,1251.0,51.19,2.8,-0.1,1603929600.0
2020-10-28,121.5,122.0,118.45,118.7,119.6627725856698,3852.0,173.0,460941.0,2618.0,67.96,3.55,-2.8,1603843200.0
2020-10-27,118.35,121.5,118.05,120.2,119.9449987370548,15836.0,639.0,1899449.0,9399.0,59.35,3.45,1.85,1603756800.0
2020-10-26,122.0,122.45,119.55,119.9,120.85675049351984,11651.0,525.0,1408102.0,7503.0,64.4,2.9,-2.1,1603670400.0
2020-10-23,121.0,122.6,121.0,121.6,121.88529784537388,6312.0,190.0,769340.0,4066.0,64.42,1.6,0.6,1603411200.0
2020-10-22,121.7,122.1,120.2,120.75,120.9373410404624,8650.0,285.0,1046108.0,4457.0,51.53,1.9,-0.95,1603324800.0
2020-10-21,123.45,124.05,121.3,121.95,122.46465144972241,8105.0,243.0,992576.0,3891.0,48.01,2.75,-1.5,1603238400.0
2020-10-20,126.6,127.6,122.95,123.3,125.05340296495956,29680.0,931.0,3711585.0,17743.0,59.78,4.65,-3.3,1603152000.0
2020-10-19,118.25,127.6,118.25,126.1,123.66951310861424,13350.0,395.0,1650988.0,9149.0,68.53,9.35,7.85,1603065600.0
2020-10-16,121.95,121.95,118.8,119.0,119.44183773216032,9207.0,471.0,1099701.0,6724.0,73.03,3.15,-2.95,1602806400.0
2020-10-15,122.15,123.5,119.0,119.6,121.34861792818391,15484.0,712.0,1878962.0,7968.0,51.46,4.5,-2.55,1602720000.0
2020-10-14,123.7,123.7,121.15,121.65,121.66016241822693,8866.0,355.0,1078639.0,6005.0,67.73,2.55,-2.05,1602633600.0
2020-10-13,122.4,123.65,121.05,121.8,121.89928698752227,8976.0,539.0,1094168.0,6565.0,73.14,2.6,-0.6,1602547200.0
2020-10-12,123.35,124.8,122.0,122.4,122.77303871188765,5838.0,224.0,716749.0,3260.0,55.84,2.8,-0.95,1602460800.0
2020-10-09,122.35,123.25,121.1,121.65,122.18493909191584,9030.0,319.0,1103330.0,5981.0,66.23,2.15,-0.7,1602201600.0
2020-10-08,125.25,126.15,121.55,122.05,123.13366025399219,7953.0,438.0,979282.0,3887.0,48.87,4.6,-3.2,1602115200.0
2020-10-07,125.45,125.45,123.6,124.05,124.24579941105145,5773.0,214.0,717271.0,3451.0,59.78,1.85,-1.4,1602028800.0
2020-10-06,128.0,129.0,125.0,125.6,126.89240859614848,28664.0,621.0,3637244.0,8301.0,28.96,4.0,-2.4,1601942400.0
2020-10-05,124.0,129.65,122.05,126.7,126.23631366801024,27290.0,1135.0,3444989.0,9910.0,36.31,7.6,2.7,1601856000.0
2020-10-01,123.35,123.35,121.2,121.9,121.94280660377358,13568.0,463.0,1654520.0,7357.0,54.22,2.15,-1.45,1601510400.0
2020-09-30,122.05,124.45,120.35,121.05,121.57083545779007,13729.0,651.0,1669046.0,7780.0,56.67,4.1,-1.0,1601424000.0
2020-09-29,125.8,126.5,121.8,122.9,124.01413468839435,17121.0,637.0,2123246.0,9438.0,55.13,4.7,-2.9,1601337600.0
2020-09-28,125.0,127.15,125.0,125.5,125.95810979971388,22368.0,602.0,2817431.0,8781.0,39.26,2.15,0.5,1601251200.0
2020-09-25,120.0,124.65,120.0,124.25,122.91343564046352,15965.0,315.0,1962313.0,8039.0,50.35,4.65,4.25,1600992000.0
2020-09-24,120.05,123.7,118.2,121.15,120.79248585046172,26856.0,942.0,3244003.0,12652.0,47.11,5.5,1.1,1600905600.0
2020-09-23,128.8,128.8,120.75,122.05,123.3697723663314,7556.0,259.0,932182.0,3064.0,40.55,8.05,-6.75,1600819200.0
2020-09-22,126.0,126.0,119.5,122.35,120.97054565423592,40062.0,1241.0,4846322.0,20571.0,51.35,6.5,-3.65,1600732800.0
2020-09-21,129.6,129.6,124.0,125.05,126.99462835406601,38908.0,1378.0,4941107.0,22565.0,58.0,5.6,-4.55,1600646400.0
2020-09-18,134.45,134.45,128.2,129.15,130.882777212855,42287.0,2122.0,5534640.0,29323.0,69.34,6.25,-5.3,1600387200.0
2020-09-17,134.0,134.9,132.65,133.1,133.57936969415047,17198.0,638.0,2297298.0,9889.0,57.5,2.25,-0.9,1600300800.0
2020-09-16,134.65,135.3,133.35,133.9,134.28443915501342,6722.0,301.0,902660.0,3967.0,59.02,1.95,-0.75,1600214400.0
2020-09-15,134.0,135.05,133.25,133.55,133.99947772287172,24891.0,806.0,3335381.0,13143.0,52.8,1.8,-0.45,1600128000.0
2020-09-14,135.1,137.0,133.55,134.15,134.74981837994915,33036.0,1436.0,4451595.0,20968.0,63.47,3.45,-0.95,1600041600.0
2020-09-11,137.0,137.55,133.25,134.65,134.83738648823413,35569.0,1132.0,4796031.0,15149.0,42.59,4.3,-2.35,1599782400.0
2020-09-10,135.0,138.7,134.4,136.55,136.42864956849397,16454.0,674.0,2244797.0,8153.0,49.55,4.3,1.55,1599696000.0
2020-09-09,136.65,138.1,132.5,133.65,134.06618981761605,46276.0,1512.0,6204047.0,26598.0,57.48,5.6,-3.0,1599609600.0
2020-09-08,142.15,142.15,138.6,138.85,139.76831411137024,31301.0,856.0,4374888.0,19080.0,60.96,3.55,-3.3,1599523200.0
2020-09-07,145.0,145.75,142.0,144.9,143.92446018190654,28806.0,908.0,4145888.0,11827.0,41.06,3.75,-0.1,1599436800.0
2020-09-04,145.0,147.5,143.1,144.3,144.18497252577637,32394.0,1185.0,4670728.0,25825.0,79.72,4.4,-0.7,1599177600.0
2020-09-03,146.55,150.0,146.55,147.45,147.823522028367,7967.0,203.0,1177710.0,3603.0,45.22,3.45,0.9,1599091200.0
2020-09-02,144.15,150.55,144.15,147.95,147.76352692155046,15118.0,580.0,2233889.0,8011.0,52.99,6.4,3.8,1599004800.0
2020-09-01,147.3,150.0,143.55,146.9,146.2637696095271,34932.0,994.0,5109286.0,16901.0,48.38,6.45,-0.4,1598918400.0
2020-08-31,152.15,156.0,145.1,146.9,148.93021161638902,35536.0,667.0,5292384.0,14259.0,40.13,10.9,-5.25,1598832000.0
2020-08-28,159.25,161.8,151.05,154.45,157.38348682073325,132367.0,1946.0,20832380.0,69291.0,52.35,10.75,-4.8,1598572800.0
2020-08-27,155.9,160.8,154.1,157.45,158.55314180289042,120329.0,2053.0,19078541.0,57428.0,47.73,6.7,1.55,1598486400.0
2020-08-26,152.9,155.0,150.2,153.25,153.28376260142613,65072.0,1302.0,9974481.0,21610.0,33.21,4.8,0.35,1598400000.0
2020-08-25,152.5,153.65,148.25,149.5,150.27498041989844,39581.0,797.0,5948034.0,19526.0,49.33,5.4,-3.0,1598313600.0
2020-08-24,145.0,155.65,144.2,151.8,152.0246281261919,330354.0,5186.0,50221944.0,112997.0,34.2,11.45,6.8,1598227200.0
2020-08-21,146.1,146.95,145.0,145.55,145.6903378132946,22024.0,623.0,3208684.0,11466.0,52.06,1.95,-0.55,1597968000.0
2020-08-20,143.9,148.1,142.9,143.3,145.07747412156598,27919.0,566.0,4050418.0,14470.0,51.83,5.2,-0.6,1597881600.0
2020-08-19,141.65,147.65,141.25,145.55,144.53184571530375,44904.0,794.0,6490058.0,25759.0,57.36,6.4,3.9,1597795200.0
2020-08-18,142.4,142.5,140.65,140.8,141.20272133309356,16683.0,442.0,2355685.0,9573.0,57.38,1.85,-1.6,1597708800.0
2020-08-17,143.15,144.0,140.4,140.9,141.02175086742957,264863.0,1121.0,37351444.0,253355.0,95.66,3.6,-2.25,1597622400.0
2020-08-14,141.5,145.8,140.0,141.95,143.50766961055754,49481.0,1240.0,7100903.0,23525.0,47.54,5.8,0.45,1597363200.0
2020-08-13,146.0,146.0,141.7,141.95,142.00152294320125,242294.0,398.0,34406117.0,236507.0,97.61,4.3,-4.05,1597276800.0
2020-08-12,147.0,147.0,142.15,142.9,143.5205420557533,58149.0,1372.0,8345576.0,34016.0,58.5,4.85,-4.1,1597190400.0
2020-08-11,152.45,152.45,146.0,147.6,148.76198159435882,33468.0,780.0,4978766.0,12585.0,37.6,6.45,-4.85,1597104000.0
2020-08-10,140.4,151.65,140.4,149.45,147.12249140391492,88994.0,1919.0,13093019.0,40878.0,45.93,11.25,9.05,1597017600.0
2020-08-07,140.05,142.55,140.05,140.9,140.9595093364394,137365.0,1171.0,19362903.0,123678.0,90.04,2.5,0.85,1596758400.0
2020-08-06,144.9,144.9,140.5,140.9,141.3655703289013,21435.0,525.0,3030171.0,14235.0,66.41,4.4,-4.0,1596672000.0
2020-08-05,144.9,146.2,142.75,143.15,144.1392468284887,10011.0,321.0,1442978.0,3958.0,39.54,3.45,-1.75,1596585600.0
2020-08-04,144.2,144.9,142.05,142.45,143.11064166886715,15148.0,806.0,2167840.0,9688.0,63.96,2.85,-1.75,1596499200.0
