Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-14,555.0,562.65,550.35,560.0,557.4822890999985,70211.0,1743.0,39141389.0,8504.0,12.11,12.299999999999955,5.0,1620930600.0
2021-05-12,572.25,575.0,554.1,555.55,562.2600520061033,46533.0,1407.0,26163647.0,11313.0,24.31,20.899999999999977,-16.700000000000045,1620757800.0
2021-05-10,564.0,564.3,552.4,556.1,555.9512289798012,72133.0,2128.0,40102430.0,8367.0,11.6,11.899999999999974,-7.899999999999977,1620585000.0
2021-05-07,564.0,577.0,558.65,561.55,566.4254702396289,108668.0,2534.0,61552323.0,19880.0,18.29,18.350000000000023,-2.450000000000045,1620345600.0
2021-05-06,561.2,570.0,554.4,564.15,562.5113069179935,143452.0,3474.0,80693372.0,19860.0,13.84,15.600000000000026,2.949999999999932,1620259200.0
2021-05-05,555.2,574.6,551.65,559.2,562.978891583213,244547.0,5492.0,137674799.0,22287.0,9.11,22.950000000000053,4.0,1620153000.0
2021-05-04,558.4,565.35,540.95,553.6,554.9370162644309,192383.0,4526.0,106760448.0,20884.0,10.86,24.399999999999977,-4.7999999999999545,1620086400.0
2021-05-03,517.2,554.5,517.2,550.95,539.5029438330046,358716.0,9268.0,193528338.0,96965.0,27.03,37.3,33.75,1620000000.0
2021-04-30,522.0,534.55,517.45,522.05,527.6718622895024,106949.0,2954.0,56433978.0,34708.0,32.45,17.1,0.05,1619740800.0
2021-04-29,523.0,532.45,521.85,524.7,526.37107814929,116431.0,3178.0,61285911.0,34204.0,29.38,10.6,1.7,1619654400.0
2021-04-28,529.5,537.9,518.45,521.05,527.8165116074312,136292.0,3499.0,71937168.0,19119.0,14.03,19.45,-8.45,1619568000.0
2021-04-27,547.95,547.95,520.5,526.3,529.5771235338632,211440.0,5814.0,111973787.0,28216.0,13.34,27.45,-21.65,1619481600.0
2021-04-26,518.45,547.0,506.5,543.75,531.6761331561871,350746.0,8057.0,186483277.0,75870.0,21.63,40.5,25.3,1619395200.0
2021-04-23,494.8,525.6,492.0,512.35,515.21744855637,598422.0,11880.0,308317456.0,88309.0,14.76,33.6,17.55,1619136000.0
2021-04-22,475.0,493.9,473.2,492.6,484.45697676903677,233955.0,5535.0,113341132.0,70164.0,29.99,20.7,17.6,1619049600.0
2021-04-20,462.35,503.95,462.35,478.3,491.252355106949,1507681.0,39997.0,740651842.0,497512.0,33.0,41.6,15.95,1618876800.0
2021-04-19,441.05,454.25,438.55,452.25,445.1573806438752,130429.0,3288.0,58061432.0,40172.0,30.8,15.7,11.2,1618790400.0
2021-04-16,456.0,464.7,446.6,451.8,456.2604135634802,114130.0,3459.0,52073001.0,30120.0,26.39,18.1,-4.2,1618531200.0
2021-04-15,430.1,462.7,430.1,456.4,450.98384306080175,82070.0,3067.0,37012244.0,17535.0,21.37,32.6,26.3,1618444800.0
2021-04-13,443.7,460.3,443.7,459.05,454.16670413817735,75613.0,1834.0,34340907.0,15194.0,20.09,16.6,15.35,1618272000.0
2021-04-12,444.0,447.65,431.5,443.6,438.71926046351234,142089.0,4499.0,62337181.0,46222.0,32.53,16.15,-0.4,1618185600.0
2021-04-09,455.9,460.95,450.5,455.6,455.44677534051766,73124.0,1730.0,33304090.0,21343.0,29.19,10.45,-0.3,1617926400.0
2021-04-08,456.0,459.9,452.25,454.7,455.7364517841496,312698.0,3086.0,142507877.0,55843.0,17.86,7.65,-1.3,1617840000.0
2021-04-07,449.95,457.25,448.45,455.9,454.0386342003949,140782.0,3723.0,63920467.0,55246.0,39.24,8.8,5.95,1617753600.0
2021-04-06,440.0,451.4,437.5,448.85,446.58784769291486,116554.0,3473.0,52051600.0,60984.0,52.32,13.9,8.85,1617667200.0
2021-04-05,445.65,446.85,433.75,437.05,439.9374978506826,58158.0,1583.0,25585885.0,7601.0,13.07,13.1,-8.6,1617580800.0
2021-04-01,446.95,449.2,437.75,444.25,441.71350208445534,50133.0,1282.0,22144423.0,13638.0,27.2,11.45,-2.7,1617235200.0
2021-03-31,433.3,448.65,433.0,445.25,443.3613953514057,181087.0,5016.0,80286985.0,77309.0,42.69,15.65,11.95,1617148800.0
2021-03-30,439.0,440.9,430.45,432.1,435.91835488979797,60616.0,1836.0,26423627.0,21403.0,35.31,10.45,-6.9,1617062400.0
2021-03-26,436.05,439.4,429.65,430.45,432.6046830677189,96945.0,1952.0,41938861.0,41605.0,42.92,9.75,-5.6,1616716800.0
2021-03-25,432.95,438.95,426.0,429.7,431.709557252952,58521.0,1536.0,25264075.0,12781.0,21.84,12.95,-3.25,1616630400.0
2021-03-24,433.6,437.5,428.4,429.75,432.42970221491066,41943.0,1131.0,18137399.0,11274.0,26.88,9.1,-3.85,1616544000.0
2021-03-23,438.55,443.3,434.0,435.7,439.552411172562,100532.0,3135.0,44189083.0,41487.0,41.27,9.3,-2.85,1616457600.0
2021-03-22,411.0,439.1,411.0,437.8,433.1394861813456,162353.0,3986.0,70321495.0,58616.0,36.1,28.1,26.8,1616371200.0
2021-03-19,418.25,432.4,418.25,430.05,426.5025552532024,165737.0,4724.0,70687254.0,50940.0,30.74,14.15,11.8,1616112000.0
2021-03-18,427.3,433.6,420.4,422.15,427.8782803545009,69619.0,2091.0,29788458.0,25595.0,36.76,13.2,-5.15,1616025600.0
2021-03-17,444.75,445.7,425.1,426.5,431.0140262702954,112218.0,3086.0,48367532.0,51267.0,45.69,20.6,-18.25,1615939200.0
2021-03-16,453.7,453.7,443.0,443.85,447.42669402675455,89181.0,2550.0,39901960.0,55290.0,62.0,10.7,-9.85,1615852800.0
2021-03-15,462.05,464.0,440.0,449.85,449.6047374549559,308309.0,10145.0,138617187.0,108462.0,35.18,24.0,-12.2,1615766400.0
2021-03-12,485.1,486.4,461.0,461.9,467.89024836423346,235058.0,9465.0,109981346.0,104153.0,44.31,25.4,-23.2,1615507200.0
2021-03-10,490.0,490.5,481.1,484.1,485.4623551895807,42383.0,1038.0,20575351.0,11185.0,26.39,9.4,-5.9,1615334400.0
2021-03-09,479.2,497.7,478.9,486.0,488.48740427520914,183991.0,5471.0,89877286.0,55664.0,30.25,18.8,6.8,1615248000.0
2021-03-08,484.2,488.25,477.85,479.2,481.74406388686896,79766.0,2323.0,38426797.0,17678.0,22.16,10.4,-5.0,1615161600.0
2021-03-05,496.5,498.15,481.25,483.5,488.8136997630294,62877.0,1833.0,30735139.0,15881.0,25.26,16.9,-13.0,1614902400.0
2021-03-04,488.6,501.0,483.8,497.25,495.3298394791491,71268.0,1794.0,35301167.0,22148.0,31.08,17.2,8.65,1614816000.0
2021-03-03,477.2,491.95,477.15,490.15,485.2514468085106,141000.0,3772.0,68420454.0,79934.0,56.69,14.8,12.95,1614729600.0
2021-03-02,473.45,480.15,471.7,478.05,476.4306662914673,31983.0,918.0,15237682.0,7810.0,24.42,8.45,4.6,1614643200.0
2021-03-01,465.0,477.0,464.3,471.85,471.1248409010749,65211.0,1980.0,30722522.0,8021.0,12.3,12.7,6.85,1614556800.0
2021-02-26,477.9,477.9,457.8,461.3,465.9892718123991,115863.0,5274.0,53990915.0,45006.0,38.84,20.1,-16.6,1614297600.0
2021-02-25,477.0,494.0,475.7,477.8,482.0868510431829,86562.0,2105.0,41730402.0,27874.0,32.2,18.3,0.8,1614211200.0
2021-02-24,470.1,478.5,458.0,477.4,467.0264869965402,181221.0,5273.0,84635007.0,85279.0,47.06,20.5,7.3,1614124800.0
2021-02-23,464.0,473.35,460.1,470.85,466.281294416608,69653.0,1803.0,32477891.0,14140.0,20.3,13.25,6.85,1614038400.0
2021-02-22,485.0,490.1,462.8,465.45,476.72969885359794,75279.0,2133.0,35887735.0,22092.0,29.35,27.3,-19.55,1613952000.0
2021-02-19,484.35,497.45,479.6,485.4,490.5336490291825,94817.0,2374.0,46510929.0,19213.0,20.26,17.85,1.05,1613692800.0
2021-02-18,490.0,495.0,485.0,486.2,489.66261345565084,92437.0,2752.0,45262943.0,34361.0,37.17,10.0,-3.8,1613606400.0
2021-02-17,494.9,503.4,487.0,488.5,494.94526830339976,72828.0,2121.0,36045874.0,12721.0,17.47,16.4,-6.4,1613520000.0
2021-02-16,489.8,495.1,486.75,490.45,491.08684593517495,73521.0,1557.0,36105196.0,11840.0,16.1,8.35,0.65,1613433600.0
2021-02-15,493.25,496.55,485.1,486.1,490.6512022048341,126268.0,3374.0,61953546.0,46746.0,37.02,11.45,-7.15,1613347200.0
2021-02-12,495.0,497.7,485.2,487.4,493.3928499188317,192809.0,5294.0,95130582.0,71249.0,36.95,12.5,-7.6,1613088000.0
2021-02-11,477.9,493.95,477.9,491.3,483.23564649810606,715470.0,9252.0,345740608.0,522538.0,73.03,16.05,13.4,1613001600.0
2021-02-10,476.15,483.6,471.75,476.65,479.1064321402383,117286.0,2493.0,56192477.0,50338.0,42.92,11.85,0.5,1612915200.0
2021-02-09,480.0,485.0,473.55,476.55,479.02407241401926,228685.0,2763.0,109545620.0,144317.0,63.11,11.45,-3.45,1612828800.0
2021-02-08,472.35,480.6,472.2,476.55,475.4046187482919,65862.0,1859.0,31311099.0,14579.0,22.14,8.4,4.2,1612742400.0
2021-02-05,480.95,483.65,470.0,472.35,475.701746696745,77575.0,1964.0,36902563.0,12388.0,15.97,13.65,-8.6,1612483200.0
2021-02-04,477.1,488.0,472.6,476.5,478.04696462895976,132142.0,4479.0,63170082.0,35990.0,27.24,15.4,-0.6,1612396800.0
2021-02-03,473.1,485.8,470.4,478.65,478.4429750673854,166208.0,5585.0,79521050.0,36903.0,22.2,15.4,5.55,1612310400.0
2021-02-02,490.25,498.95,473.4,475.1,481.24189972105006,209715.0,7416.0,100923645.0,68568.0,32.7,25.55,-15.15,1612224000.0
2021-02-01,481.15,510.0,478.0,490.25,491.6825132221497,399519.0,13824.0,196436506.0,54403.0,13.62,32.0,9.1,1612137600.0
2021-01-29,490.1,501.5,477.65,481.1,489.0971037743817,94744.0,4187.0,46339016.0,23062.0,24.34,23.85,-9.0,1611878400.0
2021-01-28,497.1,500.85,487.45,490.95,494.1932478586628,111846.0,8871.0,55273538.0,48697.0,43.54,13.4,-6.15,1611792000.0
2021-01-27,503.05,506.55,497.5,499.05,500.777819528692,111774.0,7029.0,55973940.0,47573.0,42.56,9.05,-4.0,1611705600.0
2021-01-25,510.0,515.6,493.55,502.0,503.6949234488316,161330.0,4146.0,81261102.0,31746.0,19.68,22.05,-8.0,1611532800.0
2021-01-22,505.3,510.7,499.65,501.9,504.60987354370354,68324.0,2949.0,34476965.0,19821.0,29.01,11.05,-3.4,1611273600.0
2021-01-21,516.0,519.55,504.0,506.75,509.9406120787369,62639.0,2316.0,31942170.0,15267.0,24.37,15.55,-9.25,1611187200.0
2021-01-20,516.0,525.9,513.55,515.15,520.9791375091878,99317.0,3381.0,51742085.0,42031.0,42.32,12.35,-0.85,1611100800.0
2021-01-19,510.0,518.2,509.1,515.55,513.7491109926845,103205.0,2707.0,53021477.0,34233.0,33.17,9.1,5.55,1611014400.0
