Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-12,1444.0,1494.3,1441.0,1480.95,1476.539445895453,160042.0,682.0,236308326.0,153551.0,95.94,53.29999999999996,36.950000000000045,1620757800.0
2021-05-10,1450.4,1499.2,1450.4,1496.9,1483.3602772232473,26549.0,2405.0,39381732.0,14508.0,54.65,48.79999999999996,46.5,1620585000.0
2021-05-07,1461.65,1465.6,1442.1,1451.2,1454.8298112402038,32793.0,1299.0,47708234.0,2376.0,7.25,23.5,-10.450000000000044,1620345600.0
2021-05-06,1455.0,1482.35,1450.0,1453.05,1464.992472146943,16605.0,1705.0,24326200.0,6025.0,36.28,32.34999999999991,-1.9500000000000453,1620259200.0
2021-05-05,1450.0,1472.0,1441.4,1452.45,1456.0174808591364,14759.0,1354.0,21489362.0,6211.0,42.08,30.59999999999991,2.450000000000045,1620153000.0
2021-05-04,1427.15,1471.0,1423.5,1443.5,1448.361783929258,7803.0,920.0,11301567.0,3184.0,40.8,47.5,16.34999999999991,1620086400.0
2021-05-03,1429.0,1443.2,1390.2,1434.55,1425.2431182310468,8864.0,977.0,12633355.0,2235.0,25.21,53.0,5.55,1620000000.0
2021-04-30,1415.0,1422.5,1400.45,1413.95,1408.849010451412,4497.0,546.0,6335594.0,1330.0,29.58,22.05,-1.05,1619740800.0
2021-04-29,1425.0,1446.85,1413.05,1417.25,1427.0969397637036,41304.0,1316.0,58944812.0,5077.0,12.29,33.8,-7.75,1619654400.0
2021-04-28,1444.0,1450.0,1422.3,1425.8,1436.4232133115113,7332.0,681.0,10531855.0,2177.0,29.69,27.7,-18.2,1619568000.0
2021-04-27,1473.4,1473.4,1420.95,1438.4,1440.7419578324536,53406.0,1237.0,76944265.0,3163.0,5.92,52.45,-35.0,1619481600.0
2021-04-26,1424.0,1461.45,1392.1,1451.4,1432.6352635150415,35368.0,3172.0,50669444.0,5091.0,14.39,69.35,27.4,1619395200.0
2021-04-23,1379.45,1403.95,1376.2,1380.65,1391.7242537313434,8040.0,888.0,11189463.0,2276.0,28.31,27.75,1.2,1619136000.0
2021-04-22,1373.1,1399.4,1373.1,1379.2,1379.2629746171594,71505.0,870.0,98624199.0,2468.0,3.45,26.3,6.1,1619049600.0
2021-04-20,1372.15,1417.95,1366.5,1398.65,1377.7369003945455,43341.0,2251.0,59712495.0,6706.0,15.47,51.45,26.5,1618876800.0
2021-04-19,1420.0,1420.0,1335.0,1362.15,1361.5467337060525,26651.0,3280.0,36286582.0,5526.0,20.73,85.0,-57.85,1618790400.0
2021-04-16,1390.0,1426.95,1385.0,1416.95,1411.5959541615107,18587.0,2015.0,26237334.0,8463.0,45.53,41.95,26.95,1618531200.0
2021-04-15,1363.95,1396.6,1333.55,1388.05,1364.37416616131,16490.0,2046.0,22498530.0,6573.0,39.86,63.05,24.1,1618444800.0
2021-04-13,1381.75,1387.7,1346.3,1365.2,1356.2089305402424,19954.0,1308.0,27061793.0,3879.0,19.44,41.4,-16.55,1618272000.0
2021-04-12,1424.0,1424.0,1330.5,1350.95,1361.2194907372495,39783.0,5381.0,54153395.0,17651.0,44.37,93.5,-73.05,1618185600.0
2021-04-09,1433.75,1441.9,1406.9,1421.4,1418.004979306777,15464.0,1419.0,21928029.0,8591.0,55.55,35.0,-12.35,1617926400.0
2021-04-08,1465.0,1465.0,1427.0,1429.2,1447.873209659649,100749.0,1027.0,145871778.0,93898.0,93.2,38.0,-35.8,1617840000.0
2021-04-07,1432.25,1455.0,1423.05,1448.55,1439.219351745812,37547.0,1171.0,54038369.0,3765.0,10.03,31.95,16.3,1617753600.0
2021-04-06,1426.55,1439.0,1415.45,1426.5,1423.4575911789652,9432.0,709.0,13426052.0,1677.0,17.78,23.55,-0.05,1617667200.0
2021-04-05,1447.5,1447.5,1400.55,1410.15,1414.9715189873416,10744.0,1347.0,15202454.0,4216.0,39.24,46.95,-37.35,1617580800.0
2021-04-01,1435.1,1446.0,1407.6,1435.65,1425.9592046976404,9707.0,1207.0,13841786.0,2219.0,22.86,38.4,0.55,1617235200.0
2021-03-31,1426.05,1447.0,1419.6,1435.8,1436.0353132018963,32056.0,915.0,46033548.0,3153.0,9.84,27.4,9.75,1617148800.0
2021-03-30,1400.6,1439.0,1400.6,1432.45,1408.5935422391633,45124.0,1383.0,63561375.0,6238.0,13.82,38.4,31.85,1617062400.0
2021-03-26,1409.2,1416.25,1392.05,1400.6,1401.3636467627546,34968.0,688.0,49002884.0,1770.0,5.06,24.2,-8.6,1616716800.0
2021-03-25,1402.2,1411.25,1377.9,1387.7,1395.2846950742774,10232.0,1042.0,14276553.0,3073.0,30.03,33.35,-14.5,1616630400.0
2021-03-24,1432.7,1440.0,1400.15,1402.35,1429.831483545776,41266.0,1026.0,59003426.0,3810.0,9.23,39.85,-30.35,1616544000.0
2021-03-23,1443.0,1458.95,1425.35,1437.7,1441.729001584786,8203.0,793.0,11826503.0,2296.0,27.99,33.6,-5.3,1616457600.0
2021-03-22,1442.35,1459.4,1430.0,1433.05,1436.901735231039,5129.0,392.0,7369869.0,3349.0,65.3,29.4,-9.3,1616371200.0
2021-03-19,1438.0,1441.15,1402.0,1436.45,1425.6543092680488,20015.0,1677.0,28534471.0,5835.0,29.15,39.15,-1.55,1616112000.0
