Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-05-14,975.55,988.8,962.3,969.2,973.4549292139802,54248.0,2985.0,52807983.0,13108.0,24.16,26.5,-6.349999999999909,1620930600.0
2021-05-12,980.2,991.7,967.5,974.5,977.4347631190981,100388.0,4981.0,98122721.0,31000.0,30.88,24.200000000000053,-5.7000000000000455,1620757800.0
2021-05-10,982.35,989.8,971.65,976.9,978.4441569254884,122504.0,5433.0,119863323.0,28331.0,23.13,18.149999999999977,-5.4500000000000455,1620585000.0
2021-05-07,979.9,987.05,973.1,982.35,980.6729346283968,91630.0,2423.0,89859061.0,13108.0,14.31,13.94999999999993,2.450000000000045,1620345600.0
2021-05-06,968.8,989.0,968.8,975.15,980.7105187226002,107437.0,7067.0,105364596.0,40408.0,37.61,20.20000000000005,6.350000000000023,1620259200.0
2021-05-05,958.0,975.0,946.15,965.65,959.0451438048624,98884.0,5606.0,94834220.0,25145.0,25.43,28.850000000000023,7.649999999999977,1620153000.0
2021-05-04,991.15,994.3,948.15,956.35,973.9521518002507,138814.0,6987.0,135198194.0,31221.0,22.49,46.15,-34.8,1620086400.0
2021-05-03,980.0,984.2,930.1,977.4,974.7715111381256,93777.0,3458.0,91411148.0,27413.0,29.23,54.1,-2.6,1620000000.0
2021-04-30,967.85,1005.85,967.0,983.25,989.8671694815126,123571.0,4237.0,122318876.0,15553.0,12.59,38.85,15.4,1619740800.0
2021-04-29,995.55,1016.4,978.0,988.7,996.2791677590207,263193.0,13333.0,262213703.0,75910.0,28.84,38.4,-6.85,1619654400.0
2021-04-28,963.0,1001.0,953.25,993.3,981.844819405646,356185.0,21659.0,349718397.0,174161.0,48.9,47.75,30.3,1619568000.0
2021-04-27,921.9,1035.2,911.0,955.35,935.4987207242668,330265.0,12976.0,308962485.0,39445.0,11.94,124.2,33.45,1619481600.0
2021-04-26,963.0,971.95,911.5,919.1,934.5315138182318,218190.0,15061.0,203905431.0,66127.0,30.31,60.45,-43.9,1619395200.0
2021-04-23,949.45,954.25,932.6,937.9,944.4568503969313,48749.0,2572.0,46041327.0,13202.0,27.08,21.65,-11.55,1619136000.0
2021-04-22,956.15,957.5,940.15,943.55,948.091060597138,169810.0,8110.0,160995343.0,31813.0,18.73,17.35,-12.6,1619049600.0
2021-04-20,953.95,988.65,953.9,964.9,970.0116125942776,150354.0,4778.0,145845126.0,18354.0,12.21,34.75,10.95,1618876800.0
2021-04-19,940.0,949.15,921.15,943.1,936.4901838307968,126475.0,5636.0,118442596.0,19652.0,15.54,28.0,3.1,1618790400.0
2021-04-16,882.65,981.0,882.65,973.6,958.0011932371358,505348.0,25173.0,484123987.0,185241.0,36.66,98.35,90.95,1618531200.0
2021-04-15,900.0,912.2,883.6,905.85,896.8999005399263,84456.0,3761.0,75748578.0,17108.0,20.26,28.6,5.85,1618444800.0
2021-04-13,895.1,920.0,883.0,897.9,897.2799469720524,231576.0,13361.0,207788501.0,37754.0,16.3,37.0,2.8,1618272000.0
2021-04-12,939.0,944.8,884.65,891.4,904.78425610017,177618.0,10525.0,160705970.0,60897.0,34.29,60.15,-47.6,1618185600.0
2021-04-09,955.0,978.95,947.7,963.35,966.1293858280817,144243.0,8114.0,139357401.0,50942.0,35.32,31.25,8.35,1617926400.0
2021-04-08,981.85,981.85,950.05,956.65,967.2177617483808,120889.0,8279.0,116925988.0,45603.0,37.72,31.8,-25.2,1617840000.0
2021-04-07,945.0,982.6,936.05,977.4,961.9092391747532,171682.0,6480.0,165142502.0,38447.0,22.39,46.55,32.4,1617753600.0
2021-04-06,946.1,959.5,933.75,950.7,950.1874734491583,91805.0,5362.0,87231961.0,25503.0,27.78,25.75,4.6,1617667200.0
2021-04-05,971.0,980.0,911.95,942.6,942.5872070728141,237303.0,16593.0,223678772.0,63943.0,26.95,68.05,-28.4,1617580800.0
2021-04-01,931.05,984.4,931.05,975.0,960.2363370283772,178347.0,9745.0,171255270.0,73694.0,41.32,53.35,43.95,1617235200.0
2021-03-31,941.05,941.05,922.45,929.35,929.7293626091076,118232.0,9107.0,109923762.0,38297.0,32.39,18.6,-11.7,1617148800.0
2021-03-30,956.8,956.8,933.5,941.05,948.8706346339113,132864.0,3909.0,126070748.0,32717.0,24.62,23.3,-15.75,1617062400.0
2021-03-26,935.0,949.45,927.35,946.05,941.1161817183639,145720.0,5311.0,137139450.0,33340.0,22.88,22.1,11.05,1616716800.0
2021-03-25,921.35,944.4,907.8,924.25,925.7178400814024,173951.0,7955.0,161029544.0,56161.0,32.29,36.6,2.9,1616630400.0
2021-03-24,960.0,960.0,913.15,921.35,932.0018287358093,292005.0,22531.0,272149194.0,94981.0,32.53,46.85,-38.65,1616544000.0
2021-03-23,977.0,983.0,951.5,956.7,967.5336966358058,100559.0,6010.0,97294221.0,24064.0,23.93,31.5,-20.3,1616457600.0
2021-03-22,992.0,992.0,966.1,972.1,977.4134713464392,172544.0,11433.0,168646830.0,62555.0,36.25,25.9,-19.9,1616371200.0
2021-03-19,995.0,1009.9,974.25,992.05,992.2983591993865,222879.0,13438.0,221162466.0,73797.0,33.11,35.65,-2.95,1616112000.0
2021-03-18,984.7,1008.85,983.05,1000.45,999.4166588363527,212848.0,7327.0,212723837.0,64552.0,30.33,25.8,15.75,1616025600.0
2021-03-17,1008.0,1008.0,969.6,976.75,986.4837848188364,49063960.0,65147.0,48400800959.0,40084254.0,81.7,38.4,-31.25,1615939200.0
2021-03-16,1020.6,1034.65,1013.0,1022.1,1021.2318221090446,87964.0,4895.0,89831636.0,23596.0,26.82,21.65,1.5,1615852800.0
2021-03-15,1023.0,1037.9,1010.2,1016.3,1019.3052172475417,127021.0,7845.0,129473168.0,27964.0,22.02,27.7,-6.7,1615766400.0
2021-03-12,1039.8,1053.65,1012.05,1015.55,1028.631119094009,65696.0,3432.0,67576950.0,19110.0,29.09,41.6,-24.25,1615507200.0
2021-03-10,1058.05,1064.95,1022.05,1027.05,1037.6026776924589,50790.0,4140.0,52699840.0,18761.0,36.94,42.9,-31.0,1615334400.0
2021-03-09,1084.0,1090.0,1049.35,1054.15,1065.5081381940747,45096.0,3097.0,48050155.0,11281.0,25.02,40.65,-29.85,1615248000.0
2021-03-08,1060.0,1078.0,1058.05,1066.55,1065.864119028,64321.0,2522.0,68557446.0,6790.0,10.56,19.95,6.55,1615161600.0
2021-03-05,1088.0,1102.75,1047.0,1058.3,1068.1785089564466,90326.0,4929.0,96484292.0,19444.0,21.53,55.75,-29.7,1614902400.0
2021-03-04,1090.0,1093.95,1081.5,1086.05,1087.616653508954,48134.0,2787.0,52351340.0,16875.0,35.06,12.45,-3.95,1614816000.0
2021-03-03,1107.5,1118.25,1086.0,1096.15,1096.6234697152638,65429.0,3854.0,71750977.0,14531.0,22.21,32.25,-11.35,1614729600.0
