Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
2021-04-19,139.1,145.5,139.1,144.25,143.72241163100554,51036.0,1071.0,7335017.0,22250.0,43.6,6.4,5.15,1618790400.0
2021-04-16,145.7,155.2,145.7,148.95,152.02010945060272,107263.0,2227.0,16306133.0,23058.0,21.5,9.5,3.25,1618531200.0
2021-04-15,146.65,150.45,144.35,145.7,146.20623211190392,24807.0,491.0,3626938.0,8284.0,33.39,6.1,-0.95,1618444800.0
2021-04-13,149.1,152.55,147.25,149.35,149.21918245688738,93940.0,1183.0,14017650.0,34205.0,36.41,5.3,0.25,1618272000.0
2021-04-12,158.0,158.0,145.05,146.0,149.34805605540103,73356.0,1128.0,10955576.0,19331.0,26.35,12.95,-12.0,1618185600.0
2021-04-09,157.35,163.2,150.95,159.25,158.7501266152488,69107.0,1182.0,10970745.0,34108.0,49.36,12.25,1.9,1617926400.0
2021-04-08,155.35,161.3,155.35,157.35,158.03567516173703,48381.0,983.0,7645924.0,12778.0,26.41,5.95,2.0,1617840000.0
2021-04-07,152.2,157.7,152.2,154.5,155.32977916901032,40891.0,763.0,6351590.0,17255.0,42.2,5.5,2.3,1617753600.0
2021-04-06,153.55,154.55,151.0,152.2,152.9531993082577,18504.0,326.0,2830246.0,6910.0,37.34,3.55,-1.35,1617667200.0
2021-04-05,155.45,155.6,151.0,152.6,152.41014935651873,23233.0,417.0,3540945.0,4981.0,21.44,4.6,-2.85,1617580800.0
2021-04-01,153.2,158.8,153.2,155.6,156.48782850337437,62975.0,786.0,9854821.0,9999.0,15.88,5.6,2.4,1617235200.0
2021-03-31,150.1,159.75,150.1,154.35,155.91588863554546,83330.0,1442.0,12992471.0,28319.0,33.98,9.65,4.25,1617148800.0
2021-03-30,154.2,155.85,150.4,152.15,153.2271095946113,56563.0,1172.0,8666985.0,16421.0,29.03,5.45,-2.05,1617062400.0
2021-03-26,152.1,156.9,152.1,153.0,154.10897337569847,91270.0,622.0,14065526.0,64227.0,70.37,4.8,0.9,1616716800.0
2021-03-25,159.35,160.2,150.0,151.6,152.74568122675208,68017.0,1103.0,10389303.0,19965.0,29.35,10.2,-7.75,1616630400.0
2021-03-24,164.25,169.55,158.35,159.45,164.2260133465151,80920.0,1481.0,13289169.0,26005.0,32.14,11.2,-4.8,1616544000.0
2021-03-23,169.8,170.5,163.0,164.65,166.91832560876918,67965.0,1207.0,11344604.0,27265.0,40.12,7.5,-5.15,1616457600.0
2021-03-22,166.0,171.75,162.55,169.2,167.05990263350824,121397.0,1681.0,20280571.0,15842.0,13.05,9.2,3.2,1616371200.0
2021-03-19,165.0,167.45,157.6,164.9,163.2795594244093,140725.0,2259.0,22977516.0,38693.0,27.5,9.85,-0.1,1616112000.0
2021-03-18,169.1,173.85,163.25,165.0,168.65446268467477,165629.0,2323.0,27934070.0,51900.0,31.34,10.6,-4.1,1616025600.0
2021-03-17,172.0,178.8,165.65,168.05,172.1004743308547,224316.0,3248.0,38604890.0,37509.0,16.72,13.15,-3.95,1615939200.0
2021-03-16,163.1,180.85,161.3,171.75,174.60124778303168,334353.0,5217.0,58378451.0,66678.0,19.94,19.55,8.65,1615852800.0
2021-03-15,165.0,165.0,158.45,162.95,161.81336304159632,70463.0,1251.0,11401855.0,20225.0,28.7,6.55,-2.05,1615766400.0
2021-03-12,168.0,171.65,162.15,164.45,167.6133424568379,448658.0,6970.0,75201067.0,174772.0,38.95,9.5,-3.55,1615507200.0
2021-03-10,155.0,160.4,152.1,158.35,156.13810310695175,122242.0,2318.0,19086634.0,48562.0,39.73,8.3,3.35,1615334400.0
2021-03-09,162.0,162.1,151.9,153.1,157.47719762062127,48416.0,952.0,7624416.0,20653.0,42.66,10.2,-8.9,1615248000.0
2021-03-08,151.0,161.45,149.25,158.75,157.10162562055876,92457.0,1284.0,14525145.0,24819.0,26.84,12.2,7.75,1615161600.0
2021-03-05,152.0,154.85,147.0,147.95,151.15958145139956,102067.0,1997.0,15428405.0,46048.0,45.12,7.85,-4.05,1614902400.0
2021-03-04,153.1,156.5,150.15,152.5,153.8189580497463,80810.0,1621.0,12430110.0,30961.0,38.31,6.35,-0.6,1614816000.0
2021-03-03,156.55,157.75,153.2,154.0,155.47740527087308,94823.0,2112.0,14742834.0,42211.0,44.52,4.55,-2.55,1614729600.0
2021-03-02,157.35,160.3,153.75,154.45,156.31090616621984,46625.0,1111.0,7287996.0,20349.0,43.64,6.55,-2.9,1614643200.0
2021-03-01,155.0,160.45,152.25,156.0,156.3969171249209,82196.0,1446.0,12855201.0,17509.0,21.3,8.2,1.0,1614556800.0
2021-02-26,158.0,160.7,152.0,153.55,155.45609806284725,102057.0,2545.0,15865383.0,41068.0,40.24,8.7,-4.45,1614297600.0
2021-02-25,160.95,169.4,158.6,161.45,163.67814228561488,143725.0,2472.0,23524641.0,32263.0,22.45,10.8,0.5,1614211200.0
2021-02-24,166.5,166.5,156.6,159.35,161.21508355023516,280849.0,4604.0,45277095.0,127599.0,45.43,9.9,-7.15,1614124800.0
2021-02-23,152.0,172.45,146.65,165.1,160.31624380308818,506704.0,8867.0,81232882.0,154460.0,30.48,25.8,13.1,1614038400.0
2021-02-22,179.0,182.4,150.0,151.85,162.63325985288603,522588.0,9872.0,84990190.0,187904.0,35.96,32.4,-27.15,1613952000.0
2021-02-19,183.0,197.0,169.4,187.45,189.64837436768573,1434611.0,21494.0,272071644.0,350573.0,24.44,27.6,4.45,1613692800.0
2021-02-18,140.0,164.2,138.85,164.2,158.24128419609644,601092.0,7856.0,95117570.0,148190.0,24.65,25.35,24.2,1613606400.0
2021-02-17,136.0,137.5,135.9,136.85,136.72536811106437,11885.0,228.0,1624981.0,6876.0,57.85,1.6,0.85,1613520000.0
2021-02-16,137.0,139.0,133.45,135.55,136.47512526843235,22352.0,553.0,3050492.0,9619.0,43.03,5.55,-1.45,1613433600.0
2021-02-15,137.35,141.9,135.35,136.35,138.73281228491456,65381.0,2034.0,9070490.0,41281.0,63.14,6.55,-1.0,1613347200.0
2021-02-12,133.5,139.0,133.5,137.15,136.67604175073305,74346.0,2092.0,10161317.0,39403.0,53.0,5.5,3.65,1613088000.0
2021-02-11,133.05,134.7,132.0,132.6,133.1886819691064,6927.0,271.0,922598.0,3136.0,45.27,2.7,-0.45,1613001600.0
2021-02-10,132.0,133.5,128.6,130.95,131.67969973403595,40231.0,1035.0,5297606.0,21732.0,54.02,4.9,-1.05,1612915200.0
2021-02-09,135.0,135.7,130.7,131.4,133.10782712015447,26932.0,834.0,3584860.0,13355.0,49.59,5.0,-3.6,1612828800.0
2021-02-08,135.1,136.55,134.0,134.4,134.99597801313848,7459.0,227.0,1006935.0,4320.0,57.92,2.55,-0.7,1612742400.0
2021-02-05,140.9,140.9,133.0,134.15,135.95871375073506,32311.0,776.0,4392962.0,15017.0,46.48,7.9,-6.75,1612483200.0
2021-02-04,133.2,140.4,133.1,138.55,138.16333753962635,32491.0,840.0,4489065.0,12922.0,39.77,7.3,5.35,1612396800.0
2021-02-03,136.0,137.6,133.1,133.9,135.20085262720087,28852.0,932.0,3900815.0,19502.0,67.59,4.5,-2.1,1612310400.0
2021-02-02,140.0,141.4,133.75,135.9,136.62216728471364,48540.0,1194.0,6631640.0,20792.0,42.83,7.65,-4.1,1612224000.0
2021-02-01,127.0,142.0,127.0,138.3,136.59859831719612,152959.0,3401.0,20893985.0,53391.0,34.91,15.0,11.3,1612137600.0
2021-01-29,130.6,131.25,126.4,126.95,128.67327721500928,14018.0,368.0,1803742.0,8341.0,59.5,4.85,-3.65,1611878400.0
2021-01-28,128.0,130.5,126.15,129.6,129.11002210759028,13570.0,382.0,1752023.0,4080.0,30.07,4.35,1.6,1611792000.0
2021-01-27,127.4,131.0,127.4,129.2,129.257328539823,21696.0,612.0,2804367.0,11325.0,52.2,3.6,1.8,1611705600.0
2021-01-25,132.0,134.3,126.25,127.4,129.6045934828198,49592.0,1296.0,6427351.0,20572.0,41.48,8.05,-4.6,1611532800.0
2021-01-22,139.85,139.85,130.6,131.85,133.52066051329984,51354.0,1022.0,6856820.0,29592.0,57.62,9.25,-8.0,1611273600.0
2021-01-21,140.25,143.0,136.65,138.05,139.5737758886124,103279.0,2312.0,14415040.0,55996.0,54.22,6.35,-2.2,1611187200.0
2021-01-20,134.15,143.8,133.6,139.0,140.25161856407811,234776.0,4465.0,32927714.0,82142.0,34.99,10.2,4.85,1611100800.0
2021-01-19,131.0,136.95,129.95,134.15,133.1736605183378,97967.0,2213.0,13046624.0,40046.0,40.88,7.0,3.15,1611014400.0
2021-01-18,128.5,131.75,124.45,130.8,127.75282616623188,71298.0,1591.0,9108521.0,30909.0,43.35,7.3,2.3,1610928000.0
2021-01-15,132.75,133.1,128.0,128.5,129.53098428835494,43280.0,1144.0,5606101.0,22289.0,51.5,5.1,-4.25,1610668800.0
2021-01-14,130.9,135.6,130.9,132.5,132.922598829226,41511.0,1014.0,5517750.0,21620.0,52.08,4.7,1.6,1610582400.0
2021-01-13,134.7,135.15,130.7,132.05,132.89683064931245,27198.0,542.0,3614528.0,15590.0,57.32,4.45,-2.65,1610496000.0
2021-01-12,134.65,136.0,132.75,134.15,134.5886025029797,67120.0,2766.0,9033587.0,43539.0,64.87,3.25,-0.5,1610409600.0
2021-01-11,130.0,138.4,129.65,134.65,135.3857401387588,235949.0,4627.0,31944130.0,99601.0,42.21,8.75,4.65,1610323200.0
2021-01-08,128.5,133.4,128.25,129.6,131.03099624979615,61330.0,1553.0,8036131.0,29833.0,48.64,5.15,1.1,1610064000.0
2021-01-07,128.1,129.25,127.55,128.5,128.44864233410266,35097.0,1158.0,4508162.0,19986.0,56.94,1.7,0.4,1609977600.0
2021-01-06,130.0,130.0,126.05,126.55,127.90949843525333,23646.0,472.0,3024548.0,13669.0,57.81,3.95,-3.45,1609891200.0
2021-01-05,128.4,129.7,127.8,128.15,128.57321810830095,12613.0,381.0,1621694.0,6576.0,52.14,1.9,-0.25,1609804800.0
2021-01-04,130.8,131.3,128.05,129.6,130.13799184393258,27219.0,631.0,3542226.0,13911.0,51.11,3.25,-1.2,1609718400.0
2021-01-01,129.7,131.0,128.7,129.15,129.76008864007463,17148.0,349.0,2225126.0,6630.0,38.66,2.3,-0.55,1609459200.0
2020-12-31,129.2,130.5,128.5,128.75,129.30565820415606,20837.0,671.0,2694342.0,11682.0,56.06,2.0,-0.45,1609372800.0
2020-12-30,129.1,131.65,127.9,129.2,129.0066355549074,27428.0,823.0,3538394.0,12914.0,47.08,3.75,0.1,1609286400.0
2020-12-29,134.1,134.6,130.1,130.5,131.50592083742228,30570.0,686.0,4020136.0,13414.0,43.88,4.5,-3.6,1609200000.0
2020-12-28,134.8,135.0,132.3,133.55,133.31690549665433,32729.0,873.0,4363329.0,14734.0,45.02,2.7,-1.25,1609113600.0
2020-12-24,125.55,139.5,125.15,132.2,134.73923133877963,160721.0,2763.0,21655424.0,45827.0,28.51,14.35,6.65,1608768000.0
2020-12-23,119.0,127.35,119.0,126.05,124.61689460033011,50892.0,1507.0,6342003.0,30417.0,59.77,8.35,7.05,1608681600.0
2020-12-22,122.0,123.7,114.3,119.7,118.62841403929896,64989.0,1539.0,7709542.0,27558.0,42.4,9.4,-2.3,1608595200.0
2020-12-21,133.5,134.0,117.0,121.7,126.5350239890336,80245.0,1181.0,10153803.0,24591.0,30.64,17.0,-11.8,1608508800.0
2020-12-18,131.75,133.7,127.9,133.1,131.47926833372594,59426.0,1955.0,7813287.0,37950.0,63.86,5.8,1.35,1608249600.0
2020-12-17,130.9,135.9,130.4,131.75,133.54428733566633,42292.0,960.0,5647855.0,18792.0,44.43,5.5,0.85,1608163200.0
2020-12-16,131.8,132.9,129.7,130.35,131.21507169953458,37169.0,1032.0,4877133.0,19893.0,53.52,3.2,-1.45,1608076800.0
2020-12-15,132.0,132.4,128.3,129.7,130.11899841399529,20807.0,446.0,2707386.0,10796.0,51.89,4.1,-2.3,1607990400.0
2020-12-14,133.0,136.0,131.3,131.95,133.78808945932232,72927.0,2185.0,9756764.0,48921.0,67.08,4.7,-1.05,1607904000.0
2020-12-11,129.5,134.2,128.05,132.05,131.62345671916313,173980.0,5043.0,22899849.0,114493.0,65.81,6.15,2.55,1607644800.0
2020-12-10,128.0,135.0,122.85,129.4,128.77436496866588,101806.0,2490.0,13110003.0,35157.0,34.53,12.15,1.4,1607558400.0
2020-12-09,123.15,128.9,121.4,126.8,126.5261234928754,243593.0,4936.0,30820878.0,121609.0,49.92,7.5,3.65,1607472000.0
2020-12-08,123.0,123.8,118.1,120.9,121.16484513068552,43004.0,1157.0,5210573.0,24524.0,57.03,5.7,-2.1,1607385600.0
2020-12-07,117.35,122.9,117.0,121.85,120.62347874344404,127937.0,3962.0,15432206.0,99578.0,77.83,5.9,4.5,1607299200.0
2020-12-04,119.0,119.35,115.25,116.85,117.42716900342027,38301.0,1041.0,4497578.0,17716.0,46.25,4.1,-2.15,1607040000.0
2020-12-03,117.85,121.05,117.35,118.45,119.05719186831637,54798.0,1065.0,6524096.0,26205.0,47.82,3.7,0.6,1606953600.0
2020-12-02,117.4,118.5,115.4,116.4,117.12965119503131,36066.0,926.0,4224398.0,22571.0,62.58,3.1,-1.0,1606867200.0
2020-12-01,119.4,119.4,117.0,117.35,117.70346282299172,17067.0,506.0,2008845.0,11037.0,64.67,2.4,-2.05,1606780800.0
2020-11-27,116.35,119.7,116.35,117.45,118.18324875356124,44928.0,1217.0,5309737.0,24836.0,55.28,3.35,1.1,1606435200.0
2020-11-26,118.0,119.6,116.55,118.25,118.14989730407036,77413.0,1961.0,9146338.0,32863.0,42.45,3.05,0.25,1606348800.0
2020-11-25,116.45,119.25,116.05,117.8,118.08584405494702,117131.0,3027.0,13831513.0,60561.0,51.7,3.2,1.35,1606262400.0
2020-11-24,112.55,117.05,112.55,115.05,115.4299809310577,105407.0,3588.0,12167128.0,72953.0,69.21,4.5,2.5,1606176000.0
2020-11-23,110.5,114.3,110.5,113.1,112.71898010101624,16433.0,391.0,1852311.0,9060.0,55.13,3.8,2.6,1606089600.0
2020-11-20,112.0,113.1,111.0,111.6,111.78155706727136,9261.0,394.0,1035209.0,5348.0,57.75,2.1,-0.4,1605830400.0
2020-11-19,115.7,115.7,111.4,111.8,113.09958899048674,43308.0,1133.0,4898117.0,21576.0,49.82,4.3,-3.9,1605744000.0
2020-11-18,114.55,116.45,113.05,114.0,114.5384039500187,56101.0,1729.0,6425719.0,31651.0,56.42,3.4,-0.55,1605657600.0
2020-11-17,114.0,119.0,110.0,117.3,114.9050451166222,88105.0,2631.0,10123709.0,37321.0,42.36,9.0,3.3,1605571200.0
2020-11-14,116.8,116.8,112.45,113.95,114.29229279173514,34072.0,680.0,3894167.0,22278.0,65.38,4.35,-2.85,1605312000.0
2020-11-13,105.4,116.35,104.35,114.25,111.93511541968611,104185.0,3760.0,11661960.0,62591.0,60.08,12.0,8.85,1605225600.0
2020-11-12,104.25,107.8,104.0,104.85,105.66586927719712,27172.0,851.0,2871153.0,16568.0,60.97,3.8,0.6,1605139200.0
2020-11-11,104.25,106.0,103.8,104.65,104.8685562107666,10514.0,421.0,1102588.0,7156.0,68.06,2.2,0.4,1605052800.0
2020-11-10,103.1,103.65,101.7,103.25,102.73938404106391,12858.0,606.0,1321023.0,10179.0,79.16,1.95,0.15,1604966400.0
2020-11-09,103.0,104.0,102.3,103.0,102.98274532485058,10374.0,593.0,1068343.0,7312.0,70.48,1.7,0.0,1604880000.0
2020-11-06,101.75,104.5,101.75,103.05,103.57432728068255,18284.0,751.0,1893753.0,14356.0,78.52,2.75,1.3,1604620800.0
2020-11-05,99.55,102.0,99.55,101.55,101.5775011742602,4258.0,217.0,432517.0,2560.0,60.12,2.45,2.0,1604534400.0
2020-11-04,100.3,100.95,99.9,100.05,100.3016241299304,6034.0,305.0,605220.0,4574.0,75.8,1.05,-0.25,1604448000.0
2020-11-03,102.0,102.3,100.05,100.3,100.94372294372296,3465.0,196.0,349770.0,2227.0,64.27,2.25,-1.7,1604361600.0
2020-11-02,100.2,102.3,100.2,100.4,100.83224967490249,7690.0,413.0,775400.0,5201.0,67.63,2.1,0.2,1604275200.0
2020-10-30,101.15,102.1,100.05,101.3,101.16703786191536,4490.0,345.0,454240.0,3327.0,74.1,2.05,0.15,1604016000.0
2020-10-29,100.25,102.0,100.25,101.1,100.98698158824624,5377.0,307.0,543007.0,3328.0,61.89,1.75,0.85,1603929600.0
2020-10-28,102.95,102.95,101.3,101.65,101.8952084629745,8035.0,405.0,818728.0,4724.0,58.79,1.65,-1.3,1603843200.0
2020-10-27,103.1,104.0,100.35,101.85,101.91154710363348,18247.0,599.0,1859580.0,11106.0,60.86,3.65,-1.25,1603756800.0
2020-10-26,102.7,104.5,102.15,102.5,103.15547185603684,9558.0,537.0,985960.0,5406.0,56.56,2.35,-0.2,1603670400.0
2020-10-23,103.5,104.0,102.55,102.7,103.26358826358826,4158.0,214.0,429370.0,2184.0,52.53,1.45,-0.8,1603411200.0
2020-10-22,101.7,104.05,101.7,102.9,103.1165834337868,5807.0,234.0,598798.0,4476.0,77.08,2.35,1.2,1603324800.0
2020-10-21,103.45,105.75,102.65,103.25,103.72374811589349,11942.0,650.0,1238669.0,4902.0,41.05,3.1,-0.2,1603238400.0
2020-10-20,106.0,106.0,103.25,103.55,103.97477135156628,22633.0,886.0,2353261.0,12951.0,57.22,2.75,-2.45,1603152000.0
2020-10-19,101.35,107.95,101.3,106.85,105.17982490322916,38493.0,1339.0,4048687.0,18541.0,48.17,6.65,5.5,1603065600.0
2020-10-16,102.3,104.0,100.65,101.65,101.56123255201472,11391.0,464.0,1156884.0,7770.0,68.21,3.35,-0.65,1602806400.0
2020-10-15,101.45,104.9,100.2,101.15,102.43254501478096,14884.0,946.0,1524606.0,5619.0,37.75,4.7,-0.3,1602720000.0
2020-10-14,102.25,102.75,101.0,101.85,101.6001701001701,10582.0,610.0,1075133.0,5348.0,50.54,1.75,-0.4,1602633600.0
2020-10-13,102.85,104.15,102.0,102.25,102.90389197776013,7554.0,447.0,777336.0,4656.0,61.64,2.15,-0.6,1602547200.0
2020-10-12,104.5,104.55,102.4,102.85,102.9018053720828,4542.0,329.0,467380.0,3315.0,72.99,2.15,-1.65,1602460800.0
2020-10-09,105.3,105.5,103.55,103.75,104.02009244410904,10601.0,321.0,1102717.0,8054.0,75.97,1.95,-1.55,1602201600.0
2020-10-08,106.95,106.95,104.05,104.4,105.43417692129093,4307.0,301.0,454105.0,3217.0,74.69,2.9,-2.55,1602115200.0
2020-10-07,106.0,106.45,104.85,105.0,105.38995187228548,8519.0,497.0,897817.0,7412.0,87.01,1.6,-1.0,1602028800.0
2020-10-06,106.35,107.55,105.75,106.05,106.52757051865332,5495.0,261.0,585369.0,2673.0,48.64,1.8,-0.3,1601942400.0
2020-10-05,105.0,107.75,104.9,105.5,105.86211924821778,6172.0,311.0,653381.0,2478.0,40.15,2.85,0.5,1601856000.0
2020-10-01,105.7,106.15,104.45,105.05,104.98826848826847,6734.0,433.0,706991.0,5218.0,77.49,1.7,-0.65,1601510400.0
2020-09-30,105.6,105.95,104.25,104.55,104.98482832046844,3757.0,286.0,394428.0,2098.0,55.84,1.7,-1.05,1601424000.0
2020-09-29,107.0,107.65,105.25,105.6,106.261569416499,4473.0,312.0,475308.0,2265.0,50.64,2.4,-1.4,1601337600.0
2020-09-28,107.8,107.8,104.45,106.05,105.9835323923272,11052.0,279.0,1171330.0,7560.0,68.4,3.35,-1.75,1601251200.0
2020-09-25,102.85,104.45,102.2,103.8,103.10575410814036,18439.0,744.0,1901167.0,10717.0,58.12,2.25,0.95,1600992000.0
2020-09-24,102.25,103.75,101.0,101.6,102.17403426391284,27259.0,1133.0,2785162.0,16144.0,59.22,2.75,-0.65,1600905600.0
2020-09-23,106.5,107.25,103.4,103.6,105.20102415966387,7616.0,345.0,801211.0,3344.0,43.91,3.85,-2.9,1600819200.0
2020-09-22,107.9,107.9,102.55,104.95,104.5656868053123,31399.0,1203.0,3283258.0,15554.0,49.54,5.35,-2.95,1600732800.0
2020-09-21,114.0,114.8,107.45,107.9,109.79757116946614,12681.0,490.0,1392343.0,5473.0,43.16,7.35,-6.1,1600646400.0
2020-09-18,109.0,114.6,108.9,113.3,112.20935025490836,18438.0,514.0,2068916.0,10762.0,58.37,5.7,4.3,1600387200.0
2020-09-17,108.15,109.5,108.15,108.75,108.93278648383937,8168.0,405.0,889763.0,5240.0,64.15,1.35,0.6,1600300800.0
2020-09-16,111.0,111.5,107.95,108.7,109.04542119166422,13628.0,260.0,1486071.0,10716.0,78.63,3.55,-2.3,1600214400.0
2020-09-15,111.7,112.45,109.9,110.45,110.6963959258292,7658.0,258.0,847713.0,3513.0,45.87,2.55,-1.25,1600128000.0
2020-09-14,109.95,112.35,109.95,111.5,111.63443503596469,10983.0,346.0,1226081.0,5172.0,47.09,2.4,1.55,1600041600.0
2020-09-11,110.25,110.85,108.5,109.0,109.92455226724248,7873.0,272.0,865436.0,3166.0,40.21,2.35,-1.25,1599782400.0
2020-09-10,108.4,110.85,108.0,109.9,109.81703986892408,20141.0,672.0,2211825.0,6696.0,33.25,2.85,1.5,1599696000.0
2020-09-09,109.45,110.0,106.0,107.5,107.58746154189149,44854.0,1373.0,4825728.0,29727.0,66.28,4.0,-1.95,1599609600.0
2020-09-08,112.0,112.0,109.2,109.45,110.60534780860472,14922.0,450.0,1650453.0,8499.0,56.96,2.8,-2.55,1599523200.0
2020-09-07,113.05,113.5,111.1,111.6,112.04898316203804,13719.0,541.0,1537200.0,7593.0,55.35,2.4,-1.45,1599436800.0
2020-09-04,110.15,114.3,110.15,113.05,113.11776542035558,27334.0,775.0,3091961.0,12795.0,46.81,4.15,2.9,1599177600.0
2020-09-03,114.5,115.35,112.9,113.5,113.94034693622862,24039.0,680.0,2739012.0,15119.0,62.89,2.45,-1.0,1599091200.0
2020-09-02,113.0,113.9,112.2,113.65,113.16022620169652,9549.0,381.0,1080567.0,5087.0,53.27,1.7,0.65,1599004800.0
2020-09-01,114.0,114.95,112.45,112.85,113.01305828159424,24965.0,686.0,2821371.0,14784.0,59.22,2.5,-1.15,1598918400.0
2020-08-31,118.0,119.0,113.0,113.8,115.38697714532124,34785.0,762.0,4013736.0,15510.0,44.59,6.0,-4.2,1598832000.0
2020-08-28,120.0,120.4,117.55,117.9,118.88737455926228,44244.0,1016.0,5260053.0,18184.0,41.1,2.85,-2.1,1598572800.0
2020-08-27,120.5,122.05,118.55,119.0,120.76454458404665,68926.0,1237.0,8323817.0,31807.0,46.15,3.5,-1.5,1598486400.0
2020-08-26,116.05,121.45,116.05,119.4,119.1526495944448,101959.0,1678.0,12148685.0,43742.0,42.9,5.4,3.35,1598400000.0
2020-08-25,117.65,117.65,115.55,116.25,116.252672550847,54723.0,949.0,6361695.0,17056.0,31.17,2.1,-1.4,1598313600.0
2020-08-24,116.25,118.0,115.1,115.45,116.66179718441929,81049.0,1734.0,9455322.0,27858.0,34.37,2.9,-0.8,1598227200.0
2020-08-21,119.3,119.45,116.75,117.25,118.0269348970292,56618.0,1743.0,6682449.0,30779.0,54.36,2.7,-2.05,1597968000.0
2020-08-20,119.5,119.5,116.25,116.5,117.16830881360508,22227.0,529.0,2604300.0,11559.0,52.0,3.25,-3.0,1597881600.0
2020-08-19,119.3,120.85,117.7,118.1,119.04319625543296,29910.0,662.0,3560582.0,12783.0,42.74,3.15,-1.2,1597795200.0
2020-08-18,119.5,119.5,117.6,117.8,118.64999703738816,16877.0,574.0,2002456.0,8946.0,53.01,1.9,-1.7,1597708800.0
2020-08-17,120.9,121.65,117.2,118.85,118.72822856907013,96916.0,2195.0,11506665.0,26814.0,27.67,4.45,-2.05,1597622400.0
2020-08-14,118.0,118.4,115.1,116.15,116.92288872015524,23706.0,598.0,2771774.0,9651.0,40.71,3.3,-1.85,1597363200.0
2020-08-13,119.95,119.95,116.65,117.3,117.79031305375072,20316.0,446.0,2393028.0,9356.0,46.05,3.3,-2.65,1597276800.0
2020-08-12,118.45,118.45,115.55,115.9,115.96434902501476,10154.0,256.0,1177502.0,5954.0,58.64,2.9,-2.55,1597190400.0
2020-08-11,118.6,118.9,116.4,116.65,117.42298570604449,31202.0,819.0,3663832.0,13366.0,42.84,2.5,-1.95,1597104000.0
2020-08-10,118.3,118.3,115.7,117.2,116.82411977170588,36269.0,942.0,4237094.0,21168.0,58.36,2.6,-1.1,1597017600.0
2020-08-07,114.5,117.0,114.3,115.8,115.84548280822236,21551.0,496.0,2496586.0,10893.0,50.55,2.7,1.3,1596758400.0
2020-08-06,115.65,115.8,114.3,114.5,114.9727659574468,9400.0,324.0,1080744.0,3535.0,37.61,1.5,-1.15,1596672000.0
2020-08-05,114.9,117.3,113.3,115.3,115.40569432461436,47521.0,1150.0,5484194.0,18451.0,38.83,4.0,0.4,1596585600.0
2020-08-04,112.4,114.5,112.2,113.25,113.47857883534355,18323.0,510.0,2079268.0,9364.0,51.11,2.3,0.85,1596499200.0
2020-08-03,112.3,113.65,111.05,111.6,111.89229192758738,43915.0,1716.0,4913750.0,18535.0,42.21,2.6,-0.7,1596412800.0
