Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime
2020-10-30,1.2,1.2,1.2,1.2,1.2,10070,4,12084.0,10070.0,100.0,0.0,0.0,1603996200.0
2020-10-29,1.18,1.18,1.18,1.18,1.1799225969512677,12661,13,14939.0,12661.0,100.0,0.0,0.0,1603909800.0
2020-10-28,1.16,1.16,1.16,1.16,1.1599809627413653,14708,13,17061.0,14708.0,100.0,0.0,0.0,1603823400.0
2020-10-27,1.14,1.14,1.14,1.14,1.1399591002044989,12225,14,13936.0,12225.0,100.0,0.0,0.0,1603737000.0
2020-10-26,1.12,1.12,1.12,1.12,1.119988711924793,56697,16,63500.0,56697.0,100.0,0.0,0.0,1603650600.0
2020-10-23,1.1,1.1,1.1,1.1,1.0999709597792944,13774,12,15151.0,13774.0,100.0,0.0,0.0,1603391400.0
2020-10-22,1.08,1.08,1.08,1.08,1.0799925065567628,26690,28,28825.0,26690.0,100.0,0.0,0.0,1603305000.0
2020-10-21,1.06,1.06,1.06,1.06,1.05994164972151,11311,14,11989.0,11311.0,100.0,0.0,0.0,1603218600.0
2020-10-20,1.02,1.04,1.02,1.04,1.039501404494382,17088,11,17763.0,17088.0,100.0,0.02,0.02,1603132200.0
2020-10-19,1.02,1.02,1.0,1.02,1.0116074569117128,8529,15,8628.0,8529.0,100.0,0.02,0.0,1603045800.0
2020-10-16,1.0,1.0,1.0,1.0,1.0,8810,16,8810.0,8810.0,100.0,0.0,0.0,1602786600.0
2020-10-15,0.99,0.99,0.99,0.99,0.9899825502488204,30946,23,30636.0,30946.0,100.0,0.0,0.0,1602700200.0
2020-10-14,0.98,0.98,0.98,0.98,0.979969064191802,12930,12,12671.0,12930.0,100.0,0.0,0.0,1602613800.0
2020-10-13,0.96,0.97,0.96,0.97,0.9666797996285248,35534,22,34350.0,35534.0,100.0,0.01,0.01,1602527400.0
2020-10-12,0.96,0.96,0.95,0.96,0.9589385794349764,26229,16,25152.0,26229.0,100.0,0.01,0.0,1602441000.0
2020-10-09,0.93,0.95,0.93,0.95,0.9373953488372092,21500,13,20154.0,21500.0,100.0,0.02,0.02,1602181800.0
2020-10-08,0.94,0.94,0.94,0.94,0.9399994624811868,297664,66,279804.0,297664.0,100.0,0.0,0.0,1602095400.0
2020-10-07,0.93,0.93,0.93,0.93,0.9299945925710243,24041,10,22358.0,24041.0,100.0,0.0,0.0,1602009000.0
2020-10-06,0.89,0.89,0.89,0.89,0.8899898138716547,10799,6,9611.0,10799.0,100.0,0.0,0.0,1601922600.0
2020-10-05,0.85,0.85,0.85,0.85,0.8499690018598884,11291,6,9597.0,11291.0,100.0,0.0,0.0,1601836200.0
2020-10-01,0.81,0.81,0.81,0.81,0.8099953292853806,21410,9,17342.0,21410.0,100.0,0.0,0.0,1601490600.0
2020-09-30,0.78,0.78,0.78,0.78,0.78,2350,4,1833.0,2350.0,100.0,0.0,0.0,1601404200.0
2020-09-29,0.75,0.75,0.75,0.75,0.7499121265377855,5690,5,4267.0,5690.0,100.0,0.0,0.0,1601317800.0
2020-09-28,0.72,0.72,0.72,0.72,0.72,10225,10,7362.0,10225.0,100.0,0.0,0.0,1601231400.0
2020-09-25,0.69,0.69,0.69,0.69,0.6899974640437633,27603,24,19046.0,27603.0,100.0,0.0,0.0,1600972200.0
2020-09-24,0.66,0.66,0.66,0.66,0.659954648526077,11025,5,7276.0,11025.0,100.0,0.0,0.0,1600885800.0
2020-09-23,0.63,0.63,0.63,0.63,0.629952606635071,5275,5,3323.0,5275.0,100.0,0.0,0.0,1600799400.0
2020-09-22,0.6,0.6,0.6,0.6,0.6,1500,1,900.0,1500.0,100.0,0.0,0.0,1600713000.0
2020-09-21,0.58,0.58,0.58,0.58,0.57996792535355,6859,6,3978.0,6859.0,100.0,0.0,0.0,1600626600.0
2020-09-18,0.56,0.56,0.56,0.56,0.5598194130925507,4430,4,2480.0,4430.0,100.0,0.0,0.0,1600367400.0
2020-09-17,0.52,0.54,0.52,0.54,0.5393333333333333,1500,6,809.0,1500.0,100.0,0.02,0.02,1600281000.0
2020-09-16,0.5,0.52,0.5,0.52,0.51047095612622,10553,5,5387.0,10553.0,100.0,0.02,0.02,1600194600.0
2020-09-15,0.5,0.5,0.49,0.5,0.4900496181163464,130799,10,64098.0,130799.0,100.0,0.01,0.0,1600108200.0
2020-09-14,0.51,0.51,0.51,0.51,0.509983967351698,13722,11,6998.0,13722.0,100.0,0.0,0.0,1600021800.0
2020-09-11,0.57,0.57,0.53,0.53,0.5307538560168948,159102,37,84444.0,159102.0,100.0,0.04,-0.04,1599762600.0
2020-09-10,0.57,0.57,0.55,0.55,0.5501228501228501,12210,7,6717.0,12210.0,100.0,0.02,-0.02,1599676200.0
2020-09-09,0.57,0.57,0.57,0.57,0.57,1500,2,855.0,1500.0,100.0,0.0,0.0,1599589800.0
2020-09-08,0.63,0.63,0.6,0.6,0.6041065787666529,14562,14,8797.0,14562.0,100.0,0.03,-0.03,1599503400.0
2020-09-07,0.66,0.66,0.63,0.63,0.6300474538188329,170903,18,107677.0,170903.0,100.0,0.03,-0.03,1599417000.0
2020-09-04,0.7,0.7,0.66,0.66,0.6724695732552765,6491,13,4365.0,6491.0,100.0,0.04,-0.04,1599157800.0
2020-09-03,0.7,0.7,0.69,0.69,0.6900462812072224,15341,11,10586.0,15341.0,100.0,0.01,-0.01,1599071400.0
2020-09-02,0.7,0.73,0.67,0.67,0.679406008978934,17374,16,11804.0,17374.0,100.0,0.06,-0.03,1598985000.0
2020-09-01,0.7,0.7,0.7,0.7,0.6999741579808769,23218,11,16252.0,23218.0,100.0,0.0,0.0,1598898600.0
2020-08-31,0.77,0.77,0.72,0.73,0.7208092485549132,10380,18,7482.0,10380.0,100.0,0.05,-0.04,1598812200.0
2020-08-28,0.73,0.76,0.7,0.75,0.7272205797996734,22663,30,16481.0,22663.0,100.0,0.06,0.02,1598553000.0
2020-08-27,0.75,0.79,0.73,0.73,0.7744541952054794,93440,34,72365.0,93440.0,100.0,0.06,-0.02,1598466600.0
2020-08-26,0.79,0.79,0.76,0.76,0.7631964809384164,6820,17,5205.0,6820.0,100.0,0.03,-0.03,1598380200.0
2020-08-25,0.87,0.87,0.79,0.79,0.8459176788124156,29640,22,25073.0,29640.0,100.0,0.08,-0.08,1598293800.0
2020-08-24,0.9,0.9,0.82,0.83,0.8498789346246973,24367,31,20709.0,24367.0,100.0,0.08,-0.07,1598207400.0
2020-08-21,0.86,0.93,0.86,0.86,0.8723444721276555,52579,32,45867.0,52579.0,100.0,0.07,0.0,1597948200.0
2020-08-20,0.89,0.96,0.89,0.9,0.9037438090257484,32507,29,29378.0,32507.0,100.0,0.07,0.01,1597861800.0
2020-08-19,0.93,1.01,0.93,0.93,0.9436296482231864,55774,39,52630.0,55774.0,100.0,0.08,0.0,1597775400.0
2020-08-18,0.97,1.05,0.97,0.97,1.0165234491898592,46782,40,47555.0,46782.0,100.0,0.08,0.0,1597689000.0
2020-08-17,1.02,1.09,0.99,1.02,1.02482925172635,53002,49,54318.0,53002.0,100.0,0.1,0.0,1597602600.0
2020-08-14,1.1,1.12,1.02,1.04,1.1037021969080552,73740,45,81387.0,73740.0,100.0,0.1,-0.06,1597343400.0
2020-08-13,1.05,1.07,1.04,1.07,1.0682500785422555,79575,60,85006.0,79575.0,100.0,0.03,0.02,1597257000.0
2020-08-12,1.0,1.03,1.0,1.02,1.0269558530753269,94933,29,97492.0,94933.0,100.0,0.03,0.02,1597170600.0
2020-08-11,1.01,1.01,0.93,0.99,0.997051055209375,38997,36,38882.0,38997.0,100.0,0.08,-0.02,1597084200.0
2020-08-10,0.95,0.99,0.91,0.97,0.9690831071553122,65951,35,63912.0,65951.0,100.0,0.08,0.02,1596997800.0
2020-08-07,0.99,0.99,0.95,0.95,0.96863436123348,11350,15,10994.0,11350.0,100.0,0.04,-0.04,1596738600.0
2020-08-06,0.94,0.95,0.93,0.95,0.9477456527020928,57622,39,54611.0,57622.0,100.0,0.02,0.01,1596652200.0
2020-08-05,0.93,0.94,0.93,0.94,0.9338461538461538,650,3,607.0,650.0,100.0,0.01,0.01,1596565800.0
2020-08-04,0.93,0.94,0.93,0.93,0.938620772656156,8309,8,7799.0,8309.0,100.0,0.01,0.0,1596479400.0
2020-08-03,0.94,0.95,0.93,0.93,0.9412700095409732,9433,18,8879.0,9433.0,100.0,0.02,-0.01,1596393000.0
2020-07-31,0.92,0.94,0.92,0.94,0.9311073849967192,41151,35,38316.0,41151.0,100.0,0.02,0.02,1596133800.0
2020-07-30,0.93,0.93,0.92,0.93,0.9297441414472144,21379,11,19877.0,21379.0,100.0,0.01,0.0,1596047400.0
2020-07-29,0.94,0.94,0.93,0.93,0.933236104359099,6171,11,5759.0,6171.0,100.0,0.01,-0.01,1595961000.0
2020-07-28,0.92,0.94,0.92,0.94,0.9382303839732888,5391,11,5058.0,5391.0,100.0,0.02,0.02,1595874600.0
2020-07-27,0.95,0.95,0.93,0.93,0.9304793267471642,2733,5,2543.0,2733.0,100.0,0.02,-0.02,1595788200.0
2020-07-24,0.95,0.95,0.94,0.94,0.9402777777777775,720,3,677.0,720.0,100.0,0.01,-0.01,1595529000.0
2020-07-23,0.95,0.96,0.95,0.95,0.949859943977591,3570,14,3391.0,3570.0,100.0,0.01,0.0,1595442600.0
2020-07-22,0.95,0.95,0.95,0.95,0.948207171314741,502,3,476.0,502.0,100.0,0.0,0.0,1595356200.0
2020-07-21,0.96,0.96,0.95,0.95,0.9590198563582594,7101,12,6810.0,7101.0,100.0,0.01,-0.01,1595269800.0
2020-07-20,0.96,0.96,0.95,0.95,0.9575142675967024,1577,9,1510.0,1577.0,100.0,0.01,-0.01,1595183400.0
2020-07-17,0.94,0.95,0.94,0.95,0.9499550983753776,12249,19,11636.0,12249.0,100.0,0.01,0.01,1594924200.0
2020-07-16,0.95,0.95,0.94,0.94,0.9477663230240548,2910,9,2758.0,2910.0,100.0,0.01,-0.01,1594837800.0
2020-07-15,0.94,0.94,0.92,0.94,0.9320199778024416,18020,18,16795.0,18020.0,100.0,0.02,0.0,1594751400.0
2020-07-14,0.92,0.93,0.92,0.93,0.9292817679558012,9050,19,8410.0,9050.0,100.0,0.01,0.01,1594665000.0
2020-07-13,0.91,0.92,0.9,0.92,0.9161043224512128,16449,19,15069.0,16449.0,100.0,0.02,0.01,1594578600.0
2020-07-10,0.91,0.91,0.91,0.91,0.9099697885196374,23170,40,21084.0,23170.0,100.0,0.0,0.0,1594319400.0
2020-07-09,0.9,0.9,0.88,0.9,0.8988645365724848,7574,15,6808.0,7574.0,100.0,0.02,0.0,1594233000.0
2020-07-08,0.9,0.91,0.89,0.89,0.9090710501884112,18311,35,16646.0,18311.0,100.0,0.02,-0.01,1594146600.0
2020-07-07,0.9,0.9,0.9,0.9,0.8998895332781,7242,13,6517.0,7242.0,100.0,0.0,0.0,1594060200.0
2020-07-06,0.88,0.89,0.88,0.89,0.8897312198483804,5804,13,5164.0,5804.0,100.0,0.01,0.01,1593973800.0
2020-07-03,0.88,0.88,0.88,0.88,0.8799253034547152,10710,7,9424.0,10710.0,100.0,0.0,0.0,1593714600.0
2020-07-02,0.87,0.87,0.87,0.87,0.8699642589242377,22663,24,19716.0,22663.0,100.0,0.0,0.0,1593628200.0
2020-07-01,0.86,0.86,0.86,0.86,0.86,5500,6,4730.0,5500.0,100.0,0.0,0.0,1593541800.0
2020-06-30,0.85,0.85,0.85,0.85,0.8499458288190682,9230,5,7845.0,9230.0,100.0,0.0,0.0,1593455400.0
2020-06-29,0.83,0.84,0.83,0.84,0.8383908045977011,8700,15,7294.0,8700.0,100.0,0.01,0.01,1593369000.0
2020-06-26,0.83,0.83,0.83,0.83,0.83,21000,10,17430.0,21000.0,100.0,0.0,0.0,1593109800.0
2020-06-25,0.82,0.82,0.82,0.82,0.8198801550934085,5674,13,4652.0,5674.0,100.0,0.0,0.0,1593023400.0
2020-06-24,0.81,0.81,0.81,0.81,0.8096885813148788,2601,10,2106.0,2601.0,100.0,0.0,0.0,1592937000.0
2020-06-23,0.8,0.8,0.8,0.8,0.8,6600,9,5280.0,6600.0,100.0,0.0,0.0,1592850600.0
2020-06-22,0.79,0.79,0.79,0.79,0.7882599580712788,477,1,376.0,477.0,100.0,0.0,0.0,1592764200.0
2020-06-19,0.78,0.78,0.78,0.78,0.7799873396223501,64769,19,50519.0,64769.0,100.0,0.0,0.0,1592505000.0
2020-06-18,0.77,0.77,0.77,0.77,0.7699850865186214,48949,13,37690.0,48949.0,100.0,0.0,0.0,1592418600.0
2020-06-17,0.76,0.76,0.76,0.76,0.7599769259006764,38138,15,28984.0,38138.0,100.0,0.0,0.0,1592332200.0
2020-06-16,0.75,0.75,0.75,0.75,0.7499499899979996,4999,4,3749.0,4999.0,100.0,0.0,0.0,1592245800.0
2020-06-15,0.72,0.72,0.72,0.72,0.7197773064687168,3772,7,2715.0,3772.0,100.0,0.0,0.0,1592159400.0
2020-06-12,0.66,0.69,0.66,0.69,0.6796229877387605,11989,19,8148.0,11989.0,100.0,0.03,0.03,1591900200.0
2020-06-11,0.66,0.66,0.66,0.66,0.6597195907540735,2639,5,1741.0,2639.0,100.0,0.0,0.0,1591813800.0
2020-06-10,0.63,0.63,0.63,0.63,0.63,2400,4,1512.0,2400.0,100.0,0.0,0.0,1591727400.0
2020-06-09,0.6,0.6,0.58,0.6,0.5947601431257201,16489,16,9807.0,16489.0,100.0,0.02,0.0,1591641000.0
2020-06-08,0.58,0.58,0.58,0.58,0.58,67550,12,39179.0,67550.0,100.0,0.0,0.0,1591554600.0
2020-06-05,0.56,0.56,0.56,0.56,0.5599929420068227,17002,18,9521.0,17002.0,100.0,0.0,0.0,1591295400.0
2020-06-04,0.54,0.54,0.52,0.54,0.5298013245033112,151,3,80.0,151.0,100.0,0.02,0.0,1591209000.0
2020-06-03,0.52,0.52,0.52,0.52,0.52,1100,2,572.0,1100.0,100.0,0.0,0.0,1591122600.0
2020-06-02,0.48,0.5,0.48,0.5,0.4981651376146788,2180,5,1086.0,2180.0,100.0,0.02,0.02,1591036200.0
2020-06-01,0.48,0.48,0.48,0.48,0.479742521772056,2641,3,1267.0,2641.0,100.0,0.0,0.0,1590949800.0
2020-05-29,0.46,0.46,0.46,0.46,0.4598878322360399,4101,4,1886.0,4101.0,100.0,0.0,0.0,1590690600.0
2020-05-28,0.44,0.44,0.41,0.44,0.436511898818439,12018,8,5246.0,12018.0,100.0,0.03,0.0,1590604200.0
2020-05-27,0.42,0.42,0.42,0.42,0.4199288256227758,5620,5,2360.0,5620.0,100.0,0.0,0.0,1590517800.0
2020-05-26,0.4,0.4,0.4,0.4,0.3998920669185105,1853,5,741.0,1853.0,100.0,0.0,0.0,1590431400.0
2020-05-22,0.39,0.39,0.39,0.39,0.3891531874405328,1051,4,409.0,1051.0,100.0,0.0,0.0,1590085800.0
2020-05-21,0.38,0.38,0.38,0.38,0.0,1,1,0.0,1.0,100.0,0.0,0.0,1589999400.0
2020-05-20,0.37,0.37,0.37,0.37,0.3696857670979667,1623,6,600.0,1623.0,100.0,0.0,0.0,1589913000.0
2020-05-19,0.36,0.36,0.36,0.36,0.3599613152804642,15510,10,5583.0,15510.0,100.0,0.0,0.0,1589826600.0
2020-05-18,0.35,0.36,0.35,0.35,0.3552544613350958,12104,8,4300.0,12104.0,100.0,0.01,0.0,1589740200.0
2020-05-15,0.35,0.35,0.35,0.35,0.35,2000,1,700.0,2000.0,100.0,0.0,0.0,1589481000.0
2020-05-14,0.34,0.34,0.34,0.34,0.3395657418576598,1658,4,563.0,1658.0,100.0,0.0,0.0,1589394600.0
2020-05-13,0.34,0.34,0.34,0.34,0.34,2900,4,986.0,2900.0,100.0,0.0,0.0,1589308200.0
2020-05-12,0.33,0.34,0.33,0.34,0.3323076923076923,1300,4,432.0,1300.0,100.0,0.01,0.01,1589221800.0
2020-05-11,0.34,0.34,0.34,0.34,0.34,2000,5,680.0,2000.0,100.0,0.0,0.0,1589135400.0
2020-05-08,0.35,0.36,0.34,0.34,0.35625,16000,10,5700.0,16000.0,100.0,0.02,-0.01,1588876200.0
2020-05-07,0.35,0.35,0.35,0.35,0.3499217527386541,3195,2,1118.0,3195.0,100.0,0.0,0.0,1588789800.0
2020-05-06,0.34,0.34,0.34,0.34,0.3399955879108757,158655,6,53942.0,158655.0,100.0,0.0,0.0,1588703400.0
2020-05-05,0.33,0.35,0.33,0.33,0.3420018143332325,3307,4,1131.0,3307.0,100.0,0.02,0.0,1588617000.0
2020-05-04,0.36,0.36,0.34,0.34,0.3399185336048879,4910,9,1669.0,4910.0,100.0,0.02,-0.02,1588530600.0
2020-04-30,0.35,0.35,0.35,0.35,0.3482587064676616,201,1,70.0,201.0,100.0,0.0,0.0,1588185000.0
2020-04-29,0.34,0.34,0.34,0.34,0.34,3000,3,1020.0,3000.0,100.0,0.0,0.0,1588098600.0
2020-04-27,0.33,0.33,0.33,0.33,0.329967689822294,2476,11,817.0,2476.0,100.0,0.0,0.0,1587925800.0
2020-04-24,0.34,0.36,0.34,0.34,0.3411399065168979,40863,11,13940.0,40863.0,100.0,0.02,0.0,1587666600.0
2020-04-23,0.36,0.36,0.35,0.35,0.3516069708380768,22838,20,8030.0,22838.0,100.0,0.01,-0.01,1587580200.0
2020-04-22,0.35,0.36,0.35,0.36,0.3594658519759534,20294,18,7295.0,20294.0,100.0,0.01,0.01,1587493800.0
2020-04-21,0.35,0.35,0.35,0.35,0.35,600,6,210.0,600.0,100.0,0.0,0.0,1587407400.0
2020-04-17,0.36,0.36,0.36,0.36,0.36,300,1,108.0,300.0,100.0,0.0,0.0,1587061800.0
2020-04-15,0.36,0.36,0.36,0.36,0.3584288052373158,611,5,219.0,611.0,100.0,0.0,0.0,1586889000.0
2020-04-13,0.36,0.36,0.36,0.36,0.3599092069797134,7049,5,2537.0,7049.0,100.0,0.0,0.0,1586716200.0
2020-04-08,0.36,0.37,0.36,0.36,0.361,5000,7,1805.0,5000.0,100.0,0.01,0.0,1586284200.0
2020-04-07,0.36,0.36,0.36,0.36,0.3589449541284403,872,1,313.0,872.0,100.0,0.0,0.0,1586197800.0
2020-04-03,0.36,0.36,0.36,0.36,0.3561643835616438,73,2,26.0,73.0,100.0,0.0,0.0,1585852200.0
2020-04-01,0.36,0.36,0.36,0.36,0.3587385019710906,761,3,273.0,761.0,100.0,0.0,0.0,1585679400.0
2020-03-31,0.36,0.36,0.36,0.36,0.3576923076923076,260,1,93.0,260.0,100.0,0.0,0.0,1585593000.0
2020-03-30,0.38,0.38,0.37,0.37,0.3693069306930693,1010,3,373.0,1010.0,100.0,0.01,-0.01,1585506600.0
2020-03-27,0.38,0.38,0.38,0.38,0.0,1,1,0.0,1.0,100.0,0.0,0.0,1585247400.0
2020-03-26,0.38,0.38,0.38,0.38,0.38,100,1,38.0,100.0,100.0,0.0,0.0,1585161000.0
2020-03-24,0.38,0.38,0.38,0.38,0.38,50,2,19.0,50.0,100.0,0.0,0.0,1584988200.0
2020-03-23,0.38,0.38,0.38,0.38,0.38,500,2,190.0,500.0,100.0,0.0,0.0,1584901800.0
2020-03-20,0.37,0.37,0.37,0.37,0.3699142634450506,6415,4,2373.0,6415.0,100.0,0.0,0.0,1584642600.0
2020-03-19,0.38,0.38,0.38,0.38,0.38,2000,1,760.0,2000.0,100.0,0.0,0.0,1584556200.0
2020-03-18,0.39,0.39,0.39,0.39,0.389994425502677,154274,4,60166.0,154274.0,100.0,0.0,0.0,1584469800.0
2020-03-17,0.41,0.41,0.41,0.41,0.4099845916795069,16225,3,6652.0,16225.0,100.0,0.0,0.0,1584383400.0
2020-03-16,0.43,0.43,0.43,0.43,0.4299625468164794,4005,6,1722.0,4005.0,100.0,0.0,0.0,1584297000.0
