Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-04-23,61.0,61.9,59.5,60.5,60.918634997587965,1001229,5158,60993504.0,562902.0,56.22,2.4,-0.5,1619116200.0,0.0,,19270.89,-0.2104959003787487,0.18161034125459402,0.03,118.26446280991738,0.914176771285602,118.07388716475481,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,,,,
2021-04-22,59.2,61.25,58.75,60.15,60.16057446957933,1281530,4611,77097581.0,668830.0,52.19,2.5,0.95,1619029800.0,0.0,-0.5785123966942196,19311.54,0.636130127616874,0.1816619319168063,0.03,119.53449709060683,0.7017565662810865,119.38246449499842,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,61.0,61.9,59.5,60.5
2021-04-20,58.0,58.35,56.85,57.6,57.65036156808329,214759,1066,12380934.0,74733.0,34.8,1.5,-0.4,1618857000.0,0.0,-4.239401496259343,19189.47,-0.1885495055581776,0.18165417189115593,0.03,129.25347222222223,1.3423507788385969,128.98507822826159,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,59.2,61.25,58.75,60.15
2021-04-19,57.5,57.9,55.3,57.15,56.88439441687383,324621,1354,18465869.0,179299.0,55.23,2.6,-0.35,1618770600.0,0.0,-0.78125,19225.72,-1.809648085679039,0.1817482812682993,0.02,131.05861767279094,1.1512702775240635,130.83301124420103,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,58.0,58.35,56.85,57.6
2021-04-16,58.75,59.1,57.35,57.6,58.28715403932464,299456,1595,17454438.0,135355.0,45.2,1.75,-1.15,1618511400.0,0.0,0.7874015748031482,19580.05,0.4946190863327704,0.1816548752961669,0.02,129.25347222222223,-0.6792117486931759,129.3604874452367,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,57.5,57.9,55.3,57.15
2021-04-15,57.0,58.7,56.5,57.6,57.61546902917483,323498,1452,18638489.0,143622.0,44.4,2.2,0.6,1618425000.0,0.0,0.0,19483.68,0.4160189991630147,0.18165172074872069,0.02,129.25347222222223,-0.1879521733060607,129.27124709233672,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,58.75,59.1,57.35,57.6
2021-04-13,55.0,56.8,54.5,56.5,55.876931252630975,334951,1450,18716034.0,117809.0,35.17,2.3,1.5,1618252200.0,0.0,-1.909722222222221,19402.96,1.3743533799270624,0.18164781525968732,0.03,133.71681415929206,0.227284909106662,133.65097778656911,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,57.0,58.7,56.5,57.6
2021-04-13,55.0,56.8,54.5,56.5,55.876931252630975,334951,1450,18716034.0,117809.0,35.17,2.3,1.5,1618252200.0,0.0,-1.909722222222221,19402.96,1.3743533799270624,0.18164781525968732,0.03,133.71681415929206,0.227284909106662,133.65097778656911,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,55.0,56.8,54.5,56.5
2021-04-13,55.0,56.8,54.5,56.5,55.876931252630975,334951,1450,18716034.0,117809.0,35.17,2.3,1.5,1618252200.0,0.0,-1.909722222222221,19402.96,0.0,0.18161795591190585,0.03,133.71681415929206,0.227284909106662,133.65098367736783,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,55.0,56.8,54.5,56.5
2021-04-13,55.0,56.8,54.5,56.5,55.876931252630975,334951,1450,18716034.0,117809.0,35.17,2.3,1.5,1618252200.0,0.0,-1.909722222222221,19402.96,0.0,0.18161795591190585,0.03,133.71681415929206,0.227284909106662,133.65098367736783,15.6,534.65,519.05,,,,,,2021,25362.0,25391.6,-20783.199999999997,2802.8999999999996,66.0,50568.5,50604.7,-42351.5,4439.999999999999,104.53999999999999,102089.8,61322.6,-83154.9,11488.599999999999,270.51,,55.0,56.8,54.5,56.5
