Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price
2021-04-23,800.0,807.9,796.25,800.85,800.8258070167753,22831,800,18283654.0,4279.0,18.74,11.65,0.85,1619116200.0,0.0,,19270.89,-0.2104959003787487,0.03808471756517842,0.03,-76.25647749266405,0.914176771285602,-76.32015111527615,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,,,,
2021-04-22,797.0,800.0,787.8,795.95,796.7809905560864,80581,1231,64205409.0,4053.0,5.03,12.2,-1.05,1619029800.0,0.0,-0.6118499094711849,19311.54,0.636130127616874,0.038095536419357,0.03,-76.11030843645959,0.7017565662810865,-76.1658993631953,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,800.0,807.9,796.25,800.85
2021-04-20,804.0,815.75,798.8,800.75,810.2637180700094,118384,3675,95922260.0,19508.0,16.48,16.95,-3.25,1618857000.0,0.0,0.6030529555876463,19189.47,-0.1885495055581776,0.038093551583640216,0.03,-76.25351233218858,1.3423507788385969,-76.3335044342781,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,797.0,800.0,787.8,795.95
2021-04-19,808.8,808.8,780.15,800.15,793.3835732696298,31814,1426,25240705.0,6492.0,20.41,28.65,-8.65,1618770600.0,0.0,-0.07492975335623431,19225.72,-1.809648085679039,0.038093296855549394,0.02,-76.23570580516153,1.1512702775240635,-76.29879961966711,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,804.0,815.75,798.8,800.75
2021-04-16,809.0,817.95,796.1,808.8,807.9305165025186,66505,3588,53731419.0,20199.0,30.37,21.85,-0.2,1618511400.0,0.0,1.0810473036305668,19580.05,0.4946190863327704,0.03807293319037936,0.02,-76.4898615232443,-0.6792117486931759,-76.48324048105037,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,808.8,808.8,780.15,800.15
2021-04-15,800.2,809.95,787.65,802.2,799.6462034745565,81219,4405,64946465.0,17209.0,21.19,22.3,2.0,1618425000.0,0.0,-0.8160237388723957,19483.68,0.4160189991630147,0.03807196297645139,0.02,-76.29643480428821,-0.1879521733060607,-76.30851765684523,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,809.0,817.95,796.1,808.8
2021-04-13,799.5,810.0,791.9,805.6,800.6593447192972,59547,4099,47676862.0,13730.0,23.06,18.1,6.1,1618252200.0,0.0,0.4238344552480733,19402.96,1.3743533799270624,0.038071309988712145,0.03,-76.39647467725919,0.227284909106662,-76.43398557218988,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,800.2,809.95,787.65,802.2
2021-04-13,799.5,810.0,791.9,805.6,800.6593447192972,59547,4099,47676862.0,13730.0,23.06,18.1,6.1,1618252200.0,0.0,0.4238344552480733,19402.96,1.3743533799270624,0.038071309988712145,0.03,-76.39647467725919,0.227284909106662,-76.43398557218988,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,799.5,810.0,791.9,805.6
2021-04-13,799.5,810.0,791.9,805.6,800.6593447192972,59547,4099,47676862.0,13730.0,23.06,18.1,6.1,1618252200.0,0.0,0.4238344552480733,19402.96,0.0,0.03806083775941284,0.03,-76.39647467725919,0.227284909106662,-76.43398350617709,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,799.5,810.0,791.9,805.6
2021-04-13,799.5,810.0,791.9,805.6,800.6593447192972,59547,4099,47676862.0,13730.0,23.06,18.1,6.1,1618252200.0,0.0,0.4238344552480733,19402.96,0.0,0.03806083775941284,0.03,-76.39647467725919,0.227284909106662,-76.43398350617709,15.95,1078.4,1062.45,,,,,,2021,6191.74,6433.21,-5711.68,411.01,7.33,12921.58,10237.08,-11702.74,786.14,13.07,26603.71,23878.06,-22949.989999999998,2369.98,31.61,,799.5,810.0,791.9,805.6
