Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unixtime
2020-12-22,0.86,0.86,0.86,0.86,0.85625,160,2,137.0,160,100.0,0.0,0.0,1608575400.0
2020-12-21,0.86,0.86,0.86,0.86,0.859903381642512,3105,2,2670.0,3105,100.0,0.0,0.0,1608489000.0
2020-12-16,0.82,0.82,0.82,0.82,0.82,100,1,82.0,100,100.0,0.0,0.0,1608057000.0
2020-12-15,0.81,0.81,0.81,0.81,0.81,1000,2,810.0,1000,100.0,0.0,0.0,1607970600.0
2020-12-14,0.78,0.78,0.78,0.78,0.75,24,2,18.0,24,100.0,0.0,0.0,1607884200.0
2020-12-10,0.75,0.75,0.75,0.75,0.7272727272727272,33,2,24.0,33,100.0,0.0,0.0,1607538600.0
2020-12-08,0.78,0.78,0.78,0.78,0.78,50,1,39.0,50,100.0,0.0,0.0,1607365800.0
2020-12-07,0.75,0.75,0.75,0.75,0.7479338842975206,242,2,181.0,242,100.0,0.0,0.0,1607279400.0
2020-12-03,0.76,0.77,0.76,0.77,0.7685589519650655,458,4,352.0,458,100.0,0.01,0.01,1606933800.0
2020-12-02,0.79,0.8,0.79,0.8,0.7976190476190476,84,2,67.0,84,100.0,0.01,0.01,1606847400.0
2020-11-27,0.81,0.83,0.81,0.83,0.8164251207729468,207,3,169.0,207,100.0,0.02,0.02,1606415400.0
2020-11-26,0.84,0.84,0.84,0.84,0.8333333333333333,30,1,25.0,30,100.0,0.0,0.0,1606329000.0
2020-11-24,0.88,0.88,0.88,0.88,0.8787878787878787,429,1,377.0,429,100.0,0.0,0.0,1606156200.0
2020-11-23,0.89,0.89,0.89,0.89,0.8837209302325582,86,2,76.0,86,100.0,0.0,0.0,1606069800.0
2020-11-06,0.92,0.92,0.92,0.92,0.9192734611503532,991,1,911.0,991,100.0,0.0,0.0,1604601000.0
2020-11-05,0.96,0.96,0.95,0.95,0.9571428571428572,7000,7,6700.0,7000,100.0,0.01,-0.01,1604514600.0
2020-11-04,0.95,0.95,0.95,0.95,0.9476923076923076,325,1,308.0,325,100.0,0.0,0.0,1604428200.0
2020-11-03,1.0,1.0,1.0,1.0,1.0,400,2,400.0,400,100.0,0.0,0.0,1604341800.0
2020-11-02,1.05,1.05,1.05,1.05,1.05,300,1,315.0,300,100.0,0.0,0.0,1604255400.0
2020-10-29,0.95,1.05,0.95,1.05,0.9841201716738196,2330,3,2293.0,1530,65.67,0.1,0.1,1603909800.0
2020-10-27,1.0,1.0,1.0,1.0,1.0,14,1,14.0,14,100.0,0.0,0.0,1603737000.0
2020-10-16,1.05,1.05,1.05,1.05,1.0476190476190477,42,1,44.0,42,100.0,0.0,0.0,1602786600.0
2020-10-15,1.05,1.05,1.05,1.05,1.05,200,2,210.0,200,100.0,0.0,0.0,1602700200.0
2020-10-14,1.1,1.1,1.1,1.1,1.0979899497487435,398,2,437.0,398,100.0,0.0,0.0,1602613800.0
2020-10-13,1.05,1.13,1.05,1.1,1.0838709677419354,310,3,336.0,310,100.0,0.08,0.05,1602527400.0
2020-10-09,1.08,1.08,1.08,1.08,1.0697674418604652,43,1,46.0,43,100.0,0.0,0.0,1602181800.0
2020-10-07,1.03,1.03,1.03,1.03,1.0222222222222221,90,1,92.0,90,100.0,0.0,0.0,1602009000.0
2020-10-06,1.03,1.03,1.03,1.03,1.03,400,3,412.0,400,100.0,0.0,0.0,1601922600.0
2020-10-05,0.99,0.99,0.99,0.99,0.99,600,1,594.0,600,100.0,0.0,0.0,1601836200.0
2020-10-01,0.95,0.95,0.95,0.95,0.9444444444444444,72,2,68.0,72,100.0,0.0,0.0,1601490600.0
2020-09-25,1.0,1.0,1.0,1.0,1.0,24,1,24.0,24,100.0,0.0,0.0,1600972200.0
2020-09-21,1.05,1.05,1.05,1.05,1.049586776859504,1573,9,1651.0,1573,100.0,0.0,0.0,1600626600.0
2020-09-15,1.1,1.1,1.1,1.1,1.0,2,1,2.0,2,100.0,0.0,0.0,1600108200.0
2020-09-08,1.05,1.05,1.05,1.05,1.03125,32,1,33.0,32,100.0,0.0,0.0,1599503400.0
2020-09-07,1.01,1.01,1.01,1.01,1.0,99,1,99.0,99,100.0,0.0,0.0,1599417000.0
2020-09-04,0.97,0.97,0.97,0.97,0.9603960396039604,101,1,97.0,101,100.0,0.0,0.0,1599157800.0
2020-09-03,1.02,1.02,1.02,1.02,1.0199714693295292,701,1,715.0,701,100.0,0.0,0.0,1599071400.0
2020-09-02,1.07,1.07,1.07,1.07,1.07,200,1,214.0,200,100.0,0.0,0.0,1598985000.0
2020-09-01,1.12,1.12,1.12,1.12,1.1129032258064515,62,1,69.0,62,100.0,0.0,0.0,1598898600.0
2020-08-31,1.17,1.17,1.17,1.17,1.17,100,1,117.0,100,100.0,0.0,0.0,1598812200.0
2020-08-28,1.17,1.17,1.17,1.17,1.0,1,1,1.0,1,100.0,0.0,0.0,1598553000.0
2020-08-27,1.15,1.15,1.15,1.15,1.0,1,1,1.0,1,100.0,0.0,0.0,1598466600.0
2020-08-26,1.15,1.15,1.15,1.15,1.12,25,2,28.0,25,100.0,0.0,0.0,1598380200.0
2020-08-24,1.1,1.1,1.1,1.1,1.1,100,1,110.0,100,100.0,0.0,0.0,1598207400.0
2020-08-20,1.09,1.1,1.09,1.1,1.0966101694915253,590,6,647.0,590,100.0,0.01,0.01,1597861800.0
2020-08-17,1.14,1.14,1.14,1.14,1.14,50,1,57.0,50,100.0,0.0,0.0,1597602600.0
2020-08-14,1.2,1.2,1.2,1.2,1.1996105160662123,2054,4,2464.0,2054,100.0,0.0,0.0,1597343400.0
2020-08-07,1.15,1.15,1.1,1.15,1.1455284552845528,1230,6,1409.0,1230,100.0,0.05,0.0,1596738600.0
2020-08-06,1.1,1.1,1.1,1.1,1.1,500,2,550.0,500,100.0,0.0,0.0,1596652200.0
2020-08-05,1.1,1.1,1.1,1.1,1.0995918367346937,1225,2,1347.0,1225,100.0,0.0,0.0,1596565800.0
2020-08-04,1.05,1.05,1.05,1.05,1.05,1000,1,1050.0,1000,100.0,0.0,0.0,1596479400.0
2020-08-03,1.0,1.0,1.0,1.0,1.0,1036,2,1036.0,1036,100.0,0.0,0.0,1596393000.0
2020-07-30,0.9,0.96,0.9,0.96,0.9058982440342188,2221,5,2012.0,2000,90.05,0.06,0.06,1596047400.0
2020-07-29,0.92,0.92,0.92,0.92,0.92,50,1,46.0,50,100.0,0.0,0.0,1595961000.0
2020-07-28,1.01,1.01,0.96,0.96,0.9796163069544364,2502,5,2451.0,2502,100.0,0.05,-0.05,1595874600.0
2020-07-27,1.01,1.01,1.01,1.01,1.0073529411764703,272,2,274.0,272,100.0,0.0,0.0,1595788200.0
2020-07-20,0.91,0.99,0.91,0.99,0.9657631954350928,701,2,677.0,701,100.0,0.08,0.08,1595183400.0
2020-07-14,0.95,0.95,0.95,0.95,0.9498959056210964,7205,3,6844.0,7205,100.0,0.0,0.0,1594665000.0
2020-07-13,1.0,1.0,1.0,1.0,1.0,813,4,813.0,813,100.0,0.0,0.0,1594578600.0
2020-07-10,1.1,1.1,1.05,1.05,1.0985365853658535,1025,2,1126.0,1025,100.0,0.05,-0.05,1594319400.0
2020-07-09,1.1,1.1,1.1,1.1,1.0998074454428755,3116,5,3427.0,3116,100.0,0.0,0.0,1594233000.0
2020-07-08,1.18,1.18,1.15,1.15,1.1498661909009813,1121,2,1289.0,1121,100.0,0.03,-0.03,1594146600.0
2020-07-07,1.2,1.2,1.2,1.2,1.1998097050428165,1051,2,1261.0,1051,100.0,0.0,0.0,1594060200.0
2020-07-06,1.2,1.2,1.2,1.2,1.1986754966887416,453,2,543.0,453,100.0,0.0,0.0,1593973800.0
2020-06-18,1.15,1.15,1.15,1.15,1.1493212669683257,221,1,254.0,221,100.0,0.0,0.0,1592418600.0
2020-06-16,1.16,1.16,1.16,1.16,1.1598101265822784,632,1,733.0,632,100.0,0.0,0.0,1592245800.0
2020-06-12,1.22,1.22,1.22,1.22,1.22,100,1,122.0,100,100.0,0.0,0.0,1591900200.0
2020-06-11,1.22,1.22,1.22,1.22,1.1904761904761905,21,1,25.0,21,100.0,0.0,0.0,1591813800.0
2020-06-10,1.28,1.28,1.22,1.22,1.26,300,2,378.0,300,100.0,0.06,-0.06,1591727400.0
2020-06-09,1.28,1.28,1.28,1.28,1.28,1000,2,1280.0,1000,100.0,0.0,0.0,1591641000.0
2020-06-08,1.28,1.28,1.28,1.28,1.25,12,1,15.0,12,100.0,0.0,0.0,1591554600.0
2020-05-27,1.22,1.22,1.22,1.22,1.22,500,1,610.0,500,100.0,0.0,0.0,1590517800.0
2020-05-22,1.26,1.26,1.26,1.26,1.25,4,1,5.0,4,100.0,0.0,0.0,1590085800.0
2020-05-21,1.32,1.32,1.32,1.32,1.2857142857142856,21,1,27.0,21,100.0,0.0,0.0,1589999400.0
2020-05-15,1.38,1.38,1.38,1.38,1.38,600,2,828.0,600,100.0,0.0,0.0,1589481000.0
2020-05-12,1.45,1.45,1.45,1.45,1.45,1100,3,1595.0,1100,100.0,0.0,0.0,1589221800.0
2020-05-11,1.3,1.39,1.3,1.39,1.3763277693474962,659,6,907.0,659,100.0,0.09,0.09,1589135400.0
2020-05-08,1.33,1.33,1.33,1.33,1.3290229885057472,696,1,925.0,696,100.0,0.0,0.0,1588876200.0
2020-05-05,1.4,1.4,1.4,1.4,1.4,405,3,567.0,405,100.0,0.0,0.0,1588617000.0
2020-04-24,1.45,1.45,1.45,1.45,1.45,200,2,290.0,200,100.0,0.0,0.0,1587666600.0
2020-04-23,1.52,1.52,1.52,1.52,1.5197132616487457,837,1,1272.0,837,100.0,0.0,0.0,1587580200.0
2020-04-20,1.52,1.52,1.52,1.52,1.5194585448392555,1182,3,1796.0,1182,100.0,0.0,0.0,1587321000.0
2020-04-17,1.39,1.45,1.39,1.45,1.4401840490797546,652,3,939.0,652,100.0,0.06,0.06,1587061800.0
2020-04-15,1.46,1.46,1.46,1.46,1.459894613583138,3416,1,4987.0,3416,100.0,0.0,0.0,1586889000.0
2020-04-13,1.44,1.44,1.44,1.44,1.4397590361445785,166,1,239.0,166,100.0,0.0,0.0,1586716200.0
2020-04-08,1.51,1.51,1.51,1.51,1.51,4000,1,6040.0,4000,100.0,0.0,0.0,1586284200.0
2020-04-07,1.54,1.54,1.54,1.54,1.4,5,1,7.0,5,100.0,0.0,0.0,1586197800.0
2020-04-03,1.57,1.57,1.57,1.57,1.57,3100,3,4867.0,3100,100.0,0.0,0.0,1585852200.0
2020-04-01,1.6,1.6,1.6,1.6,1.6,1040,3,1664.0,1040,100.0,0.0,0.0,1585679400.0
2020-03-31,1.63,1.63,1.63,1.63,1.6298360655737705,3050,3,4971.0,3050,100.0,0.0,0.0,1585593000.0
2020-03-27,1.66,1.66,1.66,1.66,1.66,500,1,830.0,500,100.0,0.0,0.0,1585247400.0
2020-03-26,1.69,1.69,1.69,1.69,1.6850828729281768,181,4,305.0,181,100.0,0.0,0.0,1585161000.0
2020-03-25,1.72,1.72,1.72,1.72,1.7,10,1,17.0,10,100.0,0.0,0.0,1585074600.0
2020-03-24,1.75,1.75,1.75,1.75,1.75,100,1,175.0,100,100.0,0.0,0.0,1584988200.0
2020-03-23,1.78,1.78,1.78,1.78,1.78,100,1,178.0,100,100.0,0.0,0.0,1584901800.0
2020-03-16,1.81,1.81,1.81,1.81,1.81,100,1,181.0,100,100.0,0.0,0.0,1584297000.0
2020-03-12,1.84,1.84,1.84,1.84,1.8,10,1,18.0,10,100.0,0.0,0.0,1583951400.0
2020-03-05,1.87,1.87,1.87,1.87,1.86,50,1,93.0,50,100.0,0.0,0.0,1583346600.0
2020-02-28,1.9,1.9,1.9,1.9,1.6666666666666665,3,1,5.0,3,100.0,0.0,0.0,1582828200.0
2020-02-01,1.9,1.9,1.9,1.9,1.897810218978102,137,1,260.0,137,100.0,0.0,0.0,1580495400.0
2020-01-31,1.93,1.93,1.93,1.93,1.93,5500,3,10615.0,5500,100.0,0.0,0.0,1580409000.0
2020-01-27,1.96,1.96,1.96,1.96,1.9,10,2,19.0,10,100.0,0.0,0.0,1580063400.0
2020-01-24,1.96,1.96,1.96,1.96,1.96,2000,1,3920.0,2000,100.0,0.0,0.0,1579804200.0
2020-01-21,1.99,1.99,1.99,1.99,1.9803921568627447,51,1,101.0,51,100.0,0.0,0.0,1579545000.0
2020-01-20,2.03,2.03,2.03,2.03,2.0,3,1,6.0,3,100.0,0.0,0.0,1579458600.0
2020-01-17,2.03,2.03,2.03,2.03,2.019607843137255,51,1,103.0,51,100.0,0.0,0.0,1579199400.0
2020-01-16,2.07,2.07,2.07,2.07,2.064516129032258,31,1,64.0,31,100.0,0.0,0.0,1579113000.0
2020-01-15,2.15,2.15,2.11,2.11,2.0869565217391304,23,3,48.0,23,100.0,0.04,-0.04,1579026600.0
2020-01-14,2.15,2.15,2.15,2.15,2.1492957746478876,355,2,763.0,355,100.0,0.0,0.0,1578940200.0
2020-01-13,2.11,2.11,2.11,2.11,2.1067961165048543,309,2,651.0,309,100.0,0.0,0.0,1578853800.0
2020-01-10,2.01,2.01,2.01,2.01,2.0,10,1,20.0,10,100.0,0.0,0.0,1578594600.0
2020-01-09,1.92,1.92,1.9,1.92,1.9088752382969707,23605,12,45059.0,23605,100.0,0.02,0.0,1578508200.0
2020-01-08,1.83,1.83,1.83,1.83,1.82,50,1,91.0,50,100.0,0.0,0.0,1578421800.0
2020-01-07,1.78,1.78,1.78,1.78,1.78,2000,5,3560.0,2000,100.0,0.0,0.0,1578335400.0
2020-01-06,1.62,1.7,1.62,1.7,1.662125340599455,367,5,610.0,367,100.0,0.08,0.08,1578249000.0
2020-01-03,1.62,1.62,1.62,1.62,1.62,500,2,810.0,500,100.0,0.0,0.0,1577989800.0
2020-01-02,1.52,1.55,1.52,1.55,1.5285714285714285,140,3,214.0,140,100.0,0.03,0.03,1577903400.0
2020-01-01,1.48,1.48,1.34,1.48,1.44,350,4,504.0,250,71.43,0.14,0.0,1577817000.0
2019-12-31,1.35,1.41,1.29,1.41,1.334782608695652,920,7,1228.0,820,89.13,0.12,0.06,1577730600.0
2019-12-30,1.29,1.35,1.29,1.35,1.3479166666666667,960,5,1294.0,943,98.23,0.06,0.06,1577644200.0
2019-12-27,1.17,1.29,1.17,1.29,1.254071661237785,307,7,385.0,307,100.0,0.12,0.12,1577385000.0
2019-12-24,1.23,1.23,1.13,1.23,1.1902891824348445,2801,8,3334.0,1698,60.62,0.1,0.0,1577125800.0
2019-12-23,1.08,1.18,1.08,1.18,1.1227477477477477,888,2,997.0,500,56.31,0.1,0.1,1577039400.0
2019-12-20,1.21,1.21,1.11,1.13,1.1527146295801016,3739,22,4310.0,3460,92.54,0.1,-0.08,1576780200.0
2019-12-19,1.16,1.16,1.16,1.16,1.16,500,1,580.0,500,100.0,0.0,0.0,1576693800.0
2019-12-18,1.11,1.11,1.11,1.11,1.1088,625,4,693.0,625,100.0,0.0,0.0,1576607400.0
2019-12-17,0.96,1.06,0.96,1.06,1.0414201183431953,169,4,176.0,142,84.02,0.1,0.1,1576521000.0
2019-12-16,1.01,1.01,1.01,1.01,1.01,200,1,202.0,200,100.0,0.0,0.0,1576434600.0
2019-12-13,0.93,0.97,0.93,0.97,0.963659147869674,1596,6,1538.0,1484,92.98,0.04,0.04,1576175400.0
2019-12-11,0.93,0.93,0.93,0.93,0.928,250,1,232.0,250,100.0,0.0,0.0,1576002600.0
2019-12-10,0.89,0.89,0.89,0.89,0.8636363636363636,22,2,19.0,22,100.0,0.0,0.0,1575916200.0
2019-12-09,0.88,0.93,0.88,0.93,0.9166666666666666,408,4,374.0,408,100.0,0.05,0.05,1575829800.0
2019-12-06,1.0,1.0,0.92,0.92,0.9939814814814814,2160,4,2147.0,2160,100.0,0.08,-0.08,1575570600.0
2019-12-04,1.05,1.05,0.96,0.96,1.0499525766677205,12652,8,13284.0,11652,92.1,0.09,-0.09,1575397800.0
2019-12-03,1.0,1.0,1.0,1.0,1.0,1000,1,1000.0,1000,100.0,0.0,0.0,1575311400.0
2019-12-02,0.96,0.96,0.96,0.96,0.96,600,3,576.0,600,100.0,0.0,0.0,1575225000.0
2019-11-29,0.86,0.92,0.84,0.92,0.8545001778726431,8433,9,7206.0,7531,89.3,0.08,0.06,1574965800.0
2019-11-28,0.88,0.88,0.88,0.88,0.8636363636363636,22,1,19.0,22,100.0,0.0,0.0,1574879400.0
2019-11-27,0.87,0.87,0.87,0.87,0.87,500,5,435.0,500,100.0,0.0,0.0,1574793000.0
2019-11-26,0.91,0.91,0.91,0.91,0.9066666666666666,75,2,68.0,75,100.0,0.0,0.0,1574706600.0
2019-11-25,0.95,0.95,0.95,0.95,0.95,1800,2,1710.0,1800,100.0,0.0,0.0,1574620200.0
2019-11-22,0.96,0.96,0.96,0.96,0.96,200,1,192.0,200,100.0,0.0,0.0,1574361000.0
2019-11-21,0.94,1.01,0.94,1.01,0.9369369369369368,111,3,104.0,111,100.0,0.07,0.07,1574274600.0
2019-11-20,0.98,0.98,0.98,0.98,0.98,200,1,196.0,200,100.0,0.0,0.0,1574188200.0
2019-11-19,1.03,1.03,1.03,1.03,1.0,12,1,12.0,12,100.0,0.0,0.0,1574101800.0
2019-11-15,1.01,1.11,1.01,1.08,1.0805500982318272,1018,5,1100.0,902,88.61,0.1,0.07,1573756200.0
2019-11-11,1.06,1.06,1.06,1.06,1.06,4500,5,4770.0,4500,100.0,0.0,0.0,1573410600.0
2019-11-08,1.1,1.1,1.01,1.01,1.0993377483443707,302,2,332.0,302,100.0,0.09,-0.09,1573151400.0
2019-11-07,1.05,1.05,1.05,1.05,1.05,3000,3,3150.0,3000,100.0,0.0,0.0,1573065000.0
2019-11-05,1.0,1.0,1.0,1.0,1.0,809,4,809.0,809,100.0,0.0,0.0,1572892200.0
2019-10-30,1.05,1.05,1.05,1.05,1.047808764940239,251,3,263.0,251,100.0,0.0,0.0,1572373800.0
2019-10-29,1.1,1.1,1.1,1.1,1.1,2000,1,2200.0,2000,100.0,0.0,0.0,1572287400.0
2019-10-27,1.05,1.05,1.05,1.05,1.0,10,1,10.0,10,100.0,0.0,0.0,1572114600.0
2019-10-23,1.05,1.1,1.05,1.1,1.0578947368421052,950,3,1005.0,850,89.47,0.05,0.05,1571769000.0
2019-10-22,1.03,1.05,1.03,1.05,1.049156626506024,4150,5,4354.0,4150,100.0,0.02,0.02,1571682600.0
2019-10-17,1.08,1.08,1.08,1.08,1.0795847750865053,289,4,312.0,289,100.0,0.0,0.0,1571250600.0
2019-10-16,1.13,1.13,1.13,1.13,1.1297029702970296,1010,3,1141.0,1010,100.0,0.0,0.0,1571164200.0
2019-10-15,1.18,1.18,1.18,1.18,1.1790575916230366,955,2,1126.0,955,100.0,0.0,0.0,1571077800.0
2019-10-14,1.24,1.24,1.24,1.24,1.24,700,2,868.0,700,100.0,0.0,0.0,1570991400.0
2019-10-10,1.3,1.3,1.3,1.3,1.3,600,1,780.0,600,100.0,0.0,0.0,1570645800.0
2019-10-09,1.24,1.24,1.24,1.24,1.24,5500,3,6820.0,5500,100.0,0.0,0.0,1570559400.0
2019-10-07,1.3,1.3,1.3,1.3,1.2999404584697827,6718,3,8733.0,6718,100.0,0.0,0.0,1570386600.0
2019-10-04,1.32,1.32,1.28,1.28,1.3175193798449611,6450,10,8498.0,6450,100.0,0.04,-0.04,1570127400.0
2019-10-03,1.3,1.3,1.3,1.3,1.2998522895125553,677,4,880.0,677,100.0,0.0,0.0,1570041000.0
2019-09-30,1.32,1.32,1.32,1.32,1.3184713375796178,314,3,414.0,314,100.0,0.0,0.0,1569781800.0
2019-09-26,1.34,1.34,1.34,1.34,1.3398692810457515,153,5,205.0,153,100.0,0.0,0.0,1569436200.0
2019-09-25,1.35,1.35,1.35,1.35,1.3498833722092636,3001,2,4051.0,3001,100.0,0.0,0.0,1569349800.0
2019-09-24,1.33,1.33,1.33,1.33,1.3291713961407492,881,6,1171.0,881,100.0,0.0,0.0,1569263400.0
2019-09-23,1.31,1.35,1.31,1.31,1.3219814241486068,323,4,427.0,323,100.0,0.04,0.0,1569177000.0
2019-09-20,1.33,1.33,1.33,1.33,1.33,1000,1,1330.0,1000,100.0,0.0,0.0,1568917800.0
2019-09-18,1.31,1.31,1.31,1.31,1.3099880620771984,5026,3,6584.0,5026,100.0,0.0,0.0,1568745000.0
2019-09-16,1.29,1.29,1.29,1.29,1.29,5000,1,6450.0,5000,100.0,0.0,0.0,1568572200.0
2019-09-13,1.27,1.27,1.27,1.27,1.2697297297297296,1850,5,2349.0,1850,100.0,0.0,0.0,1568313000.0
2019-09-12,1.29,1.29,1.29,1.29,1.29,100,1,129.0,100,100.0,0.0,0.0,1568226600.0
2019-09-11,1.29,1.29,1.29,1.29,1.29,3100,4,3999.0,3100,100.0,0.0,0.0,1568140200.0
2019-09-09,1.31,1.31,1.31,1.31,1.3074074074074074,270,4,353.0,270,100.0,0.0,0.0,1567967400.0
2019-09-06,1.33,1.33,1.33,1.33,1.328,250,2,332.0,250,100.0,0.0,0.0,1567708200.0
2019-09-03,1.35,1.35,1.35,1.35,1.3478260869565215,46,2,62.0,46,100.0,0.0,0.0,1567449000.0
2019-08-30,1.37,1.37,1.37,1.37,1.3584905660377358,53,2,72.0,53,100.0,0.0,0.0,1567103400.0
2019-08-29,1.39,1.39,1.39,1.39,1.39,900,3,1251.0,900,100.0,0.0,0.0,1567017000.0
2019-08-28,1.41,1.41,1.41,1.41,1.4099163436033462,4901,5,6910.0,4901,100.0,0.0,0.0,1566930600.0
2019-08-27,1.48,1.48,1.48,1.48,1.48,100,1,148.0,100,100.0,0.0,0.0,1566844200.0
2019-08-23,1.55,1.55,1.55,1.55,1.55,100,1,155.0,100,100.0,0.0,0.0,1566498600.0
2019-08-22,1.63,1.63,1.63,1.63,1.5714285714285714,7,1,11.0,7,100.0,0.0,0.0,1566412200.0
2019-08-21,1.71,1.71,1.71,1.71,1.7066666666666666,150,2,256.0,150,100.0,0.0,0.0,1566325800.0
2019-08-20,1.88,1.88,1.79,1.79,1.835,200,2,367.0,200,100.0,0.09,-0.09,1566239400.0
2019-08-19,1.88,1.88,1.88,1.88,1.88,1000,2,1880.0,1000,100.0,0.0,0.0,1566153000.0
2019-08-16,1.97,1.97,1.97,1.97,1.9,10,1,19.0,10,100.0,0.0,0.0,1565893800.0
2019-08-14,2.07,2.07,2.07,2.07,2.07,2000,7,4140.0,2000,100.0,0.0,0.0,1565721000.0
2019-08-13,2.17,2.17,2.17,2.17,2.16,50,2,108.0,50,100.0,0.0,0.0,1565634600.0
2019-08-09,2.28,2.28,2.28,2.28,2.28,100,1,228.0,100,100.0,0.0,0.0,1565289000.0
2019-08-08,2.4,2.4,2.4,2.4,2.0,1,1,2.0,1,100.0,0.0,0.0,1565202600.0
2019-08-07,2.52,2.52,2.52,2.52,2.514851485148515,101,2,254.0,101,100.0,0.0,0.0,1565116200.0
2019-07-31,2.65,2.65,2.65,2.65,2.5,2,1,5.0,2,100.0,0.0,0.0,1564511400.0
2019-07-22,2.7,2.7,2.7,2.7,2.6,5,1,13.0,5,100.0,0.0,0.0,1563733800.0
2019-07-17,2.75,2.75,2.75,2.75,2.74869109947644,191,2,525.0,191,100.0,0.0,0.0,1563301800.0
