Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500710,AKZOINDIA,Akzo Nobel India Limited,27 Jun 2008,Dividend - Rs. - 8.0000,-,01 Jul 2008,17 Jul 2008,24 Jun 2008,27 Jun 2008,-
500710,AKZOINDIA,Akzo Nobel India Limited,29 Jun 2009,Dividend - Rs. - 16.0000,-,01 Jul 2009,16 Jul 2009,24 Jun 2009,29 Jun 2009,-
500710,AKZOINDIA,Akzo Nobel India Limited,05 Jul 2010,Dividend - Rs. - 16.0000,-,07 Jul 2010,22 Jul 2010,29 Jun 2010,06 Jul 2010,-
500710,AKZOINDIA,Akzo Nobel India Limited,08 Jul 2011,Dividend - Rs. - 18.0000,-,12 Jul 2011,22 Jul 2011,05 Jul 2011,11 Jul 2011,-
500710,AKZOINDIA,Akzo Nobel India Limited,07 Jun 2012,Buy Back of Shares ,08 Jun 2012,-,-,06 Jun 2012,07 Jun 2012,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2012,Dividend - Rs. - 20.0000,-,01 Aug 2012,09 Aug 2012,25 Jul 2012,31 Jul 2012,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2013,Dividend - Rs. - 20.0000,-,01 Aug 2013,08 Aug 2013,25 Jul 2013,31 Jul 2013,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2013,Dividend - Rs. - 20.0000,-,01 Aug 2013,08 Aug 2013,25 Jul 2013,31 Jul 2013,07 Sep 2013
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2013,Special Dividend - Rs. - 60.0000,-,01 Aug 2013,08 Aug 2013,25 Jul 2013,31 Jul 2013,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2013,Special Dividend - Rs. - 60.0000,-,01 Aug 2013,08 Aug 2013,25 Jul 2013,31 Jul 2013,07 Sep 2013
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2014,Dividend - Rs. - 15.0000,-,01 Aug 2014,11 Aug 2014,24 Jul 2014,31 Jul 2014,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2014,Dividend - Rs. - 15.0000,-,01 Aug 2014,11 Aug 2014,24 Jul 2014,31 Jul 2014,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2014,Special Dividend - Rs. - 60.0000,-,01 Aug 2014,11 Aug 2014,24 Jul 2014,31 Jul 2014,-
500710,AKZOINDIA,Akzo Nobel India Limited,30 Jul 2014,Special Dividend - Rs. - 60.0000,-,01 Aug 2014,11 Aug 2014,24 Jul 2014,31 Jul 2014,-
500710,AKZOINDIA,Akzo Nobel India Limited,06 Aug 2015,Dividend - Rs. - 20.0000,-,10 Aug 2015,14 Aug 2015,03 Aug 2015,07 Aug 2015,-
500710,AKZOINDIA,Akzo Nobel India Limited,19 Jul 2016,Dividend - Rs. - 20.0000,-,21 Jul 2016,26 Jul 2016,14 Jul 2016,20 Jul 2016,-
500710,AKZOINDIA,Akzo Nobel India Limited,19 Jul 2016,Special Dividend - Rs. - 50.0000,-,21 Jul 2016,26 Jul 2016,14 Jul 2016,20 Jul 2016,-
500710,AKZOINDIA,Akzo Nobel India Limited,04 Aug 2017,Dividend - Rs. - 22.0000,-,08 Aug 2017,14 Aug 2017,01 Aug 2017,07 Aug 2017,-
500710,AKZOINDIA,Akzo Nobel India Limited,06 Jun 2018,Buy Back of Shares ,07 Jun 2018,-,-,31 May 2018,06 Jun 2018,-
500710,AKZOINDIA,Akzo Nobel India Limited,25 Jul 2018,Dividend - Rs. - 22.0000,-,27 Jul 2018,02 Aug 2018,20 Jul 2018,26 Jul 2018,-
500710,AKZOINDIA,Akzo Nobel India Limited,31 Jul 2019,Dividend - Rs. - 24.0000,-,02 Aug 2019,08 Aug 2019,26 Jul 2019,01 Aug 2019,-
500710,AKZOINDIA,Akzo Nobel India Limited,20 Aug 2020,Dividend - Rs. - 14.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-
500710,AKZOINDIA,Akzo Nobel India Limited,17 Feb 2021,Interim Dividend - Rs. - 20.0000,19 Feb 2021,-,-,12 Feb 2021,17 Feb 2021,-
