Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500150,FOSECOIND,FOSECO INDIA LTD.,01 Nov 2007,Interim Dividend - Rs. - 3.0000,02 Nov 2007,-,-,26 Oct 2007,01 Nov 2007,-
500150,FOSECOIND,FOSECO INDIA LTD.,28 Mar 2008,Final Dividend - Rs. - 7.0000,-,01 Apr 2008,10 Apr 2008,25 Mar 2008,28 Mar 2008,-
500150,FOSECOIND,FOSECO INDIA LTD.,09 May 2008,Interim Dividend - Rs. - 1.5000,12 May 2008,-,-,05 May 2008,09 May 2008,-
500150,FOSECOIND,FOSECO INDIA LTD.,24 Jul 2008,Interim Dividend - Rs. - 3.5000,25 Jul 2008,-,-,18 Jul 2008,24 Jul 2008,-
500150,FOSECOIND,FOSECO INDIA LTD.,23 Oct 2008,Interim Dividend - Rs. - 3.0000,24 Oct 2008,-,-,17 Oct 2008,23 Oct 2008,-
500150,FOSECOIND,FOSECO INDIA LTD.,31 Mar 2009,Dividend - Rs. - 1.5000,-,06 Apr 2009,15 Apr 2009,25 Mar 2009,02 Apr 2009,-
500150,FOSECOIND,FOSECO INDIA LTD.,06 Aug 2009,Interim Dividend - Rs. - 1.0000,07 Aug 2009,-,-,31 Jul 2009,06 Aug 2009,-
500150,FOSECOIND,FOSECO INDIA LTD.,12 Nov 2009,Interim Dividend - Rs. - 1.0000,13 Nov 2009,-,-,06 Nov 2009,12 Nov 2009,-
500150,FOSECOIND,FOSECO INDIA LTD.,05 Apr 2010,Final Dividend - Rs. - 7.0000,-,07 Apr 2010,16 Apr 2010,30 Mar 2010,06 Apr 2010,-
500150,FOSECOIND,FOSECO INDIA LTD.,14 May 2010,Interim Dividend - Rs. - 1.0000,17 May 2010,-,-,10 May 2010,14 May 2010,-
500150,FOSECOIND,FOSECO INDIA LTD.,05 Aug 2010,Interim Dividend - Rs. - 4.0000,06 Aug 2010,-,-,30 Jul 2010,05 Aug 2010,-
500150,FOSECOIND,FOSECO INDIA LTD.,28 Oct 2010,Interim Dividend - Rs. - 5.0000,29 Oct 2010,-,-,22 Oct 2010,28 Oct 2010,-
500150,FOSECOIND,FOSECO INDIA LTD.,23 Mar 2011,Final Dividend - Rs. - 7.0000,-,25 Mar 2011,04 Apr 2011,18 Mar 2011,24 Mar 2011,-
500150,FOSECOIND,FOSECO INDIA LTD.,05 May 2011,Interim Dividend - Rs. - 2.0000,07 May 2011,-,-,02 May 2011,05 May 2011,-
500150,FOSECOIND,FOSECO INDIA LTD.,04 Aug 2011,Interim Dividend - Rs. - 4.0000,05 Aug 2011,-,-,29 Jul 2011,04 Aug 2011,-
500150,FOSECOIND,FOSECO INDIA LTD.,03 Nov 2011,Interim Dividend - Rs. - 5.0000,04 Nov 2011,-,-,28 Oct 2011,03 Nov 2011,-
500150,FOSECOIND,FOSECO INDIA LTD.,21 Mar 2012,Final Dividend - Rs. - 7.0000,-,23 Mar 2012,06 Apr 2012,16 Mar 2012,21 Mar 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,04 May 2012,Interim Dividend - Rs. - 1.0000,07 May 2012,-,-,27 Apr 2012,04 May 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,26 Jul 2012,Interim Dividend - Rs. - 4.0000,27 Jul 2012,-,-,20 Jul 2012,26 Jul 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,25 Oct 2012,Interim Dividend - Rs. - 2.0000,29 Oct 2012,-,-,19 Oct 2012,26 Oct 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,21 Mar 2013,Final Dividend - Rs. - 7.0000,-,23 Mar 2013,29 Mar 2013,18 Mar 2013,21 Mar 2013,-
500150,FOSECOIND,FOSECO INDIA LTD.,02 May 2013,Interim Dividend - Rs. - 1.5000,03 May 2013,-,-,25 Apr 2013,02 May 2013,21 May 2013
500150,FOSECOIND,FOSECO INDIA LTD.,29 Aug 2013,Interim Dividend - Rs. - 3.0000,30 Aug 2013,-,-,23 Aug 2013,29 Aug 2013,12 Sep 2013
500150,FOSECOIND,FOSECO INDIA LTD.,31 Oct 2013,Interim Dividend - Rs. - 4.5000,01 Nov 2013,-,-,25 Oct 2013,31 Oct 2013,15 Nov 2013
500150,FOSECOIND,FOSECO INDIA LTD.,10 Apr 2014,Final Dividend - Rs. - 3.0000,-,12 Apr 2014,22 Apr 2014,04 Apr 2014,10 Apr 2014,-
500150,FOSECOIND,FOSECO INDIA LTD.,10 Apr 2014,Final Dividend - Rs. - 3.0000,-,12 Apr 2014,22 Apr 2014,04 Apr 2014,10 Apr 2014,22 May 2014
500150,FOSECOIND,FOSECO INDIA LTD.,10 Apr 2014,Special Dividend - Rs. - 12.5000,-,12 Apr 2014,22 Apr 2014,04 Apr 2014,10 Apr 2014,-
500150,FOSECOIND,FOSECO INDIA LTD.,10 Apr 2014,Special Dividend - Rs. - 12.5000,-,12 Apr 2014,22 Apr 2014,04 Apr 2014,10 Apr 2014,22 May 2014
500150,FOSECOIND,FOSECO INDIA LTD.,22 May 2014,Interim Dividend - Rs. - 1.0000,23 May 2014,-,-,16 May 2014,22 May 2014,07 Jun 2014
500150,FOSECOIND,FOSECO INDIA LTD.,31 Jul 2014,Interim Dividend - Rs. - 4.0000,01 Aug 2014,-,-,24 Jul 2014,31 Jul 2014,19 Aug 2014
500150,FOSECOIND,FOSECO INDIA LTD.,20 Nov 2014,Interim Dividend - Rs. - 6.0000,21 Nov 2014,-,-,14 Nov 2014,20 Nov 2014,13 Dec 2014
500150,FOSECOIND,FOSECO INDIA LTD.,19 Mar 2015,Final Dividend - Rs. - 10.0000,-,21 Mar 2015,27 Mar 2015,16 Mar 2015,19 Mar 2015,25 Apr 2015
500150,FOSECOIND,FOSECO INDIA LTD.,07 May 2015,Interim Dividend - Rs. - 3.5000,08 May 2015,-,-,29 Apr 2015,07 May 2015,22 May 2015
500150,FOSECOIND,FOSECO INDIA LTD.,30 Jul 2015,Interim Dividend - Rs. - 8.0000,31 Jul 2015,-,-,24 Jul 2015,30 Jul 2015,-
500150,FOSECOIND,FOSECO INDIA LTD.,29 Oct 2015,Interim Dividend - Rs. - 8.0000,30 Oct 2015,-,-,23 Oct 2015,29 Oct 2015,-
500150,FOSECOIND,FOSECO INDIA LTD.,21 Apr 2016,Final Dividend - Rs. - 7.0000,-,23 Apr 2016,26 Apr 2016,13 Apr 2016,21 Apr 2016,-
500150,FOSECOIND,FOSECO INDIA LTD.,04 Aug 2016,Interim Dividend - Rs. - 10.0000,05 Aug 2016,-,-,29 Jul 2016,04 Aug 2016,-
500150,FOSECOIND,FOSECO INDIA LTD.,03 Nov 2016,Interim Dividend - Rs. - 6.0000,04 Nov 2016,-,-,27 Oct 2016,03 Nov 2016,-
