Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500150,FOSECOIND,FOSECO INDIA LTD.,20 Apr 2017,Final Dividend - Rs. - 7.0000,-,22 Apr 2017,27 Apr 2017,17 Apr 2017,20 Apr 2017,-
500150,FOSECOIND,FOSECO INDIA LTD.,03 Aug 2017,Interim Dividend - Rs. - 6.0000,05 Aug 2017,-,-,31 Jul 2017,03 Aug 2017,-
500150,FOSECOIND,FOSECO INDIA LTD.,23 Nov 2017,Interim Dividend - Rs. - 7.0000,25 Nov 2017,-,-,20 Nov 2017,23 Nov 2017,-
500150,FOSECOIND,FOSECO INDIA LTD.,12 Apr 2018,Final Dividend - Rs. - 12.0000,-,14 Apr 2018,24 Apr 2018,09 Apr 2018,12 Apr 2018,-
500150,FOSECOIND,FOSECO INDIA LTD.,26 Jul 2018,Interim Dividend - Rs. - 7.0000,28 Jul 2018,-,-,23 Jul 2018,26 Jul 2018,-
500150,FOSECOIND,FOSECO INDIA LTD.,06 Nov 2018,Interim Dividend - Rs. - 8.0000,10 Nov 2018,-,-,01 Nov 2018,07 Nov 2018,-
500150,FOSECOIND,FOSECO INDIA LTD.,16 Apr 2019,Final Dividend - Rs. - 10.0000,-,19 Apr 2019,26 Apr 2019,11 Apr 2019,16 Apr 2019,-
500150,FOSECOIND,FOSECO INDIA LTD.,01 Aug 2019,Interim Dividend - Rs. - 8.0000,03 Aug 2019,-,-,29 Jul 2019,01 Aug 2019,-
500150,FOSECOIND,FOSECO INDIA LTD.,07 Nov 2019,Interim Dividend - Rs. - 7.0000,09 Nov 2019,-,-,04 Nov 2019,07 Nov 2019,-
500150,FOSECOIND,FOSECO INDIA LTD.,28 Oct 2020,Interim Dividend - Rs. - 5.0000,30 Oct 2020,-,-,23 Oct 2020,28 Oct 2020,-
