Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500312,ONGC,Oil and Natural Gas Corporation Ltd,10 Sep 2007,Final Dividend - Rs. - 13.0000,-,12 Sep 2007,19 Sep 2007,05 Sep 2007,11 Sep 2007,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,26 Dec 2007,Interim Dividend - Rs. - 18.0000,27 Dec 2007,-,-,18 Dec 2007,26 Dec 2007,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,08 Sep 2008,Dividend - Rs. - 14.0000,-,10 Sep 2008,19 Sep 2008,02 Sep 2008,09 Sep 2008,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,23 Dec 2008,Interim Dividend - Rs. - 18.0000,24 Dec 2008,-,-,17 Dec 2008,23 Dec 2008,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,11 Sep 2009,Final Dividend - Rs. - 14.0000,-,15 Sep 2009,23 Sep 2009,08 Sep 2009,14 Sep 2009,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,22 Dec 2009,Interim Dividend - Rs. - 18.0000,23 Dec 2009,-,-,16 Dec 2009,22 Dec 2009,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,09 Sep 2010,Final Dividend - Rs. - 15.0000,-,14 Sep 2010,23 Sep 2010,06 Sep 2010,13 Sep 2010,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,20 Dec 2010,Interim Dividend - Rs. - 32.0000,21 Dec 2010,-,-,13 Dec 2010,20 Dec 2010,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,08 Feb 2011,Stock  Split From Rs.10/- to Rs.5/-,09 Feb 2011,-,-,02 Feb 2011,08 Feb 2011,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,08 Feb 2011,Bonus issue 1:1,09 Feb 2011,-,-,02 Feb 2011,08 Feb 2011,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,18 Aug 2011,Final Dividend - Rs. - 0.7500,-,23 Aug 2011,30 Aug 2011,12 Aug 2011,22 Aug 2011,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,06 Jan 2012,Interim Dividend - Rs. - 6.2500,09 Jan 2012,-,-,02 Jan 2012,07 Jan 2012,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,19 Mar 2012,Interim Dividend - Rs. - 1.5000,20 Mar 2012,-,-,13 Mar 2012,19 Mar 2012,-
500312,ONGC,Oil and Natural Gas Corporation Ltd,14 Sep 2012,Final Dividend - Rs. - 2.0000,-,18 Sep 2012,24 Sep 2012,11 Sep 2012,17 Sep 2012,-
