Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,07 Aug 2007,Interim Dividend - Rs. - 3.0000,08 Aug 2007,-,-,01 Aug 2007,07 Aug 2007,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,07 Nov 2007,Dividend - Rs. - 3.0000,08 Nov 2007,-,-,01 Nov 2007,06 Nov 2007,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,17 Mar 2008,Final Dividend - Rs. - 3.0000,-,19 Mar 2008,03 Apr 2008,12 Mar 2008,18 Mar 2008,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,04 Aug 2008,Interim Dividend - Rs. - 3.5000,05 Aug 2008,-,-,29 Jul 2008,04 Aug 2008,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,12 Jun 2009,Final Dividend - Rs. - 4.0000,-,16 Jun 2009,02 Jul 2009,09 Jun 2009,15 Jun 2009,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,06 Nov 2009,Interim Dividend - Rs. - 3.0000,09 Nov 2009,-,-,30 Oct 2009,06 Nov 2009,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,08 Jul 2010,Final Dividend - Rs. - 3.5000,-,10 Jul 2010,26 Jul 2010,05 Jul 2010,08 Jul 2010,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,01 Nov 2010,Interim Dividend - Rs. - 3.0000,02 Nov 2010,-,-,26 Oct 2010,01 Nov 2010,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,08 Jul 2011,Final Dividend - Rs. - 3.5000,-,12 Jul 2011,27 Jul 2011,05 Jul 2011,11 Jul 2011,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,04 Nov 2011,Interim Dividend - Rs. - 3.5000,08 Nov 2011,-,-,31 Oct 2011,04 Nov 2011,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,04 Jul 2012,Final Dividend - Rs. - 4.0000,-,06 Jul 2012,20 Jul 2012,28 Jun 2012,05 Jul 2012,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,01 Nov 2012,Interim Dividend - Rs. - 4.5000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,01 Nov 2012,Special Dividend - Rs. - 8.0000,02 Nov 2012,-,-,25 Oct 2012,01 Nov 2012,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,10 Jul 2013,Final Dividend - Rs. - 6.0000,-,12 Jul 2013,26 Jul 2013,05 Jul 2013,11 Jul 2013,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,31 Oct 2013,Interim Dividend - Rs. - 5.5000,01 Nov 2013,-,-,25 Oct 2013,31 Oct 2013,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,11 Jun 2014,Final Dividend - Rs. - 7.5000,-,13 Jun 2014,30 Jun 2014,06 Jun 2014,12 Jun 2014,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,31 Oct 2014,Interim Dividend - Rs. - 6.0000,03 Nov 2014,-,-,27 Oct 2014,31 Oct 2014,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,19 Jun 2015,Final Dividend - Rs. - 9.0000,-,23 Jun 2015,29 Jun 2015,16 Jun 2015,22 Jun 2015,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,19 Oct 2015,Interim Dividend - Rs. - 6.5000,20 Oct 2015,-,-,13 Oct 2015,19 Oct 2015,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,22 Jun 2016,Final Dividend - Rs. - 9.5000,-,24 Jun 2016,30 Jun 2016,17 Jun 2016,23 Jun 2016,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,01 Nov 2016,Interim Dividend - Rs. - 7.0000,02 Nov 2016,-,-,25 Oct 2016,01 Nov 2016,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,22 Jun 2017,Final Dividend - Rs. - 10.0000,-,24 Jun 2017,30 Jun 2017,19 Jun 2017,22 Jun 2017,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,01 Nov 2017,Interim Dividend - Rs. - 8.0000,02 Nov 2017,-,-,26 Oct 2017,01 Nov 2017,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,21 Jun 2018,Final Dividend - Rs. - 12.0000,-,23 Jun 2018,29 Jun 2018,18 Jun 2018,21 Jun 2018,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,25 Oct 2018,Interim Dividend - Rs. - 9.0000,26 Oct 2018,-,-,19 Oct 2018,25 Oct 2018,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,20 Jun 2019,Final Dividend - Rs. - 13.0000,-,22 Jun 2019,29 Jun 2019,17 Jun 2019,20 Jun 2019,-
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,23 Oct 2019,Interim Dividend - Rs. - 11.0000,24 Oct 2019,-,-,16 Oct 2019,23 Oct 2019,-
