Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,05 Nov 2007,Interim Dividend - Rs. - 0.4500,06 Nov 2007,-,-,30 Oct 2007,05 Nov 2007,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,20 Jun 2008,Interim Dividend - Rs. - 0.4500,23 Jun 2008,-,-,16 Jun 2008,20 Jun 2008,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,16 Jun 2009,Interim Dividend - Rs. - 0.5000,17 Jun 2009,-,-,10 Jun 2009,16 Jun 2009,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,09 Feb 2010,Interim Dividend - Rs. - 0.4000,10 Feb 2010,-,-,03 Feb 2010,09 Feb 2010,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,10 Jun 2010,Interim Dividend - Rs. - 0.5000,11 Jun 2010,-,-,04 Jun 2010,10 Jun 2010,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,16 Nov 2010,Interim Dividend - Rs. - 0.5500,18 Nov 2010,-,-,10 Nov 2010,16 Nov 2010,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,06 Jun 2011,Interim Dividend - Rs. - 0.7000,07 Jun 2011,-,-,31 May 2011,06 Jun 2011,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,15 Feb 2012,Interim Dividend - Rs. - 0.6000,17 Feb 2012,-,-,10 Feb 2012,16 Feb 2012,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,07 Jun 2012,Interim Dividend - Rs. - 0.8000,08 Jun 2012,-,-,01 Jun 2012,07 Jun 2012,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,22 Nov 2012,Interim Dividend - Rs. - 0.6000,23 Nov 2012,-,-,16 Nov 2012,22 Nov 2012,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,11 Jun 2013,Interim Dividend - Rs. - 0.8000,12 Jun 2013,-,-,10 Jun 2013,11 Jun 2013,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,12 Nov 2013,Interim Dividend - Rs. - 0.7000,14 Nov 2013,-,-,07 Nov 2013,12 Nov 2013,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,10 Jun 2014,Interim Dividend - Rs. - 1.0000,11 Jun 2014,-,-,04 Jun 2014,10 Jun 2014,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,17 Nov 2014,Interim Dividend - Rs. - 0.8500,18 Nov 2014,-,-,11 Nov 2014,17 Nov 2014,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,09 Jun 2015,Interim Dividend - Rs. - 0.9000,10 Jun 2015,-,-,03 Jun 2015,09 Jun 2015,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,13 Nov 2015,Interim Dividend - Rs. - 0.8500,16 Nov 2015,-,-,05 Nov 2015,13 Nov 2015,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,17 Mar 2016,Interim Dividend - Rs. - 1.3000,19 Mar 2016,-,-,14 Mar 2016,17 Mar 2016,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,10 Nov 2016,Interim Dividend - Rs. - 1.7000,12 Nov 2016,-,-,07 Nov 2016,10 Nov 2016,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,10 Aug 2017,Dividend - Rs. - 2.8000,-,12 Aug 2017,24 Aug 2017,07 Aug 2017,10 Aug 2017,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,13 Nov 2017,Interim Dividend - Rs. - 1.9000,14 Nov 2017,-,-,07 Nov 2017,13 Nov 2017,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,17 May 2018,Interim Dividend - Rs. - 2.7000,19 May 2018,-,-,14 May 2018,17 May 2018,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,09 Nov 2018,Interim Dividend - Rs. - 2.0000,12 Nov 2018,-,-,01 Nov 2018,09 Nov 2018,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,20 May 2019,Interim Dividend - Rs. - 3.1000,21 May 2019,-,-,14 May 2019,20 May 2019,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,14 Nov 2019,Interim Dividend - Rs. - 1.3500,15 Nov 2019,-,-,07 Nov 2019,14 Nov 2019,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,04 Mar 2020,Interim Dividend - Rs. - 2.8000,05 Mar 2020,-,-,27 Feb 2020,04 Mar 2020,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,12 Nov 2020,Interim Dividend - Rs. - 1.3000,14 Nov 2020,-,-,09 Nov 2020,12 Nov 2020,-
